“Gene”,”P_Sp14.CEL","P_Sp20.CEL","P_Sp25.CEL","P_Sp26.CEL","P_Sp29.CEL","P_Sp31.CEL","P_Sp33.CEL","countP"
"PDE4D",7.717221452,8.039348141,7.060053724,12.09426864,8.335370641,7.802462531,6.83275042,9
"MLF2",38.31033235,49.54670371,79.24800558,42.6162887,43.72303499,38.40616193,44.12116525,9
"HOXB5",71.62219188,45.57100346,70.44835014,78.02962866,67.35393072,60.10429871,81.61107178,8
"CPEB4",117.852215,47.80412222,92.41539634,24.31281656,50.36217498,35.26550614,69.52116009,10
"TBP",126.5541189,48.14316069,87.81082712,41.05473168,33.68064539,28.06187051,55.41032187,5
"CEP170B",150.6943224,86.25560209,156.6639993,75.09691212,137.2039779,115.1962002,171.3609823,4
"HNMT",28.04347357,10.51452644,11.12630473,10.88995325,14.0365018,11.55413599,11.50178589,5
"EIF4G1",44.63042355,35.5087246,58.4150769,50.915182,32.69811012,42.69807476,50.48979094,9
"FKBP5",354.1200059,477.0506533,441.4113521,119.8745313,238.3850641,102.745263,209.2932267,10
"CRLF3",66.05713604,62.60598116,58.70577554,34.36918256,55.24946802,55.24946802,57.79781351,10
"ITGB5",122.5150701,100.606314,133.3687217,93.9817592,114.2930455,83.4270833,117.3024819,4
"TUBA1A",7817.083952,5210.321493,5857.11916,1017.183395,3185.234577,2420.268462,9061.71237,10
"DVL2",100.8844017,67.36518215,73.90476455,61.36367884,58.87214932,49.14296218,73.94869436,8
"UPF2",116.1216752,55.91508436,51.13638781,25.32121794,33.32938425,35.85764639,59.25578246,4
"RAB26",132.7739715,82.28458506,99.77085849,104.0417934,77.21333807,69.40318038,85.80099652,4
"CFL1",1898.093906,1268.629052,1821.819765,550.3564368,1771.716497,1315.362346,2629.28703,9
"MAVS",25.64658611,21.37171015,17.73146769,23.35416759,18.34869794,15.15455528,22.35768815,5
"DDX17",236.8016,108.4313835,154.9698247,61.41507154,210.2265738,134.8037138,220.2804231,10
"EGLN3",33.01500535,38.01195699,17.08253058,12.76223917,14.90379489,12.35688957,13.14468169,10
"CEP57",35.64305733,12.98012541,38.90421241,6.852272343,8.613981825,9.191119303,18.39309111,9
"DYNC1LI1",57.20698747,53.41025809,37.65274362,24.62852422,26.78481354,36.06472517,56.68934351,4
"COL1A2",44.30526278,59.91507327,39.95190315,71.594944,66.93519507,60.23355922,55.16008735,10
"MGEA5",89.68556824,65.51507039,135.9589637,36.15021457,53.38254984,38.80316074,42.70371615,3
"CTNNAL1",76.90213181,39.61826682,57.5057226,30.22667422,40.80773148,24.25254569,38.88480463,6
"TET2",20.98926267,25.43975752,36.20369341,6.287584379,10.92401943,5.699790713,6.539577142,4
"VAMP3",32.10781553,35.58398153,32.55930431,41.80938892,38.06301582,36.5449254,30.95934798,6
"PRKAA2",126.2874633,67.39972901,124.1664727,45.72038141,83.41507012,50.07539837,99.11155306,10
"BCLAF1",37.87152739,28.65654435,23.84668078,22.41805931,19.45604531,21.54502763,19.85553721,7
"CTSH",70.70814096,42.97322319,48.7811148,65.83847654,89.16334688,77.74047106,40.52824724,10
"HEXA",64.52499364,38.61576201,67.29637933,32.31604849,45.79719933,41.78998748,49.50795025,9
"SEC14L4",22.30422803,30.26021233,16.7152217,62.23476754,57.7150769,54.56824116,47.36218798,4
"ATP5C1",26.56808128,14.85793267,24.40567626,15.67501861,18.76559847,12.93153704,15.59636677,3
"SERBP1",78.25786139,40.39971196,55.18184306,29.12060768,40.07016992,38.1205658,50.88716425,9
"TIMP2",66.50531488,51.89512495,56.99826945,21.2553562,34.67952877,26.38582561,40.61688596,7
"GOLGA3",17.27498095,18.14706225,16.5521549,17.5715786,19.26437316,18.15222853,17.33135051,6
"H2AFV",22.51583052,10.53850723,13.99121588,13.62224144,12.16045395,13.51713282,12.46495778,8
"TMBIM4",144.1833968,117.4355419,122.3839186,87.70938081,118.7150701,107.8785578,126.7406435,10
"DAPP1",21.85108079,41.23844725,29.25809322,55.23853111,52.81147809,67.54202211,42.20638982,7
"WIPI2",12.07350959,11.15348094,12.23855011,18.95460308,14.57432005,16.67817303,13.17687661,4
"GBP2",10.0969455,10.67178581,5.712356012,20.72235364,12.29984996,17.12296125,16.8736026,8
"RPL35",84.86383749,32.01985111,118.1893142,13.25187421,24.42266318,17.61199876,14.78940237,6
"VAV2",66.54471688,45.84893627,108.5150701,64.88592678,84.65140982,63.87059722,88.55011493,10
"PDS5A",19.1090325,5.123689832,14.61900125,4.034122611,5.753148207,4.917632767,5.016195488,5
"UBE2V2",15.87376713,5.975367283,9.056084203,4.652532785,4.716111552,5.307502299,6.529527692,7
"UBE2D1",4.861628207,5.318801415,4.482766103,6.096742409,4.797998078,5.401327059,4.368332693,3
"TRPC3",5.96899481,6.601354792,6.061221024,10.66198238,8.244521183,9.442898247,7.862537138,4
"PLAUR",24.33231067,20.84389989,27.92833413,27.74046428,31.0558466,36.55322093,20.25507602,5
"CAST",7.336101931,14.10509104,8.684227253,15.00830617,9.611561661,16.22357058,11.786354,4
"TRA2A",155.4785055,77.2716328,127.9717823,72.35927622,128.0544676,131.7163268,139.1167174,8
"DR1",7.740283763,6.245005468,8.616148264,9.842746439,7.85733574,9.5879246,10.82886529,5
"TOPORS",29.4715525,32.32611693,52.16720643,20.92589378,17.77965049,16.71669476,21.01925168,4
"TGOLN2",24.09260537,16.75292733,22.91465544,9.351422873,12.85275038,10.02718149,14.95928467,8
"RCOR1",23.20490149,17.7164893,50.12273263,11.79843577,16.299346,12.72176651,22.06433181,9
"LPP",299.5859751,486.7150701,458.8894469,549.3693351,546.2857605,633.5049973,439.5314895,10
"SSR3",18.2883593,7.410786848,23.71145347,4.416633688,6.223121109,4.834806773,7.761414166,6
"ANXA11",36.38443419,25.84054945,20.68878021,37.82615766,28.29839287,28.4035499,36.52383347,4
"BAG6",108.1908845,96.14432036,113.1150701,110.7319566,95.95256581,97.87332806,84.27565587,4
"DCP2",23.69051415,11.51669158,24.88180669,9.83274109,10.73406188,11.52237259,17.42928536,8
"SRSF10",35.54372033,24.10121919,39.23352298,7.864465002,8.979760421,9.85226828,11.34719159,10
"IKBKAP",8.19095136,8.685974058,12.53637247,6.707499505,6.302103271,6.84940073,6.460004505,4
"SUB1",27.71910445,16.87542047,16.45293798,13.81505013,19.88913533,13.83359768,17.79314915,4
"HOXB9",27.03601551,43.4599377,29.62541727,46.11545899,35.44855652,31.07145697,34.69158018,8
"GPNMB",82.4008099,33.34918306,159.0940143,10.80310382,99.53401112,70.81507014,25.62639966,9
"ZBTB7A",26.9131547,32.39615128,40.8825286,42.59911044,51.99134438,33.62758643,63.0294755,8
"PRDX2",185.3546027,294.4425486,198.5150701,435.8118778,394.1985803,496.3897542,343.2124111,9
"CENPL",6.185953578,6.171522118,6.749074318,6.171522118,5.624386652,6.362729243,7.617197358,4
"PPP3CA",441.4221485,280.546813,617.756256,74.96668063,234.6337976,146.8905315,532.7150701,7
"ZCCHC6",29.09631117,23.83637417,21.02097527,30.58451498,24.85540378,33.92202743,21.99459147,10
"CDAN1",13.19956161,21.49608712,24.26530509,22.41805931,33.64461621,31.86200619,19.3875301,6
"ERCC6",28.95784261,49.93805131,32.63537482,68.36547969,49.29379139,46.1984731,36.5749955,9
"PRPF40A",8.779484689,6.784804906,8.506719416,9.146396366,9.146396366,8.935809384,7.985620319,3
"ZBTB10",5.938129682,5.975367283,9.538092523,3.947205128,3.847381699,4.458334829,4.746644818,4
"RBM7",13.36609012,13.30496228,11.71862502,13.71643251,10.30704175,15.63122147,15.81083691,6
"MED14",48.08613379,13.36440627,43.68926561,8.657096451,7.443955145,8.681619338,12.66560955,5
"POLH",13.24477729,10.49939758,11.4539699,17.57614968,14.76258355,15.88204494,12.86814896,4
"RQCD1",58.65348168,35.16930723,82.52114177,53.54902283,41.12696726,38.34547236,44.83590167,9
"H2AFY",41.81711619,48.74832704,39.7049215,48.30731879,37.09561603,43.255389,31.9204191,9
"LPCAT4",175.6512114,88.34713857,217.091537,54.51095271,64.83869997,39.84678437,165.2734194,7
"SDF4",56.70166117,48.34772873,66.0861246,48.42982632,51.51822683,42.81706336,51.43135993,4
"BLOC1S6",21.72970108,6.879134546,13.59475927,4.781478195,5.511624704,5.834740698,6.668197969,5
"ATP6V0D2",16.77573465,20.74516701,21.84480388,26.27028796,23.09662222,21.54092444,18.38855695,5
"CLU",2405.683394,1831.31507,2342.051528,260.3150701,766.1150701,448.1907392,3635.842166,10
"THBS1",11.59466482,7.793601772,8.044979646,5.035345587,5.742187187,18.31711102,3.639712228,8
"HIPK2",124.1172547,75.58678649,130.6606478,94.75619198,151.5328388,106.3569775,88.07521195,10
"VASP",50.26435013,57.77296998,100.9890728,82.61697842,120.3094781,103.8960393,121.8577886,6
"SEPT7",20.12584396,19.9471154,28.12640764,29.16114634,23.62552435,25.94105101,31.47927079,5
"RBKS",46.92994451,25.6089496,29.58338816,45.46561206,37.11080357,40.3406862,38.43253441,10
"TUBB2A",8883.848093,4083.729227,5160.22583,318.43429,882.3150701,418.0758438,10300.63956,10
"UNG",58.95648837,77.11281542,78.63328138,47.3873343,45.58328731,50.10869331,62.53899939,5
"ZC3H13",8.357995226,7.748172716,7.661055214,14.26681248,10.51575516,11.5248346,10.21494499,3
"TSR1",173.8545299,393.8660193,210.5639229,516.7663959,406.0917597,500.5262483,352.9096341,10
"ALG13",61.14016098,30.54573408,40.60427537,21.25723033,40.02081944,33.36599992,48.64977724,4
"CDKN2B",29.02603779,13.37669786,13.32875001,12.28436027,15.45739945,22.73033244,25.10531752,8
"GGA1",336.1976439,254.8402462,319.3080673,241.9308346,282.5075486,278.2147833,470.2808055,10
"OSBP",4.534822878,5.121823777,4.791614164,9.227013715,8.368400981,6.717829484,7.052641852,5
"RPS10",1919.172578,1001.207285,1305.506935,466.9956244,951.6863275,839.7464684,893.2994713,10
"TXNL1",25.67212086,32.45865981,25.01768474,8.700054218,14.74128353,8.659669515,21.51360044,8
"NOTCH2NL",189.8353146,308.5658232,177.6150701,348.740653,419.7958268,411.8387443,296.2014911,10
"SNRPD1",28.72547515,15.55814807,19.25545382,8.268149904,11.34174495,9.317079506,14.24652971,4
"ROBO2",25.6228744,9.65139032,13.38852453,18.36175026,13.72262783,14.31211803,17.70978165,3
"ARL15",104.7460967,112.6567928,42.60207941,73.37840196,101.4250619,140.4632148,93.72623021,10
"LZTFL1",16.48389714,21.7167225,13.12991067,18.5077481,20.49794216,20.94709947,20.8105883,10
"CD47",260.1529841,149.9985612,509.7021038,71.47459028,247.2335832,229.3779748,323.9658711,9
"ZBTB14",19.1090325,28.86212433,24.08118772,37.0082751,30.3211364,30.99784242,23.8973226,5
"KIAA0141",42.24231443,36.80577539,32.82420204,36.06440202,34.97515337,41.23146402,43.51741564,10
"FOXN3",55.11368569,43.11628129,34.78242402,33.35069832,33.13665816,26.11512005,34.61587263,5
"TPM4",51.57064663,42.46151755,66.75759138,48.57220173,68.82190229,68.70368889,60.86895417,10
"ACAT2",131.422799,50.41518215,84.51507012,55.51508436,65.04937774,73.1906106,79.07332783,10
"UBXN4",27.9442301,48.7710637,30.51894981,19.27945647,20.2987871,24.33231067,38.1086801,6
"RGL2",77.27444873,49.78662794,52.89745681,56.80058903,66.38860699,57.97075526,47.351258,7
"CYFIP2",96.28957015,67.08064749,50.46726753,29.04741585,33.95301091,19.7672513,60.0848416,4
"NDEL1",365.462779,200.6346364,346.0740801,50.56809931,94.22679991,75.33948318,459.4150701,9
"PAXIP1",24.94662749,23.47045237,25.17997275,14.22926508,14.35696055,19.12363301,22.79930008,9
"WRN",36.59535901,33.02745261,30.15461939,22.59175128,25.23797826,37.47800876,23.45055037,8
"FEN1",143.0439271,60.33488092,101.3802554,36.76456963,37.02941449,51.2860511,54.8882687,3
"L3MBTL1",64.63327627,50.44761323,45.14658039,53.16992627,44.31485279,51.37086461,48.15349031,10
"STX4",38.05307036,35.75043626,38.51987784,27.03268262,23.49988792,23.99663036,27.89476354,3
"HSPH1",76.78050889,53.14809386,112.531268,38.63648699,44.07690441,39.39238742,76.28547933,8
"SRRM2",137.0366575,154.3444785,218.732426,77.43648195,176.8703295,143.3726212,178.7392438,10
"PANK2",4.01701315,5.492310306,4.840489516,5.238969395,4.456785347,4.241553637,4.248012732,8
"HAT1",12.82762035,18.60734254,13.34685815,4.858915292,6.180103933,4.694313364,6.246248024,6
"PDCL",347.0150701,284.5885497,193.2150701,146.8150701,169.3204594,165.3561014,213.3150701,10
"BRWD1",9.412900425,14.61597183,11.98393203,29.0710057,18.36507121,15.31253935,12.90250884,8
"RPS16",101.3325304,51.63847031,107.2165778,18.18319261,19.05897833,14.88938047,19.27346699,5
"RAD17",96.51002421,31.61218707,50.78788398,26.33105756,36.81059261,28.27917231,39.61399482,8
"SURF4",68.9954387,75.07806571,92.91744407,36.10397866,45.89440206,44.01883928,45.21232972,3
"ALMS1",133.4768494,289.8983224,166.5396344,324.8041441,294.8044928,374.7085401,251.9027635,10
"SPG21",234.8956992,326.5396446,243.9123274,480.4150701,382.649009,447.7762922,350.7150701,10
"TIFA",74.93035537,35.31370504,101.8541108,17.46231461,16.83714241,21.60056212,38.13601668,8
"EPM2AIP1",64.739825,17.41110629,62.04155765,21.54502763,26.0063802,21.4326637,35.36910136,3
"MCMBP",17.54055081,13.11675387,22.42591523,15.33540899,17.30123226,12.59008708,15.16408473,4
"STAT3",74.78191546,98.25291717,235.3612681,51.75667868,56.51573494,64.523036,116.1501736,10
"DDR2",46.12857328,58.1232553,37.13878171,51.53596778,71.52037908,74.65284436,47.58272349,8
"XBP1",61.00812157,23.47045237,33.27424786,19.41543944,19.77635943,20.85225945,18.74380332,10
"IVNS1ABP",5.719340875,4.224413664,4.205427322,4.317182797,4.183817778,4.514029336,5.371308063,5
"PNN",60.01507327,78.72368985,71.15964971,16.92944788,45.322137,17.99137809,36.64188728,9
"PTEN",333.4401637,208.6573853,367.0397307,176.4434025,214.9502273,114.0900666,279.5315617,8
"PIAS1",105.8126022,59.74045861,77.65734616,45.5992591,50.02722211,56.28174704,69.4776716,4
"NKRF",59.98971864,39.31850159,51.66798169,26.22043565,24.90221304,31.26476205,29.91471384,8
"HMGXB4",48.48552585,38.76947585,43.21549927,23.40874668,33.17609912,18.22209073,34.51479286,4
"CDC25A",9.194685731,9.135460605,13.37146263,12.15293685,7.525612216,9.303074513,10.80395499,10
"STX11",8.406603825,7.689386955,13.95135309,10.06123412,7.839670914,7.707773371,7.614642069,3
"THRA",31.21621367,37.02516794,42.6333272,49.83093328,57.93621153,54.75088379,45.37510522,10
"ERBB3",30.15335378,39.28793149,31.87665027,37.61698472,35.77916398,31.19977292,34.19076453,10
"RANGRF",35.16225183,22.29539723,26.01770337,24.14706004,23.18608751,24.8621775,17.3905997,3
"NPEPPS",148.8084846,106.3150701,90.75720394,52.97465541,46.95134834,54.89232277,79.6944581,3
"PDE4DIP",62.51507154,19.60956607,25.35299172,12.5457125,14.01335547,12.6191303,27.53750152,5
"RAB3A",362.6391817,318.5330313,370.898004,313.4156551,258.2824026,274.6472196,378.6150701,6
"RBM48",29.86197501,21.63788951,30.62241938,13.5882877,14.41013124,15.25091429,18.42171706,10
"MEGF10",4.688176835,9.931944227,8.414494806,4.373785485,6.094515362,9.554202459,6.977398887,10
"MDM2",36.79158956,47.98675246,46.16887562,46.11545899,37.04210251,35.26060934,39.31850159,10
"RTN4",83.66625299,30.5467117,91.13360596,23.35964257,24.38415547,29.24216474,40.33167447,3
"STAT5B",63.91507075,67.97980747,91.24081579,39.67408363,49.81090593,42.91092085,48.91528101,3
"CDKN1C",33.05483718,29.10633895,24.32867634,42.41014155,44.1893635,30.32658364,31.29011019,5
"ARMC8",45.30812779,12.91533998,46.24250668,10.71631358,10.68840139,13.78760831,19.81780889,4
"CEACAM1",14.01463235,16.14805772,13.41208357,27.23552131,19.23855847,17.87180938,12.50797774,4
"NGLY1",130.4296879,76.82055189,104.0734393,54.19447802,40.98604067,45.21214198,53.91691676,10
"SFPQ",49.21187117,27.62800756,91.03680463,12.18908558,15.55433059,11.49900379,9.364604892,7
"FAM161A",49.51104501,40.67922225,30.21660091,9.70834957,10.06819155,18.57891874,21.73649344,5
"C16orf45",169.273351,164.5105059,152.2793203,153.4075092,142.8767418,130.2728452,159.3066199,7
"KLF3",7.957450129,8.495875212,8.399057313,8.758703341,7.68745276,7.892160944,5.700987692,3
"PDE4B",130.1140671,120.1230056,172.4714764,43.33650352,57.01820882,36.83340229,62.82252617,7
"TPM1",87.01189954,105.0202806,120.8379968,41.41712825,49.82406406,34.87019547,48.41479895,7
"NTN4",34.10021393,24.08255181,15.22832493,5.937144929,6.784464089,6.345049617,7.428613948,4
"AGO3",27.09787391,32.1037288,42.26239026,23.65502244,24.56509361,25.43446441,27.75115613,9
"HEY1",993.0243184,521.6178158,678.272082,108.8301966,328.0809782,194.606242,565.2128612,10
"ZFP36",147.2622473,205.5072753,220.2490424,213.888917,205.4241616,211.3783516,145.0964158,3
"PTN",244.3708365,170.1171284,184.9361774,67.97788431,118.5046896,175.7328717,117.9268815,10
"CENPN",16.9077504,13.4525796,20.38304901,18.40154245,14.74325111,17.02308211,26.98556708,6
"TAOK1",258.5576103,136.4598221,220.9877996,78.89503884,214.2552771,133.6150701,343.9908053,10
"MAP2K6",28.06586778,33.94124854,32.86338722,48.57310307,36.33011479,40.18259191,35.06830186,3
"CDK2",9.587038043,10.42308473,10.0149985,13.34072719,12.2793405,11.84242436,13.63866515,10
"GABRB2",633.783801,231.9230773,153.1447887,173.3538054,208.2184204,293.7968011,120.4864213,10
"RAB3B",10.0969455,10.31615592,8.797821395,11.36641106,12.57636938,10.81448906,9.965452744,4
"ITSN1",14.13197204,7.452571998,27.79458991,6.261382783,5.282214223,6.768609006,5.251078085,4
"ZEB2",51.89366382,95.37401324,119.5073635,22.00396554,69.19798069,68.0964981,28.42607886,10
"CYHR1",26.06845701,38.09694678,37.85578397,50.915182,37.62067983,42.50121572,37.02074284,5
"PTPRM",222.0102067,103.0973621,118.6890874,74.55628838,58.75608649,88.08232763,102.6426641,4
"STX17",59.48925622,19.13176155,39.44051286,20.58889745,21.80006575,17.23704982,26.76297106,9
"PLAA",91.61507012,47.03786171,113.8340854,27.23279579,29.67319463,35.00471495,42.83518852,6
"RNF14",9.678870672,15.61460605,16.57937504,8.221222419,6.257885751,6.878786647,11.60164813,6
"RAB21",68.26209699,64.58769138,43.73520071,35.28668061,30.65924569,34.41320485,28.09348464,5
"TFCP2",40.77215808,34.49746082,43.50660451,37.80122284,37.80122284,40.57753345,41.47849308,9
"MBD1",32.23629852,31.57804309,32.28344522,38.08881291,38.49268822,29.75377013,30.90499824,4
"PIM1",72.21507014,75.17022944,71.84999114,67.34109051,77.97249492,65.97875656,83.79292353,10
"NUDCD2",28.37103404,12.28406886,20.34721536,7.886607611,11.41272219,8.845323921,14.57704249,3
"PLS3",198.1086854,221.839936,455.9908276,16.87520579,82.77136961,24.66068981,246.9694523,10
"ATF7IP",703.6303335,1609.921295,878.9412699,1517.292751,1500.226713,1586.893778,1187.477272,10
"NACA",343.6277829,273.199404,386.370896,21.80180028,68.44351498,35.45136161,43.26832455,10
"PPFIA1",24.25784304,17.54422221,17.09368489,29.16114634,23.27531293,28.78086771,25.6119958,6
"MAP3K7",93.3157404,66.1981113,131.7163367,25.71642102,29.6221755,44.73346047,60.48933984,5
"NNT",121.3415633,81.57101156,152.42798,43.81627335,66.22918154,104.8883646,78.20614336,10
"CRY1",74.84123238,99.79417777,71.01507014,14.26368915,37.33009692,24.29980093,33.79452773,9
"ZFYVE26",49.31528101,47.14151227,50.01518215,48.51528152,53.31509922,54.68097637,49.11405284,4
"PTGER3",3.634864262,4.553609522,3.418119273,4.360350708,4.495908952,3.68666563,3.352749988,3
"FBXW2",17.56443294,16.13416794,22.94606944,19.69655853,17.22674156,18.74408415,19.42653599,4
"CEBPB",82.89802599,80.38213639,67.27773073,50.04290672,78.24649373,99.17265852,77.09474887,10
"ZNF24",9.979393328,11.27617575,13.62789412,15.79721848,15.29612474,15.61404406,14.05826455,7
"MED30",63.1257544,55.18971346,107.4744173,30.21419022,29.26114634,28.90443891,39.31850159,6
"MGAT4B",152.9299724,32.06266847,156.3784449,38.52972423,57.99134156,29.0436738,163.4435962,7
"NUDC",106.6518615,81.26628967,103.2150701,72.368832,58.8150769,56.32419472,61.01956671,9
"CACNA1C",10.69445602,8.343749263,7.702006935,8.586937461,9.196597215,7.029526995,9.115938433,4
"UHRF2",264.0196117,234.9515315,250.0687761,40.49750153,91.11507012,52.35946985,97.83413838,6
"CSNK1A1",28.74284855,22.58373298,110.3154998,17.27060086,21.87759797,27.44618486,38.99923118,9
"SIRT7",59.50091088,55.37797896,91.89447667,80.5677751,73.7224516,65.90153145,63.69656787,5
"ATM",57.93213478,18.32343389,26.85310759,15.85830097,16.99799712,18.43122372,25.2339354,6
"ARRB1",60.62249196,45.28481435,49.39221112,32.37950157,29.44337666,33.74542452,51.25023915,3
"NANOS1",26.98556708,10.60547771,11.0856354,13.43675662,12.44840107,17.84532283,11.60638545,3
"CAND1",30.35192726,16.89071243,15.51003958,11.95232994,14.50426189,17.44829241,18.51034964,9
"CIC",67.23716616,67.7234942,66.62481847,83.43250383,79.2721869,82.62139064,75.01507013,4
"USP7",738.6150701,499.7636875,1250.993598,115.8150701,287.4356709,167.4252327,844.5768404,10
"NEDD9",15.13810435,89.27469721,50.4248171,12.56683295,41.6069784,30.11538672,10.89424811,10
"UGP2",425.7538955,104.7075517,213.6905717,45.88092585,78.12925594,41.668501,67.18843967,9
"RDX",356.7150701,89.31161534,244.3319672,6.021067051,25.61335419,10.79151765,208.8747576,8
"HDAC4",89.55719501,70.40860409,50.36073147,16.27367246,42.36279769,28.70197417,56.11524571,8
"MDC1",53.86290404,33.11107345,49.46012617,15.67220076,20.31251499,22.41805931,39.06943982,7
"PKD2",29.73121044,23.51765869,15.12126854,6.149497614,7.582646668,5.844066537,6.810434477,6
"YWHAG",5190.285086,3135.646295,5411.01507,385.9512229,1508.312827,951.7606877,5249.986459,10
"TSPYL2",336.7339673,206.0298431,265.9763678,217.3988347,196.7150701,210.2443621,216.1281854,7
"KMT2A",33.18261429,17.00221926,61.39309103,17.130424,18.4374388,27.55219452,36.12588766,7
"EAF1",67.35700824,18.47444483,43.9419617,18.38959002,18.90831156,18.90850681,25.72266858,10
"FBL",31.02360258,20.38935825,39.088734,26.1801303,25.7325764,24.0172356,25.02057246,6
"XIAP",15.36043161,6.010848798,10.37237951,3.957128035,4.140744534,4.286719154,5.019023136,4
"MIB1",54.33571916,36.51079114,48.98842463,22.90385702,29.23096139,29.91541745,89.509195,5
"HABP4",9.950550649,10.02868782,12.01147475,14.2918161,12.29822406,13.58847077,10.25090372,3
"SOX2",28.76336652,44.16329605,39.848546,54.35463343,57.54965959,48.45141342,39.7070971,4
"CPSF7",156.8150701,196.0424331,215.7211216,150.7150701,149.2534683,170.1150701,160.1647449,9
"C19orf25",32.75312322,43.79804684,45.19453926,35.63543368,32.70410596,32.14864417,37.82037557,4
"PPIG",118.4578932,79.02289121,90.58698231,99.66530835,117.2771035,117.5490591,123.4334619,10
"SF3B5",135.3258697,95.96130095,157.2849048,96.18150268,88.45775267,98.71577361,83.49392306,4
"RASSF4",45.13123881,54.40422071,42.59243357,20.42557965,33.20678966,34.73916437,44.24070686,3
"RNF10",89.21507012,31.59109038,71.54110701,24.90102414,25.77103196,28.07964465,56.92147728,4
"SOX9",44.29453511,25.02057246,33.69796383,40.06205187,43.1555954,43.4915595,26.69054701,10
"RBBP4",67.41507023,67.43483292,48.63986837,67.71420309,63.01576385,67.61507023,68.31507023,4
"TRIP4",57.95356593,26.81719292,65.27410069,29.85671159,39.55392928,53.08962807,45.47384765,3
"FUS",90.0700902,75.61434835,121.4876613,68.51507017,64.16669672,66.1698513,65.32223417,4
"GSTP1",89.36472391,68.77295002,80.11507012,82.32509082,70.36189233,62.60285373,61.18912934,5
"FOXO3",608.4006629,309.4896583,357.6855186,114.3557353,232.319362,181.3300537,254.6005507,10
"EIF2S1",120.7429019,63.02683028,132.8720207,38.01632202,34.66052023,57.6150769,81.72099405,10
"MARK4",278.6575711,182.1043825,293.7098308,145.0268882,197.0230404,135.4781439,288.6284084,7
"SGCD",63.25994873,100.985189,98.21904251,82.93226988,55.21192726,59.68276581,71.29644029,10
"WIPF1",76.81507012,76.75201747,104.4150701,11.78136629,44.91576343,35.85047765,24.27471715,9
"APLP1",93.41507012,96.41367118,110.9554556,65.79310446,119.2000094,85.37274427,98.71363691,6
"RFC3",17.99086389,13.99435807,17.99086389,8.926009862,11.75405648,10.79151765,19.67794238,7
"KMT2D",52.01512796,32.10383184,37.96670038,26.16331331,44.11862719,39.9225645,29.46377427,10
"SEC63",64.25912348,55.5283001,71.33053769,27.70395123,26.55735008,28.09657835,41.88042873,3
"GTF2F1",39.87354236,21.27793492,42.22395422,32.36632915,30.35873981,27.49781855,31.36957991,8
"CSDE1",208.3760103,123.2034869,476.8013568,16.86317772,80.28015895,59.29591346,152.3611043,9
"CD2AP",37.0511163,19.39397278,72.69774528,5.768535674,14.8850344,13.06044355,23.31155902,8
"PHC3",11.33056822,6.03085557,4.648570014,4.650192448,5.477421508,6.530122778,7.273621619,5
"PSMA3",69.29151832,23.59518964,70.39954893,8.001625114,10.3858743,8.934747186,13.96303686,3
"HLA-A",170.7467498,129.4018948,170.3100693,60.11507327,125.6150701,117.595612,116.8150701,9
"CDK8",36.32018429,6.264028982,49.20448843,4.155173785,4.710978145,4.868636944,10.82886529,9
"LRBA",51.19494338,24.66798503,50.66725125,22.41101211,26.79841059,24.1024361,22.85056791,7
"RAP1A",69.86379972,43.69324225,73.37088838,40.26324522,40.35551601,39.21205319,36.6710258,4
"SPP1",2395.352574,1962.711419,4762.992097,178.0150701,1051.429641,619.3086279,3558.704888,10
"GOLIM4",27.82588839,39.31850159,69.21379774,69.81465481,43.15025841,50.41709007,34.63967899,3
"CGGBP1",23.61600562,23.1473306,25.73510369,29.51333106,19.44506011,20.91942529,21.98260293,9
"USP34",450.7914839,1127.104966,585.4377884,1149.36507,1034.297212,1219.115889,837.7150701,10
"EXOSC1",5.790825101,6.604337691,42.73100569,6.34017283,7.369564401,10.27411214,8.094029074,4
"PRKAR2A",364.6869296,436.4703777,282.1150701,471.4709291,449.5620375,500.5292514,415.5728939,10
"NRG1",261.7238226,77.34648395,184.1814158,15.72386501,29.34764786,11.89840879,262.3413788,4
"LAMTOR1",103.7758174,82.42568627,151.6312528,83.88368947,95.51650071,64.80939393,126.8150701,4
"PHF3",16.48350977,16.92340163,21.51188543,18.00781635,21.54392222,21.24050682,17.97673545,7
"NRAS",97.06080835,71.34293812,184.2934073,64.50627353,75.58621183,74.8650548,85.41017267,9
"RBM39",113.9966498,89.66155951,136.5248542,36.40014569,84.67746695,52.37671489,65.01420134,9
"SUGT1",443.9150701,273.0615684,550.929922,86.17308306,189.0399092,122.4998614,672.0332628,10
"NRIP1",67.94618974,42.48432006,104.1801258,7.911990279,26.99039822,7.956151849,57.75215376,8
"ZNF440",10.16598855,7.862894685,16.10974804,7.164050367,6.423490095,6.163922229,9.228786896,4
"ZBTB5",140.248457,205.1879912,169.0722133,112.0328104,86.94456871,131.455333,108.0018505,10
"RPL15",38.38529741,23.47045237,26.5393622,22.73887983,28.0494358,24.0831207,23.16320445,3
"TXLNG",9.916660503,11.59477046,7.408910726,9.385219147,7.729685724,9.551765695,7.825472982,6
"NCKIPSD",187.3573562,89.70719415,101.6717399,95.97664542,67.9757645,90.1159995,98.44451968,9
"SYK",16.39613602,18.72285627,20.01142353,22.920699,22.56384727,22.6155001,9.901491701,4
