Gene,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
NBPF1,5.195415357,7.045524603,5.863881815,6.504442665,5.516958747,4.789900421,2.157154431,5.940981061
NCAM1,39.456356,40.36251712,41.11278374,27.24434451,38.66652849,28.50699179,35.96703852,24.47267991
NCDN,21.31256923,24.68033596,29.3579309,19.04040286,35.96473744,17.73256161,15.77564055,17.83290611
NCK1,30.75745837,27.52446814,23.64616963,31.56947177,34.00243549,26.75357532,26.94300108,22.73853785
NCKAP1,27.87934917,37.77364656,44.52217907,33.42544027,39.54016501,38.04158477,29.23211282,30.92978723
NCKIPSD,13.51871175,14.15748262,15.73821994,19.04815662,18.68664981,13.6490746,15.85004251,14.48711975
NCOA2,25.19031109,19.14608391,22.1590459,18.18855825,15.26448645,21.99579015,18.95937709,18.86846799
NCOA3,2.727814077,2.199804802,2.640998841,3.338266574,2.880514822,3.592990128,2.065467157,3.508899643
NCOA6,8.715090581,8.715090581,7.621386934,8.946382368,11.31378758,8.696415356,7.621386934,8.982623602
NCOR1,2.757152786,2.50570547,2.321203425,1.683330265,1.583209214,2.406914012,1.589126109,2.463370836
NCOR2,61.70553223,62.10127909,66.24796232,79.53624776,59.66652848,55.69839451,59.66652848,59.21198303
NCSTN,5.331491212,4.59658581,4.694733619,3.972474308,8.631065089,4.235999294,4.59658581,3.521404412
NDEL1,73.39380121,64.16900936,73.39380121,101.2788898,84.51219986,57.839584,57.75743757,48.74404905
NDFIP1,44.34827061,45.03439294,49.08471791,49.44272893,49.25981166,38.44053649,38.77819909,38.97085586
NDRG1,12.30259411,17.49355237,19.77785052,13.06035947,13.63504977,20.13103987,25.57264438,20.69189341
NDUFB11,40.84834666,49.21427743,38.19871824,75.32196018,41.59616819,32.17683546,29.21467488,38.93925576
NDUFB8,162.6665285,200.9072125,200.7092092,307.4530007,237.3748833,188.3340021,154.0103735,192.5168991
NDUFS1,33.75743877,20.21401202,27.6028393,37.49822235,35.83111644,19.62572515,14.9731104,24.56671543
NDUFS2,15.74777116,13.52500943,11.60188106,16.55017442,13.52500943,12.11852946,10.63771766,10.00231968
NDUFS3,8.360684111,15.05319223,12.20059954,19.46403581,15.23784767,6.490541152,7.200805523,11.49734164
NDUFS6,24.2138421,25.94713448,23.9177182,32.30392992,29.81752267,21.61104573,19.98538337,22.52425489
NECAP1,13.75474973,23.38704116,20.83310111,18.03458099,24.93995972,14.06752711,17.12188819,17.94295299
NEDD4L,11.89885934,10.01288458,11.1442422,9.827634012,11.06904332,11.1442422,9.573392431,11.61882038
NEDD8,33.56507481,62.5226275,54.83809895,57.23449146,36.12107418,37.30289216,33.73414867,30.51937752
NEDD9,1.802506762,4.025047382,3.514432763,1.70639099,1.62529836,2.299768223,2.774963597,2.125875478
NEK1,26.89694427,23.34729386,19.34554557,26.57586032,25.20047515,18.266697,20.58754305,21.75037727
NELFCD,8.797283474,8.405504498,7.994292325,8.878125456,7.994292325,5.732853343,7.181692785,9.930801146
NELL1,16.52709888,11.57805603,14.88467338,22.03469514,16.52709888,14.23765727,8.653410557,17.8015564
NFIA,108.9425856,77.84834666,95.12107394,93.51026534,72.94402695,77.54579613,98.92044656,103.1667206
NFIL3,1.4989557,1.853722413,1.915493457,2.137747904,2.480090807,1.590453586,2.342124771,3.103035223
NFX1,21.85281685,24.71307866,14.10648134,28.9359608,14.13468006,13.97565823,14.89449887,20.3243402
NFYB,3.68114614,6.737056867,4.346120349,4.3764703,3.4818168,3.750488413,2.906554085,4.113141935
NGB,3.208981697,10.93376578,4.826065473,19.95342047,21.21420975,11.11203414,9.814208038,4.73694987
NGLY1,8.9773826,8.784607483,7.068768297,8.360684111,8.464217434,6.508722382,7.538348241,8.360684111
NIF3L1,7.939968845,7.746645093,8.00473908,8.00473908,10.91972255,7.521195064,7.16861994,6.430430898
NIFK,8.360684111,6.175546298,4.098789332,4.141191712,3.988921411,5.419058667,5.284118861,4.613302417
NINL,5.231176389,6.257707061,4.932100543,9.122502288,10.10886548,7.521195064,6.91433104,3.783364164
NIPSNAP3A,9.248087287,7.393074553,6.789536188,10.80708072,11.82923577,9.405983759,6.551897348,15.61800358
NKRF,9.021654888,6.454056487,6.454056487,5.959478107,8.271822427,5.809266985,6.092868334,6.713290899
NLK,37.05640297,32.05690225,42.37706029,32.189515,27.33299118,20.13103987,20.03654046,26.83806944
NMB,12.06939452,21.9271825,9.469598648,19.16142177,12.15921851,8.961547162,13.37931923,10.39846875
NMRAL1,21.18570189,21.95217468,16.27345143,25.95318316,27.30313299,19.91590753,12.28420685,10.18122928
NMT1,4.035878834,3.862908541,4.406123347,5.062840793,5.082936641,2.637324822,3.872622837,4.32228572
NNT,18.50483163,9.155874289,14.05720514,8.028651316,7.136749312,8.25189824,8.25189824,7.540586628
NOL11,3.675298805,3.18529999,3.05640204,2.734356485,4.151388163,2.937110151,3.735103483,3.334926279
NOL3,5.113963373,6.112176921,5.183819151,7.200188576,4.51563808,6.333240596,4.679171921,4.244580067
NOL4,4.814605535,4.436748728,4.720780005,4.553790279,3.801509327,4.814605535,4.048568756,6.24296527
NONO,48.85544921,43.21198303,50.5441318,39.13152044,44.21198303,43.83180686,42.4847103,46.06703865
NOTCH2,2.09951626,2.105481077,2.769638107,1.78311889,2.691825715,1.907901304,2.850403337,3.56337032
NOTCH2NL,17.06774436,20.42911526,15.91382639,16.09146983,13.62680172,27.8083453,21.05811371,23.48507958
NOTCH4,4.212107959,5.31594546,5.583967587,5.812447522,3.657842421,3.890314224,3.043188956,4.732871244
NPEPPS,13.43348221,13.43348221,11.43473962,13.14399688,18.67077966,9.225606126,11.17767797,10.96251812
NPLOC4,8.360684111,9.663719463,8.537649604,9.264364224,12.34878838,6.264644125,9.264364224,8.300438769
NPM1,99.48750973,163.4152824,131.6418509,170.3806728,131.4847103,125.1449463,135.6086452,123.985003
NPTX1,4.946995957,4.946995957,7.171123582,3.854885014,3.338703601,4.688286387,4.946995957,5.054655801
NRAS,8.360828099,11.23515128,8.479142194,9.023385729,6.601530648,6.118561239,6.573431742,6.988445932
NREP,2.602339415,2.506344381,15.47011973,4.155660487,4.919867538,6.493203455,7.109286385,7.947106217
NRG1,3.759195731,2.001173106,2.383446156,4.046565572,2.808007989,1.972633515,2.764627866,2.101894532
NRG2,7.612092859,6.418574952,6.251133451,8.032393877,4.555658665,5.29184532,6.179721542,6.973224923
NRG3,3.66609024,2.874440173,3.077528472,4.361589311,2.905300846,2.580209513,2.68676216,2.818878084
NRIP1,2.937833095,2.021308583,1.606988446,2.203621714,3.944152423,2.746556516,3.043188956,2.299768223
NSMAF,7.67745332,10.16573252,7.61414579,8.128190001,7.362495998,6.257707061,7.362495998,7.362495998
NSMCE1,7.200062008,9.049126303,8.165077377,16.90949793,9.471347804,8.681167099,9.423679934,9.423679934
NSUN2,7.837300731,9.493995489,8.360684111,8.360684111,9.162143903,8.360684111,8.152494985,7.287459326
NUAK1,103.5484265,99.2771648,113.4441808,100.6273805,92.76414691,75.95269169,66.75743757,74.03290945
NUDC,22.39825023,23.74778873,31.40993731,17.1496075,17.24956255,24.11491089,20.05473374,15.3637571
NUDT21,3.423857013,4.699400864,4.946995957,3.936249237,4.573584475,2.609238819,2.748671977,2.750480147
NUDT5,3.177256898,3.445931402,3.098140127,4.199296944,4.203627764,3.770989801,3.297392956,2.700430704
NUP133,3.999219629,4.59658581,4.711044785,7.87176678,6.364317634,4.711044785,2.937032178,5.387101113
NUP214,6.302443492,4.659006841,4.185208359,5.889062338,4.807227919,3.592990128,3.678651933,5.564137059
NUP43,13.97565823,19.97521526,12.03321099,12.85557536,11.4453406,9.254069339,8.104322956,10.96251812
NUP54,11.07214341,10.48480235,9.651388516,14.63970531,7.719635645,8.538316092,7.764302663,11.26286056
NUP85,1.280150692,1.657767546,1.905354597,2.095445822,2.644923758,1.913303456,1.289740513,1.979830928
NXN,6.23324678,6.338857905,6.338857905,6.639376359,5.694529074,5.284118861,7.972033473,8.613247687
NXT2,2.706718478,2.449173752,2.303929886,2.443047755,3.222956433,3.120496712,3.135177138,3.343151633
OAT,120.0574791,159.5568399,143.7648262,116.0915919,151.2341773,95.85083169,73.39013632,92.46124233
OAZ3,1.735744826,1.789791441,2.105617949,1.945930372,1.683330265,1.655379764,1.954172943,1.733684184
OFD1,17.01809157,10.91997657,14.77385857,17.7745666,16.74311232,15.46952657,13.58950275,19.54291172
OGT,33.46342471,46.14173344,65.87048062,52.39380121,55.69787212,39.824391,46.14173344,47.19563096
OSBP,7.815660882,8.78722079,8.78722079,10.86446994,9.899655236,4.994765591,8.78722079,6.084423311
OTUD1,4.32526965,3.173231808,3.629408446,3.173231808,3.119271648,2.985029658,3.173231808,3.443032613
OXCT1,8.590236024,11.95895236,12.10130642,11.95895236,13.37249103,11.95895236,9.126471534,10.05359799
PA2G4,19.82365172,17.06805567,18.09712859,16.34161491,14.42488985,13.97565823,17.06805567,15.56023866
PAAF1,5.524568868,4.798318863,5.488114345,7.462716646,5.757378295,5.746422049,5.555430333,4.946995957
PABPC1,70.11607823,70.572932,59.070721,44.14067771,72.16072846,74.684616,94.90549479,61.24915469
PACSIN1,35.41645426,39.30289213,53.39925463,49.75743757,48.00513344,36.27340174,30.03987577,30.6127205
PACSIN2,9.707218702,13.19690546,9.814208038,10.67075734,16.80278084,10.64038196,9.867266989,12.16418274
PAF1,1.581134722,2.254808507,1.895895818,1.888985362,1.897065722,1.761075163,1.556578286,1.972418273
PAFAH1B1,46.66922712,69.75582355,51.25878951,49.11581111,52.20914588,33.8393441,38.48980432,58.08670702
PAG1,1.259833171,1.331731059,1.140436823,1.470230079,1.37512577,1.331731059,1.256389633,1.155351047
PAICS,7.818625125,5.601276247,8.695296788,7.200188576,12.20939159,7.398864115,8.442571916,10.24509896
PAK1,47.19471675,46.512083,60.25067794,48.03706363,44.68919914,34.28233787,40.66652848,32.67696331
PAK2,26.63739581,24.21204105,20.29011723,19.31285053,17.86349645,11.41137148,12.7493578,16.84579546
PAK4,4.184636109,3.491006313,3.424458566,2.968550148,3.935151797,4.485039957,3.59524049,4.244779732
PALLD,5.574321026,4.073857064,6.789536188,3.83707179,9.841156094,5.284118861,4.628796646,9.480429939
PAM,27.40373119,33.57089209,20.54047208,29.23573968,48.63240086,17.63817983,16.00128699,26.84858754
PAN2,2.866937415,2.433648352,3.115303138,3.656905667,3.115303138,3.128299725,3.115303138,3.383861136
PANK2,54.79053092,54.21198303,49.54270238,54.21198303,51.33883511,38.5229245,30.44421383,68.16141566
PAPOLA,6.465263759,5.530538804,4.946995957,4.840814558,4.7714485,3.885219074,5.782238415,6.065020939
PAPOLG,8.130454986,4.915533619,4.135886267,2.826955508,3.999219629,3.817435876,3.708973035,4.946995957
PAPSS1,25.82533768,18.37150382,24.93995972,14.42877171,23.29115004,11.14656078,10.74546292,17.7056797
PARD6A,5.217089865,5.217089865,5.508800273,4.556635501,6.28824922,5.863202393,3.627639028,5.082211879
PARP1,11.41475872,14.06473536,10.90335041,14.81996931,15.73200821,8.288484868,11.94031747,8.031641186
PAXIP1,1.979830928,1.510017646,1.932967311,1.683330265,1.683330265,1.726317235,1.266108975,1.719964027
PCBP1,6.538621388,8.234931112,7.459490106,7.200188576,7.459490106,7.069479386,8.234931112,4.790709948
PCBP2,7.142332478,17.06688753,14.70430883,16.37884669,13.13993051,12.5930767,14.43744814,9.772210229
PCDH17,16.31122395,16.1452309,15.93416122,16.55017442,17.87482688,13.97565823,8.696244579,17.54412434
PCED1A,7.423976334,9.472165241,7.83693994,7.680585434,9.439541413,8.696415356,8.694541654,7.096781712
PCGF5,7.207163304,8.421426361,7.923569443,6.055780157,8.271822427,6.380377079,8.649925667,9.51744149
PCM1,4.510646095,4.7387592,4.283233711,6.084872567,4.631627878,3.757421512,4.631627878,4.848575634
PCMT1,220.7367143,285.2576557,273.9704834,366.1539576,311.0820215,246.6632581,207.8762641,253.8362386
PCNA,3.14180095,2.783966817,2.783966817,3.237891324,2.706718478,2.550814385,2.345258682,3.754094837
PCP4,11.1489259,17.99414142,26.84858754,37.1450887,54.15004619,35.11172766,26.08461242,27.54166884
PCSK5,3.999219629,3.871864956,2.525755308,1.913072655,2.015158265,2.021258872,2.01823465,3.287671681
PDCD10,5.395218366,7.046819979,6.971666821,8.291616003,6.232502062,5.064898044,8.731696168,8.445381715
PDCD5,1.70121647,2.306654203,1.867538251,1.991193807,1.772884815,1.867538251,1.867538251,1.867538251
PDCD6IP,13.97824971,14.00883336,13.43020502,13.93807131,17.90727372,9.042045664,6.992947008,15.00932333
PDCL,15.85469463,18.63902657,16.87257705,19.57702189,19.73447831,21.48924109,15.80607083,20.95446419
PDE4A,3.792236313,6.257707061,4.946995957,6.651160917,7.98613314,5.589208774,5.541594923,6.233175014
PDE4B,3.901553484,3.463375691,3.922820992,2.68475277,3.61319526,2.246096994,4.807227919,4.593724427
PDE4D,1.872359073,1.998695504,1.917815288,1.917815288,1.618346356,1.726216846,2.353044755,1.742488673
PDE4DIP,2.508279111,2.508279111,3.141983024,5.638349233,3.585684158,1.940111371,3.043188956,2.299980097
PDGFB,7.585370796,5.276475902,7.94546872,5.015310621,5.829735587,4.3764703,3.92136512,5.829735587
PDHB,92.39380121,97.43248251,98.98965352,89.52351217,91.25444898,62.60403459,67.54609716,73.2137892
PDIA3,8.725397839,12.41125859,13.47818147,10.59526666,12.68179671,11.0439351,12.10261281,9.063628139
PDLIM2,10.53584268,13.19690546,8.360684111,10.25519978,6.458706315,6.925239371,6.533450497,8.776097851
PDS5A,28.41786791,32.06304669,25.18122648,29.91844581,35.48471055,29.79930132,31.08554859,25.482447
PDS5B,0.968660044,0.889894772,0.925442763,0.928163232,1.232162059,0.931965254,1.068094764,1.068094764
PEBP1,20.49078669,31.81341411,32.32560135,22.03469514,30.31462571,11.23515128,21.51032773,17.22863126
PECAM1,11.64744335,15.30832997,9.142230974,6.683871433,6.748002551,19.36873066,17.34047164,21.69819975
PELI3,27.64801965,38.59031221,31.17323917,32.71323977,27.3855905,21.76038768,19.61289499,18.76809761
PEX14,45.79250018,35.03535544,33.51582564,43.76220169,46.71111209,28.53869999,30.11396084,27.97499363
PEX19,4.502981601,3.26635649,4.317131609,4.218398801,4.271742265,4.509602576,4.317131609,4.692590966
PEX7,2.009555954,1.996141269,1.393934737,4.348474778,1.533930838,1.343383859,1.242088105,1.364754349
PFAS,1.954835615,2.88299893,3.284056208,2.716662563,2.274497356,1.775845725,1.395602488,1.8117019
PFDN5,5.249186733,12.43658618,17.8677477,9.308824101,7.816336285,6.384766338,6.618584272,7.816336285
PFKL,2.283947674,2.447686892,2.676545366,2.353054434,3.249780558,2.84500235,2.428070445,2.242802246
PFKM,37.34043865,71.45168849,46.72230707,74.08293956,81.24690944,50.29149614,46.88396585,67.28176675
PFN1,1.683330265,2.408168463,1.683330265,2.204054299,1.683330265,1.653566063,1.556578286,1.467549166
PFN2,42.44824946,47.86248295,61.42543215,45.21198303,44.93925575,34.94715913,36.85536357,43.80824643
PGAM1,230.5046758,230.9025755,253.9262542,319.1733622,281.8033741,205.5110678,146.4839439,230.2201938
PGK1,36.6718529,31.39380645,31.92164191,39.05146434,34.53164765,29.11704812,17.09642414,26.7143592
PGLS,8.311485326,9.189171632,9.464483782,14.00350212,8.271822427,8.067059033,7.109286385,7.660764889
PGM1,6.318421099,7.200188576,7.200188576,8.968592964,8.889777245,5.862854852,6.77363455,7.200188576
PGRMC1,9.999438185,42.93155158,16.37255634,11.43493349,16.77963324,20.88742852,13.24726822,23.50638778
PGRMC2,4.049506451,5.69123756,7.727133096,11.19302996,6.498344732,5.857668481,4.804965226,8.460933659
PHAX,45.8917848,37.83273152,30.75745837,46.31170949,32.090983,35.92485216,30.79916731,33.93058091
PHB,2.001173106,2.001173106,2.604174924,1.98740665,2.355286141,2.001173106,1.236906743,1.682359897
PHC3,21.31256923,18.09991099,14.24353517,17.34047164,19.28910583,14.27833221,17.80083947,20.43151279
PHF3,4.94025435,4.659193939,5.18184675,5.18601635,6.301310603,3.928820138,4.761361774,4.061091447
PHKB,7.980065387,6.147100802,6.760239018,4.525221383,6.216273216,8.696415356,6.147100802,6.81978226
PHLDA1,2.664932544,2.489135199,2.567844467,3.979103058,2.590118706,2.240459308,2.25474617,3.299832389
PHLDB2,1.231208328,1.374721246,1.371595873,1.031926625,1.471754205,1.559502416,1.515193076,1.390551101
PHLPP2,5.079456184,5.380638703,6.30498643,4.986233024,6.634546434,5.380638703,5.036500057,4.946995957
PHYH,29.28436942,36.226187,26.35847937,47.12107394,38.30133491,18.96818625,23.61593624,32.51607798
PHYHIP,13.28781456,24.12293302,25.16689171,21.08173238,21.81194957,13.17382078,10.57770682,9.904835307
PHYKPL,5.831157907,3.007942478,4.687717755,5.015310621,4.687717755,7.314699824,5.402944786,5.294018244
PIAS1,6.711343154,5.646717318,4.406123347,4.951388064,5.1432903,4.552284084,4.861610873,4.625271994
PIAS3,5.802026634,5.657550556,7.362307263,6.293840471,5.337527573,5.285594264,4.761443192,6.030360253
PIBF1,1.523177708,1.417527194,1.373198382,1.673900648,1.768658913,1.417527194,1.465784441,1.354000029
PIGA,1.313902701,1.040336992,1.523177708,1.138816663,1.219092398,1.138816663,1.252225683,1.236989557
PIK3R1,11.1442422,13.24502021,23.50060975,6.287715299,8.448532161,7.727706179,8.758643654,10.55967579
PIK3R3,7.601933563,12.80907906,6.740951844,5.093080318,8.260782639,6.520816717,6.539651657,7.601933563
PIM1,10.08795209,7.073700812,10.17920011,7.094757551,11.69543923,6.960939148,8.36944777,6.285951391
PIN1,42.66302262,41.8737084,48.48866365,69.73530747,51.23948552,40.51053108,41.67483567,45.21198303
PIPOX,1.927763547,2.207608887,1.940308049,2.514222505,1.940308049,1.917815288,1.940308049,3.399800904
PJA2,34.34737519,17.78376844,25.06447471,18.80849008,23.70869825,15.5506841,9.529963137,22.57442393
PKD2,2.706718478,1.979830928,1.848912141,1.617561808,2.121661925,1.983437092,1.623704006,2.048336707
PKN2,1.85075841,1.794050355,1.847754505,2.122481671,1.794050355,1.839864768,2.272794093,1.839864768
PKP4,4.677207477,8.186819114,7.298116573,3.348829994,4.835512932,6.773673205,6.849346564,4.127669893
PLAA,3.500939566,2.783966817,2.917152622,2.959650968,3.986017398,3.371925278,2.336876963,2.437920076
PLAT,11.64744335,16.93341725,22.62382215,8.180933704,12.08973334,13.8013382,12.22944044,20.13103987
PLBD2,33.40302987,41.93925575,26.53013152,37.43558277,48.03016485,34.53656187,36.44329758,40.56526593
PLCB1,62.74629735,37.47757975,96.09665642,47.27201523,37.75743762,41.32631894,26.80552996,43.59318585
PLCB4,1.75813085,3.107853995,2.604457283,2.775055918,2.706718478,2.449212049,1.351032199,1.537153181
PLCG2,3.037451045,5.337527573,3.037451045,3.799787573,2.503466551,4.056326746,3.037451045,3.61700513
PLEKHA2,12.85116885,9.303819316,10.00219292,6.922613122,6.235234602,11.03699494,8.360684111,9.303819316
PLOD2,2.751342642,3.777487666,3.284056208,3.099025504,1.81557326,3.64088337,2.112078075,2.52657999
PLS3,97.88327014,104.6034522,109.3710182,67.39009387,92.39380121,73.03016485,60.22318113,88.11222753
PLSCR1,1.861425826,1.422504509,1.523177708,1.64232522,1.585772789,1.64232522,2.712732164,10.93169815
PLSCR4,11.1795794,7.438961715,8.78722079,4.572395127,6.423011238,7.563595045,6.763524213,10.88416792
PMPCB,40.8307744,35.29699169,31.14665465,48.54597201,28.76888067,34.03016604,30.39382201,31.8114492
PNISR,15.12166078,13.55156692,14.61290834,14.77385857,15.86027257,12.15841746,20.58558274,21.61424301
PNMA2,48.16124117,72.45590009,103.2079689,53.09505504,73.6167747,43.84834666,40.57809855,57.9409191
PNN,79.4847103,91.68733694,97.4089812,92.2889075,110.211983,65.41129938,104.2048407,69.6265792
PNO1,54.88081444,71.03016485,71.03016485,59.20896352,70.46620712,89.66652848,74.36667862,55.32878588
POGLUT1,7.157455105,6.311470248,5.944726447,5.829290873,7.116138705,5.284118861,4.388293809,4.860858917
POLB,23.0003593,15.92679494,20.50630743,24.84905468,21.22953161,8.546844742,19.12934014,21.29539379
POLD3,2.317845268,2.726525221,2.513329839,2.293475968,2.840275587,1.635464857,2.257856235,2.480837795
POLDIP2,28.66660297,28.66660297,33.5020507,28.66660297,34.96168677,28.66660297,24.19002505,28.66660297
POLE4,3.629408446,4.040071464,3.629408446,4.61260056,3.629408446,3.373643882,2.447456863,3.373643882
POLH,1.072456987,1.313149132,1.170482918,0.998069323,1.080752901,1.731595707,1.342357757,0.943010102
POLI,1.842116127,1.965951959,1.979830928,2.41922995,1.979830928,2.198998733,1.94016384,1.979830928
POLR1C,5.662781965,5.073959888,6.229338556,8.774866953,7.514265113,5.36189944,7.095181592,7.095181592
POLR2C,2.739561058,3.103172372,3.043188956,3.101826721,3.018844222,2.788457563,2.736969515,3.043188956
POLR2H,3.969598083,4.331142199,5.740902678,8.180933704,4.941119919,2.950482927,2.769726391,5.357580962
POLR2I,21.53811578,30.03632353,27.05467572,38.49674672,30.91776773,24.57747846,20.91912915,25.28679604
POLR2L,35.39380145,50.46042167,51.11645407,59.66652848,40.56563284,41.73403599,29.44468719,35.2745459
POLR3C,1.807420054,1.726914723,2.184169853,2.283947674,1.903787141,1.529365484,1.280580291,2.191167683
POP5,3.813462609,3.914198946,3.454628862,3.735103483,4.009360403,3.135280252,3.735103483,3.052856818
POT1,4.943235765,3.999219629,2.728026587,3.109416875,5.291770967,2.837420208,3.043188956,3.136733479
PPARGC1A,1.092758532,1.213540218,1.387996019,1.276055322,1.979830928,1.300477863,1.170482918,1.332416271
PPFIA1,24.05004667,17.77032481,18.06459318,14.94789506,13.97565823,15.58211204,14.1388206,18.64401988
PPFIA3,4.02698522,3.999219629,4.388729449,4.04080777,4.151388163,2.992168466,3.735103483,1.644862183
PPFIBP1,22.65583746,25.70313684,29.49590641,20.35276059,23.86864125,28.58398817,28.66660297,19.91674752
PPIB,17.61319891,24.08925716,18.16127504,24.49258724,20.82253928,13.38441257,17.1115282,19.93097505
PPIF,6.360281124,7.61161154,6.38755538,8.694929888,6.838057192,4.560750722,4.132510347,6.77332615
PPIG,8.066407061,4.317131609,3.711947885,4.136645103,5.195429645,3.032797104,3.607073799,3.499775692
PPM1B,9.537511503,11.23586461,9.864138089,9.809743651,12.6027564,8.320319994,10.04460338,12.33039974
PPM1L,25.23711119,25.58571135,27.52503825,25.54412678,21.36066446,16.33122992,12.55016139,18.26230863
PPME1,38.44595771,28.21594546,34.71089131,40.67376306,44.12380535,32.2125171,27.89309257,32.60067625
PPP1CB,33.67701309,31.89489251,36.69700928,34.91160117,34.03016604,34.03016604,34.03016604,36.28820675
PPP1CC,13.49684948,20.7666325,20.31285805,14.60684369,17.79501321,14.88799548,18.95424278,15.76837651
PPP1R12A,3.737735841,3.644824617,4.731082573,3.846875178,3.551944406,3.592990128,3.183299454,3.742895695
PPP1R12B,4.698953597,1.754906754,2.818864561,4.800734384,2.163587039,2.110951297,1.345654484,2.044212497
PPP1R15A,3.159851125,3.892945808,3.042770685,3.422362201,3.030382167,3.187140268,2.738361916,2.93598087
PPP1R9A,18.25053039,13.5446901,12.36254849,12.39755183,14.79047532,14.36031519,12.6394178,12.96351098
PPP2CA,65.45465826,65.17519826,69.07049952,44.08377196,67.16996826,39.38754113,36.20226367,48.21198303
PPP2CB,38.67962555,47.21198303,78.30289212,35.79568462,45.34215517,26.12177766,31.19311464,45.63731786
PPP2R2A,36.56102916,23.46496335,23.30276729,30.01247964,28.41134102,24.57747846,22.46628007,21.38904168
PPP2R2B,103.3242428,97.81533568,97.35753997,109.5698921,80.81453415,72.87098535,68.32411454,74.13541715
PPP2R2D,16.09564458,6.120971463,6.401716152,9.206434767,14.40650238,7.558289435,3.649516881,6.588028956
PPP2R5D,1.845709772,2.423083995,1.903447864,2.350995221,2.058272508,1.808577762,2.353044755,2.128610527
PPP3CA,21.85365628,24.93995972,49.28564137,18.50483163,14.05811099,20.86771669,13.54368694,17.1420049
PPP3R1,44.04969506,49.4847103,46.14118494,24.23576185,24.04082385,27.48199797,24.48668078,26.82174889
PPP4R2,5.251458097,4.59658581,5.356490284,4.022056073,4.450533684,4.624711247,4.810956344,4.505148089
PPP6C,87.58618402,65.18162391,78.09235464,84.94356068,93.26700981,63.05586363,49.21790769,68.46469443
PPP6R1,8.783745832,5.432626566,8.78722079,6.731492296,6.731492296,6.731492296,5.771203899,5.445577237
PPP6R3,2.163403916,1.975365129,1.979830928,1.979830928,3.073783553,1.784546753,1.979830928,1.979830928
PQBP1,5.723196843,4.317131609,4.317131609,3.801894015,3.639379883,3.469979694,4.075532113,3.175538081
PRDM10,1.979830928,1.699316,1.90482902,1.90482902,2.110098573,1.512219087,1.592329403,1.665413007
PRDX1,23.11815665,46.8520015,36.98989812,30.67482579,35.54463839,24.24637928,22.97472399,17.52954413
PRDX2,1.760257221,1.642398062,1.836694364,1.906417735,1.979830928,1.484836783,1.556578286,1.760257221
PRDX3,38.21698913,53.20121024,44.53818421,42.83472842,49.4847103,27.70657694,24.77579813,43.30289212
PRDX4,2.063054202,2.063054202,1.979830928,3.20938291,2.200036703,1.436529821,1.79110641,2.463854794
PRDX5,12.760068,17.80595639,14.2032447,17.2228688,14.99507654,8.696415356,12.22919469,9.56048026
PRDX6,57.91297704,70.39380121,54.92856211,117.3902477,69.38073372,57.41178946,30.39382201,55.57754702
PREP,2.358088267,2.738901281,3.475643266,2.02981135,3.104851696,1.499885719,1.46493085,1.639821883
PREX1,3.513528999,7.78769781,8.147166174,7.468028248,4.200487707,5.263806344,8.549062125,6.227805528
PRKAA1,9.075189676,9.075189676,7.761351232,8.99402424,10.60710581,7.315761247,8.943259644,8.55627697
PRKAA2,4.706892443,3.999219629,3.999219629,3.878454563,4.67408354,3.999219629,3.043188956,3.721826121
PRKAB2,11.1442422,13.89495948,12.97017808,17.35656708,13.32493723,12.076154,12.88518567,14.41842065
PRKACA,27.18628294,27.9802146,27.69502241,26.50024881,31.93394208,21.73583743,19.16999815,20.13103987
PRKAR2A,33.75743877,31.7347878,38.50451998,27.25498961,27.47762228,27.86517743,30.19173123,33.75743877
PRKCA,15.52489207,20.92252586,29.13465641,8.762667855,11.74749919,11.79992239,15.33585287,14.77385857
PRKCB,5.045659279,4.860020335,21.23905973,4.592555574,4.807227919,6.303835584,6.202482971,4.751668261
PRKCI,23.06749916,19.73849954,20.85741905,24.98453834,23.33621095,17.35651141,13.40356209,22.68089214
PRKDC,3.698936037,3.999219629,5.296383947,3.719312707,4.499521113,3.704147032,3.704147032,3.704147032
PRMT2,16.42302525,8.214626416,7.7356993,8.197158777,10.83918238,7.564952469,5.903683197,10.39990126
PRNP,415.2122098,391.3028921,446.1244286,282.7869523,384.6665285,329.3968494,261.8452027,282.1978407
PROSER1,1.369517504,1.234951565,1.331731059,1.451847335,2.117968742,1.111905243,1.331731059,1.566301274
PRPF3,1.412784492,1.523177708,1.503486239,1.503486239,1.319253032,1.456391479,1.75733232,1.503486239
PRPF40A,30.27740761,24.44018059,19.6423602,22.13877479,17.04534819,21.67798777,32.06846905,28.12114843
PRPF4B,4.425444378,4.794621234,4.406123347,5.753537841,3.957582472,3.965931649,4.405377971,4.003315685
PRPS1,15.29879452,17.24956255,15.72452085,17.36602631,17.24956255,17.36602631,10.37360151,13.26546656
PRPS2,1.365739289,1.331731059,1.245038871,1.276055322,1.414637691,1.215237702,1.331731059,1.548246055
PRPSAP1,17.33732148,16.54749188,13.97565823,23.27731478,19.9987038,14.19979175,11.38514894,14.31192479
PRR13,5.629309249,5.768094261,5.665559532,8.916808315,8.738176626,5.518432564,3.735103483,9.56048026
