“Gene“,”P_GRN_GSM329677.CEL","P_GRN_GSM329679.CEL","P_GRN_GSM329681.CEL","P_GRN_GSM329683.CEL","P_GRN_GSM329686.CEL","P_GRN_GSM329689.CEL"
"ZMPSTE24",346.0666595,409.804483,619.5354724,628.1336544,495.644516,678.1517164
"HNRNPA1",105.4706407,68.26433928,83.04054775,206.5947499,133.5788387,108.7788207
"SNRPD1",161.9341101,171.2478417,118.4673527,119.5699124,117.2421402,122.7900892
"POLR2C",80.64383035,106.2488412,87.97481798,81.23754525,90.40846694,74.57083116
"FEZ1",5259.748626,4766.35824,2949.462266,2988.847735,4853.691171,3688.601594
"PSME3",115.8612787,224.8931659,161.601417,104.8435975,115.7619642,140.9419486
"ACTN1",140.932691,250.9838453,316.0249928,213.7300674,202.0475975,305.803866
"PRPF4",99.44021389,236.4252927,150.2620603,121.7338161,134.6246561,140.1272923
"NFKB1",163.7460897,123.0689534,202.649638,154.2981728,226.7892424,198.1500492
"TP53BP2",578.336232,562.1252187,568.9474241,519.8868224,541.6623053,663.6975434
"DDX24",542.5120426,1539.615295,923.5742463,841.3720499,783.2156962,557.2717767
"COL1A1",29.11947403,30.25091217,154.865499,178.0234672,32.34768388,96.53925107
"MUS81",254.3769453,254.4554154,299.2191618,308.3482131,330.9095572,291.4833262
"GRB2",192.9566391,596.7706085,341.8827091,279.4688588,248.9697373,220.6453244
"PPP2R2D",110.7834247,167.4270606,129.4064342,133.2716996,110.153636,113.2126634
"TRAM1",139.5053731,134.8939659,277.1499931,213.004565,230.1083719,231.6131825
"CAPNS1",1371.355157,2427.343503,1471.107485,1322.733326,1256.212544,1332.96707
"GNG4",185.6708762,143.8150743,120.6525135,98.88453677,102.8699369,147.8941436
"LAMP1",682.463458,772.4743818,1248.709209,878.7871813,945.7778239,728.5048721
"RPS12",5782.069063,4805.802086,6219.983326,4940.149205,5675.320689,5148.62012
"RELA",116.5958215,90.83026035,122.3027097,106.6895092,135.4143145,131.3753567
"SHMT2",43.82569147,48.80058348,43.64107719,39.66483094,34.03143748,50.41542956
"PLK2",55.23009011,325.0447972,82.93531748,61.90033773,43.40665843,43.10375307
"ELF1",192.710901,171.0291645,404.3865079,456.8471589,399.1948983,314.0666595
"TGFA",195.2321527,105.8101602,65.38859859,88.42700412,204.5057618,109.0580593
"VIM",2241.822469,3418.172357,10733.85833,7153.816428,5251.654373,7961.608326
"OSBP",423.9665638,438.4309641,410.0323628,385.8329682,405.6292887,430.5060844
"CLK1",305.9288707,219.5203911,388.4282476,996.2333261,1340.200435,724.7854576
"CNOT3",31.32320154,27.0620038,26.17816323,31.49979082,25.55267574,28.86266622
"HNRNPH1",28.67654185,25.7932594,23.30077439,31.78920885,28.10966028,32.33558567
"SRSF10",83.70293026,113.8390282,278.2315963,194.3510813,253.682966,218.4424049
"RNF41",74.34053949,342.9484429,142.724126,70.70686361,94.57018582,96.25665762
"EEF1A2",616.6946024,3333.975634,918.13556,447.1586525,590.7749928,617.7028055
"EMC1",18.49148088,29.73276653,16.43700645,14.45121364,17.63355216,16.75980673
"B4GALT3",177.0744634,192.5782108,174.4894839,138.6578239,179.4233098,186.6881547
"CCDC9",202.4901353,131.8187487,115.9901703,142.7589806,144.7634289,154.3791532
"XPA",108.5957907,139.5637378,125.7921351,178.7879274,179.5449438,142.1978146
"GABARAPL1",243.8844682,618.7443992,354.2467076,290.9996588,211.2152648,240.760188
"FKBP1B",207.9277503,772.1878229,419.7660401,250.9291865,176.7078433,247.8197948
"EEF1D",2192.395088,1555.985629,2153.42211,2271.799038,2599.917985,2163.429324
"EIF3A",511.7544104,494.9702158,558.7673323,526.3999928,822.6393012,551.9579138
"SLC25A6",1364.253798,1931.023504,1454.066659,1070.462257,1345.181961,1492.146465
"ACTN2",121.2897866,241.4005559,83.59113638,85.7952496,106.2765753,105.9413723
"PLCG1",453.4028407,290.1499929,389.1160235,451.4154248,420.9261495,399.4741545
"POT1",101.8477302,131.60642,145.6888513,198.1557055,159.8323395,121.5746698
"CASP7",67.22541851,67.66340032,105.4757138,118.1219544,91.32596574,86.6634392
"RANGAP1",449.2680821,523.5849741,371.7333261,340.794714,397.0249928,403.1083261
"ANKRD10",177.1912883,160.1046011,254.2951908,389.1866925,372.4165216,308.7046945
"DDX39A",203.6629094,225.8849112,355.860151,385.4212482,429.1083134,389.2973738
"RAB3A",706.7114926,1058.319319,335.5436053,451.5115762,438.8999928,567.2066061
"FKBP8",367.5164877,355.9135335,206.0726189,233.9759772,214.4202985,252.848761
"MVP",149.2795585,123.7694529,222.5613913,325.0193795,220.1115216,204.9752508
"DDR2",200.2073903,113.6439849,216.2150685,282.4416596,225.4493688,191.9881012
"GSAP",71.21742549,81.24568434,85.34935617,189.662299,100.2054032,78.869082
"ADAM9",126.2296604,119.6821743,330.7562078,339.7476789,209.846112,198.2697941
"PIM1",110.0675586,96.49450641,126.5855718,139.1081064,105.3902677,123.0174561
"MLPH",144.0155734,107.7439376,262.5543703,338.7590321,150.286818,211.5420305
"GOLGA4",114.6555073,75.74710797,105.6718373,220.054479,159.8628587,104.0442575
"DUSP3",824.9973824,874.5398128,810.9931632,621.6499928,785.4416595,879.1286196
"TOP1",368.9440651,516.9091081,509.3928972,524.6916595,440.5458261,557.1810945
"TAGLN",350.0354862,179.0747217,1144.668478,2286.691659,1734.032954,2910.441659
"EPN1",286.1303888,182.0104333,129.0151541,165.3110623,167.5367829,225.6806359
"ENO2",518.2361483,2173.300198,620.9208261,350.0368792,688.3073904,480.1140538
"RAB3B",23.66479331,19.88406085,18.13661153,21.16809889,23.96083718,19.80926067
"GOT2",382.0271931,1029.233326,628.6615577,472.304957,524.2134894,482.3182503
"INPP5D",114.4586271,87.07552475,245.0905855,245.0030422,155.3970313,195.439066
"NFX1",155.6740601,185.016327,173.1536618,193.9910695,188.9119882,176.6612408
"PCM1",211.9312291,193.6691551,244.7287164,437.1026481,545.0866436,361.9416595
"SEPT7",4604.466309,3731.936224,2605.374004,3655.136792,4844.563091,4644.271402
"AGFG1",89.37500357,85.87025628,241.3166733,144.4550097,110.7382469,76.79723376
"FYN",927.2502787,836.4624479,1278.74666,1230.728903,1384.089489,1543.459063
"RFC4",85.49951208,97.62204345,88.44983472,165.5541325,123.7534315,80.31159255
"XPOT",366.5183572,363.8078044,459.86682,539.8908664,419.1005586,455.7228366
"KHDRBS1",69.40373369,55.42115513,50.2302986,59.91910815,55.92422147,69.74412918
"EEF2",3055.913978,4670.880809,3930.730273,2874.403792,3571.360628,3078.437485
"USP11",1481.257362,3266.21725,1541.028098,1462.011484,1390.095591,1371.416774
"TPM3",109.0766403,123.8101998,83.43263884,71.1064918,79.99205582,95.83320158
"CHAF1A",130.5933133,87.29239819,53.71185129,76.4127044,78.33910745,93.60656773
"SS18",82.58922418,61.32511952,85.28980902,122.6717641,107.4418539,91.20665114
"GTPBP4",72.39288443,56.30359051,46.53903297,46.34494746,60.7889811,59.25849615
"CKS1B",138.3753888,177.2413459,211.2608772,161.0056866,201.2278487,133.7689113
"GNG3",421.9879334,1442.442965,284.412205,234.9974944,194.9293929,349.0982546
"RPL37A",18.5124542,16.18385,18.85855897,35.50622217,20.96843907,20.49320416
"DDIT3",294.2903185,304.6680815,248.3431023,315.4597536,253.4251148,247.944653
"ZBTB14",105.3393381,78.6013781,105.1673873,94.92932156,100.2439604,105.0695405
"RCN2",512.5048146,433.2570633,464.7421495,451.2189242,442.6459638,471.0304707
"SRGAP3",216.2848125,611.1708261,285.8795359,186.6386804,245.8111503,236.8323975
"VAMP4",487.9396035,607.8999928,335.3374928,590.8583261,479.1619772,479.0666595
"LAMC1",200.8590251,155.5511593,510.647558,413.4833261,261.6542921,295.9371019
"BAZ2B",391.0791117,221.5875966,278.0463165,796.7176725,826.9138036,495.703397
"LSM2",156.6940662,159.9184945,133.2379854,135.4487273,149.5481187,125.0757048
"CD24",111.0798008,126.2234779,569.613179,447.8094866,176.9156563,421.494374
"CEBPB",766.1499928,698.7358296,3082.929216,1886.803982,1147.603773,1859.930025
"GSK3B",140.3420032,339.9929109,204.3796623,136.1136346,142.203603,190.4391184
"COPS8",697.93473,1268.335235,766.7783896,557.2583288,496.3609235,568.4183152
"SDC2",311.6045261,581.165956,1273.356914,695.5666595,452.8940344,709.4340197
"KIF5B",2667.747557,1376.951748,1637.844671,3568.941659,4006.86298,3252.275661
"TERF2",281.3798885,499.1776285,415.5500492,232.9908985,332.8431434,266.6852588
"CABIN1",432.8962712,380.3613581,301.8146471,379.9528087,381.458061,452.7877981
"PECAM1",300.2940096,128.3966837,695.1018955,923.0887339,635.2838005,399.4625338
"VCL",409.6184176,339.4880129,1049.501427,1001.934215,741.9324941,943.5087477
"ZNF573",119.3915586,126.9448334,150.9197703,160.8130241,165.3349019,112.0604352
"PGAM1",2018.893696,4307.699047,2798.355876,1887.585241,2033.118613,2131.365559
"PSAP",1232.045661,1795.182174,2188.104549,1369.559819,1416.05624,1580.585271
"HIPK3",29.914515,20.33066032,23.3285286,29.5707072,29.39904261,29.94922133
"CLIC1",271.1226642,179.933049,953.4271747,759.0454146,409.2565736,597.1083261
"KHDRBS3",388.1426651,857.4300994,410.229427,440.3318846,687.4416595,581.6066397
"SEC63",281.7586053,360.2798965,323.0207427,384.2444611,515.9478691,315.9416595
"DLG3",126.4214269,253.0935393,152.1357283,134.7839703,132.3420269,133.1654754
"KLF6",99.62249642,70.19842616,281.7663821,256.189326,144.8749327,158.934473
"USP5",275.8688315,237.0483047,175.7943969,207.4657356,161.7988873,234.1151681
"PTMA",4452.148491,3317.599513,3649.833099,3523.731886,4524.457,3901.065031
"BTG1",635.2922391,384.014197,1301.860307,847.2339497,1310.936201,960.5599793
"PDGFB",221.3621348,155.2833306,144.2750061,151.1967152,141.7395899,163.4454269
"BIRC2",257.7749953,278.2704969,359.5062856,537.5569977,496.013949,377.0019928
"ZNF24",636.5127189,330.1174894,479.7431226,714.9613186,952.9440118,664.0934533
"RGL2",513.4524412,307.4618006,623.0850477,501.6161015,473.771078,613.329155
"CREBBP",456.5870718,367.52132,437.2539526,488.7950764,472.0946126,404.9672756
"PIPOX",164.9732069,147.5869042,146.8868851,109.4044304,112.0683567,115.7874038
"OFD1",314.1916595,203.8542269,295.5351116,935.4464206,458.628051,296.6174932
"DPYSL2",6870.851659,7640.854323,7484.795941,5863.387361,7669.327153,6797.978213
"TRIP10",175.0036515,73.57747795,159.890119,138.4381553,223.7038335,220.3609244
"ZNF197",40.89844571,26.47221902,32.63799175,29.89569311,32.15440192,30.08245414
"RPS28",366.7948951,420.9446704,317.7422478,349.1064849,312.8525129,250.5423329
"CASP9",200.0850949,210.1919796,199.7427819,213.1545906,220.4371621,178.0810394
"CSAD",154.3053202,186.1348366,180.6065343,255.1168478,240.1412897,158.5070694
"FLNA",279.3272508,132.9687771,276.5019221,405.1456921,370.7991763,446.2902131
"HCLS1",106.88755,130.2251454,1639.449204,848.1057918,333.9107004,543.3228107
"WWOX",120.2713847,155.2928942,132.0835448,128.9092588,137.9768828,104.2494294
"RBM14",201.4380036,158.8451594,187.535979,172.0806243,187.6132434,195.1053349
"XRCC5",491.0479305,525.9416595,858.9264914,628.0409036,661.5535028,657.4890085
"GOLIM4",449.7157443,222.3338597,347.5285808,750.1247869,508.2159932,336.4833261
"CDH11",288.2313367,239.4466403,489.5785716,471.2619996,266.6542414,322.2771533
"EIF4E2",109.2853817,110.748015,117.5601962,97.85886097,109.134514,114.3623642
"PABPC1",2450.899449,1972.190903,3742.956847,2368.409011,3666.021352,3474.286943
"ANP32B",3407.093063,1378.771497,1896.490825,1707.433267,2775.048948,2061.7698
"CENPF",12.74529931,10.82752721,12.4483077,12.21511968,12.29549328,11.94480014
"TRA2B",42.19551666,48.58848951,90.48278649,69.38229862,82.04311013,57.41090997
"STXBP1",862.6861075,5063.276557,1310.711195,726.4280743,1075.697505,866.9943191
"HLA-C",1506.431033,1274.30817,3265.44429,4661.279432,2722.033343,1997.391509
"WBP4",44.08756761,54.67667599,47.6292937,64.15731269,59.58532402,40.88017231
"TAF4",175.8270222,124.5860595,155.031819,146.2271601,216.2559789,179.3144111
"SPRY1",69.91946655,97.50532547,89.10767517,116.716,90.61475748,108.5236724
"PTGES3",1247.203724,1173.735561,1574.505802,1170.913208,1522.774993,1578.285149
"TRIP6",400.4551458,424.2459145,723.6207989,760.9652627,471.4132938,470.9021199
"L1CAM",271.2248234,791.1953162,273.8583265,184.0114483,212.2629862,256.6551267
"TMEM30B",18.05001174,16.38659602,73.03494726,159.0024266,18.65259519,80.69953581
"BZRAP1",194.0439463,269.8820864,136.9077669,163.9052591,143.7650219,139.2598266
"H2AFX",154.8654874,100.9352947,88.58520701,72.26016845,102.3540622,102.1872812
"NAPA",421.6923612,1044.632665,423.6137484,514.0633173,402.1155626,340.0105201
"ALDH7A1",141.6693563,94.18113034,95.11404197,74.5292789,115.2719477,90.74354795
"SPAG1",32.68639935,24.4562834,39.68093489,54.39891034,33.91187793,32.53652104
"MAPKAPK2",35.61110378,23.12761414,26.61818434,33.8271244,26.06514508,35.49700312
"MED23",153.8907134,199.4736071,194.9428484,256.5524654,295.1443017,242.4241637
"PPP6R1",327.9664653,255.8871148,236.2625634,237.2126436,212.3269438,281.3510928
"NUBP2",315.8171515,399.1556655,302.0719694,328.0469875,342.7185228,351.8656571
"PLCG2",106.8228316,91.96478729,162.0273499,163.8836288,135.8019295,155.8414574
"HMGB1",5238.522261,3609.774993,4302.822311,5245.843158,5991.853872,5035.183111
"SMAD3",263.0735109,256.9833291,287.3225657,288.8637157,180.5288877,253.5500358
"TRIP13",40.2396786,54.16094253,28.56729843,31.56038032,35.48998661,30.94819898
"PPP2R5D",306.753294,454.5112422,328.5386252,343.5697091,266.6911754,305.0494506
"GIN1",41.19604071,40.42412723,39.95358256,65.25933492,52.43624939,43.66374986
"EFEMP2",332.9621913,223.7228448,341.6373353,215.8033058,196.7308246,251.8307122
"BTBD2",358.6708261,418.1083261,226.6807539,158.5735196,158.1233131,301.0475246
"PCNA",149.5368185,256.0640303,316.555987,232.4303127,276.6652238,238.9469792
"NCOA3",42.82398074,33.04649183,43.71948405,57.33184667,71.73341016,66.98552145
"UBE4B",94.65302631,126.2131129,80.56605608,59.9037654,92.37748535,71.36010567
"CTTN",85.46651499,84.85261941,59.2319078,67.86179457,75.15652057,73.01651059
"SSBP1",32.67809388,32.25001451,42.26202052,72.8456537,74.54860325,56.11572521
"PSMD13",93.19111702,163.4837974,117.5963863,134.037146,119.5495244,83.34680684
"GNA11",422.6680897,478.260615,440.1042107,386.5249928,409.2877059,425.108511
"MAP2",71.80833831,310.9313951,79.54732966,88.63639623,74.05946942,70.28552235
"NCOA2",59.09573612,49.51447592,55.78555757,81.66917023,93.24796892,73.15229187
"TUBB2A",1280.176059,8608.524993,2035.439867,1123.625765,1079.414937,1398.399993
"STX1A",300.6948119,762.4959696,301.4790668,227.7750519,214.2412197,224.1633572
"CEP70",122.4283138,73.51437496,102.2557543,144.5666661,146.164935,141.8974784
"TGFBR2",242.7330487,143.1026693,1191.277312,717.2663179,482.7582267,540.8012011
"FIBP",287.3772069,609.124534,269.6047642,253.4364372,227.7756919,169.4420882
"UBXN4",99.43421094,104.6096068,133.1460144,148.2941812,148.7345999,159.7801944
"NCAPD2",79.94749311,84.5349018,71.82737641,88.42313171,148.3699498,76.28797275
"AMFR",63.64583252,115.8799572,58.3354206,77.42703443,29.68721611,77.92694532
"SMC5",35.2538171,23.75701697,41.8507582,83.61759583,55.85848515,35.29028316
"SOCS6",20.89150282,20.11984543,30.06599294,22.03854119,25.91831269,19.76750441
"MUTYH",336.2776153,236.642551,310.4511281,358.4350049,386.9224354,264.1925324
"NCKIPSD",375.3620983,511.0597858,418.895162,305.9209295,297.697666,337.478276
"ARNT2",1642.006091,1907.888487,1752.801054,1879.294417,1211.110405,1661.931698
"CDK5",206.3161646,690.5545047,231.6083664,147.7097242,134.6247344,197.8605979
"SPP1",2731.101596,2516.303629,7512.274993,3627.045826,4732.115937,3410.011544
"KHDRBS2",68.73303277,95.40704028,74.38926983,81.15052902,71.59002864,71.7454241
"ALG13",41.89315782,49.94425074,58.08642335,49.48991985,60.54637417,48.17854915
"VAV1",37.42030224,33.25541173,48.19659711,38.21437634,38.38342063,49.98451047
"PHLPP2",219.5311336,243.8583382,184.233587,230.1678228,173.5761064,232.3170172
"ARIH2",97.65681457,94.25460044,93.68502446,102.4504744,106.2219754,90.20548193
"TXNL1",681.5358133,1228.76308,953.4341421,785.2468879,746.9541864,839.7667923
"MTUS2",75.73752979,133.0888209,57.17373541,40.99154397,36.57522199,66.02182696
"MRPL23",195.1068814,293.1701139,191.7750716,216.0320508,192.2485032,175.9947502
"ATP5C1",48.11339467,45.6625653,64.8907125,95.14558218,107.5477265,83.28609924
"PILRA",71.32468904,65.75334642,145.064144,120.575918,71.54531138,82.72084086
"TET3",97.97390103,82.00921514,59.78658339,73.75936016,84.07491709,88.85796401
"PRRC2A",437.0111547,374.8580436,369.0038473,389.5971755,433.1462754,475.8357725
"ATXN7",57.73737504,69.41189312,69.51823309,116.2351174,101.4784815,70.28552235
"PLEC",177.8100595,175.5145353,272.5675093,273.617364,96.01027744,216.1501714
"ARAP1",448.0229918,281.8312009,354.228446,394.8632042,366.9918014,482.5079813
"MAPRE1",311.5989254,307.246858,419.9624928,249.240874,302.6483135,299.344263
"WASF2",351.5817985,205.6836987,410.1452083,446.5950964,384.0470887,404.3560631
"CXCL14",605.2727754,1239.707952,451.4981094,490.0078067,346.4508081,735.0758295
"ZPR1",95.16375745,109.0229429,103.2298869,106.1285904,82.95359701,101.358395
"TOLLIP",124.5236489,226.2451351,87.56455786,95.61108187,86.06507217,98.93336558
"ITPR1",477.855543,934.5512544,476.0572704,275.0815881,319.5666595,508.2779197
"SENP7",15.66359736,14.41102597,13.31683694,15.38636124,18.42867041,16.10187592
"MYC",110.1778067,79.15819041,189.3590059,162.8419045,115.1741135,191.8735434
"UPF3B",127.2434883,165.3697387,141.5165944,228.6314422,273.4300596,157.9331015
"POLDIP3",574.1691759,456.3166595,579.0634041,599.1420541,692.8533003,602.5657121
"MSX2",16.7194193,13.51017762,23.392904,26.35979225,16.80938892,23.92777106
"CUL5",72.4997952,134.2339512,73.60871837,75.0705223,85.73380604,71.49781534
"ITGB1BP1",302.6648093,369.2749928,298.4950212,313.620894,322.5529759,211.858037
"CD40",78.56748053,58.51411298,64.01211832,88.89056549,71.89423416,90.13176246
"RNF167",710.9251981,708.2291522,506.7686079,573.3740509,597.0561429,561.8654063
"CCNL1",261.1449839,202.0800336,417.1105998,980.5432798,631.0963289,484.3541023
"SETD2",139.6620653,71.2029954,110.9314944,141.2397122,204.1024267,154.2256666
"DOCK2",65.49895106,63.92602504,194.0076523,87.19137697,53.23233913,78.47622096
"MDH2",176.6677508,430.7322617,176.0075926,139.6214993,121.2568796,175.1358481
"AGPAT4",80.88986108,87.50711681,54.76523231,52.081531,49.41236076,62.63962527
"DUSP7",173.6503645,231.9265309,160.0009273,181.6003291,273.4520429,176.9911347
"DDX21",363.032544,312.429978,484.8822825,515.8231915,576.0548526,515.1850616
"MEOX2",10.32963343,10.64500365,12.61202051,18.61382214,11.21971199,14.08817948
"PRPF4B",65.99756876,57.34832294,73.73462086,127.4488066,124.3334811,83.63219159
"PTEN",104.7852791,91.30267391,235.102759,208.858685,198.2801721,191.2200633
"STAT5B",108.4013159,98.0782108,120.3079224,107.9894332,125.6906263,140.5914841
"ESD",944.205863,1238.296472,1395.225593,1083.242917,984.3967387,978.4271765
"TRAK1",187.7496073,208.3569359,246.1844428,202.1976529,197.3099127,245.152759
"SNCG",152.8430732,441.0782742,119.7076867,126.0206606,123.7685331,161.164828
"EP300",194.7345151,121.3975977,136.8172831,191.3086681,194.0087074,190.2356215
"YBX1",1658.420418,937.6688322,1770.016218,1276.473575,2072.774993,2040.973061
"RBL2",213.4011869,222.54801,375.0918108,295.2528948,265.4705769,226.1679223
"ELSPBP1",45.45332031,36.58743002,38.00591458,42.45136348,37.98344578,40.67922131
"PSMC5",619.0198766,1453.161807,1019.566659,870.7048678,1034.809497,727.853783
"NRG1",19.94785463,73.38584353,22.13994573,23.11387744,20.70466579,21.33093084
"GIGYF2",153.5352924,122.9171307,131.9521254,116.2259432,138.6216484,107.2572945
"PARD6A",256.9122547,261.143094,193.4401341,182.1441866,202.4962332,270.4936871
"CCNE1",85.78657695,103.095153,80.1249422,73.7013922,81.53580526,87.18065514
"APBB1",191.030918,263.5935388,136.9232053,132.1926941,191.7281829,195.7760638
"CSNK2A1",148.039028,178.1757772,132.8098174,111.1257458,121.6638408,117.7993014
"NELL1",44.60242464,226.1500598,42.80873652,33.75805939,31.6662108,54.92646277
"ZCCHC10",45.0376541,57.12107601,72.0189028,60.30183305,55.786228,55.81494889
"BCL10",176.4884678,141.8585372,152.3919279,140.0528499,140.3964626,149.0768768
"TRIM5",15.56220207,13.3123126,27.00258199,23.01125547,18.85410414,17.25992294
"TERF1",270.6950916,297.6727984,326.9164949,329.78665,370.8537902,235.4845534
"MAFG",435.7401429,494.6672095,355.7842296,381.5045929,384.1123468,410.0988445
"HLA-A",3059.431985,3549.033043,5600.504416,8332.14137,4850.502399,4041.736029
"SKP1",3781.747742,4632.237532,4269.526125,4179.197039,3861.456752,3927.185203
"SMURF2",209.4771569,201.3279363,318.1874896,296.9178261,304.1997066,346.4558425
"DLG2",89.22378008,366.217891,102.9075281,51.32145469,89.64088079,57.89901326
"FBLN5",89.17027716,130.4320013,642.0249928,330.8166595,118.4941939,268.8258832
"KALRN",96.17459346,443.5932129,121.0688784,69.46084932,65.3801402,104.1193746
"ACOT7",239.155114,1010.453396,212.5875507,163.5832577,190.7069543,227.1942324
"MTCL1",89.82637178,356.7693264,116.1330359,75.33201994,527.4546438,112.6979225
"MBP",307.2951464,658.4723986,327.0183019,429.7788926,1787.362978,416.9999072
"UBE2G2",112.7274744,127.1448115,103.0048732,111.5069938,87.28573151,119.8585722
"COL3A1",21.51601779,14.70467766,92.78793791,68.473355,30.35631749,70.95350311
"VDAC3",1177.097684,2647.081752,1591.611811,1406.900437,1274.002459,1227.748436
"GEMIN2",42.82670826,39.13353709,35.5325791,34.02575437,36.02115592,34.66709823
"HEY2",189.9017833,98.68666465,93.64824885,111.6168026,146.701897,104.3415338
"PDE4DIP",81.95325303,128.2696338,177.6062095,61.72738479,102.3040366,147.9157063
"TMEM38B",30.77321311,30.14154487,32.98996539,38.59665858,56.4846237,32.83756691
"JMJD1C",236.6916833,236.1149316,222.3921432,508.4485874,415.8519063,245.9013281
"TLR3",14.35835142,12.38023357,18.79744735,47.23504349,14.42918279,15.13671087
"PDCL",119.2349715,126.120328,170.7509652,163.3300591,174.996004,124.9283681
"SEPHS2",242.0848627,413.3081401,416.2545655,287.2605852,283.1135187,240.3166754
"RNH1",212.0700434,281.4104332,280.6330938,222.0141387,232.8925379,266.3769389
"HNRNPU",1663.343328,1382.888172,1816.914708,2104.554211,2200.178203,1660.035327
"RANBP3",189.9089446,131.3777215,82.23155397,118.9739511,116.0248284,150.52367
"PPP3CA",1298.693431,2275.844339,1697.465238,1329.984639,1299.790425,1744.007408
"GNAL",59.82912986,118.9159746,133.0184512,54.21567078,27.25765134,50.1064845
"RPH3AL",30.84204688,24.25292795,26.15994298,33.62552841,30.79789334,31.4547629
"NSMAF",213.6669064,250.1656411,398.475802,390.2970253,340.8869746,297.4949094
"WDTC1",193.482472,184.8660702,180.4866052,153.9319726,209.233685,158.2109241
"PTN",612.8166595,607.6930826,975.6304599,1020.606782,510.8313154,808.844916
"PSMD1",221.4497592,509.7174895,379.8033735,287.9840393,329.0991653,234.8368978
"HMOX2",172.2754142,180.9847193,97.95711936,128.4344875,157.4623698,152.5622342
"SFXN3",282.7141823,378.4021552,290.8151497,268.6564778,269.9536967,260.233328
"CYFIP2",338.2816823,914.2332836,267.6981064,205.808472,252.816664,249.4833322
"GNL1",213.8954262,182.5361886,149.5136808,164.6693097,182.7878389,209.7741778
"ZNF576",169.3712802,176.1207228,173.3793718,175.8830371,172.4148393,163.3552677
"DYRK1A",23.68006202,17.8235427,15.32055031,18.11813167,17.45838513,17.8800069
"PQBP1",186.3065394,336.2298663,244.9386053,218.2713401,276.917454,258.0655646
"SRP72",139.6563114,152.5173617,222.865653,163.315369,176.2174771,187.7342562
"CYLC2",17.04670282,15.10292582,15.83322958,16.02705844,18.02748519,15.32858225
"CAV1",214.6720595,114.3553038,302.5728859,437.2586834,360.3040408,254.9849969
"UNG",144.6511052,150.5815089,333.5757002,193.793788,177.8388389,179.2682989
"RPS23",7858.742707,7239.212851,8583.829152,6994.964209,8259.952007,8312.612891
"CRY1",114.6690389,173.3100618,200.975468,235.4487406,365.3556825,189.425223
"BCAT1",14.02441563,18.85044078,18.11371939,16.09282464,16.79945016,16.18857732
"C16orf45",376.714285,1010.858326,473.3259143,296.1910423,512.3326115,460.9000657
"TNFAIP8",15.19075669,13.0345493,56.06910705,30.73352865,23.80925128,21.68410951
"EXOSC8",128.8141899,131.3421768,175.3256138,253.2302752,193.6459826,112.4430235
"PRDX2",50.23616523,58.96884435,42.90229797,41.54982254,43.04540574,45.98190985
"SMARCC1",387.2955877,123.4816969,183.6975689,180.5288369,344.3416413,269.3166602
"RCAN2",455.5922394,2262.935663,481.2431235,464.5123272,529.0744197,432.9980071
"KEAP1",383.8143144,413.0264757,460.0617644,409.924074,503.2876898,415.7724818
"UPF3A",756.3779176,521.5505524,760.2778407,884.9035957,1324.607078,645.9806953
"AKAP5",57.68516576,56.70702027,42.34104798,42.02707663,38.59530727,47.69439863
"RAB5C",303.7001274,355.3583261,237.1826266,279.3242871,229.9346779,309.5740641
"POGLUT1",113.279778,107.3617607,147.3881876,135.8718536,149.7905682,139.6703242
"ERCC5",219.9659629,173.0733929,254.0845267,285.4551348,270.2799143,200.5440406
"HLA-B",1150.439344,1019.876588,3121.759498,4789.5084,2263.946239,1346.419228
"TNFRSF10B",75.75752195,49.01122376,189.9766858,202.8090152,121.9909706,110.1734483
"ANXA2",271.147472,181.9363543,2070.816933,1718.946374,772.0208931,1026.076689
"ZNF593",65.39600728,101.5238073,71.80319111,76.2580244,48.62231739,77.19489775
"ACTL6B",133.2368274,326.8977971,134.2441183,67.22494621,117.7567028,148.9230354
"HPRT1",103.9857384,1086.103888,268.1199109,162.2898342,153.7148727,123.5847236
"SRPK1",55.55516556,51.69706865,54.25141809,54.47500204,49.41022669,55.8779503
"PRDX6",957.1204846,1427.030717,1696.366178,1406.07716,913.2341179,1007.444401
"CYCS",1351.796367,2511.722456,1453.062816,1433.38592,1615.389297,1881.074415
"EDC4",87.56689074,109.8205752,101.3294378,92.05252143,99.79356717,89.11981316
"THUMPD1",192.4958532,193.006141,304.1061712,462.0666595,335.7473925,291.749278
"CCDC6",76.2143127,212.8556693,184.3661632,112.8270354,66.0889442,110.7465372
"TCF25",704.2432864,1307.161973,789.8166595,835.713602,837.0891817,638.2521295
"RAD52",28.21721476,34.68500269,39.94068681,36.35676503,46.17038548,41.96628035
"VAMP2",545.3647713,861.5249928,197.9376116,225.6191182,346.8437956,373.0500641
"PUM2",292.0702578,286.29775,356.5249928,388.4416595,508.2622595,411.7029722
"CDC6",16.40523057,17.48765804,14.77067268,16.76745025,14.76805178,17.4975064
"MDC1",105.4706407,91.99338468,84.28520835,100.4533398,116.0966773,90.38725637
"PTPN11",1855.804642,1156.45,1173.2374,1487.774993,2166.890537,1718.188877
"YARS",274.3538241,754.9866653,383.6805202,291.6643502,311.0177747,294.9047822
"VDR",36.31587474,23.58408192,25.8560691,27.32061849,26.34270915,26.15208522
"TARDBP",330.4291938,318.310988,449.5426734,437.1360249,573.5150362,413.5952399
