"Gene","C9AvgExpr","C9AdjPValue"
"MINK1",0.7187284,0.836063508
"MYOF",1.294376914,0.836235026
"LMO2",2.521346991,0.836235026
"SON",5.11957513,0.836534686
"TXNL1",8.528971926,0.837854082
"ARID1B",4.476124684,0.838225238
"SRRM1",4.147518171,0.83852613
"RNF19A",4.839423684,0.838824293
"CLK4",0.990703786,0.838824293
"KLHL12",2.944195605,0.838824293
"TCEB1",4.345469095,0.838851844
"PCGF5",2.895750626,0.838851844
"MEAF6",3.646615409,0.838851844
"MLF1",0.979344286,0.838851844
"SRPK2",0.974044969,0.838851844
"MAP2",8.795474822,0.839215972
"SOX2",1.247082241,0.839218902
"SUB1",2.970807276,0.839259813
"NUP214",2.174581554,0.839259813
"TLE1",3.581349009,0.839935024
"PIAS1",2.419225799,0.839935024
"UBE2L6",3.638021181,0.840274236
"FKBP4",4.213070267,0.840274236
"KDM5A",2.065617093,0.841157773
"CCDC50",0.905860138,0.841157773
"SHMT2",4.548272015,0.841377672
"ZBTB7A",1.07723491,0.841480351
"MBD1",3.187035163,0.841480351
"THUMPD2",0.859664397,0.841480351
"CNTROB",2.96613111,0.841480351
"RNF2",1.602520911,0.841519775
"BAG6",1.79438695,0.841985704
"BLZF1",0.329698104,0.842298591
"ENAH",1.148352561,0.842361019
"TUBB6",2.49294772,0.842499116
"ARFGEF2",3.080749745,0.843384127
"FUNDC2",3.592628911,0.843458073
"CDS1",3.03603971,0.843541763
"CHD4",1.779837684,0.843637845
"NELL1",3.990102082,0.843637845
"PAK1",5.335071929,0.843637845
"NFYB",1.940146812,0.844556191
"GDPD5",3.018787748,0.844556191
"PLCB1",5.641378278,0.845073313
"KHDRBS1",4.417500121,0.845073313
"HERPUD1",3.606302033,0.845073313
"ROBO2",1.553065374,0.845090896
"NEDD4L",3.469349959,0.84518898
"TPM1",1.068097558,0.845364874
"MT1X",8.557911283,0.845364874
"ANKRD10",1.485816405,0.845364874
"RSRC2",2.766644423,0.845994503
"ABI1",3.525173058,0.846193988
"YWHAG",10.01715899,0.846965586
"CTNNB1",2.72634693,0.848117903
"TMX1",1.40394507,0.848585509
"ADAMTS1",1.051351389,0.848607092
"USP1",0.964770831,0.848757215
"PRPF3",0.63674029,0.848757215
"RPL37A",8.528069931,0.849025027
"SMARCC1",3.144249982,0.849025027
"ERBB4",2.453433415,0.849025027
"PTPRA",2.758236944,0.849025027
"GNA11",3.84836915,0.849025027
"SYNPO2",1.501951159,0.849091148
"TMED9",5.667910964,0.849397806
"XIAP",2.168406266,0.849397806
"MAP4K3",1.186575636,0.849397806
"VASP",2.439474005,0.849521288
"MAP4",6.811130898,0.849521288
"GRIA3",4.121970358,0.850507724
"SLC11A2",0.770044103,0.850507724
"POLB",4.318607876,0.850507724
"RAP1B",5.256430366,0.850507724
"PTPN11",6.233422769,0.850645612
"DDB1",4.455099143,0.850827564
"UBL5",3.965336764,0.850827564
"GFPT2",1.419093565,0.850827564
"DYNC1LI1",5.424456641,0.850827564
"EIF4E2",0.888867398,0.850827564
"DDX3Y",1.44324879,0.850827564
"C16orf45",4.50853668,0.850827564
"CTNNA3",1.261001655,0.850827564
"STMN1",1.20782226,0.850928668
"RLF",1.783856787,0.851051323
"AMPH",4.079013332,0.851559111
"ITPR1",3.428054201,0.852295483
"CDK19",1.654096991,0.852307706
"MDC1",1.770828173,0.853557648
"USP34",1.645543343,0.853747265
"IFRD1",1.75369137,0.854208305
"UBXN4",3.410746694,0.854208305
"NRAS",3.037462379,0.854683232
"PGRMC1",3.972013972,0.854888642
"ZNF544",3.374652673,0.856080548
"SSFA2",1.550279356,0.856080548
"PPP1R15A",1.619345584,0.856080548
"IP6K2",2.523645822,0.856080548
"BASP1",7.618423501,0.856080548
"C14orf1",3.341884643,0.856080548
"ZPR1",2.862071342,0.856080548
"RORB",1.664853496,0.856080548
"PPP3CA",4.528858315,0.856080548
"PDS5A",4.838913092,0.856722086
"THRAP3",2.336788761,0.857098079
"KLF6",4.36709446,0.857098079
"HNRNPC",4.312693895,0.857098079
"RBBP6",1.456715225,0.857098079
"RBM5",3.300942468,0.857098079
"NOL11",1.682065667,0.857098079
"HERC1",4.100010886,0.857098079
"SUN1",1.772089266,0.857098079
"ACTN2",2.28539244,0.857114828
"PIPOX",1.051038585,0.857114828
"SNCG",1.903489086,0.857114828
"CFLAR",2.315440018,0.857114828
"RPRD1B",1.410316123,0.857114828
"HPRT1",7.139696208,0.857114828
"RRM1",4.72066991,0.857114828
"EIF3H",1.637882657,0.857267465
"USP25",3.821446489,0.857636776
"AGO3",1.359555439,0.857636776
"CYLC2",0.308710684,0.858413637
"ALMS1",5.171590602,0.859016209
"FBXW2",0.270312794,0.859049894
"GPN1",4.143165046,0.859049894
"RCOR1",0.645764822,0.859249356
"SNX6",4.378375587,0.859249356
"KBTBD2",3.270378538,0.859249356
"SEPHS1",1.220175773,0.859249356
"KCNAB1",3.453954939,0.859249356
"CTNNA1",3.471145649,0.859426208
"ZNF510",0.868194189,0.859649806
"FKBP1B",5.944593476,0.860307026
"RANGRF",1.178908715,0.86107129
"BIRC2",3.820086938,0.861193898
"CDH2",6.456944269,0.86126893
"BRAF",3.39012323,0.861866734
"SP4",1.763338709,0.862019533
"CYFIP1",4.43922318,0.862019533
"DYNC1H1",6.343702417,0.862019533
"PTGES3",5.262093712,0.862019533
"EEF2",5.256325047,0.862019533
"NDUFB11",5.472372298,0.862019533
"YY1AP1",4.112323457,0.862019533
"GPD2",0.50749687,0.862019533
"NUP54",3.248698259,0.862019533
"C11orf68",4.664247847,0.862019533
"LAMTOR5",5.709536192,0.862019533
"GGA1",5.415508169,0.862019533
"PUM1",5.824854644,0.862019533
"RCAN2",7.211625969,0.862019533
"NUP85",0.937268537,0.862019533
"PRTFDC1",0.499511452,0.862089997
"GIN1",0.725250523,0.862387763
"PLS3",6.476239483,0.862899977
"AUH",5.617825164,0.862899977
"ABL1",1.171065318,0.862899977
"PHYHIP",3.92066098,0.863105789
"OXCT1",3.549697517,0.863105789
"HNRNPUL1",2.589600762,0.8639966
"PTK2",3.227723103,0.8639966
"PIGA",0.255845866,0.86407867
"AHSA1",5.114988538,0.864079128
"EMD",2.724370368,0.864402935
"TPI1",7.60876118,0.865262667
"CSTA",0.217924429,0.86533162
"MINOS1",4.925414623,0.86552245
"PPP1R9A",3.843593219,0.86552245
"SEL1L",2.697220956,0.865597869
"MED7",4.27310465,0.865929897
"TTC1",5.039018668,0.866463489
"TRNT1",2.873606498,0.866463489
"OAT",6.941025933,0.866712687
"MED31",2.835235708,0.866712687
"ANK2",5.552585311,0.866712687
"CLU",8.794956026,0.867105366
"RERE",3.360372337,0.867526227
"NCAM1",5.018476329,0.867601202
"TAGLN2",4.199355742,0.867763866
"UBE3A",1.675052384,0.868542022
"CCND3",2.10547327,0.868854916
"TPD52L2",2.69823945,0.86936865
"EIF3M",2.419224693,0.869656465
"STK3",0.898491418,0.869773808
"ZFP36",3.758832986,0.869773808
"SF3A1",3.167487719,0.869773808
"CS",6.173752915,0.869926604
"YY1",4.626776171,0.870125255
"ENSA",2.53119556,0.870172214
"SKIV2L2",1.982085883,0.870172214
"CNOT7",5.195496542,0.870172214
"KMT2D",3.317970734,0.870172214
"MEIS2",2.933647064,0.870172214
"TRIM33",3.018576975,0.870172214
"PFKL",1.303495471,0.870172214
"DPYSL2",8.273395112,0.870476099
"POLDIP2",4.835068885,0.870533974
"TNFAIP3",0.860620666,0.870533974
"AIP",3.846714656,0.870533974
"CRK",2.557577062,0.870569243
"MED23",2.840234506,0.870569243
"CYSTM1",7.085713981,0.870569243
"MDM2",4.159770571,0.870633868
"AP3M1",2.114571139,0.87068244
"DDX39A",0.627052644,0.87068244
"UBE2A",5.912503439,0.870815932
"PSMC2",4.401594506,0.871316684
"BCKDK",2.999469106,0.872261686
"BCAS2",4.326279241,0.87259774
"PRPS2",0.471995099,0.872673433
"PGM1",2.926420622,0.872673433
"FBXO3",2.919721054,0.872673433
"BRWD1",2.386360669,0.873767627
"RUNDC3A",4.241546146,0.873767627
"PTPRM",4.610157633,0.873931153
"GATM",3.330251833,0.874834875
"RPS12",5.045632571,0.875136936
"RALBP1",3.542418047,0.875136936
"TGFA",1.012160233,0.875136936
"NDEL1",6.166993221,0.875136936
"SF1",2.633440416,0.87540055
"LRRC40",3.579999915,0.876012161
"LONRF1",4.311031872,0.876228507
"SNRPA1",5.282183694,0.876328234
"IGF2R",2.636875687,0.876328234
"PFKM",5.939241957,0.876328234
"WBP11",3.014244149,0.876328234
"LMO1",2.19699676,0.876328234
"FHIT",1.466157566,0.876454183
"EPS8L2",4.143822413,0.876506953
"APTX",2.06609253,0.876579932
"COPS4",3.982703927,0.877472253
"EIF2S1",3.443222316,0.877560775
"SART3",2.40125278,0.877560775
"BAG3",5.772703747,0.877560775
"JMJD1C",2.408335683,0.87790784
"FTSJ1",1.192957419,0.878069617
"SAMHD1",5.472537078,0.878103698
"DLG2",4.857944946,0.878168994
"CRLF3",1.523357698,0.878619547
"NANS",3.528751078,0.878718302
"CD2AP",0.927936703,0.878718302
"FDFT1",7.538768934,0.878756787
"HOXA3",0.830779876,0.879357664
"DNM1L",2.521256158,0.8794289
"TERF2IP",6.92342398,0.880236122
"SEC23B",1.198709761,0.880236122
"PKP4",2.371122856,0.880236122
"RGS3",4.358255348,0.880236122
"GABARAPL2",5.202427835,0.880364565
"GEMIN2",0.426555619,0.880560194
"SF3B5",4.136442353,0.88165128
"EAF1",1.2224743,0.88165128
"ZBTB1",0.862187359,0.881919741
"CD63",4.957813886,0.881919741
"ALDOC",7.200272067,0.882613894
"GMNN",2.840831139,0.882767405
"MIB1",1.232923849,0.882767405
"PANK2",5.676878133,0.882767405
"CDK13",0.673042082,0.882767405
"SEC23IP",0.418430365,0.882767405
"RGS7",6.057455786,0.88391261
"NDUFB8",7.713593609,0.884164759
"B4GALT3",1.305693665,0.884349623
"CSTF1",0.651324866,0.884841006
"GLRX5",5.15512093,0.884848671
"PSMD1",2.253288838,0.884848671
"ZNF83",0.877084146,0.884848671
"POLR2L",5.303308053,0.884848671
"HDAC2",4.284334925,0.884848671
"PROSER1",0.452131579,0.885002226
"FSCN1",2.544505592,0.885002226
"TERF2",0.893460171,0.885317507
"GTF2F1",1.700269744,0.885369596
"ATXN7",0.602669902,0.885369596
"IWS1",1.443592589,0.885450459
"ANP32B",5.703905703,0.885785187
"TOR1AIP2",1.897632389,0.885785187
"CPEB4",2.347099131,0.885785187
"PSMD4",6.129592235,0.885785187
"PPP1CB",5.147040803,0.885785187
"CCDC85B",2.360247061,0.886105503
"NSMCE1",3.314508477,0.886105503
"SH3GLB2",3.147026951,0.886198016
"HABP4",2.004798261,0.886419159
"CTSD",1.091350391,0.886432973
"VCP",2.421573542,0.886432973
"HOXA5",3.120919369,0.886432973
"SSBP1",1.371799019,0.886432973
"CDC123",2.596262227,0.886787656
"HGH1",2.322168296,0.886787656
"MBIP",1.718803941,0.886787656
"PHLDB2",0.403162118,0.886787656
"ALAD",4.619788002,0.886787656
"GARS",6.491336707,0.886787656
"ZFPM2",0.757930555,0.886982916
"RPL3",3.614788927,0.887196612
"RCBTB2",1.675059229,0.887196612
"SF3B1",3.584486413,0.887196612
"EED",1.473481435,0.888316896
"SNTB2",0.403856437,0.888471379
"WIPI2",2.059223913,0.888471379
"MAN2A1",1.574556942,0.888472092
"DPY30",2.82202777,0.88893321
"MAP3K5",1.949221559,0.890099819
"GABARAP",5.099984834,0.890102841
"ITGA6",0.721394938,0.890102841
"ARRB1",1.240093787,0.890102841
"SARAF",6.338955809,0.890102841
"ADNP",0.834340212,0.890311633
"NFIL3",1.115588153,0.890311633
"CPPED1",0.402989888,0.890311633
"ESYT2",0.885956064,0.890835667
"KCNA2",3.370253185,0.891764853
"PFDN5",3.003634876,0.892210504
"RPS29",6.783248673,0.89226732
"FUT11",2.17858174,0.892272925
"YWHAE",4.674768405,0.892272925
"PFAS",1.059194149,0.892313917
"DAP3",4.763107817,0.89354635
"PSMD2",7.117410202,0.89354635
"CBX1",1.92620912,0.89354635
"HEATR3",0.381757253,0.893564987
"PPP2CB",5.44816695,0.893564987
"CD47",4.673346059,0.893764413
"SAMM50",2.688885855,0.893764413
"HIPK3",5.967066153,0.893764413
"SETD2",4.003984522,0.893764413
"CDKN1C",1.267013505,0.893764413
"TGFBR1",3.799958848,0.893764413
"TRA2A",2.281936199,0.893764413
"CKB",4.727621489,0.893764413
"KMT2B",0.442429124,0.893764413
"CREG1",3.167804095,0.893764413
"RUNX1T1",1.2281667,0.894109925
"CEP57",1.912005562,0.894417434
"XPO5",3.381043859,0.894447166
"TRIM24",0.998325086,0.894447166
"FLOT1",6.277159682,0.894447166
"VPS26A",4.743500955,0.894447166
"LATS2",2.628935354,0.894447166
"KCTD6",3.409576169,0.894447166
"HNRNPA2B1",3.26783549,0.894987217
"IQGAP1",0.347467045,0.894987217
"CTNNAL1",1.481535826,0.895005292
"PRDX6",6.011634509,0.89540465
"LIMA1",1.017286727,0.895903971
"MEN1",1.033577683,0.895903971
"MON2",0.829711737,0.895961884
"CTBP1",4.346757708,0.896499376
"TCEAL2",7.484242956,0.896672794
"VPS29",2.302570197,0.896740593
"ARHGAP24",1.259379655,0.896863011
"ATRX",3.337190692,0.897547811
"COIL",1.510721765,0.897547811
"ZCCHC8",1.589279145,0.897547811
"RNF10",3.563168296,0.897547811
"NDUFS6",4.572756442,0.897547811
"RFXAP",0.287087382,0.897688446
"UPF3B",2.675534622,0.898241318
"MDH2",3.770565956,0.898686133
"R3HDM2",4.468072226,0.898686133
"PHAX",5.220326987,0.898865931
"SEC16A",3.287546557,0.899136128
"KIF5B",1.666628829,0.899296969
"KAT7",3.073234075,0.899497603
"STRADB",3.810257174,0.899555043
"FUBP3",1.235876596,0.899830938
"POP5",1.814294899,0.900091389
"RPL23A",6.979511108,0.900105112
"PAAF1",2.524545875,0.900105112
"VPS72",1.747446823,0.900105112
"PSMB6",3.162615268,0.900105112
"NREP",2.316412002,0.900105112
"TSNAX",4.415653504,0.900105112
"NOTCH4",2.096773679,0.900105112
"NCDN",4.389213458,0.900105112
"SORBS1",5.259264133,0.900105112
"DAB1",3.091723124,0.900105112
"FAM161A",1.002774444,0.900105112
"CDH22",3.289171239,0.900140191
"GSAP",0.439406668,0.900140191
"NUDT5",1.741413587,0.90020697
"NBPF1",2.26717423,0.90020697
"PRKCB",2.524485086,0.900298124
"TNFAIP1",1.864033193,0.900714657
"DUSP3",1.226445992,0.900821828
"SPOCK1",6.110617677,0.90090294
"PAPOLG",2.059611777,0.900971479
"WIPF1",0.941726765,0.901873496
"ATG9A",2.66747294,0.902242626
"RAPGEF2",1.568409631,0.902418047
"ARL6IP1",6.250296692,0.902418047
"CCDC130",3.394374037,0.903009209
"SNAPC5",1.774849506,0.903223928
"CSNK1A1",3.57155729,0.903296365
"SHH",2.909448675,0.903416467
"HLA-A",5.243313531,0.903679858
"SEC23A",2.927116768,0.903679858
"UBA2",1.008402737,0.903752575
"RAB1A",3.467748413,0.903752575
"SFMBT1",0.636853686,0.903752575
"RNF41",2.791101139,0.903752575
"ERCC6",0.489376971,0.903826097
"KRIT1",1.611879442,0.904170515
"BCL10",2.653117602,0.904279681
"SRGAP3",5.024604599,0.904279681
"SREK1",1.282973003,0.904279681
"TSPYL5",3.719227999,0.904279681
"STXBP1",7.471050022,0.904279681
"MRPL42",1.108727974,0.904279681
"RPAP1",2.126056056,0.904279681
"HSPA9",3.571595138,0.904519657
"PAM",4.769253781,0.904973123
"ZNF230",0.53253122,0.905422114
"TYK2",2.408493961,0.905613858
"KCND2",2.230129649,0.905613858
"SEC63",0.669890022,0.905613858
"RPS7",7.746154453,0.905613858
"ZNF550",1.707558763,0.906188862
"ERN1",0.978971522,0.906188862
"STX17",0.683435448,0.906188862
"NEK1",4.449194973,0.906188862
"SGCD",2.067897152,0.906379144
"REL",0.865945691,0.906504809
"CDKN1B",4.285373095,0.907051112
"NDUFS2",3.737476972,0.907051112
"LARP1",7.253381893,0.907054239
"RBKS",2.061785429,0.907054239
"WNK1",5.040466631,0.907772744
"TSN",3.445215337,0.907917697
"PREP",1.191467942,0.907917697
"STRN3",0.480310058,0.907917697
"USP4",2.211496095,0.907917697
"VKORC1",2.209375573,0.907917697
"HLTF",3.455396938,0.907917697
"RANBP9",6.320542273,0.907917697
"UGP2",3.424115145,0.907917697
"C8orf33",1.006404691,0.907917697
"ZNF638",2.972146549,0.907917697
"GLI3",0.920636759,0.908124087
"SPTBN1",2.450856639,0.908137756
"TMED2",4.824966692,0.908137756
"TSC22D1",8.516612409,0.908137756
"TGFBR2",0.778482235,0.908137756
"CLIC1",1.964501226,0.908137756
"RSL1D1",3.252792465,0.908276234
"SMC3",0.323026332,0.908391018
"ITGB1",6.340780155,0.908956794
"ACAT2",1.27815858,0.908956794
"SNRNP25",4.084550664,0.908956794
"KMT2A",2.580386298,0.909439208
"DHX15",5.152778985,0.909668013
"RBM39",3.727478559,0.909668013
"PTPN13",0.72555156,0.909668013
"VLDLR",1.427687147,0.909763958
"NPTX1",2.299867295,0.909816928
"CUL4B",1.148066419,0.910068953
"RING1",3.874146919,0.910772336
"SDF4",1.18212629,0.910844318
"HSPA5",1.971080334,0.910913518
"PPARGC1A",0.367027746,0.910913518
"KDM1A",1.667611297,0.911064864
"SNRPD1",0.722799234,0.91111138
"PIK3R3",2.938089483,0.91111138
"SKIL",4.783476091,0.91111138
"RBM3",1.007873964,0.91111138
"RHOA",3.460972515,0.91111138
"ZNF587",4.109997454,0.91111138
"CSRP2",3.654467249,0.91111138
"ZBTB18",4.053715665,0.91111138
"CAST",4.224846468,0.91111138
"ZNF490",2.810626396,0.91111138
"ANKMY2",3.786858859,0.91111138
"ZNF440",0.475293379,0.91111138
"AKR1B1",5.41185747,0.91111138
"COL1A1",1.260061189,0.91111138
"NDFIP1",5.511242478,0.91111138
"MIEN1",3.862353943,0.91111138
"SRP68",3.765866658,0.911276154
"PLSCR1",1.005673846,0.911539429
"U2SURP",1.647520707,0.911539429
"ASXL2",0.379750002,0.911674059
"RAB26",3.648524048,0.911979242
"HMGXB4",1.224194331,0.912218848
"POLR2I",4.801512943,0.912312936
"FAM96B",4.142534238,0.912881897
"SPG21",3.853508637,0.913085148
"TSPYL2",3.845321771,0.913219214
"PCM1",2.248422579,0.913280554
"USP49",2.195452022,0.913346914
"RAB21",1.864856358,0.913396333
"PPP6R3",1.028590927,0.913567624
"SLC25A6",5.372692158,0.913732351
"UNC13B",2.247602754,0.913732351
"ABCD3",4.450136716,0.913732351
"ATP6V1E1",6.729238923,0.913732351
"SRPK1",4.361667514,0.914917081
"RNF114",3.368034354,0.915365814
"UNG",2.151720561,0.91557565
"DAAM1",2.987263022,0.915701487
"GDI1",6.971776008,0.915701487
"PDCD6IP",3.711038017,0.915701487
"OSBP",3.052346983,0.915701487
"SERPINI1",4.303936378,0.915827984
"SMU1",2.914342436,0.915850324
"CMTM5",1.235732023,0.915930072
"TOLLIP",1.359612518,0.915930072
"FBXL5",4.050041234,0.915930072
"NUP133",2.222935944,0.915930072
"CCNH",3.345223815,0.915930072
"PSEN1",0.886463237,0.916138075
"MARK3",2.740450682,0.916606203
"YTHDF2",4.799569598,0.916606203
"TSR1",5.370010951,0.916606203
"MAP4K5",0.614769438,0.916801763
"ERCC5",1.987999097,0.917508784
"GSTP1",2.523309726,0.917558524
"PPP1R12B",1.223589574,0.91778211
"FXR2",4.299174696,0.918170212
"CDK6",2.280395093,0.918417448
"XRCC6",4.823682629,0.918849305
"TDP2",2.762606536,0.918984692
"TOMM20",5.064766991,0.919028146
"NRIP1",1.277667011,0.919761435
"APLP1",2.367644652,0.92051236
"ATP5L",5.546180244,0.92051236
"SH3GLB1",3.845997466,0.920548139
"SEPT6",4.384447583,0.920626677
"TNRC6A",4.157619847,0.920626677
"PLEKHA2",3.133881719,0.921163598
"EIF3E",3.108495736,0.92172856
"VTI1A",1.443787848,0.922688529
"THADA",1.611976006,0.923192013
"SOS2",2.496039651,0.923192013
"U2AF2",3.558079114,0.923192013
"PPME1",5.140506737,0.923456434
"CALU",4.448888958,0.923648484
"DOK3",3.027939028,0.923995772
"DYNC1I2",5.517609667,0.923995772
"MAPK14",0.447493092,0.924147325
"SRA1",4.531151615,0.924402466
"PSMB3",4.320564731,0.92447201
"UBXN7",1.343007649,0.924572363
"MED19",4.766158938,0.924695972
"NELFCD",2.968040861,0.925599072
"CLIC4",3.839722961,0.925599072
"BPGM",2.829943378,0.925684586
"SMARCD3",2.564217675,0.926502614
"GAB1",0.600161467,0.926502614
"TBC1D17",1.187846464,0.926502614
"ITGB1BP1",4.027490598,0.926509685
"RPL7",4.20512867,0.926509685
"HNRNPU",2.440741307,0.927245822
"CHFR",0.631973046,0.927245822
"MBP",5.339326406,0.927285725
"SF3A3",2.662262494,0.927285725
"VPS37C",4.769578878,0.927285725
"HOXB9",0.745989436,0.927285725
"LRRC14",1.493632516,0.927285725
"PDCD5",0.904021795,0.927892105
"ZCCHC10",1.270596378,0.928226635
"DDX3X",6.370549413,0.928443872
"IRS4",0.666048088,0.928443872
"NOL3",2.378276871,0.928443872
"ZHX1",1.504186018,0.928443872
"SLC26A2",1.935032688,0.928857714
"PPFIBP1",4.578377345,0.928857714
"USP3",1.261340581,0.928857714
"HELZ",1.585334639,0.928857714
"CCT5",3.733901054,0.928857714
"CCDC59",3.147091261,0.928857714
"SEC24B",0.975825631,0.928857714
"AP1M1",2.776903458,0.928857714
"DYNLT3",7.346465508,0.928857714
"AP2B1",2.966153948,0.928857714
"LGR4",0.657208481,0.929574875
"UPF2",2.097479107,0.929609453
"DYRK1A",5.269897876,0.929701203
"C6orf120",1.922440274,0.929701203
"KIAA0141",0.83436736,0.929800685
"PACSIN1",5.26609081,0.929926225
"DCTN1",4.902687483,0.930625436
"KHDRBS3",1.395541362,0.930625436
"ALDOA",4.767649436,0.930697564
"MED14",1.574046304,0.931113622
"XPO1",3.633679332,0.931237994
"UCHL1",7.339492123,0.931237994
"IRS1",1.278874703,0.931237994
"NMRAL1",4.259850295,0.931237994
"CPOX",0.642958517,0.931237994
"UBQLN4",3.907315531,0.93133116
"LUC7L2",2.105644336,0.931733424
"HNRNPUL2",4.767299979,0.931733424
"CPNE3",3.139587386,0.931806922
"COX5B",5.253499874,0.932587663
"PSMC4",1.901539572,0.932587663
"ANXA1",0.378328332,0.932976668
"EFTUD2",2.851790017,0.933130168
"RYK",1.250437853,0.933130168
"MAD2L1BP",0.94763843,0.933365149
"FEM1C",2.158065204,0.933701929
"POLE4",1.874338847,0.934178476
"KIN",0.305280093,0.934848403
"LSM3",2.893815539,0.935727518
"MSN",5.313808913,0.936190764
"WDR26",3.613342565,0.936282792
"COPG1",3.895957808,0.936488829
"RABAC1",2.973678177,0.936488829
"KALRN",1.575955659,0.936488829
"DNPEP",3.118200749,0.936923044
"FHL1",5.234338311,0.937041593
"NGLY1",3.021160905,0.937193549
"DOCK9",4.338088181,0.937193549
"SH2B3",0.735353904,0.937193549
"EPN3",0.742538176,0.937193549
"EIF1B",7.662971345,0.937193549
"CDAN1",0.70828167,0.937723079
"VAV2",2.915059268,0.93810448
"TRAK2",2.681250853,0.938157848
"NCSTN",2.213694619,0.938157848
"SDHAF2",1.008331742,0.938229274
"EP300",2.587489926,0.938229274
"ZRANB2",4.001078475,0.938351996
"LRPPRC",2.788150514,0.938466651
"NACA",4.329352881,0.938721769
"BLOC1S6",6.020256043,0.938721769
"MAGED1",5.796698345,0.938721769
"PCBP2",3.625169633,0.938721769
"SAR1A",4.766624849,0.938735802
"TCF12",1.893183235,0.938735802
"HSPA2",2.967554396,0.938735802
"APPBP2",4.709237319,0.939397058
"PEBP1",4.401470986,0.939397058
"NRG3",1.589238502,0.939397058
"TPP1",1.184972181,0.939397058
"BID",1.376058523,0.939397058
"SSRP1",3.217503224,0.939397058
"PPFIA3",1.846577377,0.940354205
"PSMA7",4.676753028,0.940357436
"SCRN1",3.72546739,0.940390751
"HSP90B1",3.64502339,0.940514791
"FBXL3",1.41610545,0.941049351
"BRD4",4.761886904,0.941113043
"CCNA2",0.595473377,0.941113043
"TRIM38",2.805344296,0.941113043
"OGT",5.534538914,0.941113043
"MUS81",2.345929706,0.941113043
"CHD1",1.29890237,0.941163607
"RIT1",0.326893074,0.941657621
"MAPK1",3.096435466,0.942116417
"CCDC6",3.838085785,0.942640203
"TMOD1",3.903042361,0.943295392
"PPIB",4.224662838,0.943295392
"DPYSL3",2.4184878,0.943295392
"SARS",5.529001354,0.943295392
"TTLL12",2.421511865,0.943300888
"SNX8",2.313114997,0.943957148
"ACOT7",6.940907652,0.943957148
"TMEM218",1.290813235,0.943957148
"CRKL",2.830099424,0.943957148
"CD40",2.767073427,0.943957148
"CDK8",2.783296422,0.943957148
"SUPT16H",2.704626957,0.944221261
"CUL4A",4.737377667,0.945132696
"BIN1",4.25437244,0.945132696
"GNG7",3.745659457,0.945132696
"POLR3C",0.902769162,0.945132696
"KRR1",1.433408096,0.945213892
"ING2",0.599447417,0.945408745
"DST",0.311458029,0.945543562
"TCF3",1.670372214,0.945551804
"SSU72",1.409384426,0.945551804
"SNRPB",2.420039845,0.94558987
"MORF4L2",8.372952509,0.945683776
"CFL1",9.888486996,0.945683776
"VPS11",4.625444712,0.945816195
"LAMTOR1",3.849334452,0.946185763
"GORASP2",1.754448267,0.946464225
"UVRAG",1.542004258,0.946477809
"PHKB",2.68418648,0.946557253
"RBBP7",4.19530523,0.946973727
"DBN1",2.046683712,0.946973727
"ADSL",2.648658174,0.947417597
"PRKAA2",1.946548231,0.947450698
"EIF4B",3.670901665,0.94746705
"PEX7",0.857128492,0.94764831
"SPHK1",0.698897981,0.947652105
"TPP2",1.787571826,0.947652105
"TOMM40",2.171170389,0.947652105
"PEX14",5.187963769,0.948173877
"RAB3B",0.347002891,0.948173877
"NIFK",2.387367717,0.948173877
"MCM4",1.219375914,0.948178372
"WARS",5.241799356,0.948178372
"PLBD2",5.170665678,0.948178372
"WBP4",2.270714914,0.948178372
"PPP1R12A",1.876137295,0.948178372
"MED4",1.007848077,0.948178372
"CUL2",2.307387083,0.948178372
"COL1A2",1.001344224,0.948178372
"ASH2L",3.812620867,0.948608669
"CYP27A1",4.233292988,0.948608669
"TRDMT1",0.548622935,0.948626446
"XBP1",0.907466347,0.948748975
"TNKS",5.775106376,0.949004108
"MAP3K1",2.525915955,0.949122532
"SSBP3",2.119237322,0.949133855
"H2AFY",4.220160271,0.949362559
"DYNLRB1",5.981765898,0.949362559
"MAP3K7",2.05495862,0.949362559
"LRCH2",0.441830933,0.949362559
"DARS",3.88648195,0.949456169
"KBTBD7",0.13459473,0.949575716
"RAB27B",3.07398008,0.949951151
"SERPINB9",3.505932999,0.950194434
"CUL3",3.233375315,0.950567863
"CENPL",0.363088222,0.950914656
"SORT1",1.591634574,0.950916956
"LZTFL1",2.300578235,0.950952887
"ITSN2",2.478171848,0.950952887
"NUAK1",6.510086887,0.951116384
"UBR4",5.725542886,0.951221782
"MIS18A",0.376110634,0.951445715
"SCYL2",3.075684123,0.95148592
"KDM6A",0.804620876,0.952456484
"UACA",5.567927459,0.952528692
"NDUFS3",3.545574201,0.952528692
"UTY",1.338534112,0.952904756
"SLC35A2",1.572884437,0.953086733
"RNF181",2.984341761,0.953086733
"POLR2H",2.135221428,0.953086733
"GTPBP4",2.159395694,0.953092859
"ID2",3.609443234,0.953555035
"PDGFB",2.511005195,0.953618363
"CENPN",0.735815278,0.953618363
"TMOD2",4.98621322,0.954097998
"FLOT2",3.248271267,0.954097998
"NSUN2",3.045752212,0.954205622
"SYNJ1",6.021553746,0.954205622
"PPP3R1",5.029647422,0.954742764
"ISG15",0.525968097,0.954794951
