"SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"106393","false","5.82942576","0.0","NA","0.17154348","0.0","false","1","8","false","CAMK2D","CAMK2D","4.0","1","0","0","0.51705742","false","0","CAMK2D","0","0.0"
"106394","false","3.87291879","0.0","NA","0.25820319","0.0","false","1","7","false","HNRNPM","HNRNPM","253.0","1","0","0","0.71270812","false","0","HNRNPM","0","0.0"
"106395","false","4.12232416","0.0","NA","0.2425816","0.0","false","1","8","false","ASAP2","ASAP2","48.0","1","0","0","0.68776758","false","0","ASAP2","0","0.0"
"106396","false","1.0","0.0","NA","1.0","0.0","true","1","1","false","IMPDH1","IMPDH1","1.0","1","0","0","1.0","false","0","IMPDH1","0","0.0"
"106397","false","1.0","0.0","NA","1.0","0.0","false","1","1","false","GMNN","GMNN","1.0","1","0","0","1.0","false","0","GMNN","0","0.0"
"106398","false","6.3567788","6.7958E-4","NA","0.15731238","0.0","true","2","9","false","TMCO1","TMCO1","2.0","2","0","0","0.46432212","false","0","TMCO1","145698","0.5"
"106399","false","7.35643901","0.0","NA","0.13593533","0.0","false","1","10","false","LOC51064","LOC51064","2.0","1","0","0","0.3643561","false","0","LOC51064","0","0.0"
"106400","false","4.0829086","0.0","NA","0.24492344","0.0","false","1","8","false","PRRC2A","PRRC2A","94.0","1","0","0","0.69170914","false","0","PRRC2A","0","0.0"
"106401","false","5.34522596","0.0","NA","0.18708283","0.0","false","1","8","false","ZNF544","ZNF544","16.0","1","0","0","0.5654774","false","0","ZNF544","0","0.0"
"106402","false","4.07373428","4.63E-5","NA","0.24547502","0.0","false","2","8","false","JTV1","JTV1","35.0","2","0","0","0.69262657","false","0","JTV1","2902","0.50746269"
"106403","false","4.37240911","0.0","NA","0.22870687","0.0","false","1","7","false","PRKAA1","PRKAA1","40.0","1","0","0","0.66275909","false","0","PRKAA1","0","0.0"
"106404","false","4.00815494","0.0","NA","0.24949135","0.0","false","1","8","false","PIH1D2","PIH1D2","213.0","1","0","0","0.69918451","false","0","PIH1D2","0","0.0"
"106405","false","4.08426775","0.0","NA","0.24484193","0.0","false","1","8","false","TEX28P1","TEX28P1","62.0","1","0","0","0.69157322","false","0","TEX28P1","0","0.0"
"106406","false","4.1049949","0.0","NA","0.24360566","0.0","false","1","8","false","UBE2H","UBE2H","45.0","1","0","0","0.68950051","false","0","UBE2H","0","0.0"
"106407","false","5.56133197","0.0","NA","0.17981304","0.0","false","1","9","false","TRAF3IP3","TRAF3IP3","4.0","1","0","0","0.5438668","false","0","TRAF3IP3","0","0.0"
"106408","false","4.97315664","0.0","NA","0.20107953","0.0","false","1","8","false","C16orf74","C16orf74","14.0","1","0","0","0.60268434","false","0","C16orf74","0","0.0"
"106409","false","4.37818552","2.9387E-4","NA","0.22840512","0.0","false","2","8","false","TTN","TTN","25.5","2","0","0","0.66218145","false","0","TTN","26920","0.5"
"106410","false","4.54672103","0.0","NA","0.21993872","0.0","false","1","8","false","AKAP12","AKAP12","28.0","1","0","0","0.6453279","false","0","AKAP12","0","0.0"
