Entity 1	Entity 2	Weight	Network group	Networks
SDHB	ATP5H	0.009308713	Co-expression	[Wu-Garvey-2007]
COX7A1	NDUFC1	0.009307609	Co-expression	[Roth-Zlotnik-2006]
COX4I2	ATP6V1C2	0.009270404	Co-expression	[Innocenti-Brown-2011]
CST3	LHPP	0.009261307	Co-expression	[Arijs-Rutgeerts-2009]
UQCRC2	COX11	0.009248588	Co-expression	[Innocenti-Brown-2011]
CYC1	ATP5O	0.009246356	Co-expression	[Roth-Zlotnik-2006]
TCF4	VPS13B	0.009232952	Co-expression	[Salaverria-Siebert-2011]
NDUFV1	COX7B	0.009232081	Co-expression	[Wu-Garvey-2007]
NDUFB11	ATP5E	0.009217869	Co-expression	[Roth-Zlotnik-2006]
SDHC	ATP5J2	0.009217279	Co-expression	[Chen-Brown-2002]
ATP5F1	NDUFB1	0.009196322	Co-expression	[Bahr-Bowler-2013]
ATP6V1G1	ATP6V1C1	0.009173332	Co-expression	[Mallon-McKay-2013]
ATP6AP1	KPNA6	0.009168312	Co-expression	[Rieger-Chu-2004]
KCTD12	RPL37	0.009168115	Co-expression	[Arijs-Rutgeerts-2009]
UQCRFS1	NDUFS5	0.00915677	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
COX7A2L	COX7A2	0.009154701	Co-expression	[Arijs-Rutgeerts-2009]
COX5A	PPA2	0.009154014	Co-expression	[Innocenti-Brown-2011]
UQCRFS1	COX17	0.009148483	Co-expression	[Wu-Garvey-2007]
RPL37	COX17	0.009122794	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
COX5A	ATP5E	0.009118428	Co-expression	"[Innocenti-Brown-2011, Salaverria-Siebert-2011]"
NDUFS4	UQCR11	0.009104146	Co-expression	[Burington-Shaughnessy-2008]
ATP5A1	PFDN1	0.009102483	Co-expression	[Wang-Maris-2006]
ATP6V0E2	COX4I1	0.00909285	Co-expression	[Roth-Zlotnik-2006]
ATP6V1B1	PLEKHB1	0.009091957	Co-expression	[Wang-Maris-2006]
GBAS	COX11	0.009091715	Co-expression	[Burington-Shaughnessy-2008]
COX11	NDUFA6	0.00908832	Co-expression	[Arijs-Rutgeerts-2009]
CYC1	NDUFS4	0.009085374	Co-expression	[Roth-Zlotnik-2006]
GBAS	ATP6V1G1	0.009069646	Co-expression	[Bahr-Bowler-2013]
PFDN1	PPA1	0.009069201	Co-expression	[Arijs-Rutgeerts-2009]
COX17	UQCR10	0.009064292	Co-expression	[Smirnov-Cheung-2009]
COX7A1	ATP5H	0.009053708	Co-expression	[Roth-Zlotnik-2006]
NDUFS2	SDHD	0.009042537	Co-expression	[Innocenti-Brown-2011]
ACTN1	ATP6V1B2	0.009032053	Co-expression	[Rieger-Chu-2004]
NDUFB1	NDUFB11	0.009026404	Co-expression	[Salaverria-Siebert-2011]
ATP6V1F	ATP5I	0.00902545	Co-expression	[Gysin-McMahon-2012]
NDUFA7	PFDN1	0.009013184	Co-expression	[Wu-Garvey-2007]
SF3B1	SERBP1	0.009007711	Co-expression	[Salaverria-Siebert-2011]
ATP5B	NDUFC1	0.009004045	Co-expression	[Arijs-Rutgeerts-2009]
COX4I1	NDUFA6	0.008989385	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V1E1	COX11	0.00898762	Co-expression	[Roth-Zlotnik-2006]
ATP5G1	ATP5E	0.008957977	Co-expression	[Roth-Zlotnik-2006]
UQCRC2	ATP5J2	0.00895208	Co-expression	[Mallon-McKay-2013]
GBAS	ATP5G1	0.008919793	Co-expression	[Cheok-Evans-2003]
ATP6AP1	NDUFB11	0.008919272	Co-expression	[Kang-Willman-2010]
NDUFS1	ATP5J2	0.008913282	Co-expression	[Mallon-McKay-2013]
NDUFB5	NDUFA3	0.00890975	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010]"
CYC1	NDUFA10	0.008886619	Co-expression	[Innocenti-Brown-2011]
OTUB1	COX6B1	0.00887941	Co-expression	[Bild-Nevins-2006 B]
NDUFAB1	NDUFB4	0.008875454	Co-expression	"[Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB6	NDUFA5	0.008868786	Co-expression	[Burington-Shaughnessy-2008]
ATP6V0B	NDUFS7	0.008864535	Co-expression	[Wu-Garvey-2007]
ATP6V0D1	ATP6V1D	0.008863417	Co-expression	[Smirnov-Cheung-2009]
UQCRQ	STMN1	0.008823466	Co-expression	[Smirnov-Cheung-2009]
NDUFB3	COX6A1	0.008818356	Co-expression	[Smirnov-Cheung-2009]
ZFYVE26	NDUFA8	0.008816612	Co-expression	[Ramaswamy-Golub-2001]
GBAS	UQCRB	0.008779482	Co-expression	[Wu-Garvey-2007]
PFDN1	COX7C	0.008778566	Co-expression	[Wu-Garvey-2007]
COX7A2L	COX6A1	0.008777797	Co-expression	[Smirnov-Cheung-2009]
COX6C	PPA1	0.008766687	Co-expression	[Kang-Willman-2010]
NDUFS4	NDUFS7	0.008764577	Co-expression	[Burington-Shaughnessy-2008]
SDHA	COX6A1	0.008752445	Co-expression	[Ramaswamy-Golub-2001]
SDHA	NDUFB2	0.008750295	Co-expression	[Perou-Botstein-1999]
ATP6V1E1	BBIP1	0.008730176	Co-expression	[Kang-Willman-2010]
NDUFS8	COX7C	0.008728533	Co-expression	[Ramaswamy-Golub-2001]
PPP2CB	ATP6V1H	0.008724012	Co-expression	[Rieger-Chu-2004]
RPL37	ATP5H	0.008718047	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
ATP6V1B2	ATP6AP1	0.008717405	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
ATP5B	UQCR11	0.008711355	Co-expression	[Arijs-Rutgeerts-2009]
ATP5F1	NDUFB8	0.008711159	Co-expression	[Salaverria-Siebert-2011]
NDUFS2	ATP5D	0.00870965	Co-expression	[Roth-Zlotnik-2006]
UQCRC1	NUTF2	0.00869806	Co-expression	[Salaverria-Siebert-2011]
UQCR10	PPA2	0.00868333	Co-expression	[Arijs-Rutgeerts-2009]
UQCRC2	NDUFA8	0.008681354	Co-expression	[Arijs-Rutgeerts-2009]
SDHA	NDUFA7	0.008676647	Co-expression	[Wu-Garvey-2007]
ATP6V1G1	NDUFA6	0.00866784	Co-expression	[Wu-Garvey-2007]
COX5A	NDUFB6	0.008667231	Co-expression	"[Burington-Shaughnessy-2008, Salaverria-Siebert-2011]"
UQCRH	NDUFA3	0.008645664	Co-expression	[Arijs-Rutgeerts-2009]
RPL37	ATP5L	0.008642782	Co-expression	[Smirnov-Cheung-2009]
GBAS	SDHC	0.008641885	Co-expression	[Rieger-Chu-2004]
UQCRC1	ATP5F1	0.008636538	Co-expression	[Roth-Zlotnik-2006]
NDUFA4	NDUFB9	0.008636483	Co-expression	[Roth-Zlotnik-2006]
ATP6V1E1	SDHC	0.008633038	Co-expression	[Innocenti-Brown-2011]
NDUFS2	NDUFB11	0.008632031	Co-expression	[Roth-Zlotnik-2006]
ATP6V1G1	SDHC	0.008628577	Co-expression	[Mallon-McKay-2013]
COX8A	ATP6V0E1	0.008615405	Co-expression	[Rieger-Chu-2004]
ZFP36	TCF4	0.008614159	Co-expression	[Smirnov-Cheung-2009]
ATP5A1	NDUFV1	0.008609707	Co-expression	[Rieger-Chu-2004]
NDUFA8	COX6A1	0.008608919	Co-expression	[Arijs-Rutgeerts-2009]
NDUFA1	NDUFV3	0.008603242	Co-expression	[Arijs-Rutgeerts-2009]
RPL37	UQCRB	0.008596474	Co-expression	[Smirnov-Cheung-2009]
COX4I1	NDUFB11	0.008590187	Co-expression	[Gysin-McMahon-2012]
NDUFV2	NDUFS4	0.008584274	Co-expression	[Roth-Zlotnik-2006]
CSRP1	ATP5G3	0.00858213	Co-expression	[Cheok-Evans-2003]
PFDN1	COX6A1	0.008540981	Co-expression	[Smirnov-Cheung-2009]
ATP6V0A1	LHPP	0.008539661	Co-expression	[Arijs-Rutgeerts-2009]
NDUFAB1	ATP6AP1	0.008536341	Co-expression	[Wu-Garvey-2007]
NDUFB3	NDUFS5	0.008531725	Co-expression	[Rieger-Chu-2004]
NUTF2	ATP5I	0.008513112	Co-expression	[Rieger-Chu-2004]
ATP5J	ATP6V1D	0.008510469	Co-expression	[Bild-Nevins-2006 B]
NDUFV1	COX5B	0.008507586	Co-expression	[Wu-Garvey-2007]
NDUFA12	PPA2	0.0085007	Co-expression	[Arijs-Rutgeerts-2009]
PPP2CA	NDUFS6	0.008488789	Co-expression	[Burington-Shaughnessy-2008]
NDUFA8	NDUFA4	0.008487829	Co-expression	[Roth-Zlotnik-2006]
NDUFB3	NDUFA5	0.008486346	Co-expression	[Roth-Zlotnik-2006]
COX4I1	SDHD	0.008482936	Co-expression	[Rieger-Chu-2004]
ATP5G3	NDUFC2	0.008463799	Co-expression	"[Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP6V1B2	COX6A1	0.008459738	Co-expression	[Roth-Zlotnik-2006]
ATP5B	ATP6AP1	0.008440663	Co-expression	[Bahr-Bowler-2013]
NDUFA8	PPA1	0.008439585	Co-expression	[Ramaswamy-Golub-2001]
NDUFS3	NDUFV2	0.008438888	Co-expression	[Mallon-McKay-2013]
TCF4	JAG1	0.00841436	Co-expression	[Innocenti-Brown-2011]
SDHB	ATP5O	0.008410884	Co-expression	[Innocenti-Brown-2011]
NDUFS1	COX11	0.008396172	Co-expression	[Wu-Garvey-2007]
ATP6V1F	NDUFA9	0.008374259	Co-expression	[Gysin-McMahon-2012]
UQCRC1	COX6B1	0.008349804	Co-expression	"[Kang-Willman-2010, Roth-Zlotnik-2006]"
ATP6V1E1	COX6A1	0.008341962	Co-expression	[Roth-Zlotnik-2006]
NDUFB6	NDUFS5	0.008330438	Co-expression	[Ramaswamy-Golub-2001]
UQCRC1	NDUFA6	0.008309002	Co-expression	[Roth-Zlotnik-2006]
ATP6V1F	NDUFA10	0.008304931	Co-expression	[Smirnov-Cheung-2009]
ATP5G1	NDUFC1	0.008293578	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
NDUFA9	ATP5I	0.008292018	Co-expression	[Roth-Zlotnik-2006]
TUBB4B	COX5B	0.008288932	Co-expression	[Cheok-Evans-2003]
CREG1	SDHC	0.008276862	Co-expression	[Chen-Brown-2002]
BGN	ATP5G2	0.008275552	Co-expression	[Burington-Shaughnessy-2008]
TUBB4B	NDUFV1	0.008274552	Co-expression	[Cheok-Evans-2003]
NDUFS6	ATP5C1	0.00827104	Co-expression	[Wu-Garvey-2007]
UQCRQ	NDUFA12	0.008270191	Co-expression	"[Kang-Willman-2010, Roth-Zlotnik-2006]"
NDUFC1	COX11	0.008267312	Co-expression	[Cheok-Evans-2003]
ATP5B	UQCRB	0.008240834	Co-expression	[Arijs-Rutgeerts-2009]
NDUFS7	COX6A1	0.008240103	Co-expression	[Wu-Garvey-2007]
UQCRH	NDUFA7	0.00823953	Co-expression	[Arijs-Rutgeerts-2009]
CSRP1	NDUFA2	0.008207086	Co-expression	[Wu-Garvey-2007]
PRPF3	ZFYVE26	0.008203366	Co-expression	[Roth-Zlotnik-2006]
ACTN1	JAG1	0.008179769	Co-expression	[Salaverria-Siebert-2011]
NDUFS3	COX7C	0.008172213	Co-expression	"[Arijs-Rutgeerts-2009, Wu-Garvey-2007]"
COX7B	ATP5E	0.008156932	Co-expression	[Innocenti-Brown-2011]
ATP5A1	NDUFS1	0.008156419	Co-expression	[Ramaswamy-Golub-2001]
SDHA	NDUFB9	0.008147211	Co-expression	[Roth-Zlotnik-2006]
NDUFS8	NDUFB8	0.008135327	Co-expression	[Wang-Maris-2006]
ATP4A	PTPN13	0.00813312	Co-expression	[Cheok-Evans-2003]
NDUFV1	SDHC	0.008098843	Co-expression	[Wu-Garvey-2007]
UQCRC2	NDUFC2	0.008098271	Co-expression	[Innocenti-Brown-2011]
PPP1R7	ATP6V0A1	0.008094532	Co-expression	[Wang-Maris-2006]
NDUFS6	NDUFS1	0.008092864	Co-expression	[Cheok-Evans-2003]
ATP6V0B	BPTF	0.008089101	Co-expression	[Kang-Willman-2010]
ATP6V1G1	NDUFA5	0.008064707	Co-expression	"[Bild-Nevins-2006 B, Cheok-Evans-2003]"
NDUFS8	SDHB	0.008049507	Co-expression	[Wu-Garvey-2007]
ATP6V0B	NDUFB7	0.008047991	Co-expression	[Wu-Garvey-2007]
NDUFAB1	ATP6V0B	0.008040989	Co-expression	[Burington-Shaughnessy-2008]
ATP6V0D1	NDUFA3	0.00803171	Co-expression	[Innocenti-Brown-2011]
COX5A	SDHB	0.008023517	Co-expression	[Salaverria-Siebert-2011]
ATP5G1	SDHA	0.008017042	Co-expression	[Roth-Zlotnik-2006]
RPL37	COX7A2	0.008012587	Co-expression	[Smirnov-Cheung-2009]
ATP5A1	COX15	0.008005149	Co-expression	[Innocenti-Brown-2011]
UQCRB	UQCR10	0.008002001	Co-expression	[Salaverria-Siebert-2011]
SDHC	NDUFA2	0.007988743	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
COX4I1	ATP6V0A4	0.007986866	Co-expression	[Chen-Brown-2002]
UQCRC1	ATP5J2	0.007985853	Co-expression	[Roth-Zlotnik-2006]
TUBB4B	CYC1	0.00798272	Co-expression	[Rieger-Chu-2004]
NDUFS4	NDUFA8	0.00797473	Co-expression	[Arijs-Rutgeerts-2009]
NDUFB5	ATP5I	0.007965944	Co-expression	[Arijs-Rutgeerts-2009]
PFDN1	NDUFB1	0.007954227	Co-expression	[Innocenti-Brown-2011]
COX6A2	ATP5D	0.007953512	Co-expression	"[Roth-Zlotnik-2006, Wu-Garvey-2007]"
TUBB4B	UQCRQ	0.007938392	Co-expression	[Wu-Garvey-2007]
ATP5B	SERBP1	0.007927378	Co-expression	[Kang-Willman-2010]
ATP5J2	NDUFC1	0.007909575	Co-expression	[Smirnov-Cheung-2009]
ATP5G1	NDUFB4	0.007886504	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V1E1	NDUFS1	0.00786984	Co-expression	[Ramaswamy-Golub-2001]
CSRP1	SDHA	0.007850247	Co-expression	[Smirnov-Cheung-2009]
NDUFB5	NDUFB7	0.007850165	Co-expression	[Cheok-Evans-2003]
ATP5G2	RPL35A	0.007845278	Co-expression	[Mallon-McKay-2013]
GBAS	COX7A2L	0.007844202	Co-expression	[Ramaswamy-Golub-2001]
TUBB4B	NDUFS2	0.007836828	Co-expression	[Innocenti-Brown-2011]
PFDN1	NDUFC1	0.00782644	Co-expression	[Wu-Garvey-2007]
COX17	COX4I1	0.007818285	Co-expression	"[Cheok-Evans-2003, Rieger-Chu-2004]"
NDUFA8	COX15	0.007806437	Co-expression	[Arijs-Rutgeerts-2009]
ATP5O	ATP5G2	0.007800829	Co-expression	[Mallon-McKay-2013]
COX6A2	NDUFV3	0.007798662	Co-expression	[Roth-Zlotnik-2006]
ATP6V1A	NDUFV2	0.007788891	Co-expression	[Kang-Willman-2010]
COX7A2L	PPA2	0.007782494	Co-expression	[Ramaswamy-Golub-2001]
NDUFS8	SDHC	0.007780355	Co-expression	[Wu-Garvey-2007]
ATP5F1	SDHC	0.007773827	Co-expression	[Rieger-Chu-2004]
TUBB4B	NDUFS3	0.007773815	Co-expression	[Cheok-Evans-2003]
ATP5J	NDUFS2	0.0077679	Co-expression	[Roth-Zlotnik-2006]
NDUFS6	NDUFC2	0.007767499	Co-expression	[Innocenti-Brown-2011]
ATP5A1	PPP2CB	0.007752252	Co-expression	[Mallon-McKay-2013]
GBAS	NDUFB1	0.00774166	Co-expression	[Cheok-Evans-2003]
COX7A1	NDUFB1	0.007733231	Co-expression	[Roth-Zlotnik-2006]
ATP6V1B2	CYC1	0.007721734	Co-expression	"[Kang-Willman-2010, Smirnov-Cheung-2009]"
NDUFA8	NDUFA11	0.007693956	Co-expression	[Arijs-Rutgeerts-2009]
ATP5D	NDUFA2	0.007688771	Co-expression	[Rieger-Chu-2004]
ATP5F1	SDHB	0.007688153	Co-expression	[Salaverria-Siebert-2011]
ATP5G1	NDUFS5	0.00767657	Co-expression	[Wu-Garvey-2007]
COX5B	NDUFC2	0.007662428	Co-expression	[Salaverria-Siebert-2011]
ATP5G3	PPP1R7	0.007657181	Co-expression	[Salaverria-Siebert-2011]
COX5A	COX7A2	0.007655641	Co-expression	[Bild-Nevins-2006 B]
CST3	NDUFA2	0.007652478	Co-expression	[Wu-Garvey-2007]
COX11	NDUFA12	0.007641778	Co-expression	[Ramaswamy-Golub-2001]
TCF4	BPTF	0.007625246	Co-expression	[Rieger-Chu-2004]
ATP5G1	PPA2	0.007624468	Co-expression	[Arijs-Rutgeerts-2009]
PRPF3	COX7A2L	0.007623466	Co-expression	[Ramaswamy-Golub-2001]
ATP5C1	NDUFS7	0.007621626	Co-expression	[Cheok-Evans-2003]
UQCRFS1	NDUFA13	0.007616585	Co-expression	"[Arijs-Rutgeerts-2009, Salaverria-Siebert-2011]"
NUTF2	NDUFB3	0.007596272	Co-expression	[Rieger-Chu-2004]
TARDBP	NDUFA5	0.007596264	Co-expression	[Burington-Shaughnessy-2008]
COX7B	SDHD	0.00759487	Co-expression	[Rieger-Chu-2004]
CYC1	ATP5L	0.007582244	Co-expression	[Roth-Zlotnik-2006]
ATP4A	ATP6V1F	0.007575063	Co-expression	[Smirnov-Cheung-2009]
SPARC	NDUFA4L2	0.00756298	Co-expression	[Innocenti-Brown-2011]
NDUFAB1	KPNA6	0.007556932	Co-expression	[Innocenti-Brown-2011]
NDUFAB1	COX6A1	0.007554309	Co-expression	"[Bahr-Bowler-2013, Salaverria-Siebert-2011]"
TUBB4B	STMN1	0.007545209	Co-expression	[Burington-Shaughnessy-2008]
COX6A2	SDHB	0.007533748	Co-expression	[Roth-Zlotnik-2006]
SDHA	NDUFA8	0.007531895	Co-expression	[Roth-Zlotnik-2006]
NDUFS2	NDUFB10	0.007531091	Co-expression	[Roth-Zlotnik-2006]
CYC1	NDUFS5	0.007515402	Co-expression	[Wu-Garvey-2007]
ATP6V0C	SCN1B	0.007510809	Co-expression	[Wu-Garvey-2007]
ATP5B	COX7C	0.007496135	Co-expression	[Roth-Zlotnik-2006]
ATP6V0C	ATP6V1E1	0.007490071	Co-expression	"[Cheok-Evans-2003, Roth-Zlotnik-2006]"
COX7A2	SDHB	0.007481019	Co-expression	[Wu-Garvey-2007]
NDUFA7	ATP5E	0.007476971	Co-expression	[Innocenti-Brown-2011]
PPP2CA	COX4I1	0.007463053	Co-expression	[Ramaswamy-Golub-2001]
COX7A2L	ATP5J2	0.007459708	Co-expression	[Salaverria-Siebert-2011]
UQCRC1	COX17	0.007454853	Co-expression	[Wu-Garvey-2007]
NDUFS7	NDUFA11	0.007453939	Co-expression	[Bahr-Bowler-2013]
COX7A2L	NDUFC2	0.007424498	Co-expression	[Ramaswamy-Golub-2001]
ATP6V1F	NDUFA4	0.007423432	Co-expression	[Salaverria-Siebert-2011]
UQCRC1	ATP6V0D1	0.007405632	Co-expression	[Arijs-Rutgeerts-2009]
PPP2CB	ZFYVE26	0.007401448	Co-expression	[Cheok-Evans-2003]
ATP5J2	NDUFB9	0.007400906	Co-expression	[Arijs-Rutgeerts-2009]
ATP5J	PPA1	0.007389084	Co-expression	[Salaverria-Siebert-2011]
UQCRC2	NDUFB2	0.007382906	Co-expression	[Innocenti-Brown-2011]
ATP5A1	ATP5J2	0.007362819	Co-expression	[Innocenti-Brown-2011]
NDUFA3	NDUFA12	0.007350084	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V0B	NDUFA7	0.007341495	Co-expression	[Wu-Garvey-2007]
NDUFA1	PFDN1	0.007319109	Co-expression	[Rieger-Chu-2004]
NDUFS3	ATP5F1	0.00730604	Co-expression	"[Arijs-Rutgeerts-2009, Salaverria-Siebert-2011]"
ATP6V1B2	PFDN1	0.00729959	Co-expression	[Roth-Zlotnik-2006]
ATP5C1	ATP6V1D	0.007280309	Co-expression	[Cheok-Evans-2003]
UQCRFS1	KCTD12	0.007275665	Co-expression	[Rieger-Chu-2004]
NDUFB11	ATP5G2	0.007272898	Co-expression	[Ramaswamy-Golub-2001]
SPARC	COX4I1	0.007268054	Co-expression	[Rieger-Chu-2004]
ATP6V0D1	ATP6V1B2	0.00725955	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
RPL37	ATP5J2	0.007229942	Co-expression	[Cheok-Evans-2003]
ACTN1	CSRP1	0.007226367	Co-expression	[Salaverria-Siebert-2011]
NDUFA6	NDUFC2	0.007222401	Co-expression	[Salaverria-Siebert-2011]
COX5A	PPA1	0.007221525	Co-expression	[Salaverria-Siebert-2011]
ATP6V1G2	ATP6V1C1	0.007220698	Co-expression	[Roth-Zlotnik-2006]
NDUFA8	ATP5I	0.007195383	Co-expression	[Arijs-Rutgeerts-2009]
ATP5A1	MPHOSPH9	0.007195182	Co-expression	[Innocenti-Brown-2011]
CYC1	MPHOSPH9	0.007192887	Co-expression	[Innocenti-Brown-2011]
SPARC	COX7A1	0.007161709	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011]"
ATP5G1	PPP1R7	0.007160413	Co-expression	[Kang-Willman-2010]
NDUFA9	CSRP1	0.007156775	Co-expression	[Bahr-Bowler-2013]
UQCRH	NDUFC1	0.007146062	Co-expression	[Wu-Garvey-2007]
SF3B1	ATP5A1	0.007142892	Co-expression	[Mallon-McKay-2013]
ATP6AP1	OTUB1	0.007137204	Co-expression	[Rieger-Chu-2004]
COX8A	ATP5E	0.0071372	Co-expression	[Kang-Willman-2010]
CYC1	ATP6V1F	0.007118806	Co-expression	[Kang-Willman-2010]
CYC1	COX4I1	0.007118537	Co-expression	[Wu-Garvey-2007]
KCTD12	ATP5F1	0.007117013	Co-expression	[Cheok-Evans-2003]
ATP5A1	ATP6V1H	0.00711652	Co-expression	[Bild-Nevins-2006 B]
NUTF2	COX5A	0.00710444	Co-expression	[Salaverria-Siebert-2011]
UQCRH	NDUFA2	0.0071041	Co-expression	[Rieger-Chu-2004]
NDUFS2	ATP5C1	0.007101682	Co-expression	[Innocenti-Brown-2011]
ZFP36	CST3	0.007082528	Co-expression	[Salaverria-Siebert-2011]
UQCRFS1	ATP6V0C	0.007075468	Co-expression	[Ramaswamy-Golub-2001]
NDUFB5	COX15	0.007056985	Co-expression	[Innocenti-Brown-2011]
NDUFB11	NDUFA3	0.007047537	Co-expression	[Roth-Zlotnik-2006]
NDUFS2	NDUFB4	0.007038102	Co-expression	[Salaverria-Siebert-2011]
COX5A	ATP6V0E1	0.007037525	Co-expression	[Burington-Shaughnessy-2008]
COX11	NDUFC2	0.007030071	Co-expression	[Salaverria-Siebert-2011]
PPP2CA	PPP2CB	0.007020258	Co-expression	[Innocenti-Brown-2011]
NDUFS7	ATP5I	0.007018742	Co-expression	[Wu-Garvey-2007]
UQCRFS1	NDUFC2	0.007010826	Co-expression	"[Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX8A	SERBP1	0.00700641	Co-expression	[Cheok-Evans-2003]
NDUFS6	NDUFB11	0.006986156	Co-expression	[Roth-Zlotnik-2006]
GBAS	ATP5C1	0.006985105	Co-expression	[Cheok-Evans-2003]
RPL37	COX5B	0.006971876	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
TUBB4B	UQCRH	0.006958177	Co-expression	[Cheok-Evans-2003]
CYC1	NDUFA2	0.006950302	Co-expression	[Bahr-Bowler-2013]
ATP5L	NDUFB9	0.006947516	Co-expression	[Arijs-Rutgeerts-2009]
NDUFS2	ATP6V0E1	0.006934991	Co-expression	[Cheok-Evans-2003]
ATP5O	SDHD	0.006929521	Co-expression	[Rieger-Chu-2004]
PPP2CA	ATP5B	0.006926674	Co-expression	"[Arijs-Rutgeerts-2009, Salaverria-Siebert-2011]"
COX8A	PFDN1	0.006919748	Co-expression	[Kang-Willman-2010]
ATP5J	SDHA	0.00691651	Co-expression	[Roth-Zlotnik-2006]
ATP5J2	NDUFA12	0.00691625	Co-expression	[Kang-Willman-2010]
SDHA	NDUFA12	0.006908603	Co-expression	[Roth-Zlotnik-2006]
NDUFV1	UQCRB	0.006900205	Co-expression	[Burington-Shaughnessy-2008]
ATP5A1	VPS13B	0.006893501	Co-expression	[Rieger-Chu-2004]
COX7A2	ATP6V0E2	0.006884008	Co-expression	[Wu-Garvey-2007]
NDUFA3	NDUFB9	0.006877084	Co-expression	[Arijs-Rutgeerts-2009]
PPP2CA	ATP6V1A	0.006872279	Co-expression	[Wu-Garvey-2007]
PRPF3	NDUFA9	0.006859412	Co-expression	[Kang-Willman-2010]
NDUFS6	NDUFA12	0.006849802	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010]"
ATP5B	COX10	0.006839978	Co-expression	[Innocenti-Brown-2011]
NDUFAB1	PFDN1	0.006837487	Co-expression	[Kang-Willman-2010]
NDUFV1	COX7C	0.006830847	Co-expression	[Wu-Garvey-2007]
CYC1	SDHD	0.006828765	Co-expression	[Cheok-Evans-2003]
NDUFA10	COX15	0.006826083	Co-expression	[Salaverria-Siebert-2011]
ATP6V1G1	ATP6V1D	0.006819349	Co-expression	[Mallon-McKay-2013]
ATP6V0D1	ATP5J	0.006819329	Co-expression	[Ramaswamy-Golub-2001]
COX7C	NDUFB11	0.006815398	Co-expression	[Roth-Zlotnik-2006]
COX6B1	NDUFB11	0.006800957	Co-expression	[Roth-Zlotnik-2006]
NDUFA5	COX11	0.006794555	Co-expression	[Wu-Garvey-2007]
ATP5F1	COX11	0.006780517	Co-expression	[Innocenti-Brown-2011]
UQCRC1	COX7A2	0.006779927	Co-expression	[Ramaswamy-Golub-2001]
ATP5F1	ATP6V1H	0.00677758	Co-expression	[Innocenti-Brown-2011]
ATP6V0A4	ATP6V1G3	0.006760887	Co-expression	[Roth-Zlotnik-2006]
SDHB	NDUFA2	0.00675446	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
ATP6V1F	NDUFV1	0.00674918	Co-expression	[Burington-Shaughnessy-2008]
COX7A2	UQCR10	0.006734648	Co-expression	[Salaverria-Siebert-2011]
ATP6V0C	ATP6V1B2	0.006732818	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
CYC1	COX6A1	0.006730973	Co-expression	[Kang-Willman-2010]
SDHB	COX6A1	0.006722601	Co-expression	[Ramaswamy-Golub-2001]
NDUFS6	UQCR10	0.006718185	Co-expression	[Smirnov-Cheung-2009]
NUTF2	COX7C	0.006717849	Co-expression	[Rieger-Chu-2004]
STMN1	NDUFS7	0.006715729	Co-expression	[Rieger-Chu-2004]
ATP6V0B	COX4I1	0.006713863	Co-expression	[Ramaswamy-Golub-2001]
ATP5B	COX11	0.00671348	Co-expression	[Ramaswamy-Golub-2001]
PPP2CA	ATP6V1G2	0.006707232	Co-expression	[Roth-Zlotnik-2006]
NDUFS3	COX11	0.00670717	Co-expression	[Salaverria-Siebert-2011]
NDUFS2	NDUFA6	0.006704844	Co-expression	[Arijs-Rutgeerts-2009]
NDUFB7	NDUFB6	0.006677574	Co-expression	[Salaverria-Siebert-2011]
ATP6V0D1	COX6A1	0.006657703	Co-expression	[Ramaswamy-Golub-2001]
NDUFA9	PPA1	0.006656517	Co-expression	[Kang-Willman-2010]
ATP5D	ATP5O	0.006641261	Co-expression	[Rieger-Chu-2004]
SDHB	NDUFS5	0.006628477	Co-expression	[Wu-Garvey-2007]
UQCRFS1	NDUFB8	0.006604679	Co-expression	[Kang-Willman-2010]
ATP6V0C	PFDN1	0.006590362	Co-expression	[Smirnov-Cheung-2009]
ATP6AP1	NDUFS6	0.006580699	Co-expression	[Wu-Garvey-2007]
CYC1	ATP5I	0.006579735	Co-expression	[Roth-Zlotnik-2006]
NDUFS2	NDUFA11	0.00656603	Co-expression	[Innocenti-Brown-2011]
