Entity 1	Entity 2	Weight	Network group	Networks
ATP6V0C	COX4I1	0.006563081	Co-expression	[Ramaswamy-Golub-2001]
UQCRFS1	GBAS	0.006560778	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
RPL37	NDUFS5	0.006536192	Co-expression	"[Cheok-Evans-2003, Wu-Garvey-2007]"
NDUFA7	NDUFS4	0.006524945	Co-expression	[Rieger-Chu-2004]
NDUFS7	COX4I1	0.006517816	Co-expression	[Wu-Garvey-2007]
NDUFV1	NDUFC1	0.006505665	Co-expression	[Wu-Garvey-2007]
ATP6V0C	UQCRH	0.006493592	Co-expression	[Ramaswamy-Golub-2001]
NUTF2	NDUFA13	0.006479444	Co-expression	[Innocenti-Brown-2011]
COX6A2	ATP5G2	0.006467126	Co-expression	[Roth-Zlotnik-2006]
ATP6V0D1	COX7C	0.006465076	Co-expression	[Wu-Garvey-2007]
ATP6V0E2	KPNA6	0.006445009	Co-expression	[Smirnov-Cheung-2009]
GBAS	COX5A	0.006441373	Co-expression	[Rieger-Chu-2004]
NDUFA8	NDUFV3	0.00642735	Co-expression	[Kang-Willman-2010]
ATP6V0D1	UQCRC2	0.006425647	Co-expression	[Smirnov-Cheung-2009]
ATP6V0B	UQCRH	0.006421066	Co-expression	[Ramaswamy-Golub-2001]
GBAS	NDUFA4	0.006408248	Co-expression	[Salaverria-Siebert-2011]
ATP6V1B2	NDUFS3	0.006394371	Co-expression	[Kang-Willman-2010]
COX17	ATP5C1	0.006390716	Co-expression	[Rieger-Chu-2004]
PPP2CA	PPA1	0.006383986	Co-expression	[Chen-Brown-2002]
ATP6AP1	SDHC	0.006382528	Co-expression	[Wu-Garvey-2007]
ATP5D	COX7C	0.00636953	Co-expression	[Wu-Garvey-2007]
CYC1	NDUFA12	0.006353565	Co-expression	"[Kang-Willman-2010, Roth-Zlotnik-2006]"
PPA1	KPNA6	0.006352322	Co-expression	[Innocenti-Brown-2011]
COX6A2	NDUFB7	0.006342679	Co-expression	[Roth-Zlotnik-2006]
COX7A2L	ATP5G3	0.006333158	Co-expression	[Salaverria-Siebert-2011]
UQCRC2	COX7A2	0.006333137	Co-expression	[Cheok-Evans-2003]
ATP6V0B	ATP6V0E2	0.006331813	Co-expression	[Roth-Zlotnik-2006]
COX8A	PPA1	0.006327348	Co-expression	[Kang-Willman-2010]
ATP6V1G1	KPNA6	0.006320942	Co-expression	[Cheok-Evans-2003]
NDUFA9	NDUFA1	0.006307125	Co-expression	[Roth-Zlotnik-2006]
PRPF3	NKTR	0.006298991	Co-expression	[Roth-Zlotnik-2006]
NDUFS3	PPA2	0.00628855	Co-expression	[Arijs-Rutgeerts-2009]
NDUFB6	ATP5I	0.006285235	Co-expression	[Salaverria-Siebert-2011]
NDUFB1	MT-ND2	0.006269404	Co-expression	[Arijs-Rutgeerts-2009]
KCTD12	SDHD	0.006262101	Co-expression	[Bild-Nevins-2006 B]
NDUFA2	UQCRB	0.006257835	Co-expression	[Rieger-Chu-2004]
UQCRH	PPA1	0.006255748	Co-expression	[Kang-Willman-2010]
COX7A2	ATP5D	0.006254063	Co-expression	[Rieger-Chu-2004]
NDUFS4	NDUFS5	0.006253259	Co-expression	[Ramaswamy-Golub-2001]
NDUFA9	COX7C	0.006251223	Co-expression	[Roth-Zlotnik-2006]
BGN	JAG1	0.006236142	Co-expression	[Burington-Shaughnessy-2008]
COX6A2	SDHA	0.006229962	Co-expression	[Wu-Garvey-2007]
ATP5J	ATP6V1G1	0.006197506	Co-expression	[Bild-Nevins-2006 B]
ATP6AP1	NDUFB7	0.006193772	Co-expression	[Wu-Garvey-2007]
NDUFS1	COX6A1	0.006192776	Co-expression	[Ramaswamy-Golub-2001]
NDUFB4	ATP5E	0.006190716	Co-expression	[Innocenti-Brown-2011]
UQCRQ	ATP5E	0.006189047	Co-expression	[Kang-Willman-2010]
SDHB	NDUFB6	0.006187499	Co-expression	[Salaverria-Siebert-2011]
SDHC	ATP5H	0.00618369	Co-expression	[Rieger-Chu-2004]
COX8A	ATP5C1	0.006175971	Co-expression	[Rieger-Chu-2004]
ATP5H	BBIP1	0.006175049	Co-expression	[Salaverria-Siebert-2011]
UQCR11	SDHD	0.00617061	Co-expression	[Rieger-Chu-2004]
TCIRG1	POGZ	0.006124861	Co-expression	[Smirnov-Cheung-2009]
NDUFS2	NDUFA12	0.00611065	Co-expression	[Arijs-Rutgeerts-2009]
NDUFS6	NDUFB6	0.006103252	Co-expression	[Salaverria-Siebert-2011]
COX5A	NDUFS4	0.006097486	Co-expression	[Burington-Shaughnessy-2008]
COX6A2	COX7A1	0.006093341	Co-expression	"[Roth-Zlotnik-2006, Wu-Garvey-2007]"
SDHC	NDUFA8	0.006069649	Co-expression	[Kang-Willman-2010]
CSRP1	COX6B1	0.006069575	Co-expression	[Kang-Willman-2010]
ATP6V0C	COX5A	0.006067593	Co-expression	[Rieger-Chu-2004]
RPL37	ATP5I	0.006066261	Co-expression	[Smirnov-Cheung-2009]
NDUFS6	NDUFS4	0.006060814	Co-expression	[Burington-Shaughnessy-2008]
NDUFB6	PPA1	0.006053481	Co-expression	[Salaverria-Siebert-2011]
ATP5G3	NDUFB7	0.006047556	Co-expression	[Rieger-Chu-2004]
PPP2CB	CSRP1	0.006047527	Co-expression	[Rieger-Chu-2004]
UQCRFS1	ATP6V1D	0.006042694	Co-expression	[Cheok-Evans-2003]
NDUFV2	UQCR10	0.006018368	Co-expression	[Roth-Zlotnik-2006]
TCIRG1	NDUFB8	0.006011787	Co-expression	[Smirnov-Cheung-2009]
NDUFS4	NDUFC2	0.006001293	Co-expression	[Smirnov-Cheung-2009]
NUTF2	NDUFB1	0.005995288	Co-expression	[Rieger-Chu-2004]
NDUFS2	NDUFV2	0.005990519	Co-expression	[Roth-Zlotnik-2006]
ATP6V0E2	ATP5O	0.00596938	Co-expression	[Smirnov-Cheung-2009]
TARDBP	TUBB4B	0.005968377	Co-expression	[Cheok-Evans-2003]
UQCRFS1	ATP5I	0.005964006	Co-expression	[Cheok-Evans-2003]
PPP2CA	ATP6V0C	0.005952951	Co-expression	[Kang-Willman-2010]
NDUFA2	NDUFA8	0.005951927	Co-expression	[Ramaswamy-Golub-2001]
NDUFS6	SDHC	0.005938435	Co-expression	[Wu-Garvey-2007]
NDUFA8	NDUFA3	0.005931563	Co-expression	[Arijs-Rutgeerts-2009]
NDUFB3	COX15	0.005928416	Co-expression	[Kang-Willman-2010]
COX17	NDUFC2	0.005925629	Co-expression	[Salaverria-Siebert-2011]
SDHC	NDUFC2	0.005908372	Co-expression	[Smirnov-Cheung-2009]
SDHC	COX4I1	0.005905467	Co-expression	[Wu-Garvey-2007]
ATP6AP1	ATP6V1A	0.005902071	Co-expression	[Salaverria-Siebert-2011]
ATP6V1H	MT-ND2	0.005897372	Co-expression	[Arijs-Rutgeerts-2009]
MXI1	PLOD2	0.005895523	Co-expression	[Arijs-Rutgeerts-2009]
NDUFS6	SDHB	0.005890051	Co-expression	[Wu-Garvey-2007]
GBAS	NDUFB4	0.005885848	Co-expression	[Salaverria-Siebert-2011]
ATP6V0D1	NDUFA1	0.005884816	Co-expression	[Wu-Garvey-2007]
COX6B1	PPA1	0.005846637	Co-expression	[Kang-Willman-2010]
PFDN1	NDUFA5	0.005840581	Co-expression	[Bild-Nevins-2006 B]
PPP2CB	SDHA	0.005840564	Co-expression	[Rieger-Chu-2004]
SPARC	CYC1	0.005829486	Co-expression	[Rieger-Chu-2004]
ATP6V0E2	NDUFB8	0.005805197	Co-expression	[Smirnov-Cheung-2009]
NUTF2	COX7B	0.005795067	Co-expression	[Rieger-Chu-2004]
ATP6V1F	SDHC	0.005783353	Co-expression	[Rieger-Chu-2004]
UQCRC1	NDUFA8	0.00577637	Co-expression	[Roth-Zlotnik-2006]
ATP5G1	COX7A1	0.00576756	Co-expression	[Roth-Zlotnik-2006]
NDUFS7	ATP5G2	0.005755117	Co-expression	[Bahr-Bowler-2013]
ATP5B	ATP5L	0.005725396	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V1F	NDUFA12	0.005716799	Co-expression	[Kang-Willman-2010]
UQCRH	COX17	0.005704263	Co-expression	[Rieger-Chu-2004]
UQCRC1	TUBB4B	0.005689079	Co-expression	[Cheok-Evans-2003]
ATP6V1E1	ATP6V1A	0.005686056	Co-expression	[Roth-Zlotnik-2006]
ATP5G3	PPA1	0.005684653	Co-expression	[Salaverria-Siebert-2011]
ATP5B	NDUFC2	0.005679021	Co-expression	[Smirnov-Cheung-2009]
ATP6V0D1	NDUFA10	0.005675062	Co-expression	[Smirnov-Cheung-2009]
COX6C	NDUFB10	0.005668694	Co-expression	[Innocenti-Brown-2011]
NUTF2	COX8A	0.005662515	Co-expression	[Rieger-Chu-2004]
ATP6V0B	ATP5L	0.005656581	Co-expression	[Cheok-Evans-2003]
ATP5C1	UQCRB	0.005614056	Co-expression	[Cheok-Evans-2003]
SDHC	UQCR11	0.005602199	Co-expression	[Wu-Garvey-2007]
NDUFAB1	COX11	0.005596908	Co-expression	[Salaverria-Siebert-2011]
RPL37	NDUFB1	0.005590619	Co-expression	[Smirnov-Cheung-2009]
ATP5H	PPA2	0.00557045	Co-expression	[Salaverria-Siebert-2011]
NUTF2	ATP5H	0.005569399	Co-expression	[Rieger-Chu-2004]
NDUFS4	NDUFA10	0.005562811	Co-expression	[Salaverria-Siebert-2011]
NDUFB5	NDUFB11	0.005558974	Co-expression	[Gysin-McMahon-2012]
NDUFB5	ATP6V1F	0.005530891	Co-expression	[Rieger-Chu-2004]
CSRP1	NDUFC1	0.005505813	Co-expression	[Cheok-Evans-2003]
TUBB4B	ATP6V1B2	0.005495276	Co-expression	[Roth-Zlotnik-2006]
PPP2CB	NDUFV3	0.00549416	Co-expression	[Ramaswamy-Golub-2001]
ATP6V1F	COX4I1	0.005445466	Co-expression	[Ramaswamy-Golub-2001]
UQCRFS1	ATP6V1B2	0.005432929	Co-expression	[Kang-Willman-2010]
ATP5B	PPA1	0.005400577	Co-expression	[Kang-Willman-2010]
ATP6V1B1	COX7A1	0.005395644	Co-expression	[Rieger-Chu-2004]
ATP6V1F	ATP5G1	0.005386823	Co-expression	[Ramaswamy-Golub-2001]
COX7A1	COX6B1	0.005386589	Co-expression	[Roth-Zlotnik-2006]
ATP5G1	ATP5F1	0.005382021	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V1E1	GBAS	0.00534235	Co-expression	[Kang-Willman-2010]
ATP6V1E1	NDUFA7	0.005339079	Co-expression	[Wu-Garvey-2007]
COX7A2	NDUFA8	0.005323169	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V1F	UQCRB	0.0053223	Co-expression	[Rieger-Chu-2004]
ATP4A	ATP5G2	0.005322034	Co-expression	[Burington-Shaughnessy-2008]
NDUFA3	NDUFC2	0.005308156	Co-expression	[Salaverria-Siebert-2011]
ATP6V0B	UQCRQ	0.005298155	Co-expression	[Wu-Garvey-2007]
NUTF2	NDUFC2	0.005293509	Co-expression	[Salaverria-Siebert-2011]
ATP6V1B2	ATP6V1F	0.005276247	Co-expression	[Roth-Zlotnik-2006]
NDUFA2	ATP5G2	0.005266996	Co-expression	[Ramaswamy-Golub-2001]
COX7A2L	COX6C	0.005261711	Co-expression	[Arijs-Rutgeerts-2009]
CYC1	COX10	0.005255663	Co-expression	[Innocenti-Brown-2011]
PPA1	NDUFC2	0.005215781	Co-expression	[Salaverria-Siebert-2011]
ATP6AP1	NDUFS3	0.005209823	Co-expression	[Wu-Garvey-2007]
COX7A2	NDUFA12	0.005209235	Co-expression	[Kang-Willman-2010]
ATP6V0D1	MXI1	0.005172673	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V0E2	NDUFC1	0.005155249	Co-expression	[Cheok-Evans-2003]
PPP1R7	COX10	0.005135234	Co-expression	[Mallon-McKay-2013]
UQCRC1	SDHC	0.005130675	Co-expression	[Wu-Garvey-2007]
ATP6V1E1	COX7C	0.005127131	Co-expression	[Wu-Garvey-2007]
TUBB4B	NDUFC1	0.005127123	Co-expression	[Cheok-Evans-2003]
NDUFS8	COX7B	0.005124102	Co-expression	[Rieger-Chu-2004]
NDUFA9	ATP5D	0.005115781	Co-expression	[Roth-Zlotnik-2006]
NDUFC1	NDUFS5	0.005114539	Co-expression	[Wu-Garvey-2007]
NDUFB5	NDUFS8	0.005104625	Co-expression	[Burington-Shaughnessy-2008]
ATP6V1B2	ATP6V0A1	0.005102573	Co-expression	[Salaverria-Siebert-2011]
ATP6V0D1	UQCRQ	0.005048526	Co-expression	[Wu-Garvey-2007]
COX7A2	NDUFV3	0.005046156	Co-expression	[Ramaswamy-Golub-2001]
NDUFS6	NDUFA8	0.005034962	Co-expression	[Arijs-Rutgeerts-2009]
NDUFB5	ATP5G2	0.005026428	Co-expression	[Kang-Willman-2010]
PPP2CB	SDHD	0.00500913	Co-expression	[Bahr-Bowler-2013]
ATP6V1E1	UQCR10	0.005006569	Co-expression	[Salaverria-Siebert-2011]
PPP2CB	ATP6V1G1	0.004996446	Co-expression	[Mallon-McKay-2013]
ATP4A	CST3	0.004979838	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008]"
COX7A1	NDUFS6	0.004979246	Co-expression	[Roth-Zlotnik-2006]
COX7A2L	NDUFA12	0.004948748	Co-expression	[Arijs-Rutgeerts-2009]
PFDN1	NDUFA12	0.00494007	Co-expression	[Kang-Willman-2010]
KCTD12	ATP6V1A	0.004936443	Co-expression	[Bahr-Bowler-2013]
ATP6V0C	ATP6V1A	0.004890866	Co-expression	[Salaverria-Siebert-2011]
COX5B	NDUFV3	0.004881989	Co-expression	[Ramaswamy-Golub-2001]
SDHC	COX10	0.004877888	Co-expression	[Ramaswamy-Golub-2001]
ATP6V1E1	NDUFC1	0.00487185	Co-expression	[Wu-Garvey-2007]
UQCRC2	NDUFC1	0.004863999	Co-expression	[Innocenti-Brown-2011]
GBAS	SDHB	0.004862565	Co-expression	[Bahr-Bowler-2013]
UQCRC2	COX6A1	0.00483992	Co-expression	[Ramaswamy-Golub-2001]
NDUFA9	COX7A1	0.004832647	Co-expression	[Roth-Zlotnik-2006]
UQCRFS1	ATP6V1E1	0.004825572	Co-expression	[Ramaswamy-Golub-2001]
NDUFS6	NDUFA4	0.004812957	Co-expression	[Kang-Willman-2010]
ATP6V0C	UQCRC1	0.004809989	Co-expression	[Bahr-Bowler-2013]
COX7A1	NDUFB11	0.004809107	Co-expression	[Roth-Zlotnik-2006]
COX7A1	NDUFB10	0.004802072	Co-expression	[Roth-Zlotnik-2006]
PPA1	NDUFA12	0.004788498	Co-expression	[Kang-Willman-2010]
CSRP1	ATP5G1	0.004775239	Co-expression	[Kang-Willman-2010]
NDUFV1	COX6A1	0.004753273	Co-expression	[Salaverria-Siebert-2011]
NDUFA2	ATP5L	0.004738356	Co-expression	[Cheok-Evans-2003]
ATP6V1E1	NDUFA1	0.004734618	Co-expression	[Wu-Garvey-2007]
ATP6V0A4	COX7B2	0.00471322	Co-expression	[Chen-Brown-2002]
NDUFB5	NDUFA13	0.004707422	Co-expression	[Arijs-Rutgeerts-2009]
NDUFS2	NDUFS4	0.004698748	Co-expression	[Cheok-Evans-2003]
NDUFB5	COX7A2	0.004691117	Co-expression	[Arijs-Rutgeerts-2009]
ATP6V0D1	NDUFV2	0.004673091	Co-expression	[Kang-Willman-2010]
BGN	PLOD2	0.004667583	Co-expression	[Salaverria-Siebert-2011]
TCIRG1	ATP6V0B	0.004664054	Co-expression	[Cheok-Evans-2003]
PPA1	ATP6V1E2	0.004661867	Co-expression	[Innocenti-Brown-2011]
SDHA	NDUFA4	0.004658722	Co-expression	[Kang-Willman-2010]
NDUFB5	COX17	0.004655378	Co-expression	[Rieger-Chu-2004]
UQCRC1	NDUFB5	0.004640379	Co-expression	[Burington-Shaughnessy-2008]
SDHB	NDUFC1	0.004638424	Co-expression	[Wu-Garvey-2007]
RPL37	COX5A	0.004624353	Co-expression	[Wu-Garvey-2007]
ATP5D	ATP6V0E2	0.004622575	Co-expression	[Smirnov-Cheung-2009]
ATP5J	NDUFA9	0.00462058	Co-expression	[Roth-Zlotnik-2006]
ATP6V0C	COX8A	0.004600444	Co-expression	[Rieger-Chu-2004]
COX5A	NDUFB11	0.004584408	Co-expression	[Salaverria-Siebert-2011]
UQCRC1	COX7A1	0.00457159	Co-expression	[Roth-Zlotnik-2006]
ATP6V1E1	NDUFA4	0.004561089	Co-expression	[Roth-Zlotnik-2006]
NDUFAB1	GBAS	0.004559543	Co-expression	[Kang-Willman-2010]
NDUFS4	ATP5H	0.004552755	Co-expression	[Salaverria-Siebert-2011]
OTUB1	NDUFA11	0.004548272	Co-expression	[Ramaswamy-Golub-2001]
UQCRC1	NDUFA12	0.004541649	Co-expression	[Roth-Zlotnik-2006]
ATP6V1B2	PPP1R7	0.004537798	Co-expression	[Mallon-McKay-2013]
CYC1	NDUFC2	0.004536946	Co-expression	[Smirnov-Cheung-2009]
SDHC	COX7C	0.004530715	Co-expression	[Wu-Garvey-2007]
ATP5G3	NDUFB2	0.004529216	Co-expression	[Salaverria-Siebert-2011]
TARDBP	UQCRQ	0.00450813	Co-expression	[Cheok-Evans-2003]
COX8A	NDUFA8	0.004494497	Co-expression	[Arijs-Rutgeerts-2009]
UQCRFS1	RPL37	0.004484728	Co-expression	[Wu-Garvey-2007]
ATP6V1G2	PLEKHB1	0.004479449	Co-expression	[Mallon-McKay-2013]
ATP6V1F	NDUFB6	0.004473657	Co-expression	[Salaverria-Siebert-2011]
NDUFS8	ATP5L	0.004459446	Co-expression	[Burington-Shaughnessy-2008]
CREG1	ATP6V1A	0.00444612	Co-expression	[Salaverria-Siebert-2011]
RPL37	COX7B	0.004445804	Co-expression	[Wu-Garvey-2007]
ATP5H	COX7B2	0.004443636	Co-expression	[Chen-Brown-2002]
NDUFS4	ATP5L	0.004437061	Co-expression	[Burington-Shaughnessy-2008]
ATP5F1	SERBP1	0.004435206	Co-expression	[Salaverria-Siebert-2011]
CYC1	NDUFB5	0.004417735	Co-expression	[Roth-Zlotnik-2006]
ATP5J	COX7A1	0.004402622	Co-expression	[Roth-Zlotnik-2006]
GBAS	NDUFA9	0.004392708	Co-expression	[Kang-Willman-2010]
ATP5G1	NDUFS4	0.004391811	Co-expression	[Rieger-Chu-2004]
CST3	ATP6V1G1	0.004368544	Co-expression	[Cheok-Evans-2003]
ATP6V1E1	COX5B	0.004367376	Co-expression	[Cheok-Evans-2003]
PPP2CA	PPP1R7	0.004345098	Co-expression	[Salaverria-Siebert-2011]
COX8A	SDHC	0.00433941	Co-expression	[Rieger-Chu-2004]
NDUFA9	COX6C	0.004336216	Co-expression	[Kang-Willman-2010]
CSRP1	ATP6V0E2	0.004323144	Co-expression	[Smirnov-Cheung-2009]
ATP6V0D1	SDHC	0.004307255	Co-expression	[Smirnov-Cheung-2009]
RPL37	COX4I1	0.004299428	Co-expression	[Wu-Garvey-2007]
RPL37	VPS13B	0.004284691	Co-expression	[Cheok-Evans-2003]
BGN	OTUB1	0.004283379	Co-expression	[Burington-Shaughnessy-2008]
CYC1	NDUFB6	0.004272082	Co-expression	[Salaverria-Siebert-2011]
NDUFAB1	PPA1	0.004250314	Co-expression	[Salaverria-Siebert-2011]
NDUFA8	NDUFS7	0.004242692	Co-expression	[Salaverria-Siebert-2011]
NDUFA7	ATP5G3	0.004242083	Co-expression	[Salaverria-Siebert-2011]
PPP2CA	OTUB1	0.004236176	Co-expression	[Salaverria-Siebert-2011]
NKTR	MT-ND2	0.004231247	Co-expression	[Arijs-Rutgeerts-2009]
GBAS	COX7A1	0.004221172	Co-expression	[Roth-Zlotnik-2006]
NDUFA9	NDUFA4	0.004217045	Co-expression	[Kang-Willman-2010]
PPP2CA	KCTD12	0.004212552	Co-expression	[Wu-Garvey-2007]
ATP6V0B	SDHA	0.004192891	Co-expression	[Kang-Willman-2010]
ATP5J	NDUFV2	0.00416549	Co-expression	[Roth-Zlotnik-2006]
SF3B1	ATP6V0B	0.00413753	Co-expression	[Kang-Willman-2010]
ATP4A	TCF4	0.004133012	Co-expression	[Bild-Nevins-2006 B]
SF3B1	RPL37	0.004129896	Co-expression	[Cheok-Evans-2003]
ATP5G1	RPL35A	0.004109413	Co-expression	[Ramaswamy-Golub-2001]
CYC1	COX7A1	0.004108452	Co-expression	[Roth-Zlotnik-2006]
UQCRC1	NDUFB3	0.00409588	Co-expression	[Roth-Zlotnik-2006]
NDUFS3	COX7A2L	0.004084013	Co-expression	[Arijs-Rutgeerts-2009]
SPARC	ACTN1	0.004079338	Co-expression	[Salaverria-Siebert-2011]
ATP5G3	NDUFB11	0.004078948	Co-expression	[Salaverria-Siebert-2011]
SDHA	COX4I1	0.00407637	Co-expression	[Cheok-Evans-2003]
NDUFV2	NDUFB3	0.004064733	Co-expression	[Roth-Zlotnik-2006]
GBAS	NDUFB10	0.004063739	Co-expression	[Roth-Zlotnik-2006]
NDUFV2	COX6C	0.004052956	Co-expression	[Roth-Zlotnik-2006]
COX7A2L	NDUFB6	0.004019258	Co-expression	[Ramaswamy-Golub-2001]
COX7A2L	NDUFA7	0.004007335	Co-expression	[Ramaswamy-Golub-2001]
ATP5A1	ATP6V1A	0.003999413	Co-expression	[Bild-Nevins-2006 B]
NDUFB3	NDUFB10	0.003998056	Co-expression	[Roth-Zlotnik-2006]
GBAS	NDUFA12	0.003983197	Co-expression	[Roth-Zlotnik-2006]
COX17	ATP5G3	0.0039796	Co-expression	[Rieger-Chu-2004]
GBAS	NDUFA10	0.003960032	Co-expression	[Salaverria-Siebert-2011]
ATP6V1A	PPP1R7	0.003955415	Co-expression	[Cheok-Evans-2003]
UQCRH	RPL35A	0.003951569	Co-expression	[Ramaswamy-Golub-2001]
COX8A	UQCRB	0.003941482	Co-expression	[Rieger-Chu-2004]
ATP5B	TUBB4B	0.003935472	Co-expression	[Kang-Willman-2010]
RPL37	UQCR11	0.003930685	Co-expression	[Wu-Garvey-2007]
COX7B	NDUFC2	0.003920731	Co-expression	[Salaverria-Siebert-2011]
NDUFS8	NDUFA4	0.003918355	Co-expression	[Salaverria-Siebert-2011]
COX17	ATP5O	0.003914835	Co-expression	[Rieger-Chu-2004]
GBAS	UQCR10	0.003913509	Co-expression	[Salaverria-Siebert-2011]
CYC1	NDUFB3	0.003890059	Co-expression	[Roth-Zlotnik-2006]
COX8A	COX7A1	0.003889228	Co-expression	[Wu-Garvey-2007]
RPL37	NDUFB7	0.003879964	Co-expression	[Wu-Garvey-2007]
NDUFB5	NDUFV1	0.003879603	Co-expression	[Burington-Shaughnessy-2008]
ZFP36	ATP6V0B	0.003862893	Co-expression	[Cheok-Evans-2003]
SF3B1	UQCRFS1	0.003861613	Co-expression	[Cheok-Evans-2003]
ATP5J	MXI1	0.003860426	Co-expression	[Boldrick-Relman-2002]
ATP5G1	NDUFC2	0.003846206	Co-expression	[Salaverria-Siebert-2011]
PLOD2	DCN	0.003818063	Co-expression	[Salaverria-Siebert-2011]
ATP5A1	SDHB	0.00379844	Co-expression	[Innocenti-Brown-2011]
ATP6V1B1	ATP12A	0.003793999	Co-expression	[Wang-Maris-2006]
UQCR11	NDUFC2	0.003772401	Co-expression	[Salaverria-Siebert-2011]
ATP6V1G1	ATP5H	0.003747726	Co-expression	[Salaverria-Siebert-2011]
NDUFS8	COX6A1	0.003745415	Co-expression	[Salaverria-Siebert-2011]
PPP2CA	ATP6V1D	0.003717675	Co-expression	[Wu-Garvey-2007]
COX6A2	COX8A	0.003713352	Co-expression	[Wu-Garvey-2007]
ATP6V1B2	NDUFC2	0.003706964	Co-expression	[Smirnov-Cheung-2009]
TARDBP	UQCRH	0.003684456	Co-expression	[Cheok-Evans-2003]
NDUFAB1	ATP6V1E1	0.003682345	Co-expression	[Kang-Willman-2010]
COX8A	ATP6V0E2	0.003648482	Co-expression	[Cheok-Evans-2003]
NDUFV1	UQCR10	0.003647189	Co-expression	[Salaverria-Siebert-2011]
ATP6V0B	CREG1	0.003608468	Co-expression	[Bahr-Bowler-2013]
UQCRC2	ATP5H	0.003567807	Co-expression	[Salaverria-Siebert-2011]
CYC1	GBAS	0.003554216	Co-expression	[Roth-Zlotnik-2006]
RPL37	SCN1B	0.00353932	Co-expression	[Wu-Garvey-2007]
NUTF2	OTUB1	0.003489818	Co-expression	[Innocenti-Brown-2011]
GBAS	NDUFV2	0.003481391	Co-expression	[Roth-Zlotnik-2006]
PPP1R7	NDUFB7	0.003481333	Co-expression	[Cheok-Evans-2003]
ATP6V0B	UQCR10	0.003452812	Co-expression	[Salaverria-Siebert-2011]
NDUFV1	ATP5C1	0.003421577	Co-expression	[Cheok-Evans-2003]
PPP2CA	COX17	0.003411828	Co-expression	[Salaverria-Siebert-2011]
COX7A1	COX7C	0.003405049	Co-expression	[Wu-Garvey-2007]
ATP4A	SERBP1	0.003350904	Co-expression	[Burington-Shaughnessy-2008]
NDUFA7	COX4I1	0.003349824	Co-expression	[Cheok-Evans-2003]
ATP5F1	RPL35A	0.003349272	Co-expression	[Ramaswamy-Golub-2001]
COX7A1	NDUFA7	0.003348706	Co-expression	[Wu-Garvey-2007]
NDUFB5	NDUFC2	0.003348159	Co-expression	[Salaverria-Siebert-2011]
CDH11	DCN	0.003342718	Co-expression	[Salaverria-Siebert-2011]
RPL37	NDUFC1	0.003336814	Co-expression	[Wu-Garvey-2007]
ATP5B	ATP6V1E1	0.003325334	Co-expression	[Ramaswamy-Golub-2001]
PTPN13	CDH11	0.003321833	Co-expression	[Innocenti-Brown-2011]
NDUFS3	RPL37	0.003319036	Co-expression	[Wu-Garvey-2007]
RPL37	ZFYVE26	0.003274402	Co-expression	[Cheok-Evans-2003]
NDUFS6	NDUFB1	0.00326492	Co-expression	[Innocenti-Brown-2011]
ATP4A	CDH11	0.003257313	Co-expression	[Burington-Shaughnessy-2008]
COX6A2	COX7C	0.003235103	Co-expression	[Wu-Garvey-2007]
ATP5B	NDUFB11	0.003230677	Co-expression	[Salaverria-Siebert-2011]
ATP5H	ATP5E	0.00322961	Co-expression	[Salaverria-Siebert-2011]
POGZ	NDUFA7	0.003207215	Co-expression	[Cheok-Evans-2003]
COX6A2	NDUFB10	0.003178259	Co-expression	[Roth-Zlotnik-2006]
CYC1	NDUFA4	0.003173484	Co-expression	[Kang-Willman-2010]
UQCRC1	NDUFB6	0.003166565	Co-expression	[Salaverria-Siebert-2011]
NDUFA9	NDUFC2	0.00316143	Co-expression	[Salaverria-Siebert-2011]
COX6A2	NDUFB11	0.003158052	Co-expression	[Roth-Zlotnik-2006]
ATP5A1	NDUFS2	0.003151975	Co-expression	[Innocenti-Brown-2011]
UQCRC1	NDUFC2	0.003146142	Co-expression	[Salaverria-Siebert-2011]
ATP4A	BGN	0.003140846	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003]"
COX7A1	NDUFA1	0.003140173	Co-expression	[Wu-Garvey-2007]
TUBB4B	NDUFA2	0.003139385	Co-expression	[Cheok-Evans-2003]
NDUFV1	NDUFC2	0.003060066	Co-expression	[Salaverria-Siebert-2011]
COX7A1	CDH11	0.003043129	Co-expression	[Innocenti-Brown-2011]
COX6A2	GBAS	0.003039077	Co-expression	[Roth-Zlotnik-2006]
KCTD12	CREG1	0.003016395	Co-expression	[Salaverria-Siebert-2011]
COX6A2	NDUFA1	0.002996138	Co-expression	[Wu-Garvey-2007]
ATP6V0B	NDUFB6	0.002991085	Co-expression	[Salaverria-Siebert-2011]
ATP5B	NDUFV1	0.002972591	Co-expression	[Salaverria-Siebert-2011]
COX6A2	NDUFA9	0.002966729	Co-expression	[Roth-Zlotnik-2006]
COX6A1	NDUFC2	0.002960964	Co-expression	[Salaverria-Siebert-2011]
GBAS	ATP5H	0.002945433	Co-expression	[Salaverria-Siebert-2011]
