UniProtAccession	GeneSymbol	
Q5T3J3	LRIF1	
Q8N5H7	SH2D3C	
Q14790	CASP8	
O15519	CFLAR	
O15519	CFLAR	
O43353	RIPK2	
O15519	CFLAR	
P42574	CASP3	
P42575	CASP2	
Q13158	FADD	
O15519	CFLAR	
Q92851	CASP10	
Q9NWB1	RBFOX1	
Q6EEV4	POLR2M	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
O43251	RBFOX2	
Q969H0	FBXW7	
Q99417	MYCBP	
Q8TER5	ARHGEF40	
Q969H0	FBXW7	
Q5T3J3	LRIF1	
Q9H2G4	TSPYL2	
Q9Y6D9	MAD1L1	
Q14289	PTK2B	
Q9H2X0	CHRD	
Q9H2X0	CHRD	
Q9H2X0	CHRD	
Q9H2X0	CHRD	
Q14289	PTK2B	
Q9UQB8	BAIAP2	
Q9UQB8	BAIAP2	
Q9UQB8	BAIAP2	
Q9UQB8	BAIAP2	
Q9UQB8	BAIAP2	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q9NTK1	DEPP	
Q9NWB1	RBFOX1	
Q96PU8	QKI	
Q9P1A6	DLGAP2	
O15399	GRIN2D	
Q14289	PTK2B	
Q14289	PTK2B	
Q14289	PTK2B	
Q5T3J3	LRIF1	
Q969H0	FBXW7	
Q9P1A6	DLGAP2	
O43251	RBFOX2	
Q14831	GRM7	
Q969H0	FBXW7	
P54259	ATN1	
P47972	NPTX2	
Q13084	MRPL28	
Q5T3J3	LRIF1	
P17600	SYN1	
O94818	NOL4	
Q969H0	FBXW7	
P56545	CTBP2	
P78352	DLG4	
Q9UKX2	MYH2	
Q9UQB8	BAIAP2	
Q7Z6G8	ANKS1B	
Q01844	EWSR1	
P45985	MAP2K4	
Q9H2G4	TSPYL2	
P49802	RGS7	
Q9HBL0	TNS1	
Q9NQ69	LHX9	
Q9P1A6	DLGAP2	
O15085	ARHGEF11	
Q9NSC5	HOMER3	
P49802	RGS7	
Q9UKV0	HDAC9	
Q5T3J3	LRIF1	
Q14289	PTK2B	
Q13232	NME3	
Q13127	REST	
Q14135	VGLL4	
Q9UKV0	HDAC9	
Q16352	INA	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q92796	DLG3	
Q05586	GRIN1	
Q05586	GRIN1	
Q07157	TJP1	
Q05586	GRIN1	
Q13115	DUSP4	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q14114	LRP8	
Q05586	GRIN1	
Q05586	GRIN1	
Q8WY41	NANOS1	
Q05586	GRIN1	
Q96PV0	SYNGAP1	
Q14161	GIT2	
P49023	PXN	
Q5T3J3	LRIF1	
Q6NZI2	PTRF	
Q14289	PTK2B	
Q99873	PRMT1	
Q9BZ72	PITPNM2	
O94818	NOL4	
Q969H0	FBXW7	
P14384	CPM	
P62993	GRB2	
P23297	S100A1	
P17600	SYN1	
P17600	SYN1	
P49418	AMPH	
P17600	SYN1	
P19174	PLCG1	
P17600	SYN1	
P35080	PFN2	
Q5T3J3	LRIF1	
Q9H2G4	TSPYL2	
Q14831	GRM7	
Q8WXG6	MADD	
Q07954	LRP1	
O75052	NOS1AP	
P98164	LRP2	
O75052	NOS1AP	
Q59EX7	SYN3	
Q14831	GRM7	
Q5T3J3	LRIF1	
Q9C0C9	UBE2O	
Q9C0C9	UBE2O	
Q9C0C9	UBE2O	
Q14289	PTK2B	
Q9UKV0	HDAC9	
Q5T3J3	LRIF1	
Q14289	PTK2B	
Q9UPR5	SLC8A2	
Q9UN74	PCDHA4	
Q5T3J3	LRIF1	
Q16288	NTRK3	
Q9NVW2	RLIM	
Q5T3J3	LRIF1	
Q14289	PTK2B	
O60307	MAST3	
P68400	CSNK2A1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q969H0	FBXW7	
Q9H254	SPTBN4	
P05090	APOD	
Q96FE5	LINGO1	
P13473	LAMP2	
P13473	LAMP2	
P13473	LAMP2	
P17677	GAP43	
Q05586	GRIN1	
Q05586	GRIN1	
Q05586	GRIN1	
Q99996	AKAP9	
Q05586	GRIN1	
Q15700	DLG2	
Q8TCU5	GRIN3A	
Q05586	GRIN1	
Q05586	GRIN1	
Q7LDD5	CAMK2A	
Q05586	GRIN1	
Q13344	FUS	
Q05586	GRIN1	
Q12879	GRIN2A	
Q13224	GRIN2B	
Q05586	GRIN1	
P51811	XK	
P48357	LEPR	
Q9NPH2	ISYNA1	
Q14289	PTK2B	
P61968	LMO4	
Q05586	GRIN1	
Q96MA1	DMRTB1	
Q14289	PTK2B	
Q9BPY8	HOPX	
Q5T3J3	LRIF1	
Q9NSC5	HOMER3	
Q9Y272	RASD1	
P36897	TGFBR1	
Q969V6	MKL1	
Q5T3J3	LRIF1	
Q9Y561	LRP12	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
P68400	CSNK2A1	
Q13177	PAK2	
Q14289	PTK2B	
P50539	MXI1	
Q9Y561	LRP12	
Q9UQR1	ZNF148	
Q9Y2X7	GIT1	
Q9Y2X7	GIT1	
P55210	CASP7	
Q14289	PTK2B	
O75914	PAK3	
O15519	CFLAR	
Q9UKV0	HDAC9	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q92561	PHYHIP	
Q5T3J3	LRIF1	
P17600	SYN1	
Q9BQY4	RHOXF2	
Q5T3J3	LRIF1	
Q9NRR5	UBQLN4	
P0CAP2	POLR2M	
Q9P0V9	SEPT10	
Q9Y4G8	RAPGEF2	
Q9H2X0	CHRD	
Q16849	PTPRN	
Q9UPX8	SHANK2	
Q9UPX8	SHANK2	
Q9UQB8	BAIAP2	
P37840	SNCA	
Q9Y6R4	MAP3K4	
Q9Y6W5	WASF2	
Q9UQB8	BAIAP2	
Q9UQB8	BAIAP2	
Q9UQB8	BAIAP2	
Q9UKM9	RALY	
Q9H3S1	SEMA4A	
Q9Y4K3	TRAF6	
Q5T3J3	LRIF1	
P19105	MYL12A	
Q92561	PHYHIP	
Q96PU5	NEDD4L	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q8N1B4	VPS52	
Q63ZY3	KANK2	
Q9NRL2	BAZ1A	
Q9NRL2	BAZ1A	
Q9UKC9	FBXL2	
Q9H2X0	CHRD	
Q9UKC9	FBXL2	
O75182	SIN3B	
Q9UKC9	FBXL2	
Q9UKV0	HDAC9	
P30519	HMOX2	
Q9HBL0	TNS1	
Q9HBL0	TNS1	
Q969H0	FBXW7	
P54259	ATN1	
P16333	NCK1	
Q14247	CTTN	
Q8WZ75	ROBO4	
Q9H2X0	CHRD	
Q9NVA2	SEPT11	
Q9NVA2	SEPT11	
Q9H2X0	CHRD	
O43516	WIPF1	
O43516	WIPF1	
O43516	WIPF1	
O43516	WIPF1	
O43516	WIPF1	
O43516	WIPF1	
Q92530	PSMF1	
Q9P1A6	DLGAP2	
Q969H0	FBXW7	
Q9Y2J2	EPB41L3	
Q9UPW8	UNC13A	
Q96CJ1	EAF2	
Q96CJ1	EAF2	
Q96CJ1	EAF2	
O43251	RBFOX2	
Q9BTD8	RBM42	
P09234	SNRPC	
O76064	RNF8	
O43251	RBFOX2	
Q6P1W5	C1orf94	
Q15717	ELAVL1	
Q16849	PTPRN	
Q5T3J3	LRIF1	
Q9UQB8	BAIAP2	
Q96HR8	NAF1	
P25788	PSMA3	
Q9H5I1	SUV39H2	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q9UKV0	HDAC9	
Q9HBL0	TNS1	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
O14682	ENC1	
Q6PK50	HSP90AB1	
Q96BE0	-	
O75914	PAK3	
Q5S007	LRRK2	
Q5VZM2	RRAGB	
P13473	LAMP2	
Q8N122	RPTOR	
Q9UKC9	FBXL2	
Q969H0	FBXW7	
Q8IUH5	ZDHHC17	
Q9UQB8	BAIAP2	
Q969H0	FBXW7	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q969H0	FBXW7	
Q9H2X0	CHRD	
Q14289	PTK2B	
Q8WUK8	STAC	
Q9Y6E0	STK24	
Q9H2X0	CHRD	
Q96CJ1	EAF2	
Q7LCB3	ESR2	
Q9BQY4	RHOXF2	
P26599	PTBP1	
Q07666	KHDRBS1	
Q8N9W6	BOLL	
Q9P1A6	DLGAP2	
Q969H0	FBXW7	
Q16849	PTPRN	
Q9NPH2	ISYNA1	
Q9NPH2	ISYNA1	
Q9UBB6	NCDN	
Q9NSC5	HOMER3	
Q9UKV0	HDAC9	
Q9Y3T9	NOC2L	
P26368	U2AF2	
Q9NRL2	BAZ1A	
Q16849	PTPRN	
Q16849	PTPRN	
Q96D09	GPRASP2	
Q5T3J3	LRIF1	
Q5T3J3	LRIF1	
Q93062	RBPMS	
Q5S007	LRRK2	
Q9P2A4	ABI3	
Q86YR5	GPSM1	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q63ZY3	KANK2	
Q9H8S9	MOB1A	
Q8NHQ1	CEP70	
Q9Y2X7	GIT1	
Q9NXR1	NDE1	
Q14289	PTK2B	
Q9UBN4	TRPC4	
Q14CM0	FRMPD4	
P28347	TEAD1	
P28347	TEAD1	
P28347	TEAD1	
P28347	TEAD1	
Q9Y561	LRP12	
O15031	PLXNB2	
Q9BWW4	SSBP3	
Q9UKV0	HDAC9	
Q9NSC5	HOMER3	
Q9NSC5	HOMER3	
Q9P2A4	ABI3	
Q9UKV0	HDAC9	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q9UKA9	PTBP2	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q9NSC5	HOMER3	
Q9UKV0	HDAC9	
Q9NQ86	TRIM36	
Q9NQ86	TRIM36	
Q9NQ86	TRIM36	
Q9Y228	TRAF3IP3	
Q9NTK1	DEPP	
Q96PU8	QKI	
Q96PU8	QKI	
Q9Y6N9	USH1C	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q86U06	RBM23	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
Q96PU8	QKI	
O43251	RBFOX2	
Q9NSC5	HOMER3	
Q9NQ86	TRIM36	
Q9NQ86	TRIM36	
Q9NQ86	TRIM36	
Q9NQ86	TRIM36	
Q9NQ86	TRIM36	
Q9NQ86	TRIM36	
Q14289	PTK2B	
Q9BWW4	SSBP3	
Q9BWW4	SSBP3	
Q9NPJ8	NXT2	
Q969H0	FBXW7	
Q9BY76	ANGPTL4	
Q9H2X0	CHRD	
P08631	HCK	
O43889	CREB3	
Q969F0	FATE1	
Q9H2G4	TSPYL2	
P06241	FYN	
P14317	HCLS1	
O43516	WIPF1	
P13196	ALAS1	
Q9NYB9	ABI2	
Q9H2G4	TSPYL2	
Q9H2X0	CHRD	
Q6FIE9	TOLLIP	
Q9P1A6	DLGAP2	
Q53FC7	-	
Q9NXR1	NDE1	
Q9UKV0	HDAC9	
Q93050	ATP6V0A1	
Q96EE3	SEH1L	
Q93050	ATP6V0A1	
Q16849	PTPRN	
O43251	RBFOX2	
Q96PU5	NEDD4L	
Q969H0	FBXW7	
P17677	GAP43	
Q92561	PHYHIP	
Q92561	PHYHIP	
Q92561	PHYHIP	
Q96AD5	PNPLA2	
Q92597	NDRG1	
Q92561	PHYHIP	
Q99584	S100A13	
Q9UNP9	PPIE	
Q92561	PHYHIP	
Q9Y297	BTRC	
Q9H2X0	CHRD	
P05090	APOD	
Q99680	GPR22	
Q9NW64	RBM22	
Q8IYA8	CCDC36	
Q9Y4K3	TRAF6	
Q96PU8	QKI	
Q8N9E0	FAM133A	
Q9UBB6	NCDN	
Q16849	PTPRN	
Q9BPY8	HOPX	
Q9UBB6	NCDN	
Q9UBB6	NCDN	
Q9NR45	NANS	
Q92561	PHYHIP	
Q9H2X0	CHRD	
Q9NYL4	FKBP11	
Q9NRR5	UBQLN4	
Q71F23	CENPU	
Q9UIG0	BAZ1B	
Q9UKV0	HDAC9	
Q9UKV0	HDAC9	
Q969H0	FBXW7	
Q86UY8	NT5DC3	
P43364	MAGEA11	
Q9BZE0	GLIS2	
Q9P0V9	SEPT10	
P26378	ELAVL4	
Q9BV94	EDEM2	
Q92561	PHYHIP	
Q92561	PHYHIP	
Q92561	PHYHIP	
Q96G25	MED8	
Q92561	PHYHIP	
Q92561	PHYHIP	
Q92561	PHYHIP	
P51811	XK	
Q8WUM4	PDCD6IP	
Q92561	PHYHIP	
Q9NVV9	THAP1	
P54253	ATXN1	
Q9UBB6	NCDN	
Q96CJ1	EAF2	
Q969H0	FBXW7	
Q969H0	FBXW7	
Q9BWW4	SSBP3	
Q9UKV0	HDAC9	
P30480	HLA-B	
O75554	WBP4	
P13473	LAMP2	
Q9NRP7	STK36	
Q9NXR1	NDE1	
Q9H2X0	CHRD	
Q9H2X0	CHRD	
Q96QR1	SCGB3A1	
Q14160	SCRIB	
Q96PU8	QKI	
Q969H0	FBXW7	
Q04864	REL	
Q9C0A0	CNTNAP4	
Q9Y6H6	KCNE3	
Q9Y5V3	MAGED1	
Q9C0C9	UBE2O	
Q969H0	FBXW7	
Q969H0	FBXW7	
Q96NX5	CAMK1G	
Q9H204	MED28	
P49841	GSK3B	
Q8TER5	ARHGEF40	
Q969H0	FBXW7	
Q8TER5	ARHGEF40	
P55795	HNRNPH2	
O43251	RBFOX2	
P17844	DDX5	
Q969H0	FBXW7	
Q92561	PHYHIP	
Q08AM6	VAC14	
Q9UQB8	BAIAP2	
Q9UQB8	BAIAP2	
Q969H0	FBXW7	
Q969H0	FBXW7	
Q969H0	FBXW7	
Q969H0	FBXW7	
Q969H0	FBXW7	
Q9P1A6	DLGAP2	
Q9UPX8	SHANK2	
Q9UPX8	SHANK2	
Q9UPX8	SHANK2	
Q9UPX8	SHANK2	
Q9H2X0	CHRD	
Q92561	PHYHIP	
Q92543	SNX19	
Q8TDY2	RB1CC1	
O94818	NOL4	
O94818	NOL4	
Q9P1A6	DLGAP2	
Q96PU5	NEDD4L	
Q96PU5	NEDD4L	
