Genes,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
C1orf21,8.439608435,7.756787871,9.520741324,6.011064322,8.416986204,8.258134914,5.310928188,5.115076814
TRAM2-AS1,9.245016753,9.010384994,5.47918395,8.878125456,5.771564813,6.976694378,7.725072175,7.200188576
SLU7,15.8229173,15.99807886,16.15028125,15.8229173,20.14710276,12.69548904,12.97673142,15.8229173
BBS9,27.98681811,15.27657017,8.568634283,17.46330653,22.56036404,13.3263431,8.677825076,17.3992938
ASTN2,3.504931933,2.967410606,3.043188956,3.256703801,3.668008617,3.043188956,2.982216858,3.043188956
YTHDC2,1.442995115,2.001302344,2.263901598,1.683330265,2.218887397,1.605114292,1.660543613,1.164904504
SUSD5,4.66025442,3.047001105,8.391386286,2.967983332,3.271834633,3.300458321,3.443771239,1.331731059
WDR20,4.324476181,2.027099403,2.632990564,2.486397196,2.048862824,1.917815288,2.709668084,2.192970575
C11orf73,19.60370317,22.63598528,16.33415613,26.28153971,20.31285805,15.53838094,17.34047164,16.59631975
FGF13,3.716004607,8.220754692,5.443716414,2.898810665,5.188436396,3.900453446,2.741533448,3.629910549
KLK2,1.992557548,1.847252465,1.847754505,1.770505353,2.177282193,2.396034383,3.211740201,2.073836392
RASGRP1,1.634565009,1.461662074,3.618243845,1.222096319,1.446714161,1.200373377,2.725908934,2.124612475
SLC16A7,32.77767103,15.08029808,12.46045412,27.48495106,31.00892818,11.93752447,8.360684111,18.31393405
MXD1,2.879320143,1.988913311,2.145361451,1.883311341,2.370968241,1.731705467,1.94016384,2.055177682
RASSF8-AS1,1.683330265,2.062565339,1.683330265,1.683330265,1.912633007,1.390310859,1.070052926,1.535161236
NEDD8,33.56507481,62.5226275,54.83809895,57.23449146,36.12107418,37.30289216,33.73414867,30.51937752
TMEM256,9.561604749,8.40567338,10.24055297,13.97565823,10.4805849,10.24055297,7.898443492,10.96251812
OPA3,7.109286385,5.969148547,5.885073803,6.243719915,4.862484896,3.750323615,3.415255014,5.218892369
PSMD8,7.646629114,15.10672373,11.17921929,26.03443977,13.97565823,6.926448926,10.05842444,9.237742887
ZDHHC9,7.671570525,10.32224778,8.881814051,5.721577587,6.848430624,5.118613895,7.235236817,5.154766766
CLEC11A,7.474264672,6.450601274,4.551550346,7.059300941,7.829947869,5.117219457,3.909867937,5.843376073
RPL5,9.671155849,13.77215734,19.68219087,13.1091133,8.055312591,10.94556836,13.87902573,13.1091133
RAE1,21.11688001,17.45275944,16.3675527,19.48972253,19.9806507,14.27611686,14.4042377,18.86846799
PEPD,8.360684111,11.35087632,8.091113513,9.244732205,8.031928229,7.855638445,6.989059388,8.842350581
ARNT2,6.460821429,11.23515128,6.745659112,5.898383031,7.430347101,4.883424547,6.03615316,4.883424547
MFAP3L,37.89819611,41.93925575,33.33714008,33.27593104,36.49376256,30.96479851,32.07362863,43.25499026
BCAT1,66.62566658,72.1597439,74.49238144,59.66652848,101.6396149,70.79541478,33.23438392,47.44810297
COMMD6,8.178520563,14.11345738,12.15257082,14.3088401,14.5334012,11.65878868,11.88472808,10.61213029
ABCB8,2.647858306,1.577389934,3.709714673,4.667162817,4.473524591,3.67342533,2.821959007,2.899048149
LINC01184,1.896084464,1.780581739,1.545395444,1.351148532,3.476454232,2.195791483,1.556578286,1.979830928
PPP1R2,2.283947674,1.967642106,1.967642106,2.548960447,1.967642106,1.377778466,1.512030711,1.637166923
GORASP2,16.94043477,22.03469514,19.44160146,18.50483163,22.58006841,12.17867147,11.64791773,10.96251812
DIDO1,6.168613011,6.199662492,7.429328566,8.976896975,6.188784711,5.284118861,4.057073209,9.704638138
TMSB10,470.8542599,603.5874337,653.875528,749.4882339,548.5632901,467.4269301,409.3938012,533.285339
TMEM163,2.701691043,7.756787871,3.340804573,5.924017403,12.14719962,3.607018651,3.94771856,7.649972768
TMEM196,1.062195797,1.066903933,1.200373377,1.200373377,1.350539818,1.036728576,1.200373377,1.365739289
CDC40,5.662781965,5.978240093,7.519568394,5.242924854,5.93790025,5.93790025,7.688189582,4.364220329
MLPH,3.284056208,4.535889369,3.284056208,2.970821783,3.36439251,3.284056208,3.065233847,4.161213203
NDUFA13,13.5344582,18.70153578,15.37945101,22.25365162,16.71099798,9.606780989,11.23926497,7.628800137
ATP1A1,33.92536472,41.0135718,63.38171448,34.97765624,37.30289216,37.30289216,28.31288119,23.31812822
DDX20,1.979830928,1.735744826,1.912349536,1.683330265,1.78460389,1.619475831,1.320807551,1.480067446
OLFM1,42.28296292,31.28146464,97.39380121,51.29859047,39.21198303,37.39631389,26.26414168,29.79457798
LOC285638,1.236049194,1.431876134,1.1742769,1.979830928,1.340207394,2.22379334,1.718461247,1.369194151
ATOX1,14.22927624,31.92413479,22.94370469,35.90428607,23.30477122,15.26938979,20.01131945,21.99870667
EWSR1,13.14429824,15.10672373,15.10672373,16.16406505,16.44768273,16.40663159,15.58817109,13.68058176
IPO4,3.492346933,4.527314885,3.937397034,4.4077503,5.703986249,3.827459653,3.647425111,4.134023649
ZSCAN22,1.695457883,1.371991054,1.683330265,1.973129236,1.683330265,1.683330265,1.683330265,1.750943112
USP28,24.37925094,28.05584863,30.4830069,30.30053765,24.12293302,28.12150218,35.16780337,30.49056067
KTN1,191.4762019,134.8483467,129.7461037,126.9394101,131.4783763,130.9340284,140.4381262,90.17378437
BCAS1,2.762122501,7.469002805,8.331203822,3.231420059,2.011927039,5.137970036,2.892934657,4.030444393
ANKEF1,0.97457787,1.249460629,1.170482918,1.367736219,1.170482918,1.320929661,1.150413406,1.020227582
SF3B6,5.833529826,6.383151434,5.753537841,5.753537841,4.234274939,3.779335512,6.270284451,5.753537841
RNF165,2.706718478,1.213062761,1.742471927,1.979830928,1.555732219,1.887676841,1.979830928,2.508961145
SCP2,2.362861312,2.353044755,2.582885329,2.301915208,3.34922606,1.987701666,2.589366501,1.979830928
XPC,3.729265739,3.999219629,3.999219629,3.860201579,4.661718969,3.736343095,4.635480292,4.490142872
NPAT,7.128487776,5.47787243,4.406123347,7.516566562,5.759271053,4.205034764,5.47787243,5.47787243
SECISBP2L,59.66652848,53.29561365,49.12572756,45.01865074,52.66652848,49.51656109,60.51405813,47.4863041
TSR3,17.05461051,18.53803739,17.05461051,24.60267683,14.86471164,11.84286642,15.43842786,11.23258304
IGFBP5,1.644363918,1.597006892,1.883880356,1.597006892,1.476519164,1.318492849,2.107462681,1.396280729
ANGEL2,14.502645,12.56319233,16.12985046,9.814208038,16.24212031,10.73580066,19.53894308,12.32034949
NUDCD1,7.394913172,5.284118861,5.016431452,5.063952772,4.735697062,5.284118861,3.043188956,6.69232816
CLU,4.913687965,11.55109753,10.35108568,7.32283162,8.878125456,4.65261121,6.478741222,4.456331381
CTC-425F1.4,14.74352427,18.95937709,19.93499098,12.91233858,10.7211409,17.4278171,10.99443683,12.91233858
UTP15,0.98352708,1.439759334,1.046670202,1.412103231,1.449543882,1.053634347,1.051506298,1.020227582
ENOX2,5.063389371,3.269600376,4.077510047,4.927673653,4.808542213,5.000570514,3.759082732,4.317870857
DIRC2,4.435987704,3.588793367,3.284056208,3.845318242,3.560209331,4.466715098,2.06199525,3.10318391
MFN2,23.48657039,12.41029581,13.86301628,8.878125456,13.13274304,10.907445,14.1388206,10.44191251
CWC22,1.979830928,1.850344103,2.122856195,1.850344103,1.850344103,1.665486338,1.672656887,1.615554253
ZNF319,4.840614953,5.146478756,5.283062336,5.96560636,5.595111342,4.084107275,5.283062336,5.586890799
DVL2,5.453646442,6.37340199,8.819882902,5.514442632,6.499066622,4.835468827,5.158520515,4.75833117
AURKAIP1,35.77253762,48.84841599,45.16048644,75.83615867,44.03016485,34.26544216,33.76009242,36.33125744
FLNC,2.169831975,2.001173106,1.877861426,2.601130772,2.269793174,2.480013666,2.79424508,4.39285962
SMC3,6.585267457,2.400295828,2.252576521,2.252576521,1.590453586,1.672893417,2.172840614,1.809557752
SLC19A1,3.573631476,3.999219629,3.629408446,3.735103483,3.629408446,3.654548791,2.215104142,3.629408446
GPATCH8,3.999219629,2.639606706,5.455193278,4.548834657,6.319615867,4.149532343,2.165186248,2.34406207
CTBS,1.4345429,1.814153808,1.170482918,1.269380631,1.783971334,1.618930304,1.572058974,1.4345429
GRIK3,7.612092859,3.999219629,7.761806439,3.999219629,3.012744617,3.592990128,3.514987677,2.469288735
PSPC1,3.214846251,1.510328889,1.977339523,2.792825955,2.603737716,2.334577803,2.353044755,2.057292965
RNF20,4.31705224,6.956287222,4.816368135,5.863258547,6.419058419,4.193767735,4.04480723,4.737829813
COPB2,30.38122575,33.57562058,36.47272294,33.57562058,40.67555271,32.06092694,23.84662682,27.90589061
SNAPC1,5.312017138,3.259353189,2.422765245,3.085257863,2.771056505,1.590453586,2.435532521,2.60955178
ADCYAP1,25.46116261,9.429697879,26.43418625,3.9690983,16.17187107,12.5930767,4.574682199,8.20422688
CBX5,21.31256923,15.05394155,13.15572251,15.92988594,17.79501321,17.56864829,17.34047164,18.21626763
NFATC2IP,2.573837685,3.377465809,2.45244038,1.764828268,2.573837685,1.633133207,3.680781437,2.790293625
SETMAR,1.816350172,1.917815288,1.847754505,2.348960563,2.195790008,1.706476091,1.917815288,1.737152721
CMTR1,4.395170779,5.599173552,4.816494276,4.676372562,4.816494276,4.954669006,3.263518362,5.205006109
ZFHX3,11.22344445,6.687379756,3.509122712,7.477735005,7.093440407,7.80850046,13.47311033,7.1892561
MARCKSL1,30.42777519,75.73787779,81.6792524,40.69289925,45.22949985,46.93925575,85.5138652,48.29584139
CD99,137.7492099,102.4847103,103.0091963,89.4847103,86.97187027,82.36499719,75.91694772,55.79437943
CSNK2A2,13.74473257,9.282976119,9.219345677,8.360684111,8.950032758,7.899388669,4.807227919,6.614378017
VCP,20.30058386,9.564103327,13.97565823,11.30661418,12.99294704,11.69502596,13.69744445,14.77385857
MYO1C,19.06485262,23.12295304,23.71795516,17.60291381,19.60642948,23.91736097,32.12107918,21.81580096
THOC7,97.62902883,99.30468489,123.4847103,173.4041136,156.6830439,93.68930407,68.11045915,81.0907348
B4GALT5,5.337527573,5.337527573,5.337527573,4.827165212,7.097875035,4.173893867,5.337527573,4.946995957
SF3B3,9.648749302,9.776171466,8.696496617,8.878125456,12.18568697,11.95675981,8.909685727,10.77745721
PAPOLA,8.028315044,6.762961387,9.141695495,11.48911913,9.105444183,5.261592499,3.727069565,7.505607119
C9orf41,1.844539462,1.276104737,1.422070607,1.533930838,2.504620624,1.200373377,1.578529203,1.578529203
RP11-140I16.3,1.979830928,2.047744916,2.318362569,2.208820757,2.318362569,1.98814955,1.380877194,1.784875125
B3GAT3,9.394186868,10.37419938,11.7325071,10.88276545,10.231951,7.937726326,5.589045151,8.430590519
PXMP4,3.735103483,3.735103483,3.65699458,4.002086521,3.689982591,3.988641315,3.735103483,3.735103483
DKFZp434L192,1.680540307,1.714649014,2.040970157,2.25618914,2.040970157,2.299768223,1.955768554,1.847860265
MED25,81.10194768,46.54139222,40.83697051,51.43771831,43.21054263,34.03016604,27.52436785,34.4071998
GFRA2,3.918799844,2.356434948,3.698804099,3.656959359,2.477569755,2.299768223,1.937662224,3.539125481
CCDC28A,15.05323178,20.02233076,15.60094929,17.34047164,15.05734983,12.2860109,13.23056224,12.45667391
IBTK,6.881730793,7.527157973,5.34606134,7.396553384,6.840722213,6.247590021,10.49232654,6.887195486
FAM219A,82.46183106,103.4120165,84.98421678,113.7222628,93.68459073,50.94337066,49.72447854,48.21198303
UBLCP1,6.191870324,7.375524149,6.631628194,7.070729063,7.223669837,5.284118861,5.750263537,7.37923297
R3HCC1,59.60704958,38.0943343,43.17758555,55.42457215,42.95537001,36.66288555,36.66589236,33.37063753
PSMC5,14.53785766,19.20932219,17.56672781,21.13101643,16.36835624,16.36835624,13.58288865,13.53307312
SALL2,7.091559093,8.75870742,6.257707061,9.814208038,9.702706559,6.278264911,5.266766653,7.631229482
EIF3L,119.7613218,176.0667327,148.6980765,197.8524202,180.0301648,145.9256354,149.3028921,157.8483467
AKAP13,11.08597376,2.426138769,2.735568531,2.78446322,4.343140267,2.299768223,2.933569288,3.069650866
FAM214A,2.717730695,2.374783232,3.00358198,1.979830928,2.336248965,2.864970806,3.994343205,2.447557435
GPX3,4.586840685,14.1341735,7.200188576,16.53252877,20.43563231,4.906918879,3.939009656,2.229325001
MTRR,14.16711305,11.76378941,15.81537677,9.358438233,11.83713659,9.814208038,5.915102103,12.60521657
NPRL2,2.549096732,3.686004329,3.377465809,3.377465809,3.972370369,3.685523764,3.132018781,2.399412349
MLX,1.597674137,1.481165496,2.057704,2.042318757,3.168707321,1.200373377,1.295125002,1.929966025
MPP5,1.753439163,1.504249477,1.229873031,1.470230079,1.331524743,1.815713728,1.193330047,1.260831729
COMMD7,55.66652848,48.09219962,56.71433289,45.94484689,52.62407047,46.80836957,39.45962516,51.03016485
PLCXD3,34.57562058,28.79939592,29.10859308,33.86704516,29.10859308,16.11431132,26.08750528,28.242712
POU3F2,12.97158074,4.74815565,4.352598644,4.621980249,3.648710883,2.814805319,2.094648975,3.748440991
SNRK,8.662483975,12.717421,10.21764933,10.46051737,9.032074589,6.13552953,9.032074589,7.640142181
NMNAT2,26.48527248,12.0665232,14.03376966,11.60495653,14.35012354,12.5930767,13.26924778,8.885923942
ND3,13541.23465,15100.50552,16440.78322,11649.84835,12607.11843,13069.98409,13331.53781,15442.75744
LOH12CR1,2.813023084,2.001173106,1.436094874,1.470230079,1.415966131,1.604020203,1.331731059,1.37173559
INO80C,2.832591046,1.993158131,2.299768223,1.932436852,2.299768223,2.405897269,3.043188956,2.299768223
ATP6V1B2,11.64744335,20.72751605,16.72221657,12.46700462,18.68664981,10.06068783,12.5930767,10.54554904
CDK5,6.030296371,8.084366396,10.12835136,13.88182227,12.46957484,12.63365228,7.273202729,10.02714546
PNRC1,1.610673132,1.169015671,1.454279332,1.336249954,1.683330265,1.657774629,1.610673132,1.92358723
PIM1,10.08795209,7.073700812,10.17920011,7.094757551,11.69543923,6.960939148,8.36944777,6.285951391
NACAP1,79.11192781,95.15872837,88.2621166,88.2621166,86.14382244,94.43868738,93.44584638,87.12107394
SETD3,27.21138819,28.08105147,23.48657039,30.47232402,26.61260363,21.48924109,22.02192203,31.88761044
SCAND1,5.479343343,5.690244309,6.485046668,5.401480483,6.169997132,3.121039825,3.735103483,3.114770045
RBM48,1.218805706,1.057191925,1.330208369,1.422095858,1.654222818,1.218805706,0.914207973,0.906979288
FARSB,50.19881581,51.4847103,52.93925575,69.41060889,57.52949815,40.39380121,32.13766325,39.4419888
DAGLB,2.084159038,2.084159038,2.084159038,2.106942847,2.283947674,1.671568251,2.188391365,1.934607256
KNDC1,5.662781965,5.909855548,4.665540033,5.662781965,6.899677452,5.662781965,5.194280722,7.102862818
TET3,1.979830928,1.825141089,2.169618614,1.921079913,3.150007686,2.037727841,1.740109812,1.979830928
RP11-180N14.1,2.846240356,2.001173106,1.751695349,2.27685884,4.063119378,1.401070578,2.27685884,2.27685884
RP11-53O19.3,2.283947674,2.703527927,2.704580263,2.329173983,2.329173983,2.299768223,1.815847692,1.842676626
ATP6V0C,45.12331778,63.86338391,58.72032024,76.01293784,81.95215859,42.26117522,45.56977747,36.29398682
C15orf37,1.809967601,2.353044755,1.523177708,3.314004581,2.281989491,1.581844232,1.94016384,1.94016384
RPS27A,62.81987993,107.9448522,125.4552374,89.93878052,96.28695358,95.42843651,95.42843651,76.12178539
SLC25A36,20.50450819,16.52933938,15.43771005,15.28548913,13.47786562,10.79497179,17.34047164,9.824774526
PRDX4,2.063054202,2.063054202,1.979830928,3.20938291,2.200036703,1.436529821,1.79110641,2.463854794
PLOD3,5.717864195,6.257707061,6.257707061,5.880194487,6.766703018,5.284118861,6.738505891,7.136521028
OCRL,8.468682969,7.526372821,8.360684111,5.54344721,8.332448732,6.783397734,5.484253499,6.906200605
BRD2,14.46312821,10.52124064,10.52124064,10.52124064,12.23435747,9.519528065,10.52124064,7.829424566
ESYT1,38.05941407,52.09332168,40.28399105,46.87728704,55.60411422,37.54861102,25.12901302,42.96526107
NDN,6.750158524,7.540777568,6.93954884,7.839501289,8.096987598,7.521195064,5.362292751,9.249077455
CXorf40B,1.347360448,1.161280293,1.476519164,2.084587938,1.476519164,2.034312896,1.363845706,1.395053156
DHX32,25.78400014,22.03469514,20.04753902,26.57586032,22.03469514,24.81495146,22.03469514,15.54861992
GOLGA5,10.69047534,12.65354544,10.55126365,13.23204764,11.1442422,7.521195064,8.144223182,5.815775236
TMEM106B,3.709510025,3.302474791,4.358777808,2.260336498,2.852247446,1.917815288,2.278578958,2.192998016
LAGE3,14.9064529,24.5599814,18.29262652,23.42937537,17.00738521,10.59358683,11.23515128,12.61633322
AK5,7.557026873,10.38207097,21.44307555,8.878125456,14.69166924,7.563950682,8.308994624,7.953614274
KANSL2,3.843566712,4.763654776,4.910952149,5.650378666,5.477106723,3.754719525,4.807227919,7.065625117
STMN3,214.3177336,196.7559301,222.1210739,211.9133943,236.1210739,174.5715059,131.115911,191.0740383
C19orf43,19.81818225,19.98303829,21.23986808,24.58359785,22.79589309,17.15865345,17.34047164,20.89351922
TFDP2,1.562074884,1.656796974,1.498863177,1.504740627,1.179036926,3.592990128,2.110362804,1.448555856
HIP1,1.817960915,2.032997704,1.96942194,2.299768223,2.266335478,2.623343944,2.821067933,2.196703
COMTD1,4.308327511,6.290030785,5.186513946,5.015310621,4.429601585,3.882032669,4.241415332,2.723692838
RAB30,13.01820421,13.87001176,13.01820421,10.0285361,13.01820421,11.70753963,15.91382639,16.65179364
LIX1,5.186027314,5.116207188,3.633360762,5.753537841,11.97636366,5.251987383,6.879670752,8.360684111
CNEP1R1,7.583140647,6.774221392,7.109286385,6.789536188,8.041451721,5.73281548,5.215783929,6.439270871
VWC2,1.372936342,1.200373377,1.29444308,1.155288661,1.200373377,1.144500266,1.051506298,1.590453586
SLC35F6,5.674518282,5.829735587,6.178642757,4.5414572,5.715705726,5.936727353,7.256393724,5.097002081
AF520793,3.950729003,2.841092944,2.215093781,3.369351676,10.99615179,4.3764703,6.990950965,3.993242305
NPC2,23.0871022,37.68167625,23.76034363,27.63424407,28.42505202,14.59313738,20.78062922,19.17682201
SNRPD2,17.42848192,24.38738997,23.56799594,34.81048267,24.01687593,14.03897208,15.64998854,17.43138073
SRSF7,20.18672062,10.98693129,13.12264773,16.78260366,19.36090697,12.67406646,9.814208038,16.47681487
CAPN7,2.872667896,2.301501567,1.88264757,1.710535986,2.283947674,1.694562542,1.861140517,1.930786244
DBF4,1.30140719,1.495889394,1.192566003,1.856012485,1.370675352,1.370675352,1.370675352,1.466974289
GABPB1,3.704718571,3.377465809,4.456213119,5.015310621,4.166569358,1.870246677,3.999219629,3.999219629
AATK,17.34047164,17.34047164,18.20670504,14.26954859,21.00008651,14.85075459,18.32789151,16.18655367
ASPH,69.21198303,50.58550282,68.93925575,38.55742178,45.85594331,45.4067484,50.39493338,43.87598756
RHOB,23.67879502,16.34971612,11.17892109,11.59906225,13.66526245,9.102593781,15.6264651,18.86846799
DHX30,1.814023494,1.768852553,1.979830928,1.79363093,1.776078204,1.814023494,1.793300391,1.739955838
TTC30A,1.578349059,1.589126109,1.589126109,1.820250753,1.589126109,1.551460511,1.589126109,1.860347598
PAK3,48.03016485,44.76125985,48.10045284,34.61969651,40.56975766,31.58237008,25.86492232,36.91515559
UBE2O,31.95603125,33.0384169,34.75819046,37.59989941,38.83717551,22.67800306,21.95238605,30.75745837
SCG3,8.915132148,9.518477459,10.5645604,11.52437083,9.225959488,7.536057149,6.583873762,3.32189792
SYT13,16.9083619,23.80798577,38.74791898,24.37323542,24.44885059,15.12073263,15.91382639,20.62247067
MCHR1,22.7618866,25.3592986,14.1903057,39.72955388,33.71328827,24.37127143,16.15028033,31.36548913
MRO,2.557827487,2.571832094,2.880950742,1.874282361,2.562418148,2.030913075,3.043188956,3.494608519
DHFRL1,1.084014779,1.107095608,1.05583175,0.906979288,1.092495188,1.370675352,0.995792259,1.134790571
SYT6,2.664039061,1.85956404,1.683330265,1.652332747,1.847016113,1.490356472,1.992644459,3.28394221
TUBGCP3,1.781163236,1.856767511,1.773763356,2.64409912,2.071455219,1.605475005,1.781163236,1.371219828
CD3EAP,8.360684111,10.18816202,9.556476748,8.539437834,6.407275638,8.273020729,7.672829105,7.839810357
AKAP7,5.233665903,5.903683197,5.903683197,6.644552762,6.834628746,4.262676546,5.903683197,5.556518462
GDAP1,86.22230731,85.55910915,77.35526224,85.77179524,85.03016485,48.57561939,53.40121838,60.52872683
RPAIN,5.73518857,8.696415356,7.200188576,8.285538409,6.685206646,7.410746298,7.200188576,6.084423311
METTL13,4.920677386,3.256230495,3.629408446,5.936442413,4.691420229,4.151388163,4.723291959,3.618472891
ACBD5,3.338642574,1.683330265,1.169775085,1.835159241,1.551791324,1.476386797,1.94016384,1.434175712
ATP6V0B,15.37945101,25.38588185,16.53139934,23.94111484,30.04770342,12.38953873,12.82618291,18.36322306
TM9SF2,9.725753196,12.24177509,17.24956255,16.03951163,16.46058034,6.534281211,10.05642565,9.755010795
ZNF593,3.65636513,2.830832905,3.127113864,3.838109974,2.769356567,1.543427543,2.328305375,2.102067808
HNRNPA2B1,6.010369078,13.54314483,26.12177766,8.325718788,12.16596861,8.657551406,10.8926877,6.127513808
ALAS1,6.949663261,6.949663261,6.871159096,11.79758963,10.72136196,5.284118861,6.458369542,6.084423311
ZMYM5,3.204762874,2.341269404,3.545393565,4.56314736,3.043188956,3.043188956,2.628689896,2.612121575
RNF11,82.84834666,79.65519529,102.7403512,84.12626057,92.08198556,78.85814435,66.46151303,80.4847103
ACOX1,12.26956286,3.999219629,2.346901435,1.869679547,3.294847727,1.970442026,2.469554362,2.545159289
BAG6,8.124468762,9.814208038,10.00678773,12.41125859,13.36940018,8.736867308,6.770326426,10.34198919
AKAP10,8.93440648,7.821097168,4.917077414,5.015310621,6.782631555,4.441027848,2.511393625,4.917077414
KIAA1549L,1.144809696,1.040336992,1.892316646,1.291046112,1.440354287,1.105673768,1.235175395,1.28020138
MED4,1.625096157,2.592935089,2.104202721,1.70121647,1.70121647,1.59556886,1.70121647,1.354887185
DCAF6,2.086688091,2.386665657,3.629408446,2.286886224,2.097684337,2.084816902,1.897910682,2.157404303
C14orf159,3.580388622,4.59658581,5.453592626,4.240616389,4.243137509,4.333790658,5.053314427,4.568635222
CABYR,4.097413211,5.337527573,4.080390422,5.753537841,3.941217581,2.880532621,2.837249104,3.154373571
CDK17,12.59412174,10.48480235,12.30820496,9.374928131,10.81498677,11.03721302,9.497502566,10.81498677
NBPF3,0.916266967,1.170482918,1.170482918,1.170482918,1.170482918,1.320929661,1.170482918,1.126520855
PACS1,7.109286385,6.257707061,7.078757939,5.555943693,3.603027637,5.404501663,4.066357862,4.099388156
RWDD4,6.697748739,4.929779395,5.300941328,5.377114254,5.146871864,3.615691968,3.496455833,6.757040448
HSPB6,10.06952053,7.858902051,7.028575369,6.655311703,5.195415357,4.295104923,3.572451376,3.228973862
RNPC3,32.21198827,22.64804535,24.58241262,18.48260451,23.50979343,27.99909238,23.03876076,18.88607494
ZNF224,1.911935411,3.819165239,1.388091798,1.589977741,1.500997869,1.618533109,1.94016384,2.467718079
LINC00623,24.71301367,24.71301367,21.30637361,31.04173115,28.66660297,20.82333865,19.62982742,21.48924109
HIVEP3,6.302443492,4.644518749,3.616311838,5.753537841,5.337527573,7.436219192,4.502922464,7.230300964
TMEM132B,25.27596087,18.41208834,21.11533978,17.34047164,14.48566465,15.6935084,11.23515128,19.36134239
SNX11,36.70286457,41.57680963,36.66890276,36.66890276,31.5133731,37.13415554,33.22373742,36.66890276
DHX36,15.01947412,6.42629823,7.200188576,7.81085803,6.848430624,6.597761633,9.375571903,6.935012258
ZNF585B,5.195415357,2.777298561,3.873889796,4.753399916,4.918242883,2.728402623,2.692627752,2.273589558
EFCAB14,1.288068989,1.584972245,1.564481903,1.417927405,2.060151652,1.590453586,1.619727867,1.478162606
CREBBP,11.95477268,9.905114581,11.1442422,10.95387731,11.11747451,13.8210115,10.30509923,12.3420815
FLRT2,2.631491373,2.276844394,4.76666305,1.470230079,1.870172972,1.966446185,1.837387359,1.782780374
EFNA5,13.19794607,8.505380716,10.57148356,9.814208038,7.935368073,7.106756032,12.59462923,9.814208038
ARAF,1.181509522,1.178806997,1.31762338,1.200373377,1.775502387,1.144500266,1.049499674,1.155351047
LINC00629,1.533999325,1.392968537,1.726328951,1.660561628,1.122490244,1.726382989,1.367086573,1.603112992
METTL8,1.574581741,1.331731059,1.228651437,1.031926625,1.519910519,1.370675352,1.771015721,1.160776238
PDHA1,79.60498731,76.91831461,79.60498731,120.9392558,81.84088535,89.66652848,47.0524918,65.85157807
STAT1,32.4803145,35.95143797,25.83233074,39.34826694,43.81170882,33.88936282,21.70755732,34.46554099
RPA1,14.77385857,16.62869425,15.9284595,19.74639442,17.73063288,10.22467365,11.62860286,10.15035722
CWC27,38.13559798,23.27812568,28.91068571,30.95810158,28.91068571,20.84320456,28.91068571,18.86846799
TUFM,31.87013654,56.41653408,30.03018565,45.76373007,47.01457888,30.70557085,23.90695205,26.84858754
C4orf46,36.23569713,75.38588258,75.01041237,114.1836145,75.71369572,58.12107394,66.87522466,66.37459772
GALT,3.557678151,4.203552318,3.747942434,4.600077909,5.606943791,3.776567275,4.669272481,5.297584224
EXOG,14.54485932,15.39520573,10.52098932,15.71060882,17.44759491,15.28452723,9.183065714,11.50755657
GSK3B,6.778826908,4.74549016,4.390785602,4.884392861,5.148410048,5.349036009,5.711804092,5.148410048
PDLIM5,26.06932829,25.12639279,22.94370469,15.73202609,17.40019753,17.15865345,21.00576935,29.09354341
ZEB1,25.71028107,15.46450403,24.34028155,13.80199572,15.73200821,16.60375837,16.29716668,24.30748413
PKI55,2.837296471,3.72214587,4.489422041,3.438544378,3.073783553,2.928634624,3.728358807,2.952192503
WDR3,14.07666781,8.899210286,11.04777402,13.1091133,11.62753627,12.65141102,7.067245721,12.39725985
COQ10B,25.21882597,23.79812594,22.49724398,25.47085979,27.11631975,16.30619274,15.91382639,18.86846799
MAP1LC3A,20.50163919,16.18655367,16.14478978,17.8423129,17.79501321,12.57370393,11.14534965,11.98159877
MAFIP,31.66653373,23.12295304,16.8070834,8.614917151,19.6789099,14.69465028,17.24956255,13.34338102
MRI1,10.12812201,7.990762375,8.495415445,2.883955273,7.526725759,8.936066438,14.11831175,8.495415445
PRR34-AS1,2.744970259,2.417468377,2.036597305,2.584174929,2.227819692,2.299768223,1.399240377,2.15980393
ZC3H8,3.695256064,2.94705844,3.035277406,3.735103483,5.143605166,3.02231706,2.698765482,5.165470211
NT5C3B,17.61319891,17.83266907,16.4655394,22.03469514,19.98843245,13.82953328,14.14361693,13.90367244
PRRT3-AS1,2.314102244,1.967540909,1.887921411,1.783458483,3.097239325,1.967540909,1.556578286,2.085574553
PAF1,1.581134722,2.254808507,1.895895818,1.888985362,1.897065722,1.761075163,1.556578286,1.972418273
ALG11,5.159451497,3.315289715,2.383446156,3.741414038,4.386768957,2.823230576,3.45969176,4.995878314
ADCY1,1.979830928,2.206629073,5.579384981,1.88697706,2.843120584,1.797606971,2.911114265,1.914373922
C12orf29,16.36835624,19.7909006,16.36835624,15.72141188,16.23097347,16.36835624,15.72141188,16.36835624
EDEM3,1.534627514,1.185889676,1.400369253,1.308946153,1.322000434,1.200373377,1.204785797,1.477068335
LPPR5,0.995990081,1.15804982,1.397160027,1.098493571,1.170482918,0.988749084,1.170482918,1.155351047
ORC2,1.616044717,1.86029301,1.917815288,1.824416558,3.73214278,1.6991896,1.917815288,3.499987152
