Genes,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
MSN,52.83553393,47.21198303,37.81832346,36.41257264,46.39169156,32.54048532,33.35429001,42.55706665
RPS4Y1,5.680252098,11.64282935,2.974287808,1.640347918,6.564088802,1.971579222,2.353044755,1.400912775
MANF,12.60746322,12.86584064,14.77385857,12.76866731,15.29081765,11.6228666,10.21667956,13.37854444
RFPL2,3.746593222,3.048134747,4.430640306,3.237891324,4.762410786,3.84226945,3.391561083,3.805384635
ARHGEF3,38.84834667,32.83061006,53.66652848,43.30289212,34.03047916,30.75540545,33.18308729,45.17766598
ZNF326,4.515568947,2.353044755,3.043188956,2.716662563,2.716662563,1.854368183,2.189413412,3.750760998
BRINP1,11.36047165,6.244987161,10.41999888,5.753537841,7.893767909,6.607561203,6.681842576,10.48142163
GALNT11,26.04405281,24.51913261,20.98476939,21.19825442,20.98476939,17.82993511,14.11538165,16.70653745
SLC2A9,2.367975173,2.732105844,3.102905638,2.042681983,1.979830928,2.575906395,5.820067646,3.441570444
WDR26,11.8329482,13.16413753,13.01820421,13.70522031,12.88202929,11.15966846,11.44193908,9.70669217
MORN4,5.465133007,4.857551943,4.946995957,5.963140024,5.912614162,4.063484735,2.93697206,4.946995957
C21orf33,8.049347904,13.30257676,9.314854247,7.854825535,10.14248047,8.696415356,7.517753507,7.580053221
RABAC1,6.858748476,8.845927443,9.41241878,13.02995711,15.78924289,3.458627362,5.482216361,3.999219629
IPO13,22.76179803,7.807372541,12.98631847,14.41414396,12.98631847,13.23341591,14.50406609,11.49599777
COX7A1,7.521195064,7.972215631,9.19578383,20.0072609,9.937237985,5.105140031,3.735103483,5.757069956
KALRN,2.800121646,2.568458044,6.610026352,2.376207883,2.283947674,3.146903803,2.099276824,2.724890451
HOXA4,8.207907273,6.555047545,5.48618493,7.959475257,6.180283582,3.71828861,4.807227919,6.11437189
RALYL,56.84834666,60.87282907,56.84834666,72.28228436,69.21198303,47.72056721,42.29183963,56.84834666
COPG1,21.08598006,14.16521255,14.8920857,18.78620241,16.87252541,12.76800139,10.95391524,9.64725896
LOC100507431,10.99378377,11.3636342,9.987707073,12.49898347,9.632313652,9.814208038,7.235528827,8.319300182
TRIOBP,4.510646095,3.999219629,4.951236731,2.283947674,4.510646095,4.3764703,6.550866979,10.96251812
TMEM128,4.369576441,3.590896427,3.409854887,4.185969765,4.873740559,2.708621384,2.48398278,3.115303138
SPRY4,4.3764703,2.94382785,7.443265866,4.3764703,6.642188295,7.73807219,3.440858782,4.3764703
MAGI3,6.003949066,5.787581905,5.596510624,5.331511278,8.929082937,6.257707061,5.133083186,6.084423311
SUV420H1,2.459899375,3.733835904,2.764546572,2.151696449,3.628408309,2.813274587,2.2858382,2.490698186
CLDN12,6.302443492,4.816031118,6.538083394,5.423041695,6.589719553,5.772752816,5.447992049,6.5565951
DNPEP,9.50276153,8.887577294,8.394931506,10.91888918,8.15494883,8.665657706,7.851675256,8.517556542
PPP1R21,12.25580248,9.042372887,12.41125859,11.58133686,12.41125859,11.36259126,15.5187688,14.04222493
FHL1,34.73365035,37.21198307,45.08884343,33.53279501,42.06104953,29.30296659,33.97935023,60.07064226
JPH1,1.296432091,1.322744832,1.322744832,1.322744832,1.322744832,1.249763225,1.375421245,1.384702858
PEX13,1.979830928,1.979830928,1.646440088,1.937265582,3.419643957,1.979830928,1.556578286,1.979830928
ACADVL,6.025791129,7.880320943,8.360684111,8.958300977,11.25774869,5.065245482,8.360684111,6.238331756
TMX4,14.49532919,13.30242962,23.48118532,17.78207923,30.54860255,7.58770178,11.40930006,12.32034949
EIF1B,162.0577639,188.1031852,193.1760567,222.211983,297.7085424,181.7895163,153.2897078,211.8424779
HEXB,5.753537841,6.816433516,5.753537841,5.753537841,6.751225192,4.28635056,3.671249007,7.104214215
ROCK2,19.04162622,9.277367566,15.52610079,9.829992537,11.62662083,8.498673792,5.618780135,9.145291419
SH2B3,1.70121647,1.811338684,1.545952839,1.683330265,1.886175668,1.244972033,1.872073589,1.979830928
SYT1,19.84811343,15.34365483,93.19956528,15.86266241,27.83961905,9.814208038,12.53133674,17.78843898
FRY,8.607730531,14.12621655,14.79316123,9.678819165,11.3409701,7.984982764,5.903683197,6.462967847
RIT2,2.283947674,1.308695348,2.881398585,11.15165182,5.275967079,3.592990128,2.374769638,6.677698171
CETN3,2.353044755,3.244691906,2.057292965,2.363925367,2.692644403,1.977400086,2.353044755,2.712861026
DOCK9,20.49830249,17.73713003,31.79458636,17.38325719,22.58006841,16.39463523,19.99950122,22.51318267
BEAN1,2.874643705,2.256402744,2.524275808,1.949561047,2.549926208,2.256402744,2.027045127,2.256402744
NGLY1,8.9773826,8.784607483,7.068768297,8.360684111,8.464217434,6.508722382,7.538348241,8.360684111
ZNF639,1.460668959,1.424296889,1.847754505,2.245022445,1.930986688,1.200373377,1.613675975,1.456193132
EPN3,2.400546488,1.844695234,1.210467981,1.683330265,2.652948855,1.200373377,1.392960277,1.968484717
EXOC6,1.523177708,1.58372232,1.991921242,1.772634105,2.539795058,1.370675352,1.371991054,1.670526529
RBBP9,3.380192147,2.353044755,2.01605562,2.325736748,1.634925047,2.275187126,1.229765486,1.764894274
RBM33,10.4841077,5.77700378,7.869221534,3.662459968,5.852495044,5.298604307,5.903683197,8.021931774
PHACTR3,8.835511421,11.74929798,16.87419406,8.878125456,9.415947858,9.415947858,8.185611803,8.16886048
GPRIN3,1.937103569,0.925442763,1.008651424,1.194434309,3.096519456,1.03992624,1.217003027,1.155351047
LMF1,14.88448022,11.16346811,22.07050267,4.204379465,12.4037706,18.76249195,16.32024427,13.11146896
ZNF93,1.740109812,1.200373377,1.057008822,1.73097003,1.157111516,1.205381158,1.051506298,1.176424771
DHDDS,21.85287695,32.31568989,20.35346885,19.76440738,26.91777509,18.50483163,14.81929551,18.9430792
ZNF720,6.089667367,5.293960186,4.797671949,7.200188576,4.797671949,4.749373053,1.877945895,3.392143456
EIF3M,118.1210739,86.40098093,105.914011,116.9399999,100.7574376,99.67365129,100.0566492,79.39469092
UCK1,9.417924109,8.336255304,9.131885356,10.01184882,6.407976081,5.960467049,8.360684111,4.268590419
CDAN1,2.478808008,1.523177708,1.656116407,1.41621159,1.836172248,1.704546818,1.724446984,1.268736376
NAT1,1.024563781,1.490038018,1.331731059,1.457794476,1.170482918,1.513487867,1.34602884,1.331731059
NSF,85.05476744,150.4643543,121.8793378,122.2442122,168.5545082,91.88122603,94.2545826,103.3772575
USP19,4.510646095,4.501049829,2.870542868,3.531538991,3.531538991,2.213298993,3.531538991,3.061794874
ZDHHC2,7.783037998,6.16925127,12.07071961,7.875663368,6.169997132,8.807291369,5.304371935,12.83148133
BTBD6,20.56903767,25.29662467,25.65563653,25.7581413,21.20806069,13.77423159,18.57789402,20.41224035
VAV2,10.48480235,6.859504038,7.281992128,7.572887258,8.142410806,6.892844078,6.864706532,5.858401881
ANXA6,7.693229865,11.23515128,12.65984141,11.71798706,14.89096621,5.63690763,8.451536203,6.538669931
RPL14,5.628923849,9.5535999,10.25974749,7.028739429,10.64692935,8.15904703,8.500246078,6.37149892
JRKL,15.08016506,6.07823444,10.20765329,6.954920547,9.440982026,9.122014728,6.21547614,18.70153355
NCSTN,5.331491212,4.59658581,4.694733619,3.972474308,8.631065089,4.235999294,4.59658581,3.521404412
EVI5,2.508694369,2.548235859,2.70188236,3.191084935,2.706718478,3.049165857,2.706718478,3.999219629
PPP5D1,3.480578463,2.79734166,2.055448136,2.565279028,2.353044755,1.917815288,2.353044755,2.353044755
EP300,7.120547851,5.827053385,6.697700665,6.075819356,6.169997132,5.243641902,5.522457421,6.522788662
SDHAF2,2.086825971,2.386823359,2.154334747,2.086825971,2.086825971,1.895750697,1.745658326,1.979830928
MAPKAP1,2.649704747,2.345263482,2.206238459,2.258679564,1.885108714,1.813538785,1.933162724,2.458813274
ZRANB2,13.97565823,12.84445308,16.78497915,11.46680879,17.88775151,16.18655367,24.54367563,14.26851554
WDR54,5.786552708,4.206341864,4.823846112,9.814208038,5.811031438,5.240196335,2.711516513,5.60633731
TTLL5,5.183608194,6.162366067,4.610600321,5.753537841,6.986228361,3.696401947,2.478930528,4.8976059
PCBP2,7.142332478,17.06688753,14.70430883,16.37884669,13.13993051,12.5930767,14.43744814,9.772210229
MACF1,82.34577557,56.94781618,54.4847103,62.08425837,56.94781618,50.18491301,49.41911872,64.79306479
MAGED1,49.62657407,59.6006402,52.40104023,74.51400164,68.33805228,43.56840244,38.5815318,56.26606884
LCMT1,12.27525789,9.673241153,11.07403945,13.18496216,10.34229546,8.421359587,7.386434834,10.34229546
NT5C1B-RDH14,35.39380145,38.11536477,27.28729081,41.90774876,43.45981503,30.75745837,21.76857994,34.23556435
BLOC1S6,66.05459359,60.44294903,59.71410171,74.59743669,64.65891476,58.12107394,62.7088683,67.16864252
C8orf76,2.731613268,2.843575354,2.825315587,5.266391104,3.573406983,2.73003983,2.353044755,2.919446266
ZXDC,2.553356538,2.353044755,2.353044755,1.823318242,2.353044755,2.053147368,3.404485685,3.197320022
THRB,6.075243255,2.051559384,8.239169419,2.716662563,2.936423807,2.764546572,2.766134425,3.195173683
ZNF843,3.507357268,3.568665206,3.913022787,3.999219629,4.400870538,5.121213828,3.935469959,4.946995957
SAR1A,23.48657039,29.83704833,31.98007202,34.19427075,28.68025964,20.13103987,23.54311212,23.5827781
HSPA8,12.71906112,37.3024843,32.78583944,54.08723178,33.40954052,19.4386363,36.65278614,30.2419938
TCF12,3.630943984,4.786919914,3.629408446,2.394927371,3.304589091,4.259374281,4.185256844,5.258826485
HSPA2,7.857737434,11.51922269,7.556326058,6.790835931,6.279058943,6.331003265,8.452069564,7.426677074
MKL1,2.030412389,2.53937152,3.018532322,2.299768223,2.117031587,2.299768223,2.117031587,2.037518189
IARS2,5.548205873,5.846189623,6.13459536,7.200188576,3.942322043,7.113546848,3.103224658,5.356831898
NDUFB2,36.70676893,68.12836912,56.83118101,89.4847103,52.39380121,40.88553076,41.24848227,42.51541962
RMDN1,3.206957923,3.206957923,3.206957923,5.115064512,6.300829031,2.299768223,3.043188956,3.144968363
PRRT2,3.044334445,2.817150763,6.792091843,2.723622683,2.643171973,4.476390697,3.807146995,3.237891324
AP5B1,1.359834355,1.174055571,1.339383731,1.003974479,1.311731251,1.745933688,1.339383731,1.568570949
LOC101928111,2.283947674,2.16879832,2.256402744,2.283947674,2.283947674,2.283947674,2.795555671,1.905964225
KCNJ5,1.608010264,1.667719729,1.526939518,1.683330265,2.166513534,1.630602124,1.683330265,1.683330265
DPM1,13.28781456,11.02691406,14.99146844,11.24577878,12.2596752,6.69005,7.66433279,8.323829891
NEFL,27.56662147,35.75743782,36.11144316,40.50736008,37.52874672,37.31937653,37.17358793,27.01503078
LINC00493,6.302443492,7.178289239,8.102039739,10.34833327,8.954572028,5.128718649,3.81555524,5.734929121
PLXDC2,2.382126406,1.735744826,2.466771733,1.980207766,1.824926323,1.672170108,1.932106224,1.590453586
ZDHHC18,10.21041934,8.997437985,7.200188576,8.904793663,11.67556129,7.216259124,5.580100602,6.984927673
DUSP14,16.98666153,15.59945498,16.769348,14.77385857,18.68664981,12.2372876,12.5930767,12.86461492
KRT78,1.562074884,2.298406007,1.873833234,1.201133036,1.633457102,1.535913165,1.529532181,1.327646808
EXTL3-AS1,3.736834766,1.963199525,2.256402744,2.123328756,2.233327293,2.128964607,2.256402744,2.081258241
TPP1,1.752333643,2.066474876,1.941902305,1.899983697,3.153550255,2.413519737,3.394618929,2.533881635
SSRP1,8.284649746,11.70125747,9.495927439,9.814208038,11.81030455,8.732695522,8.049768212,8.696415356
EIF5B,42.4847103,16.95536057,18.6939476,13.98928263,20.28967112,9.503887416,12.60927696,12.32034949
HNRNPAB,3.502859698,3.458543994,3.545857298,3.483896822,3.575317123,3.486146264,4.618508873,2.782023158
SF3A1,4.631411031,6.257707061,6.391512113,7.200188576,5.808112968,4.791016758,7.11696586,5.776830366
ACP1,4.556324726,8.038011409,5.468385743,5.753537841,3.358635511,3.898077813,2.427400027,3.550459321
PPP6R2,8.852941755,8.739777407,8.094193171,10.46903586,8.604767013,8.767690689,7.109286385,8.511986774
HAGH,4.248854149,5.530160496,6.257707061,6.915665607,6.293574476,3.787805596,3.680184624,5.471182257
BPHL,1.70121647,1.365092748,1.576266641,2.02505905,1.596519993,2.655291937,1.45496519,1.432406711
BTF3,9.814208038,15.56918193,14.52868554,13.01106759,12.09869396,12.60351274,10.81677387,8.45861038
PPAT,10.45961808,5.426401361,4.30332455,3.405195313,3.776998533,4.571772142,5.556257496,3.785421893
HSP90AA1,117.7765706,222.4375704,193.937956,143.1389845,195.0534816,120.3028921,121.5867518,160.4991666
AKAP12,16.1506768,21.13075104,19.81539398,22.98284353,15.57923023,18.50483163,9.881460144,19.12041224
RAB11FIP5,24.21960827,25.11330326,21.19482097,20.65313541,18.63829901,18.95937709,16.66374518,14.95827246
UBR2,11.92921034,10.48480235,17.73467656,15.00972352,14.12403372,10.06726365,12.16408579,12.8640672
MFSD9,3.037330405,1.771015721,1.540885036,2.238593403,2.202402784,1.637262219,1.556578286,1.771015721
RPS26,59.18694332,98.1377602,75.81029015,100.2643763,71.76794316,57.77081033,66.99073292,77.38940176
TSEN34,10.48480235,8.618065949,7.859192048,13.6435228,11.6247282,9.574768215,10.48480235,13.77492578
ATAT1,3.740635405,4.081034438,3.239893667,5.379595629,4.433046818,3.740635405,2.316838403,3.26044862
MCM3AP-AS1,1.476519164,1.688780224,1.38510019,1.683330265,1.382402835,1.379185944,1.49585744,1.331731059
ANKRD32,1.069414068,1.465629874,1.64091871,1.3374237,1.659859903,1.436594221,1.051506298,1.277486411
GSR,19.7697601,20.4731531,17.39259406,13.94330011,20.33500479,17.76160338,15.94677372,16.02161206
MBD6,1.986477433,2.438503732,1.872906913,1.241119352,1.979830928,1.925626919,2.601521519,2.132603001
C2orf76,3.228583327,2.520474645,2.530886953,2.181833107,2.581624663,2.299768223,1.051506298,1.988206498
TIAM2,2.958949648,1.810780883,1.749367368,2.0654188,2.0654188,2.0654188,2.30650145,2.732853742
NRG3,3.66609024,2.874440173,3.077528472,4.361589311,2.905300846,2.580209513,2.68676216,2.818878084
TRIM46,20.28914955,12.41125859,21.67768975,18.21379155,19.50424364,18.39674397,16.72578197,16.36632791
BCAS4,2.736590179,1.970009563,2.403527737,1.987179557,1.930821088,1.590453586,1.420973942,1.930821088
UQCRQ,77.67685542,168.3841707,120.4137133,194.1571269,135.9006392,93.49712604,101.3909538,95.28016358
TOX4,10.34681944,10.82964368,11.08591116,12.41125859,10.11811322,10.82964368,10.82964368,7.848203537
ABCG1,1.331731059,1.430867096,1.392404595,1.49193287,2.316298151,1.440524684,1.257615404,2.094518808
VSIG10,3.462581313,2.814498161,2.931754218,2.716662563,2.074599378,1.978034156,1.9912595,2.532707273
USP54,13.64941077,18.75527881,17.0184752,16.26116732,13.43742321,18.74683027,31.91651935,22.1669185
C1orf213,6.766962134,8.650424858,5.753537841,7.46657291,4.521075039,3.962408252,5.320305975,6.007660724
PLA2G16,9.274892066,5.511892972,7.200188576,7.007932002,7.200188576,7.132951283,8.360684111,6.07492216
NFE2L2,8.05686962,6.312911781,7.200188576,5.278738848,5.267905059,6.012957054,6.042428287,5.965678914
GNAQ,20.56748468,9.325724487,10.8650141,8.180933704,9.484564229,7.949073052,10.79222223,8.284289567
FAM168B,30.21200383,30.21200383,37.84834671,29.41783303,30.21200383,28.47043678,18.03295674,29.76357669
LRRC40,1.70121647,1.540317146,1.847754505,1.318232056,1.35858943,2.233926661,2.206044109,1.808959208
DGKB,1.355291052,1.286961602,1.389087457,1.138816663,1.165775063,1.11151238,1.125204713,1.175579298
CDK5RAP1,3.043188956,2.43323125,2.013170873,4.574581134,3.03243994,2.731476423,2.332533731,2.653868389
KLC4,12.43590636,12.16269541,10.77116851,21.633725,16.4264346,12.36903948,18.78924993,20.13103987
SLC2A13,39.19586685,33.12446617,45.21198303,24.49484637,25.65156419,31.74059543,16.36197137,31.74059543
EPHB1,23.30218045,14.30407646,17.24956255,13.86767922,10.39389339,13.37628899,8.234867132,12.85988792
TOR1A,3.670413902,3.268911104,2.813077223,3.124383709,3.168776608,3.082021525,2.633861672,2.479513617
SPAST,4.162641986,3.377465809,3.6112603,2.880448159,4.260543162,2.955938419,3.377465809,3.377465809
POLR3E,1.542704044,2.002368132,1.683330265,2.281295001,2.045526326,2.077796362,1.536294847,1.941902305
S100A14,1.973434988,1.730137418,1.973434988,1.683330265,1.322744832,2.53220821,1.556578286,2.447557435
CSNK1G3,4.309966002,4.292060158,4.185183706,5.10972056,5.337527573,3.442381968,2.613825056,3.752595505
FAM177A1,32.72244002,28.3938757,27.17029328,25.29440988,25.29440988,20.4033226,21.8743097,25.29440988
IMMP1L,12.62809303,10.82314764,14.06279358,20.70281907,22.42794065,9.28320845,7.60000578,13.13966809
PPFIA3,4.02698522,3.999219629,4.388729449,4.04080777,4.151388163,2.992168466,3.735103483,1.644862183
PSMA7,26.2971386,35.92801993,25.4802323,41.63379616,28.05408029,14.06611245,17.1864333,19.22297489
SCRN1,11.87375157,12.61568658,19.84014225,13.11211793,16.78032392,10.65925735,9.691486061,11.1628457
MPHOSPH10,16.38507359,7.109286385,8.439161759,11.80592366,4.807227919,6.338733076,4.869472846,6.08235228
ALG2,6.541142054,4.298583344,4.041230998,6.748797421,6.622849971,3.94544541,3.590477782,4.977481579
HHATL,5.662781965,5.985234168,6.789536188,6.749263912,5.18619473,5.224175526,4.613771911,4.72310406
LRP6,3.043188956,3.663453645,3.208035668,4.275162156,3.606269957,2.087879582,2.784455671,2.670027172
LDLR,1.771015721,1.51648854,1.788898335,1.135977227,1.39835605,1.957181501,1.556578286,2.441454888
RPN2,20.31285805,26.94632608,19.21315602,21.22166013,24.319936,12.73376418,16.01203222,20.14287719
POLE3,1.331731059,1.988245659,1.733013811,1.683330265,1.406943728,1.341455501,1.171864384,1.523177708
VPS13D,8.945825243,12.38924782,7.944452315,8.878125456,5.87094823,6.750018197,6.526242593,6.084423311
TMEM62,9.629114729,6.486609558,5.76044328,5.620148987,7.777207686,4.3764703,5.49687173,5.790960607
TAP2,6.863997923,10.41184458,8.232128867,13.07819777,13.28781456,10.09561114,8.360684111,20.81700176
P2RX5,15.85163643,13.92868933,14.73330082,11.14604516,15.76842569,11.11039674,7.109286385,9.269197223
KIAA0226,14.07141421,15.37490525,13.55481474,14.38296252,13.14911871,9.262919462,10.43395432,14.90497336
MRPL27,5.662781965,7.756787871,5.561003273,7.115050329,7.070673656,4.825805683,4.658499416,6.016952359
CHN1,32.78370232,31.39380645,148.7097109,41.45686235,39.80549985,24.24793863,17.52141616,36.12107418
ITFG1,150.4049716,120.8465305,134.0323366,139.0335254,136.7423289,108.37179,89.55886225,130.4847103
KIAA1107,2.404184211,2.369477685,2.082347076,1.560620459,3.629408446,1.917815288,2.058558689,2.607161316
NDUFA1,37.05298918,59.458769,57.26356657,72.33550246,72.09496689,46.66111476,35.47140472,31.42533021
NDUFB7,4.558415836,7.849710103,6.494577011,10.47085558,9.1629245,4.407418437,3.735103483,3.444092348
BRD1,3.451924348,3.540998647,3.451924348,3.451924348,4.486821564,2.487461144,4.807227919,2.968187508
KIN,1.081154591,1.827673866,1.221024448,1.221024448,1.683330265,1.143844172,1.221024448,1.197422402
OGT,33.46342471,46.14173344,65.87048062,52.39380121,55.69787212,39.824391,46.14173344,47.19563096
C2CD3,5.523056779,5.248553222,5.444113341,6.066271104,7.550132876,5.684569529,5.106747453,5.731568445
CCNA2,1.476519164,1.448595104,1.279319046,1.476519164,2.041119303,1.056626378,1.754256912,1.476519164
RPGRIP1L,1.668240089,1.318863061,1.439752407,1.808456376,1.476519164,1.180264427,1.293405227,2.279599413
DNM1,86.75571822,106.4674539,116.9240324,96.4847103,168.010401,78.48259304,88.62551326,89.92624024
MUS81,4.471524148,4.246084168,5.367550161,5.300941328,5.45015625,4.258394504,6.840628707,6.084386496
