gene.name,SUID,annotation.name.1,annotation.name,annotations,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,Ensembl.Gene.ID.1,Ensembl.Protein.ID.1,Ensembl.Gene.ID,Ensembl.Protein.ID,Entrez.Gene.ID.1,Entrez.Gene.ID,IsSingleNode,log.score.1,log.score,name,NeighborhoodConnectivity,node.type.1,node.type,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,RefSeq.mRNA.ID.1,RefSeq.Protein.ID.1,RefSeq.mRNA.ID,RefSeq.Protein.ID,score,selected,SelfLoops,shared.name.1,shared.name,Stress,sumRank,Synonym,TopologicalCoefficient,Uniprot.ID.1,Uniprot.ID,RankVar
HIPK1,17614,,,,1.82262997,0.00375287,0.54865772,0.29563492,64,3,ENSG00000163349,ENSP00000426695,ENSG00000163349,ENSP00000426695,204851,204851,FALSE,-0.119296582,-0.119296582,H__sapiens__1_-Hs:720378,60.84375,query,query,0,64,0,0.79434251,NM_198269,NP_938010,NM_198269,NP_938010,0.887544532,FALSE,0,H__sapiens__1_-Hs:720378,H__sapiens__1_-Hs:720378,7220,335.1428571,Nbak2,0.18954439,Q86Z02,Q86Z02,7761.9
HLA-B,17703,,,,1.91437309,0.00246919,0.52236422,0.23873874,37,3,ENSG00000234745,ENSP00000436637,ENSG00000234745,ENSP00000436637,3106,3106,FALSE,-0.136937605,-0.136937605,H__sapiens__1_-Hs:730421,48.67567568,query,query,0,37,0,0.77140673,NM_005514,NP_005505,NM_005514,NP_005505,0.872024634,FALSE,0,H__sapiens__1_-Hs:730421,H__sapiens__1_-Hs:730421,4320,456.8571429,,0.15306816,Q95365,Q95365,3475.1
HMGN4,17452,,,,1.84097859,0.0034383,0.54318937,0.26127946,55,3,ENSG00000182952,ENSP00000366798,ENSG00000182952,ENSP00000366798,10473,10473,FALSE,-0.126761436,-0.126761436,H__sapiens__1_-Hs:724883,56.61818182,query,query,0,55,0,0.78975535,NM_006353,NP_006344,NM_006353,NP_006344,0.880943809,FALSE,0,H__sapiens__1_-Hs:724883,H__sapiens__1_-Hs:724883,6076,219.4285714,NHC,0.17474747,O00479,O00479,3094
HNMT,17418,,,,1.97247706,0.00226722,0.50697674,0.25714286,35,3,ENSG00000150540,ENSP00000419415,ENSG00000150540,ENSP00000419415,3176,3176,FALSE,-0.108527636,-0.108527636,H__sapiens__1_-Hs:718676,44.62857143,query,query,0,35,0,0.75688073,NM_006895,NP_008826,NM_006895,NP_008826,0.897154101,FALSE,0,H__sapiens__1_-Hs:718676,H__sapiens__1_-Hs:718676,3650,225.1428571,,0.14826768,P50135,P50135,10317.86667
HNRNPA2B1,17599,"RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397,1.72782875,0.01119669,0.57876106,0.24444444,90,3,ENSG00000122566,ENSP00000354021,ENSG00000122566,ENSP00000354021,3181,3181,FALSE,-0.232249396,-0.232249396,H__sapiens__1_-Hs:714601,53.53333333,query,query,0,90,0,0.81804281,NM_031243,NP_112533,NM_031243,NP_112533,0.792748391,FALSE,0,H__sapiens__1_-Hs:714601,H__sapiens__1_-Hs:714601,18226,474.5714286,HNRPA2B1,0.16421268,ROA2_HUMAN,ROA2_HUMAN,2372.566667
HNRNPA3,17618,"RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397,1.90825688,0.00146749,0.52403846,0.39130435,47,3,ENSG00000170144,ENSP00000416340,ENSG00000170144,ENSP00000416340,220988,220988,FALSE,-0.121659052,-0.121659052,H__sapiens__1_-Hs:722174,62.63829787,query,query,0,47,0,0.77293578,NM_194247,NP_919223,NM_194247,NP_919223,0.885450209,FALSE,0,H__sapiens__1_-Hs:722174,H__sapiens__1_-Hs:722174,2960,385.7142857,HNRPA3,0.20205903,ROA3_HUMAN,ROA3_HUMAN,2454.8
HSBP1,17668,,,,2.03058104,0.00059529,0.49246988,0.2,20,3,ENSG00000230989,ENSP00000458007,ENSG00000230989,ENSP00000458007,3281,3281,FALSE,-0.116728032,-0.116728032,H__sapiens__1_-Hs:741963,48.3,query,query,0,20,0,0.74235474,NM_001537,NP_001528,NM_001537,NP_001528,0.889827165,FALSE,0,H__sapiens__1_-Hs:741963,H__sapiens__1_-Hs:741963,996,344.8571429,,0.16262626,O75506,O75506,3650.966667
IFI16,17550,,,,1.80733945,0.00621367,0.55329949,0.23076923,65,3,ENSG00000163565,ENSP00000458084,ENSG00000163565,ENSP00000458084,3428,3428,FALSE,-0.163102527,-0.163102527,H__sapiens__1_-Hs:720452,52.55384615,query,query,0,65,0,0.79816514,NM_005531,NP_005522,NM_005531,NP_005522,0.849504087,FALSE,0,H__sapiens__1_-Hs:720452,H__sapiens__1_-Hs:720452,10450,333.7142857,PYHIN2,0.16170414,Q16666,Q16666,5268.666667
IFITM2,17598,,,,1.96941896,0.00233182,0.50776398,0.28475034,39,3,ENSG00000185201,ENSP00000473587,ENSG00000185201,ENSP00000473587,10581,10581,FALSE,-0.170815735,-0.170815735,H__sapiens__1_-Hs:725486,41.28205128,query,query,0,39,0,0.75764526,NM_006435,NP_006426,NM_006435,NP_006426,0.84297689,FALSE,0,H__sapiens__1_-Hs:725486,H__sapiens__1_-Hs:725486,3826,422.2857143,1-8D,0.13853037,Q01629,Q01629,11020.66667
IFRD1,17458,,,,1.87155963,0.00232514,0.53431373,0.28244898,50,3,ENSG00000006652,ENSP00000439188,ENSG00000006652,ENSP00000439188,3475,3475,FALSE,-0.129794098,-0.129794098,H__sapiens__1_-Hs:709426,59.02,query,query,0,50,0,0.78211009,NM_001550,NP_001541,NM_001550,NP_001541,0.878276251,FALSE,0,H__sapiens__1_-Hs:709426,H__sapiens__1_-Hs:709426,4554,366.8571429,TIS7,0.18501567,O00458,O00458,4092.4
ITGA6,17529,,,,1.88990826,0.00263068,0.52912621,0.21282051,40,3,ENSG00000091409,ENSP00000413470,ENSG00000091409,ENSP00000413470,3655,3655,FALSE,-0.15083681,-0.15083681,H__sapiens__1_-Hs:711216,51.3,query,query,0,40,0,0.77752294,NM_001079818,NP_001073286,NM_001079818,NP_001073286,0.859988029,FALSE,0,H__sapiens__1_-Hs:711216,H__sapiens__1_-Hs:711216,4474,285.4285714,CD49f,0.15882353,P23229,P23229,8395.9
ITPR2,17436,,,,1.9266055,0.00168035,0.51904762,0.21975806,32,3,ENSG00000123104,ENSP00000440548,ENSG00000123104,ENSP00000440548,3709,3709,FALSE,-0.117305193,-0.117305193,H__sapiens__1_-Hs:714662,52.4375,query,query,0,32,0,0.76834862,NM_002223,NP_002214,NM_002223,NP_002214,0.889313739,FALSE,0,H__sapiens__1_-Hs:714662,H__sapiens__1_-Hs:714662,2968,255.7142857,IP3R2,0.16438088,Q14571,Q14571,8549.366667
JMJD1C,17615,,,,1.81651376,0.00415712,0.55050505,0.26971154,65,3,ENSG00000171988,ENSP00000444682,ENSG00000171988,ENSP00000444682,221037,221037,FALSE,-0.119566844,-0.119566844,H__sapiens__1_-Hs:722631,57.23076923,query,query,0,65,0,0.79587156,NM_032776,NP_116165,NM_032776,NP_116165,0.887304695,FALSE,0,H__sapiens__1_-Hs:722631,H__sapiens__1_-Hs:722631,7102,346.8571429,TRIP8,0.17773531,Q15652,Q15652,3050.666667
KAT6A,17423,,,,1.85626911,0.00186247,0.53871499,0.30509804,51,3,ENSG00000083168,ENSP00000430606,ENSG00000083168,ENSP00000430606,7994,7994,FALSE,-0.110882227,-0.110882227,H__sapiens__1_-Hs:710877,61.54901961,query,query,0,51,0,0.78593272,NM_006766,NP_006757,NM_006766,NP_006757,0.895044155,FALSE,0,H__sapiens__1_-Hs:710877,H__sapiens__1_-Hs:710877,3752,336.2857143,ZNF220,0.19055424,Q92794,Q92794,9957.366667
KATNBL1,17431,,,,2.0030581,0.00064428,0.49923664,0.33497537,29,3,ENSG00000134152,ENSP00000454181,ENSG00000134152,ENSP00000454181,79768,79768,FALSE,-0.076506488,-0.076506488,H__sapiens__1_-Hs:716178,60.31034483,query,query,0,29,0,0.74923547,NM_024713,NP_078989,NM_024713,NP_078989,0.926346904,FALSE,0,H__sapiens__1_-Hs:716178,H__sapiens__1_-Hs:716178,1268,199.1428571,FLJ22557,0.20306513,Q9H079,Q9H079,3072.166667
KCNE4,17710,,,,2.36391437,0.00006836,0.42302717,0.36111111,9,3,ENSG00000152049,ENSP00000473755,ENSG00000152049,ENSP00000473755,23704,23704,FALSE,-0.064049979,-0.064049979,H__sapiens__1_-Hs:718854,45.22222222,query,query,0,9,0,0.65902141,NM_080671,NP_542402,NM_080671,NP_542402,0.93795812,FALSE,0,H__sapiens__1_-Hs:718854,H__sapiens__1_-Hs:718854,130,207.4285714,MiRP3,0.22724735,Q8WWG9,Q8WWG9,4404.4
KCTD12,17654,,,,1.79816514,0.00671592,0.55612245,0.20807726,68,3,ENSG00000178695,ENSP00000366694,ENSG00000178695,ENSP00000366694,115207,115207,FALSE,-0.165598045,-0.165598045,H__sapiens__1_-Hs:724010,48.32352941,query,query,0,68,0,0.80045872,NM_138444,NP_612453,NM_138444,NP_612453,0.847386777,FALSE,0,H__sapiens__1_-Hs:724010,H__sapiens__1_-Hs:724010,11204,493.4285714,PFET1,0.14868778,Q96CX2,Q96CX2,950.1666667
KCTD20,17606,,,,2.00611621,0.00127421,0.49847561,0.25666667,25,3,ENSG00000112078,ENSP00000440150,ENSG00000112078,ENSP00000440150,222658,222658,FALSE,-0.112435248,-0.112435248,H__sapiens__1_-Hs:713308,49.2,query,query,0,25,0,0.74847095,NM_173562,NP_775833,NM_173562,NP_775833,0.893655211,FALSE,0,H__sapiens__1_-Hs:713308,H__sapiens__1_-Hs:713308,2324,275.7142857,MGC14254,0.16441472,Q7Z5Y7,Q7Z5Y7,12980.96667
KDM5A,17415,,,,1.89296636,0.00155318,0.52827141,0.32850242,46,3,ENSG00000073614,ENSP00000444251,ENSG00000073614,ENSP00000444251,5927,5927,FALSE,-0.097166535,-0.097166535,H__sapiens__1_-Hs:710521,59.91304348,query,query,0,46,0,0.77675841,NM_001042603,NP_001036068,NM_001042603,NP_001036068,0.907404879,FALSE,0,H__sapiens__1_-Hs:710521,H__sapiens__1_-Hs:710521,2918,295.7142857,RBBP2,0.18959824,P29375,P29375,5077.9
KIAA0141,17612,,,,2.02140673,0.00064445,0.49470499,0.25108225,22,3,ENSG00000081791,ENSP00000426138,ENSG00000081791,ENSP00000426138,9812,9812,FALSE,-0.10356704,-0.10356704,H__sapiens__1_-Hs:710832,49.86363636,query,query,0,22,0,0.74464832,NM_014773,NP_055588,NM_014773,NP_055588,0.901615576,FALSE,0,H__sapiens__1_-Hs:710832,H__sapiens__1_-Hs:710832,1070,183.4285714,DELE,0.16732764,Q14154,Q14154,2186
KLF3,17391,,,,2.03058104,0.00072674,0.49246988,0.13684211,20,3,ENSG00000109787,ENSP00000421252,ENSG00000109787,ENSP00000421252,51274,51274,FALSE,-0.077868412,-0.077868412,H__sapiens__1_-Hs:713012,47.45,query,query,0,20,0,0.74235474,NM_016531,NP_057615,NM_016531,NP_057615,0.925086149,FALSE,0,H__sapiens__1_-Hs:713012,H__sapiens__1_-Hs:713012,1162,150.2857143,BKLF,0.16050847,P57682,P57682,7830.666667
KLF6,17518,,,,1.96636086,0.00158553,0.50855365,0.27027027,37,3,ENSG00000067082,ENSP00000445301,ENSG00000067082,ENSP00000445301,1316,1316,FALSE,-0.145968508,-0.145968508,H__sapiens__1_-Hs:710281,46.45945946,query,query,0,37,0,0.75840979,NM_001300,NP_001291,NM_001300,NP_001291,0.864184918,FALSE,0,H__sapiens__1_-Hs:710281,H__sapiens__1_-Hs:710281,2450,367.1428571,Zf9,0.15435036,Q99612,Q99612,3482.166667
KRIT1,17671,,,,2,0.00082976,0.5,0.34444444,36,3,ENSG00000001631,ENSP00000414694,ENSG00000001631,ENSP00000414694,889,889,FALSE,-0.106970844,-0.106970844,H__sapiens__1_-Hs:709292,61.27777778,query,query,0,36,0,0.75,NM_194456,NP_919438,NM_194456,NP_919438,0.898551871,FALSE,0,H__sapiens__1_-Hs:709292,H__sapiens__1_-Hs:709292,1558,193.7142857,CCM1,0.21057656,O00522,O00522,5625.6
LAPTM5,17576,,,,1.89602446,0.00358774,0.52741935,0.23961353,46,3,ENSG00000162511,ENSP00000294507,ENSG00000162511,ENSP00000294507,7805,7805,FALSE,-0.183644369,-0.183644369,H__sapiens__1_-Hs:720144,41.91304348,query,query,0,46,0,0.77599388,NM_006762,NP_006753,NM_006762,NP_006753,0.832231718,FALSE,0,H__sapiens__1_-Hs:720144,H__sapiens__1_-Hs:720144,5432,406.2857143,,0.13305728,Q13571,Q13571,4116.4
LBR,17664,,,,1.77675841,0.00725524,0.56282272,0.26846847,75,3,ENSG00000143815,ENSP00000416554,ENSG00000143815,ENSP00000416554,3930,3930,FALSE,-0.196706566,-0.196706566,H__sapiens__1_-Hs:717830,58.45333333,query,query,0,75,0,0.8058104,NM_194442,NP_919424,NM_194442,NP_919424,0.821431634,FALSE,0,H__sapiens__1_-Hs:717830,H__sapiens__1_-Hs:717830,13062,212.2857143,TDRD18,0.17985641,Q14739,Q14739,8621.366667
LIMA1,17707,,,,2.02446483,0.00078124,0.4939577,0.23376623,22,3,ENSG00000050405,ENSP00000450266,ENSG00000050405,ENSP00000450266,51474,51474,FALSE,-0.093150477,-0.093150477,H__sapiens__1_-Hs:709961,45.45454545,query,query,0,22,0,0.74388379,NM_016357,NP_057441,NM_016357,NP_057441,0.911056397,FALSE,0,H__sapiens__1_-Hs:709961,H__sapiens__1_-Hs:709961,1298,251.1428571,EPLIN,0.15340909,Q9UHB6,Q9UHB6,8094.7
LPL,17457,,,,2.04281346,0.00147836,0.48952096,0.16883117,22,3,ENSG00000175445,ENSP00000431028,ENSG00000175445,ENSP00000431028,4023,4023,FALSE,-0.129019024,-0.129019024,H__sapiens__1_-Hs:723344,40.40909091,query,query,0,22,0,0.73929664,NM_000237,NP_000228,NM_000237,NP_000228,0.878957244,FALSE,0,H__sapiens__1_-Hs:723344,H__sapiens__1_-Hs:723344,2558,435.4285714,LIPD,0.13886286,P06858,P06858,1698.4
LPP,17624,,,,1.91743119,0.00168644,0.5215311,0.22617354,38,3,ENSG00000145012,ENSP00000438891,ENSG00000145012,ENSP00000438891,4026,4026,FALSE,-0.130455296,-0.130455296,H__sapiens__1_-Hs:718006,51.23684211,query,query,0,38,0,0.7706422,NM_005578,NP_005569,NM_005578,NP_005569,0.877695728,FALSE,0,H__sapiens__1_-Hs:718006,H__sapiens__1_-Hs:718006,3020,364.8571429,,0.16214191,Q93052,Q93052,11223.36667
LRBA,17505,,,,1.90825688,0.00274075,0.52403846,0.17567568,37,3,ENSG00000198589,ENSP00000446299,ENSG00000198589,ENSP00000446299,987,987,FALSE,-0.144016044,-0.144016044,H__sapiens__1_-Hs:727476,49.21621622,query,query,0,37,0,0.77293578,NM_006726,NP_006717,NM_006726,NP_006717,0.865873855,FALSE,0,H__sapiens__1_-Hs:727476,H__sapiens__1_-Hs:727476,4560,169.7142857,LBA,0.15380068,P50851,P50851,2269.2
LRCH3,17399,,,,1.90519878,0.00180958,0.52487961,0.27804878,41,3,ENSG00000186001,ENSP00000439083,ENSG00000186001,ENSP00000439083,84859,84859,FALSE,-0.085594073,-0.085594073,H__sapiens__1_-Hs:725700,55.80487805,query,query,0,41,0,0.77370031,NM_032773,NP_116162,NM_032773,NP_116162,0.917966783,FALSE,0,H__sapiens__1_-Hs:725700,H__sapiens__1_-Hs:725700,3150,186,MGC4126,0.17604062,Q96II8,Q96II8,6009.5
LYN,17597,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.82568807,0.00459575,0.54773869,0.23955579,62,3,ENSG00000254087,ENSP00000428924,ENSG00000254087,ENSP00000428924,4067,4067,FALSE,-0.227894159,-0.227894159,H__sapiens__1_-Hs:756198,50.66129032,query,query,0,62,0,0.79357798,NM_002350,NP_002341,NM_002350,NP_002341,0.796208526,FALSE,0,H__sapiens__1_-Hs:756198,H__sapiens__1_-Hs:756198,7728,105.7142857,JTK8,0.1573332,P07948,P07948,1953.866667
MAFF,17526,,,,1.94801223,0.00170559,0.5133438,0.28403361,35,3,ENSG00000185022,ENSP00000442060,ENSG00000185022,ENSP00000442060,23764,23764,FALSE,-0.149556031,-0.149556031,H__sapiens__1_-Hs:725432,47.71428571,query,query,0,35,0,0.76299694,NM_012323,NP_036455,NM_012323,NP_036455,0.861090189,FALSE,0,H__sapiens__1_-Hs:725432,H__sapiens__1_-Hs:725432,3264,395.1428571,hMafF,0.15441516,Q9ULX9,Q9ULX9,13513.9
MAN2A1,17493,,,,1.81345566,0.00621047,0.55143339,0.19945355,61,2,ENSG00000112893,ENSP00000261483,ENSG00000112893,ENSP00000261483,4124,4124,FALSE,-0.1399101,-0.1399101,H__sapiens__1_-Hs:713435,51.31147541,query,query,0,61,0,0.79663609,NM_002372,NP_002363,NM_002372,NP_002363,0.869436395,FALSE,0,H__sapiens__1_-Hs:713435,H__sapiens__1_-Hs:713435,10190,413.1428571,MANA2,0.15691583,Q16706,Q16706,1651.2
MAP3K7,17590,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.74311927,0.00835012,0.57368421,0.24489275,89,3,ENSG00000135341,ENSP00000358338,ENSG00000135341,ENSP00000358338,6885,6885,FALSE,-0.196930766,-0.196930766,H__sapiens__1_-Hs:716393,54.92134831,query,query,0,89,0,0.81422018,NM_145333,NP_663306,NM_145333,NP_663306,0.82124749,FALSE,0,H__sapiens__1_-Hs:716393,H__sapiens__1_-Hs:716393,13726,294.8571429,MEKK7,0.17056319,O43318,O43318,4169.2
MAP4K3,17690,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.86238532,0.00304975,0.53694581,0.27285922,53,3,ENSG00000011566,ENSP00000476533,ENSG00000011566,ENSP00000476533,8491,8491,FALSE,-0.112448288,-0.112448288,H__sapiens__1_-Hs:709582,55.69811321,query,query,0,53,0,0.78440367,NM_003618,NP_003609,NM_003618,NP_003609,0.893643558,FALSE,0,H__sapiens__1_-Hs:709582,H__sapiens__1_-Hs:709582,5226,253.7142857,RAB8IPL1,0.17460224,Q8IVH8,Q8IVH8,2382.4
MAP4K5,17430,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.83486239,0.0040252,0.545,0.24319419,58,3,ENSG00000012983,ENSP00000452289,ENSG00000012983,ENSP00000452289,11183,11183,FALSE,-0.115895194,-0.115895194,H__sapiens__1_-Hs:709601,54.81034483,query,query,0,58,0,0.7912844,NM_198794,NP_942089,NM_198794,NP_942089,0.890568556,FALSE,0,H__sapiens__1_-Hs:709601,H__sapiens__1_-Hs:709601,6982,184.8571429,KHS1,0.16969147,Q9Y4K4,Q9Y4K4,3240.966667
MARK3,17512,,,,1.83180428,0.00333416,0.54590985,0.31147541,61,3,ENSG00000075413,ENSP00000454169,ENSG00000075413,ENSP00000454169,4140,4140,FALSE,-0.145178252,-0.145178252,H__sapiens__1_-Hs:710595,58.72131148,query,query,0,61,0,0.79204893,NM_002376,NP_002367,NM_002376,NP_002367,0.864868115,FALSE,0,H__sapiens__1_-Hs:710595,H__sapiens__1_-Hs:710595,6300,230.8571429,PAR-1A,0.18293243,P27448,P27448,4888.666667
MCMBP,17582,,,,1.97859327,0.00076545,0.50540958,0.33068783,28,3,ENSG00000197771,ENSP00000358073,ENSG00000197771,ENSP00000358073,79892,79892,FALSE,-0.102178393,-0.102178393,H__sapiens__1_-Hs:727184,57.42857143,query,query,0,28,0,0.75535168,NM_024834,NP_079110,NM_024834,NP_079110,0.902868472,FALSE,0,H__sapiens__1_-Hs:727184,H__sapiens__1_-Hs:727184,1646,88,MCM-BP,0.18767507,Q9BTE3,Q9BTE3,615.0666667
MED13L,17435,,,,1.81651376,0.004938,0.55050505,0.23462302,64,3,ENSG00000123066,ENSP00000449895,ENSG00000123066,ENSP00000449895,23389,23389,FALSE,-0.11317667,-0.11317667,H__sapiens__1_-Hs:714656,55.125,query,query,0,64,0,0.79587156,NM_015335,NP_056150,NM_015335,NP_056150,0.892992881,FALSE,0,H__sapiens__1_-Hs:714656,H__sapiens__1_-Hs:714656,8556,198.2857143,TRAP240L,0.17066563,Q71F56,Q71F56,8845.066667
MED14,17438,,,,2.04281346,0.0005508,0.48952096,0.23913043,24,3,ENSG00000180182,ENSP00000411357,ENSG00000180182,ENSP00000411357,9282,9282,FALSE,-0.119055313,-0.119055313,H__sapiens__1_-Hs:724305,56.16666667,query,query,0,24,0,0.73929664,NM_004229,NP_004220,NM_004229,NP_004220,0.887758695,FALSE,0,H__sapiens__1_-Hs:724305,H__sapiens__1_-Hs:724305,1126,256.8571429,TRAP170,0.19434833,O60244,O60244,7165.366667
METTL9,17591,,,,2.04281346,0.00044063,0.48952096,0.28104575,18,3,ENSG00000197006,ENSP00000457311,ENSG00000197006,ENSP00000457311,51108,51108,FALSE,-0.070957041,-0.070957041,H__sapiens__1_-Hs:726920,57,query,query,0,18,0,0.73929664,NM_016025,NP_057109,NM_016025,NP_057109,0.931501907,FALSE,0,H__sapiens__1_-Hs:726920,H__sapiens__1_-Hs:726920,982,395.4285714,DREV1,0.19322034,Q9H1A3,Q9H1A3,5209.466667
MFN1,17464,,,,1.88379205,0.00248786,0.53084416,0.29487179,52,3,ENSG00000171109,ENSP00000420617,ENSG00000171109,ENSP00000420617,55669,55669,FALSE,-0.130774046,-0.130774046,H__sapiens__1_-Hs:722411,59.63461538,query,query,0,52,0,0.77905199,NM_033540,NP_284941,NM_033540,NP_284941,0.877416008,FALSE,0,H__sapiens__1_-Hs:722411,H__sapiens__1_-Hs:722411,4386,166.5714286,FLJ20693,0.19052593,Q8IWA4,Q8IWA4,3153.766667
MLH3,17613,,,,2.0030581,0.00039476,0.49923664,0.39492754,24,3,ENSG00000119684,ENSP00000452316,ENSG00000119684,ENSP00000452316,27030,27030,FALSE,-0.105678419,-0.105678419,H__sapiens__1_-Hs:714255,66.16666667,query,query,0,24,0,0.74923547,NM_014381,NP_055196,NM_014381,NP_055196,0.899713932,FALSE,0,H__sapiens__1_-Hs:714255,H__sapiens__1_-Hs:714255,898,218.8571429,,0.21909492,Q9UHC1,Q9UHC1,8214.266667
MON2,17610,,,,1.88379205,0.00254669,0.53084416,0.31935709,54,3,ENSG00000061987,ENSP00000450136,ENSG00000061987,ENSP00000450136,23041,23041,FALSE,-0.118458003,-0.118458003,H__sapiens__1_-Hs:710120,57.5,query,query,0,54,0,0.77905199,NM_015026,NP_055841,NM_015026,NP_055841,0.88828912,FALSE,0,H__sapiens__1_-Hs:710120,H__sapiens__1_-Hs:710120,4522,262,KIAA1040,0.18488746,Q7Z3U7,Q7Z3U7,3887.766667
MUS81,17696,,,,2.13455657,0.00072055,0.46848138,0.22222222,19,3,ENSG00000172732,ENSP00000435277,ENSG00000172732,ENSP00000435277,80198,80198,FALSE,-0.106469227,-0.106469227,H__sapiens__1_-Hs:722805,43.10526316,query,query,0,19,0,0.71636086,NM_025128,NP_079404,NM_025128,NP_079404,0.899002713,FALSE,0,H__sapiens__1_-Hs:722805,H__sapiens__1_-Hs:722805,834,176.2857143,SLX3,0.16327751,Q96NY9,Q96NY9,3532.566667
MYOF,17476,,,,1.9204893,0.00326717,0.52070064,0.24051804,47,3,ENSG00000138119,ENSP00000432708,ENSG00000138119,ENSP00000432708,26509,26509,FALSE,-0.134097253,-0.134097253,H__sapiens__1_-Hs:716965,42.65957447,query,query,0,47,0,0.76987768,NM_133337,NP_579899,NM_133337,NP_579899,0.874505012,FALSE,0,H__sapiens__1_-Hs:716965,H__sapiens__1_-Hs:716965,4574,302.8571429,KIAA1207,0.13941037,Q9NZM1,Q9NZM1,8909.066667
N4BP2L2,17402,,,,1.97859327,0.00094188,0.50540958,0.4031746,36,3,ENSG00000244754,ENSP00000427477,ENSG00000244754,ENSP00000427477,10443,10443,FALSE,-0.087537594,-0.087537594,H__sapiens__1_-Hs:751334,57.13888889,query,query,0,36,0,0.75535168,NM_033111,NP_149102,NM_033111,NP_149102,0.916184428,FALSE,0,H__sapiens__1_-Hs:751334,H__sapiens__1_-Hs:751334,2120,347.1428571,PFAAP5,0.19174124,Q92802,Q92802,8623.9
NAA50,17459,,,,1.86238532,0.00323936,0.53694581,0.26868687,55,3,ENSG00000121579,ENSP00000419729,ENSG00000121579,ENSP00000419729,80218,80218,FALSE,-0.121876528,-0.121876528,H__sapiens__1_-Hs:714495,52.81818182,query,query,0,55,0,0.78440367,NM_025146,NP_079422,NM_025146,NP_079422,0.885257667,FALSE,0,H__sapiens__1_-Hs:714495,H__sapiens__1_-Hs:714495,5538,355.4285714,San,0.16661887,Q9GZZ1,Q9GZZ1,10141.86667
NBPF1,17711,,,,2.12844037,0.00012486,0.46982759,0.31868132,14,3,ENSG00000219481,ENSP00000474816,ENSG00000219481,ENSP00000474816,55672,55672,FALSE,-0.026206444,-0.026206444,H__sapiens__1_-Hs:734178,57.71428571,query,query,0,14,0,0.71788991,NM_017940,NP_060410,NM_017940,NP_060410,0.974133965,FALSE,0,H__sapiens__1_-Hs:734178,H__sapiens__1_-Hs:734178,252,423.4285714,KIAA1693,0.21296784,,,2402
NBR1,17530,,,,1.93272171,0.00187213,0.51740506,0.15120968,32,3,ENSG00000188554,ENSP00000467816,ENSG00000188554,ENSP00000467816,4077,4077,FALSE,-0.131032821,-0.131032821,H__sapiens__1_-Hs:726332,47,query,query,0,32,0,0.76681957,NM_031862,NP_114068,NM_031862,NP_114068,0.877188984,FALSE,0,H__sapiens__1_-Hs:726332,H__sapiens__1_-Hs:726332,2746,371.1428571,M17S2,0.14863528,Q14596,Q14596,6487.5
NCOA6,17565,,,,1.83180428,0.00505587,0.54590985,0.24440411,58,3,ENSG00000198646,ENSP00000363929,ENSG00000198646,ENSP00000363929,23054,23054,FALSE,-0.171845955,-0.171845955,H__sapiens__1_-Hs:727492,52.39655172,query,query,0,58,0,0.79204893,NM_014071,NP_054790,NM_014071,NP_054790,0.842108886,FALSE,0,H__sapiens__1_-Hs:727492,H__sapiens__1_-Hs:727492,8686,320.8571429,TRBP,0.16171775,Q14686,Q14686,518.1666667
NEK1,17440,,,,1.95107034,0.00178528,0.51253918,0.23674242,33,3,ENSG00000137601,ENSP00000427653,ENSG00000137601,ENSP00000427653,4750,4750,FALSE,-0.119323195,-0.119323195,H__sapiens__1_-Hs:716847,53.84848485,query,query,0,33,0,0.76223242,NM_012224,NP_036356,NM_012224,NP_036356,0.887520912,FALSE,0,H__sapiens__1_-Hs:716847,H__sapiens__1_-Hs:716847,3396,258.2857143,NY-REN-55,0.17370479,Q96PY6,Q96PY6,7424.666667
