gene.name,SUID,annotation.name.1,annotation.name,annotations,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,Ensembl.Gene.ID.1,Ensembl.Protein.ID.1,Ensembl.Gene.ID,Ensembl.Protein.ID,Entrez.Gene.ID.1,Entrez.Gene.ID,IsSingleNode,log.score.1,log.score,name,NeighborhoodConnectivity,node.type.1,node.type,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,RefSeq.mRNA.ID.1,RefSeq.Protein.ID.1,RefSeq.mRNA.ID,RefSeq.Protein.ID,score,selected,SelfLoops,shared.name.1,shared.name,Stress,sumRank,Synonym,TopologicalCoefficient,Uniprot.ID.1,Uniprot.ID,RankVar
RALGDS,17510,,,,1.94189602,0.00117346,0.51496063,0.23790323,32,3,ENSG00000160271,ENSP00000437518,ENSG00000160271,ENSP00000437518,5900,5900,FALSE,-0.144499681,-0.144499681,H__sapiens__1_-Hs:719849,53.375,query,query,0,32,0,0.76452599,NM_006266,NP_006257,NM_006266,NP_006257,0.865455188,FALSE,0,H__sapiens__1_-Hs:719849,H__sapiens__1_-Hs:719849,2042,404.2857143,RGF,0.16998408,Q12967,Q12967,5772.166667
RANGRF,17699,,,,2.49235474,0.00003864,0.40122699,0.2,5,3,ENSG00000108961,ENSP00000462310,ENSG00000108961,ENSP00000462310,29098,29098,FALSE,-0.088019857,-0.088019857,H__sapiens__1_-Hs:712925,42.8,query,query,0,5,0,0.62691131,NM_016492,NP_057576,NM_016492,NP_057576,0.915742693,FALSE,0,H__sapiens__1_-Hs:712925,H__sapiens__1_-Hs:712925,58,127.7142857,RANGNRF,0.26625,Q9HD47,Q9HD47,3948.3
RAP1A,17566,,,,1.93883792,0.00131111,0.51577287,0.24201681,35,3,ENSG00000116473,ENSP00000443009,ENSG00000116473,ENSP00000443009,5906,5906,FALSE,-0.172897592,-0.172897592,H__sapiens__1_-Hs:713886,54.97142857,query,query,0,35,0,0.76529052,NM_002884,NP_002875,NM_002884,NP_002875,0.841223758,FALSE,0,H__sapiens__1_-Hs:713886,H__sapiens__1_-Hs:713886,2362,343.7142857,SMGP21,0.17666514,RAP1A_HUMAN,RAP1A_HUMAN,3697.9
RAP1B,17575,,,,1.66972477,0.01473095,0.5989011,0.2198437,109,3,ENSG00000127314,ENSP00000446318,ENSG00000127314,ENSP00000446318,5908,5908,FALSE,-0.183103968,-0.183103968,H__sapiens__1_-Hs:715224,54.96330275,query,query,0,109,0,0.83256881,NM_015646,NP_056461,NM_015646,NP_056461,0.832681579,FALSE,0,H__sapiens__1_-Hs:715224,H__sapiens__1_-Hs:715224,24284,384.8571429,RAL1B,0.16859909,RAP1B_HUMAN,RAP1B_HUMAN,14365.1
RBBP6,17620,,,,1.8470948,0.00312541,0.54139073,0.31151373,59,3,ENSG00000122257,ENSP00000460821,ENSG00000122257,ENSP00000460821,5930,5930,FALSE,-0.126123085,-0.126123085,H__sapiens__1_-Hs:714568,57.47457627,query,query,0,59,0,0.7882263,NM_032626,NP_116015,NM_032626,NP_116015,0.88150634,FALSE,0,H__sapiens__1_-Hs:714568,H__sapiens__1_-Hs:714568,6180,257.1428571,SNAMA,0.18073766,RBBP6_HUMAN,RBBP6_HUMAN,4405.6
RBM12,17609,,,,1.9235474,0.00129593,0.51987281,0.38794926,44,3,ENSG00000244462,ENSP00000411692,ENSG00000244462,ENSP00000411692,10137,10137,FALSE,-0.117611879,-0.117611879,H__sapiens__1_-Hs:751204,65.68181818,query,query,0,44,0,0.76911315,NM_152838,NP_690051,NM_152838,NP_690051,0.889041041,FALSE,0,H__sapiens__1_-Hs:751204,H__sapiens__1_-Hs:751204,3000,188.5714286,SWAN,0.21325266,RBM12_HUMAN,RBM12_HUMAN,6632.4
RBM5,17527,"RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0000375|GO:0000377|GO:0006397,1.82874618,0.00349594,0.54682274,0.34125874,66,3,ENSG00000003756,ENSP00000419534,ENSG00000003756,ENSP00000419534,10181,10181,FALSE,-0.150245405,-0.150245405,H__sapiens__1_-Hs:709316,57.16666667,query,query,0,66,0,0.79281346,NM_005778,NP_005769,NM_005778,NP_005769,0.86049678,FALSE,0,H__sapiens__1_-Hs:709316,H__sapiens__1_-Hs:709316,6568,306.5714286,LUCA15,0.18033649,RBM5_HUMAN,RBM5_HUMAN,3119.766667
RBM6,17491,,,,1.84097859,0.00380157,0.54318937,0.34320465,62,3,ENSG00000004534,ENSP00000443165,ENSG00000004534,ENSP00000443165,10180,10180,FALSE,-0.139803092,-0.139803092,H__sapiens__1_-Hs:709327,54.14516129,query,query,0,62,0,0.78975535,NM_005777,NP_005768,NM_005777,NP_005768,0.869529436,FALSE,0,H__sapiens__1_-Hs:709327,H__sapiens__1_-Hs:709327,6834,293.4285714,NY-LU-12,0.17080493,RBM6_HUMAN,RBM6_HUMAN,5187.766667
RBPJ,17626,,,,1.8470948,0.00344559,0.54139073,0.28374456,53,3,ENSG00000168214,ENSP00000427344,ENSG00000168214,ENSP00000427344,3516,3516,FALSE,-0.130781504,-0.130781504,H__sapiens__1_-Hs:721717,58.52830189,query,query,0,53,0,0.7882263,NM_203284,NP_976029,NM_203284,NP_976029,0.877409464,FALSE,0,H__sapiens__1_-Hs:721717,H__sapiens__1_-Hs:721717,6568,380.8571429,RBPSUH,0.18064291,SUH_HUMAN,SUH_HUMAN,11248.56667
RCN1,17552,,,,1.88073394,0.00432493,0.53170732,0.21853741,49,3,ENSG00000049449,ENSP00000436482,ENSG00000049449,ENSP00000436482,5954,5954,FALSE,-0.163898709,-0.163898709,H__sapiens__1_-Hs:709945,45.91836735,query,query,0,49,0,0.77981651,NM_002901,NP_002892,NM_002901,NP_002892,0.848827996,FALSE,0,H__sapiens__1_-Hs:709945,H__sapiens__1_-Hs:709945,7110,280.5714286,RCN,0.14485289,RCN1_HUMAN,RCN1_HUMAN,2203.066667
RCN2,17569,,,,1.8440367,0.00477788,0.54228856,0.212627,53,3,ENSG00000117906,ENSP00000453052,ENSG00000117906,ENSP00000453052,5955,5955,FALSE,-0.177042898,-0.177042898,H__sapiens__1_-Hs:714082,53.03773585,query,query,0,53,0,0.78899083,NM_002902,NP_002893,NM_002902,NP_002893,0.837743847,FALSE,0,H__sapiens__1_-Hs:714082,H__sapiens__1_-Hs:714082,8144,448.8571429,TCBP49,0.16319303,RCN2_HUMAN,RCN2_HUMAN,3649.366667
REL,17514,,,,1.85626911,0.00331569,0.53871499,0.22352941,51,3,ENSG00000162924,ENSP00000377989,ENSG00000162924,ENSP00000377989,5966,5966,FALSE,-0.145725533,-0.145725533,H__sapiens__1_-Hs:720262,52.7254902,query,query,0,51,0,0.78593272,NM_002908,NP_002899,NM_002908,NP_002899,0.864394919,FALSE,0,H__sapiens__1_-Hs:720262,H__sapiens__1_-Hs:720262,5284,119.4285714,I-Rel,0.16323681,REL_HUMAN,REL_HUMAN,2345.466667
REV3L,17650,,,,1.74617737,0.00808198,0.57267951,0.24131327,86,3,ENSG00000009413,ENSP00000402003,ENSG00000009413,ENSP00000402003,5980,5980,FALSE,-0.159265197,-0.159265197,H__sapiens__1_-Hs:709511,56.23255814,query,query,0,86,0,0.81345566,NM_002912,NP_002903,NM_002912,NP_002903,0.852770177,FALSE,0,H__sapiens__1_-Hs:709511,H__sapiens__1_-Hs:709511,13554,330.2857143,REV3,0.17355728,O60673,O60673,4493.866667
RFX3,17632,,,,2.23853211,0.00029378,0.44672131,0.1969697,12,4,ENSG00000080298,ENSP00000416189,ENSG00000080298,ENSP00000416189,5991,5991,FALSE,-0.102518986,-0.102518986,H__sapiens__1_-Hs:710779,43.25,query,query,0,12,0,0.69036697,NM_134428,NP_602304,NM_134428,NP_602304,0.902561014,FALSE,0,H__sapiens__1_-Hs:710779,H__sapiens__1_-Hs:710779,444,120.2857143,,0.1825565,RFX3_HUMAN,RFX3_HUMAN,7475.366667
RFX7,17406,,,,1.86238532,0.00307949,0.53694581,0.28733032,52,3,ENSG00000181827,ENSP00000453611,ENSG00000181827,ENSP00000453611,64864,64864,FALSE,-0.100301128,-0.100301128,H__sapiens__1_-Hs:724616,57.42307692,query,query,0,52,0,0.78440367,NM_022841,NP_073752,NM_022841,NP_073752,0.904564987,FALSE,0,H__sapiens__1_-Hs:724616,H__sapiens__1_-Hs:724616,5818,174.8571429,RFXDC2,0.17944712,RFX7_HUMAN,RFX7_HUMAN,5899.2
RIT1,17648,,,,1.88990826,0.00204084,0.52912621,0.24878049,41,3,ENSG00000143622,ENSP00000476612,ENSG00000143622,ENSP00000476612,6016,6016,FALSE,-0.133162651,-0.133162651,H__sapiens__1_-Hs:717798,53.70731707,query,query,0,41,0,0.77752294,NM_006912,NP_008843,NM_006912,NP_008843,0.875322708,FALSE,0,H__sapiens__1_-Hs:717798,H__sapiens__1_-Hs:717798,3594,84.85714286,RIT,0.16679291,RIT1_HUMAN,RIT1_HUMAN,622.7
RNASEH1,17669,,,,2.03363914,0.00095182,0.49172932,0.22666667,25,3,ENSG00000171865,ENSP00000411646,ENSG00000171865,ENSP00000411646,246243,246243,FALSE,-0.103499013,-0.103499013,H__sapiens__1_-Hs:722605,49.16,query,query,0,25,0,0.74159021,NM_002936,NP_002927,NM_002936,NP_002927,0.901676913,FALSE,0,H__sapiens__1_-Hs:722605,H__sapiens__1_-Hs:722605,1482,249.7142857,,0.16937931,RNH1_HUMAN,RNH1_HUMAN,7321.066667
RND3,17548,,,,1.85932722,0.00654478,0.53782895,0.19375907,53,3,ENSG00000115963,ENSP00000411950,ENSG00000115963,ENSP00000411950,390,390,FALSE,-0.161171821,-0.161171821,H__sapiens__1_-Hs:713823,44.56603774,query,query,0,53,0,0.7851682,NM_005168,NP_005159,NM_005168,NP_005159,0.851145814,FALSE,0,H__sapiens__1_-Hs:713823,H__sapiens__1_-Hs:713823,10326,424.8571429,RhoE,0.1396463,RND3_HUMAN,RND3_HUMAN,7651.366667
ROCK1,17635,,,,1.79816514,0.00451246,0.55612245,0.2889336,71,3,ENSG00000067900,ENSP00000462004,ENSG00000067900,ENSP00000462004,6093,6093,FALSE,-0.142139381,-0.142139381,H__sapiens__1_-Hs:710309,58.35211268,query,query,0,71,0,0.80045872,NM_005406,NP_005397,NM_005406,NP_005397,0.867500335,FALSE,0,H__sapiens__1_-Hs:710309,H__sapiens__1_-Hs:710309,7900,299.4285714,p160ROCK,0.18121774,ROCK1_HUMAN,ROCK1_HUMAN,4335.466667
RPRD1A,17393,,,,2.07033639,0.00081053,0.48301329,0.34153846,26,3,ENSG00000141425,ENSP00000468209,ENSG00000141425,ENSP00000468209,55197,55197,FALSE,-0.077041615,-0.077041615,H__sapiens__1_-Hs:717458,53.34615385,query,query,0,26,0,0.7324159,NM_018170,NP_060640,NM_018170,NP_060640,0.925851323,FALSE,0,H__sapiens__1_-Hs:717458,H__sapiens__1_-Hs:717458,1276,333.4285714,P15RS,0.19189264,RPR1A_HUMAN,RPR1A_HUMAN,6577.1
RPS6KA2,17578,,,,2.17737003,0.00031874,0.45926966,0.28571429,15,3,ENSG00000071242,ENSP00000427605,ENSG00000071242,ENSP00000427605,6196,6196,FALSE,-0.1213718,-0.1213718,H__sapiens__1_-Hs:710436,42.8,query,query,0,15,0,0.70565749,NM_021135,NP_066958,NM_021135,NP_066958,0.885704593,FALSE,0,H__sapiens__1_-Hs:710436,H__sapiens__1_-Hs:710436,598,333.1428571,RSK3,0.16890646,Q15349,Q15349,2449.066667
RSAD1,17392,,,,2.09785933,0.0005756,0.47667638,0.19166667,16,3,ENSG00000136444,ENSP00000465567,ENSG00000136444,ENSP00000465567,55316,55316,FALSE,-0.084397303,-0.084397303,H__sapiens__1_-Hs:716614,41.75,query,query,0,16,0,0.72553517,NM_018346,NP_060816,NM_018346,NP_060816,0.919066036,FALSE,0,H__sapiens__1_-Hs:716614,H__sapiens__1_-Hs:716614,816,250.5714286,FLJ11164,0.14995504,RSAD1_HUMAN,RSAD1_HUMAN,1389.366667
RSL24D1,17501,,,,1.87155963,0.00369224,0.53431373,0.27597403,56,3,ENSG00000137876,ENSP00000455291,ENSG00000137876,ENSP00000455291,51187,51187,FALSE,-0.129322561,-0.129322561,H__sapiens__1_-Hs:716911,55.30357143,query,query,0,56,0,0.78211009,NM_016304,NP_057388,NM_016304,NP_057388,0.878690489,FALSE,0,H__sapiens__1_-Hs:716911,H__sapiens__1_-Hs:716911,6302,405.1428571,RPL24L,0.17668873,RLP24_HUMAN,RLP24_HUMAN,6633.466667
SASH1,17631,,,,2.03058104,0.00064944,0.49246988,0.27667984,23,3,ENSG00000111961,ENSP00000356439,ENSG00000111961,ENSP00000356439,23328,23328,FALSE,-0.113613207,-0.113613207,H__sapiens__1_-Hs:713295,47.60869565,query,query,0,23,0,0.74235474,NM_015278,NP_056093,NM_015278,NP_056093,0.892603142,FALSE,0,H__sapiens__1_-Hs:713295,H__sapiens__1_-Hs:713295,1150,444,SH3D6A,0.16193434,SASH1_HUMAN,SASH1_HUMAN,3591.6
SAT1,17487,,,,1.87461774,0.00394422,0.53344209,0.23214286,49,3,ENSG00000130066,ENSP00000368572,ENSG00000130066,ENSP00000368572,6303,6303,FALSE,-0.139340794,-0.139340794,H__sapiens__1_-Hs:715537,48.28571429,query,query,0,49,0,0.78134557,NM_002970,NP_002961,NM_002970,NP_002961,0.869931511,FALSE,0,H__sapiens__1_-Hs:715537,H__sapiens__1_-Hs:715537,5716,486.5714286,SSAT,0.15136588,SAT1_HUMAN,SAT1_HUMAN,5802.166667
SAV1,17683,,,,1.96636086,0.0010959,0.50855365,0.21367521,27,3,ENSG00000151748,ENSP00000452104,ENSG00000151748,ENSP00000452104,60485,60485,FALSE,-0.088849242,-0.088849242,H__sapiens__1_-Hs:718823,53.62962963,query,query,0,27,0,0.75840979,NM_021818,NP_068590,NM_021818,NP_068590,0.914983505,FALSE,0,H__sapiens__1_-Hs:718823,H__sapiens__1_-Hs:718823,1862,213.4285714,WW45,0.17244254,SAV1_HUMAN,SAV1_HUMAN,2243.9
SCAF11,17424,"RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0000375|GO:0000377|GO:0006397,1.78899083,0.0043377,0.55897436,0.30221328,71,3,ENSG00000139218,ENSP00000449812,ENSG00000139218,ENSP00000449812,9169,9169,FALSE,-0.112238699,-0.112238699,H__sapiens__1_-Hs:717145,59.98591549,query,query,0,71,0,0.80275229,NM_004719,NP_004710,NM_004719,NP_004710,0.893830876,FALSE,0,H__sapiens__1_-Hs:717145,H__sapiens__1_-Hs:717145,9018,231.1428571,SRSF2IP,0.18457205,SCAFB_HUMAN,SCAFB_HUMAN,4585.766667
SEC24A,17472,,,,1.88073394,0.00221171,0.53170732,0.27801268,44,3,ENSG00000113615,ENSP00000424273,ENSG00000113615,ENSP00000424273,10802,10802,FALSE,-0.133999532,-0.133999532,H__sapiens__1_-Hs:713522,58.25,query,query,0,44,0,0.77981651,NM_021982,NP_068817,NM_021982,NP_068817,0.874590474,FALSE,0,H__sapiens__1_-Hs:713522,H__sapiens__1_-Hs:713522,3970,130.5714286,,0.18090062,SC24A_HUMAN,SC24A_HUMAN,7329.366667
SENP7,17401,,,,1.88990826,0.0027464,0.52912621,0.29788839,52,3,ENSG00000138468,ENSP00000402977,ENSG00000138468,ENSP00000402977,57337,57337,FALSE,-0.099955339,-0.099955339,H__sapiens__1_-Hs:717029,54.42307692,query,query,0,52,0,0.77752294,NM_020654,NP_065705,NM_020654,NP_065705,0.90487783,FALSE,0,H__sapiens__1_-Hs:717029,H__sapiens__1_-Hs:717029,4792,129.1428571,,0.17499382,SENP7_HUMAN,SENP7_HUMAN,3799.866667
SEPT8,17412,,,,1.99082569,0.00086963,0.50230415,0.20948617,23,3,ENSG00000164402,ENSP00000411823,,,23176,NA,FALSE,-0.103768625,NA,H__sapiens__1_-Hs:720746,47.39130435,query,,0,23,0,0.75229358,NM_015146,NP_055961,,,0.901433843,FALSE,0,H__sapiens__1_-Hs:720746,,1488,NA,KIAA0202,0.15436907,SEPT8_HUMAN,,11764.56667
SERBP1,17470,,,,2.02752294,0.00050175,0.49321267,0.42528736,30,3,ENSG00000142864,ENSP00000360034,ENSG00000142864,ENSP00000360034,26135,26135,FALSE,-0.133223498,-0.133223498,H__sapiens__1_-Hs:717645,58.9,query,query,0,30,0,0.74311927,NM_015640,NP_056455,NM_015640,NP_056455,0.875269449,FALSE,0,H__sapiens__1_-Hs:717645,H__sapiens__1_-Hs:717645,1120,394.2857143,PAIRBP1,0.20451389,Q8NC51,Q8NC51,2520.4
SETD2,17537,,,,1.8470948,0.00161792,0.54139073,0.38855219,55,3,ENSG00000181555,ENSP00000416401,ENSG00000181555,ENSP00000416401,29072,29072,FALSE,-0.130674196,-0.130674196,H__sapiens__1_-Hs:724564,63.96363636,query,query,0,55,0,0.7882263,NM_014159,NP_054878,NM_014159,NP_054878,0.877503622,FALSE,0,H__sapiens__1_-Hs:724564,H__sapiens__1_-Hs:724564,3602,342.5714286,KMT3A,0.19864483,SETD2_HUMAN,SETD2_HUMAN,8682.166667
SF3A1,17589,"RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397,2.00611621,0.0009732,0.49847561,0.33068783,28,3,ENSG00000099995,ENSP00000412715,ENSG00000099995,ENSP00000412715,10291,10291,FALSE,-0.195459647,-0.195459647,H__sapiens__1_-Hs:711449,55.03571429,query,query,0,28,0,0.74847095,NM_005877,NP_005868,NM_005877,NP_005868,0.822456532,FALSE,0,H__sapiens__1_-Hs:711449,H__sapiens__1_-Hs:711449,1702,337.1428571,SF3a120,0.18530544,SF3A1_HUMAN,SF3A1_HUMAN,6530.266667
SGK1,17543,,,,1.89602446,0.00220409,0.52741935,0.25555556,45,3,ENSG00000118515,ENSP00000436470,ENSG00000118515,ENSP00000436470,6446,6446,FALSE,-0.157745979,-0.157745979,H__sapiens__1_-Hs:714139,50.06666667,query,query,0,45,0,0.77599388,NM_005627,NP_005618,NM_005627,NP_005618,0.854066705,FALSE,0,H__sapiens__1_-Hs:714139,H__sapiens__1_-Hs:714139,3762,522.2857143,SGK,0.15843882,SGK1_HUMAN,SGK1_HUMAN,339.8666667
SH2B3,17649,,,,1.8440367,0.00472734,0.54228856,0.22154882,55,3,ENSG00000111252,ENSP00000473529,ENSG00000111252,ENSP00000473529,10019,10019,FALSE,-0.15683978,-0.15683978,H__sapiens__1_-Hs:713177,49.69090909,query,query,0,55,0,0.78899083,NM_005475,NP_005466,NM_005475,NP_005466,0.85484101,FALSE,0,H__sapiens__1_-Hs:713177,H__sapiens__1_-Hs:713177,7868,171.1428571,LNK,0.15384182,SH2B3_HUMAN,SH2B3_HUMAN,5681.766667
SH3GLB1,17515,,,,1.87767584,0.00252604,0.53257329,0.21594684,43,3,ENSG00000097033,ENSP00000473267,ENSG00000097033,ENSP00000473267,51100,51100,FALSE,-0.145778375,-0.145778375,H__sapiens__1_-Hs:711368,53.76744186,query,query,0,43,0,0.78058104,NM_016009,NP_057093,NM_016009,NP_057093,0.864349244,FALSE,0,H__sapiens__1_-Hs:711368,H__sapiens__1_-Hs:711368,4226,387.7142857,PPP1R70,0.16594889,SHLB1_HUMAN,SHLB1_HUMAN,6768.566667
SLC11A2,17407,,,,1.93272171,0.001492,0.51740506,0.22916667,33,3,ENSG00000110911,ENSP00000450389,ENSG00000110911,ENSP00000450389,4891,4891,FALSE,-0.1015829,-0.1015829,H__sapiens__1_-Hs:713137,55.63636364,query,query,0,33,0,0.76681957,NM_001174130,NP_001167601,NM_001174130,NP_001167601,0.903406284,FALSE,0,H__sapiens__1_-Hs:713137,H__sapiens__1_-Hs:713137,2622,337.1428571,NRAMP2,0.17606444,P49281,P49281,9075.066667
SLC26A2,17522,,,,1.86238532,0.00577437,0.53694581,0.17772109,49,3,ENSG00000155850,ENSP00000426053,ENSG00000155850,ENSP00000426053,1836,1836,FALSE,-0.136075779,-0.136075779,H__sapiens__1_-Hs:719288,49.10204082,query,query,0,49,0,0.78440367,NM_000112,NP_000103,NM_000112,NP_000103,0.872776492,FALSE,0,H__sapiens__1_-Hs:719288,H__sapiens__1_-Hs:719288,9494,296,DTDST,0.1520187,S26A2_HUMAN,S26A2_HUMAN,4149.866667
SLC33A1,17474,,,,1.88073394,0.00311918,0.53170732,0.23311748,47,3,ENSG00000169359,ENSP00000419165,ENSG00000169359,ENSP00000419165,9197,9197,FALSE,-0.126922269,-0.126922269,H__sapiens__1_-Hs:722004,51.27659574,query,query,0,47,0,0.77981651,NM_004733,NP_004724,NM_004733,NP_004724,0.880802135,FALSE,0,H__sapiens__1_-Hs:722004,H__sapiens__1_-Hs:722004,4768,123.4285714,SPG42,0.16074168,O00400,O00400,2013.2
SLC35A3,17623,,,,1.85932722,0.00324886,0.53782895,0.23686275,51,3,ENSG00000117620,ENSP00000436938,ENSG00000117620,ENSP00000436938,23443,23443,FALSE,-0.128935321,-0.128935321,H__sapiens__1_-Hs:714059,55.21568627,query,query,0,51,0,0.7851682,NM_012243,NP_036375,NM_012243,NP_036375,0.879030818,FALSE,0,H__sapiens__1_-Hs:714059,H__sapiens__1_-Hs:714059,6070,122.5714286,,0.17147729,S35A3_HUMAN,S35A3_HUMAN,2310.7
SLCO3A1,17670,,,,2.06727829,0.00085972,0.48372781,0.1754386,19,3,ENSG00000176463,ENSP00000451780,ENSG00000176463,ENSP00000451780,28232,28232,FALSE,-0.114754214,-0.114754214,H__sapiens__1_-Hs:723556,43.47368421,query,query,0,19,0,0.73318043,NM_013272,NP_037404,NM_013272,NP_037404,0.891585256,FALSE,0,H__sapiens__1_-Hs:723556,H__sapiens__1_-Hs:723556,1378,235.4285714,SLC21A11,0.15200589,SO3A1_HUMAN,SO3A1_HUMAN,4428.266667
SLK,17486,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.87461774,0.00214709,0.53344209,0.26565657,45,3,ENSG00000065613,ENSP00000358770,ENSG00000065613,ENSP00000358770,9748,9748,FALSE,-0.137773252,-0.137773252,H__sapiens__1_-Hs:710223,59.6,query,query,0,45,0,0.78134557,NM_014720,NP_055535,NM_014720,NP_055535,0.871296234,FALSE,0,H__sapiens__1_-Hs:710223,H__sapiens__1_-Hs:710223,4098,409.1428571,se20-9,0.18452012,SLK_HUMAN,SLK_HUMAN,1778.666667
SMAD1,17658,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.88685015,0.00385828,0.52998379,0.17584541,46,3,ENSG00000170365,ENSP00000427002,ENSG00000170365,ENSP00000427002,4086,4086,FALSE,-0.17772369,-0.17772369,H__sapiens__1_-Hs:722228,47.36956522,query,query,0,46,0,0.77828746,NM_005900,NP_005891,NM_005900,NP_005891,0.837173711,FALSE,0,H__sapiens__1_-Hs:722228,H__sapiens__1_-Hs:722228,6620,312.8571429,MADR1,0.1489609,SMAD1_HUMAN,SMAD1_HUMAN,7814.3
SMAD5,17533,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.85015291,0.00285626,0.54049587,0.31453634,57,3,ENSG00000113658,ENSP00000446474,ENSG00000113658,ENSP00000446474,4090,4090,FALSE,-0.153743779,-0.153743779,H__sapiens__1_-Hs:713530,59.12280702,query,query,0,57,0,0.78746177,NM_005903,NP_005894,NM_005903,NP_005894,0.8574917,FALSE,0,H__sapiens__1_-Hs:713530,H__sapiens__1_-Hs:713530,5482,261.1428571,MADH5,0.18533795,SMAD5_HUMAN,SMAD5_HUMAN,11874.26667
SMC2,17656,,,,1.97859327,0.00142546,0.50540958,0.31451613,32,3,ENSG00000136824,ENSP00000431534,ENSG00000136824,ENSP00000431534,10592,10592,FALSE,-0.172595305,-0.172595305,H__sapiens__1_-Hs:716680,51.625,query,query,0,32,0,0.75535168,NM_006444,NP_006435,NM_006444,NP_006435,0.841478088,FALSE,0,H__sapiens__1_-Hs:716680,H__sapiens__1_-Hs:716680,2398,249.4285714,SMC2L1,0.17140781,SMC2_HUMAN,SMC2_HUMAN,8884.3
SMC5,17466,,,,1.85626911,0.00165775,0.53871499,0.38506494,56,3,ENSG00000198887,ENSP00000354957,ENSG00000198887,ENSP00000354957,23137,23137,FALSE,-0.122629285,-0.122629285,H__sapiens__1_-Hs:727621,64.60714286,query,query,0,56,0,0.78593272,NM_015110,NP_055925,NM_015110,NP_055925,0.884591533,FALSE,0,H__sapiens__1_-Hs:727621,H__sapiens__1_-Hs:727621,3276,128.8571429,SMC5L1,0.20316712,SMC5_HUMAN,SMC5_HUMAN,6776.166667
SMNDC1,17580,"RNA splicing|RNA splicing, via transesterification reactions","RNA splicing|RNA splicing, via transesterification reactions",GO:0008380|GO:0000375,1.68195719,0.01057711,0.59454545,0.27367475,106,3,ENSG00000119953,ENSP00000358616,ENSG00000119953,ENSP00000358616,10285,10285,FALSE,-0.188580714,-0.188580714,H__sapiens__1_-Hs:714305,56.31132075,query,query,0,106,0,0.8295107,NM_005871,NP_005862,NM_005871,NP_005862,0.828133659,FALSE,0,H__sapiens__1_-Hs:714305,H__sapiens__1_-Hs:714305,18434,418.8571429,TDRD16C,0.1732656,SPF30_HUMAN,SPF30_HUMAN,2923.466667
SNAPC3,17404,,,,1.99388379,0.00143253,0.50153374,0.21290323,31,3,ENSG00000164975,ENSP00000436699,ENSG00000164975,ENSP00000436699,6619,6619,FALSE,-0.100230631,-0.100230631,H__sapiens__1_-Hs:720896,51.64516129,query,query,0,31,0,0.75152905,NM_001039697,NP_001034786,NM_001039697,NP_001034786,0.904628759,FALSE,0,H__sapiens__1_-Hs:720896,H__sapiens__1_-Hs:720896,2480,178.5714286,SNAP50,0.17378082,SNPC3_HUMAN,SNPC3_HUMAN,11445.36667
SOAT1,17396,,,,1.97553517,0.00194441,0.50619195,0.17471264,30,3,ENSG00000057252,ENSP00000445315,ENSG00000057252,ENSP00000445315,6646,6646,FALSE,-0.084971971,-0.084971971,H__sapiens__1_-Hs:710054,42.86666667,query,query,0,30,0,0.75611621,NM_003101,NP_003092,NM_003101,NP_003092,0.91853803,FALSE,0,H__sapiens__1_-Hs:710054,H__sapiens__1_-Hs:710054,3002,170.5714286,STAT,0.14054645,SOAT1_HUMAN,SOAT1_HUMAN,8303.5
SOCS2,17477,,,,1.89602446,0.0020243,0.52741935,0.22948718,40,3,ENSG00000120833,ENSP00000474888,ENSG00000120833,ENSP00000474888,8835,8835,FALSE,-0.135904983,-0.135904983,H__sapiens__1_-Hs:714421,50.675,query,query,0,40,0,0.77599388,NM_003877,NP_003868,NM_003877,NP_003868,0.872925571,FALSE,0,H__sapiens__1_-Hs:714421,H__sapiens__1_-Hs:714421,3376,82.28571429,STATI2,0.15786604,SOCS2_HUMAN,SOCS2_HUMAN,1274.4
