gene.name,SUID,annotation.name,annotations,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,Ensembl.Gene.ID,Ensembl.Protein.ID,Entrez.Gene.ID,IsSingleNode,log.score,name,NeighborhoodConnectivity,node.type,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,RefSeq.mRNA.ID,RefSeq.Protein.ID,score,selected,SelfLoops,shared.name,Stress,Synonym,TopologicalCoefficient,Uniprot.ID,sumRank
REV3L,472,,,1.74617737,0.00808198,0.57267951,0.24131327,86,3,ENSG00000009413,ENSP00000402003,5980,FALSE,-0.159265197,H__sapiens__1_-Hs:709511,56.23255814,query,0,86,0,0.81345566,NM_002912,NP_002903,0.852770177,FALSE,0,H__sapiens__1_-Hs:709511,13554,REV3,0.17355728,O60673,330.2857143
RFX3,490,,,2.23853211,0.00029378,0.44672131,0.1969697,12,4,ENSG00000080298,ENSP00000416189,5991,FALSE,-0.102518986,H__sapiens__1_-Hs:710779,43.25,query,0,12,0,0.69036697,NM_134428,NP_602304,0.902561014,FALSE,0,H__sapiens__1_-Hs:710779,444,,0.1825565,RFX3_HUMAN,120.2857143
RFX7,716,,,1.86238532,0.00307949,0.53694581,0.28733032,52,3,ENSG00000181827,ENSP00000453611,64864,FALSE,-0.100301128,H__sapiens__1_-Hs:724616,57.42307692,query,0,52,0,0.78440367,NM_022841,NP_073752,0.904564987,FALSE,0,H__sapiens__1_-Hs:724616,5818,RFXDC2,0.17944712,RFX7_HUMAN,174.8571429
RIT1,474,,,1.88990826,0.00204084,0.52912621,0.24878049,41,3,ENSG00000143622,ENSP00000476612,6016,FALSE,-0.133162651,H__sapiens__1_-Hs:717798,53.70731707,query,0,41,0,0.77752294,NM_006912,NP_008843,0.875322708,FALSE,0,H__sapiens__1_-Hs:717798,3594,RIT,0.16679291,RIT1_HUMAN,84.85714286
RNASEH1,453,,,2.03363914,0.00095182,0.49172932,0.22666667,25,3,ENSG00000171865,ENSP00000411646,246243,FALSE,-0.103499013,H__sapiens__1_-Hs:722605,49.16,query,0,25,0,0.74159021,NM_002936,NP_002927,0.901676913,FALSE,0,H__sapiens__1_-Hs:722605,1482,,0.16937931,RNH1_HUMAN,249.7142857
RND3,574,,,1.85932722,0.00654478,0.53782895,0.19375907,53,3,ENSG00000115963,ENSP00000411950,390,FALSE,-0.161171821,H__sapiens__1_-Hs:713823,44.56603774,query,0,53,0,0.7851682,NM_005168,NP_005159,0.851145814,FALSE,0,H__sapiens__1_-Hs:713823,10326,RhoE,0.1396463,RND3_HUMAN,424.8571429
ROCK1,487,,,1.79816514,0.00451246,0.55612245,0.2889336,71,3,ENSG00000067900,ENSP00000462004,6093,FALSE,-0.142139381,H__sapiens__1_-Hs:710309,58.35211268,query,0,71,0,0.80045872,NM_005406,NP_005397,0.867500335,FALSE,0,H__sapiens__1_-Hs:710309,7900,p160ROCK,0.18121774,ROCK1_HUMAN,299.4285714
RPRD1A,729,,,2.07033639,0.00081053,0.48301329,0.34153846,26,3,ENSG00000141425,ENSP00000468209,55197,FALSE,-0.077041615,H__sapiens__1_-Hs:717458,53.34615385,query,0,26,0,0.7324159,NM_018170,NP_060640,0.925851323,FALSE,0,H__sapiens__1_-Hs:717458,1276,P15RS,0.19189264,RPR1A_HUMAN,333.4285714
RPS6KA2,544,,,2.17737003,0.00031874,0.45926966,0.28571429,15,3,ENSG00000071242,ENSP00000427605,6196,FALSE,-0.1213718,H__sapiens__1_-Hs:710436,42.8,query,0,15,0,0.70565749,NM_021135,NP_066958,0.885704593,FALSE,0,H__sapiens__1_-Hs:710436,598,RSK3,0.16890646,Q15349,333.1428571
RSAD1,730,,,2.09785933,0.0005756,0.47667638,0.19166667,16,3,ENSG00000136444,ENSP00000465567,55316,FALSE,-0.084397303,H__sapiens__1_-Hs:716614,41.75,query,0,16,0,0.72553517,NM_018346,NP_060816,0.919066036,FALSE,0,H__sapiens__1_-Hs:716614,816,FLJ11164,0.14995504,RSAD1_HUMAN,250.5714286
RSL24D1,621,,,1.87155963,0.00369224,0.53431373,0.27597403,56,3,ENSG00000137876,ENSP00000455291,51187,FALSE,-0.129322561,H__sapiens__1_-Hs:716911,55.30357143,query,0,56,0,0.78211009,NM_016304,NP_057388,0.878690489,FALSE,0,H__sapiens__1_-Hs:716911,6302,RPL24L,0.17668873,RLP24_HUMAN,405.1428571
SASH1,491,,,2.03058104,0.00064944,0.49246988,0.27667984,23,3,ENSG00000111961,ENSP00000356439,23328,FALSE,-0.113613207,H__sapiens__1_-Hs:713295,47.60869565,query,0,23,0,0.74235474,NM_015278,NP_056093,0.892603142,FALSE,0,H__sapiens__1_-Hs:713295,1150,SH3D6A,0.16193434,SASH1_HUMAN,444
SAT1,635,,,1.87461774,0.00394422,0.53344209,0.23214286,49,3,ENSG00000130066,ENSP00000368572,6303,FALSE,-0.139340794,H__sapiens__1_-Hs:715537,48.28571429,query,0,49,0,0.78134557,NM_002970,NP_002961,0.869931511,FALSE,0,H__sapiens__1_-Hs:715537,5716,SSAT,0.15136588,SAT1_HUMAN,486.5714286
SAV1,439,,,1.96636086,0.0010959,0.50855365,0.21367521,27,3,ENSG00000151748,ENSP00000452104,60485,FALSE,-0.088849242,H__sapiens__1_-Hs:718823,53.62962963,query,0,27,0,0.75840979,NM_021818,NP_068590,0.914983505,FALSE,0,H__sapiens__1_-Hs:718823,1862,WW45,0.17244254,SAV1_HUMAN,213.4285714
SCAF11,698,"RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0000375|GO:0000377|GO:0006397,1.78899083,0.0043377,0.55897436,0.30221328,71,3,ENSG00000139218,ENSP00000449812,9169,FALSE,-0.112238699,H__sapiens__1_-Hs:717145,59.98591549,query,0,71,0,0.80275229,NM_004719,NP_004710,0.893830876,FALSE,0,H__sapiens__1_-Hs:717145,9018,SRSF2IP,0.18457205,SCAFB_HUMAN,231.1428571
SEC24A,650,,,1.88073394,0.00221171,0.53170732,0.27801268,44,3,ENSG00000113615,ENSP00000424273,10802,FALSE,-0.133999532,H__sapiens__1_-Hs:713522,58.25,query,0,44,0,0.77981651,NM_021982,NP_068817,0.874590474,FALSE,0,H__sapiens__1_-Hs:713522,3970,,0.18090062,SC24A_HUMAN,130.5714286
SENP7,721,,,1.88990826,0.0027464,0.52912621,0.29788839,52,3,ENSG00000138468,ENSP00000402977,57337,FALSE,-0.099955339,H__sapiens__1_-Hs:717029,54.42307692,query,0,52,0,0.77752294,NM_020654,NP_065705,0.90487783,FALSE,0,H__sapiens__1_-Hs:717029,4792,,0.17499382,SENP7_HUMAN,129.1428571
Sep-08,710,,,1.99082569,0.00086963,0.50230415,0.20948617,23,3,ENSG00000164402,ENSP00000411823,23176,FALSE,-0.103768625,H__sapiens__1_-Hs:720746,47.39130435,query,0,23,0,0.75229358,NM_015146,NP_055961,0.901433843,FALSE,0,H__sapiens__1_-Hs:720746,1488,KIAA0202,0.15436907,SEPT8_HUMAN,346
SERBP1,652,,,2.02752294,0.00050175,0.49321267,0.42528736,30,3,ENSG00000142864,ENSP00000360034,26135,FALSE,-0.133223498,H__sapiens__1_-Hs:717645,58.9,query,0,30,0,0.74311927,NM_015640,NP_056455,0.875269449,FALSE,0,H__sapiens__1_-Hs:717645,1120,PAIRBP1,0.20451389,Q8NC51,394.2857143
SETD2,585,,,1.8470948,0.00161792,0.54139073,0.38855219,55,3,ENSG00000181555,ENSP00000416401,29072,FALSE,-0.130674196,H__sapiens__1_-Hs:724564,63.96363636,query,0,55,0,0.7882263,NM_014159,NP_054878,0.877503622,FALSE,0,H__sapiens__1_-Hs:724564,3602,KMT3A,0.19864483,SETD2_HUMAN,342.5714286
SF3A1,533,"RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397,2.00611621,0.0009732,0.49847561,0.33068783,28,3,ENSG00000099995,ENSP00000412715,10291,FALSE,-0.195459647,H__sapiens__1_-Hs:711449,55.03571429,query,0,28,0,0.74847095,NM_005877,NP_005868,0.822456532,FALSE,0,H__sapiens__1_-Hs:711449,1702,SF3a120,0.18530544,SF3A1_HUMAN,337.1428571
SGK1,579,,,1.89602446,0.00220409,0.52741935,0.25555556,45,3,ENSG00000118515,ENSP00000436470,6446,FALSE,-0.157745979,H__sapiens__1_-Hs:714139,50.06666667,query,0,45,0,0.77599388,NM_005627,NP_005618,0.854066705,FALSE,0,H__sapiens__1_-Hs:714139,3762,SGK,0.15843882,SGK1_HUMAN,522.2857143
SH2B3,473,,,1.8440367,0.00472734,0.54228856,0.22154882,55,3,ENSG00000111252,ENSP00000473529,10019,FALSE,-0.15683978,H__sapiens__1_-Hs:713177,49.69090909,query,0,55,0,0.78899083,NM_005475,NP_005466,0.85484101,FALSE,0,H__sapiens__1_-Hs:713177,7868,LNK,0.15384182,SH2B3_HUMAN,171.1428571
SH3GLB1,607,,,1.87767584,0.00252604,0.53257329,0.21594684,43,3,ENSG00000097033,ENSP00000473267,51100,FALSE,-0.145778375,H__sapiens__1_-Hs:711368,53.76744186,query,0,43,0,0.78058104,NM_016009,NP_057093,0.864349244,FALSE,0,H__sapiens__1_-Hs:711368,4226,PPP1R70,0.16594889,SHLB1_HUMAN,387.7142857
SLC11A2,715,,,1.93272171,0.001492,0.51740506,0.22916667,33,3,ENSG00000110911,ENSP00000450389,4891,FALSE,-0.1015829,H__sapiens__1_-Hs:713137,55.63636364,query,0,33,0,0.76681957,NM_001174130,NP_001167601,0.903406284,FALSE,0,H__sapiens__1_-Hs:713137,2622,NRAMP2,0.17606444,P49281,337.1428571
SLC26A2,600,,,1.86238532,0.00577437,0.53694581,0.17772109,49,3,ENSG00000155850,ENSP00000426053,1836,FALSE,-0.136075779,H__sapiens__1_-Hs:719288,49.10204082,query,0,49,0,0.78440367,NM_000112,NP_000103,0.872776492,FALSE,0,H__sapiens__1_-Hs:719288,9494,DTDST,0.1520187,S26A2_HUMAN,296
SLC33A1,648,,,1.88073394,0.00311918,0.53170732,0.23311748,47,3,ENSG00000169359,ENSP00000419165,9197,FALSE,-0.126922269,H__sapiens__1_-Hs:722004,51.27659574,query,0,47,0,0.77981651,NM_004733,NP_004724,0.880802135,FALSE,0,H__sapiens__1_-Hs:722004,4768,SPG42,0.16074168,O00400,123.4285714
SLC35A3,499,,,1.85932722,0.00324886,0.53782895,0.23686275,51,3,ENSG00000117620,ENSP00000436938,23443,FALSE,-0.128935321,H__sapiens__1_-Hs:714059,55.21568627,query,0,51,0,0.7851682,NM_012243,NP_036375,0.879030818,FALSE,0,H__sapiens__1_-Hs:714059,6070,,0.17147729,S35A3_HUMAN,122.5714286
SLCO3A1,452,,,2.06727829,0.00085972,0.48372781,0.1754386,19,3,ENSG00000176463,ENSP00000451780,28232,FALSE,-0.114754214,H__sapiens__1_-Hs:723556,43.47368421,query,0,19,0,0.73318043,NM_013272,NP_037404,0.891585256,FALSE,0,H__sapiens__1_-Hs:723556,1378,SLC21A11,0.15200589,SO3A1_HUMAN,235.4285714
SLK,636,receptor signaling protein activity,GO:0005057,1.87461774,0.00214709,0.53344209,0.26565657,45,3,ENSG00000065613,ENSP00000358770,9748,FALSE,-0.137773252,H__sapiens__1_-Hs:710223,59.6,query,0,45,0,0.78134557,NM_014720,NP_055535,0.871296234,FALSE,0,H__sapiens__1_-Hs:710223,4098,se20-9,0.18452012,SLK_HUMAN,409.1428571
SMAD1,464,receptor signaling protein activity,GO:0005057,1.88685015,0.00385828,0.52998379,0.17584541,46,3,ENSG00000170365,ENSP00000427002,4086,FALSE,-0.17772369,H__sapiens__1_-Hs:722228,47.36956522,query,0,46,0,0.77828746,NM_005900,NP_005891,0.837173711,FALSE,0,H__sapiens__1_-Hs:722228,6620,MADR1,0.1489609,SMAD1_HUMAN,312.8571429
SMAD5,589,receptor signaling protein activity,GO:0005057,1.85015291,0.00285626,0.54049587,0.31453634,57,3,ENSG00000113658,ENSP00000446474,4090,FALSE,-0.153743779,H__sapiens__1_-Hs:713530,59.12280702,query,0,57,0,0.78746177,NM_005903,NP_005894,0.8574917,FALSE,0,H__sapiens__1_-Hs:713530,5482,MADH5,0.18533795,SMAD5_HUMAN,261.1428571
SMC2,466,,,1.97859327,0.00142546,0.50540958,0.31451613,32,3,ENSG00000136824,ENSP00000431534,10592,FALSE,-0.172595305,H__sapiens__1_-Hs:716680,51.625,query,0,32,0,0.75535168,NM_006444,NP_006435,0.841478088,FALSE,0,H__sapiens__1_-Hs:716680,2398,SMC2L1,0.17140781,SMC2_HUMAN,249.4285714
SMC5,656,,,1.85626911,0.00165775,0.53871499,0.38506494,56,3,ENSG00000198887,ENSP00000354957,23137,FALSE,-0.122629285,H__sapiens__1_-Hs:727621,64.60714286,query,0,56,0,0.78593272,NM_015110,NP_055925,0.884591533,FALSE,0,H__sapiens__1_-Hs:727621,3276,SMC5L1,0.20316712,SMC5_HUMAN,128.8571429
SMNDC1,542,"RNA splicing|RNA splicing, via transesterification reactions",GO:0008380|GO:0000375,1.68195719,0.01057711,0.59454545,0.27367475,106,3,ENSG00000119953,ENSP00000358616,10285,FALSE,-0.188580714,H__sapiens__1_-Hs:714305,56.31132075,query,0,106,0,0.8295107,NM_005871,NP_005862,0.828133659,FALSE,0,H__sapiens__1_-Hs:714305,18434,TDRD16C,0.1732656,SPF30_HUMAN,418.8571429
SNAPC3,718,,,1.99388379,0.00143253,0.50153374,0.21290323,31,3,ENSG00000164975,ENSP00000436699,6619,FALSE,-0.100230631,H__sapiens__1_-Hs:720896,51.64516129,query,0,31,0,0.75152905,NM_001039697,NP_001034786,0.904628759,FALSE,0,H__sapiens__1_-Hs:720896,2480,SNAP50,0.17378082,SNPC3_HUMAN,178.5714286
SOAT1,726,,,1.97553517,0.00194441,0.50619195,0.17471264,30,3,ENSG00000057252,ENSP00000445315,6646,FALSE,-0.084971971,H__sapiens__1_-Hs:710054,42.86666667,query,0,30,0,0.75611621,NM_003101,NP_003092,0.91853803,FALSE,0,H__sapiens__1_-Hs:710054,3002,STAT,0.14054645,SOAT1_HUMAN,170.5714286
SOCS2,645,,,1.89602446,0.0020243,0.52741935,0.22948718,40,3,ENSG00000120833,ENSP00000474888,8835,FALSE,-0.135904983,H__sapiens__1_-Hs:714421,50.675,query,0,40,0,0.77599388,NM_003877,NP_003868,0.872925571,FALSE,0,H__sapiens__1_-Hs:714421,3376,STATI2,0.15786604,SOCS2_HUMAN,82.28571429
SORBS1,618,,,2.11009174,0.00100484,0.47391304,0.2,20,3,ENSG00000095637,ENSP00000475901,10580,FALSE,-0.06848439,H__sapiens__1_-Hs:711330,38.65,query,0,20,0,0.72247706,NM_024991,NP_079267,0.933808036,FALSE,0,H__sapiens__1_-Hs:711330,1478,sh3p12,0.14296296,SRBS1_HUMAN,439.7142857
SPARC,545,,,1.88379205,0.00574976,0.53084416,0.22859216,53,3,ENSG00000113140,ENSP00000444998,6678,FALSE,-0.187894219,H__sapiens__1_-Hs:713457,39.54716981,query,0,53,0,0.77905199,NM_003118,NP_003109,0.828702364,FALSE,0,H__sapiens__1_-Hs:713457,8772,ON,0.12675375,SPRC_HUMAN,542.5714286
SPEN,625,,,1.81957187,0.00270869,0.54957983,0.37740385,65,3,ENSG00000065526,ENSP00000400914,23013,FALSE,-0.141606968,H__sapiens__1_-Hs:710217,64.30769231,query,0,65,0,0.79510703,NM_015001,NP_055816,0.867962326,FALSE,0,H__sapiens__1_-Hs:710217,5886,SHARP,0.20033549,Q96T58,431.7142857
SREK1,488,,,1.74617737,0.00635982,0.57267951,0.303814,88,3,ENSG00000153914,ENSP00000430894,140890,FALSE,-0.14028158,H__sapiens__1_-Hs:719071,58.51136364,query,0,88,0,0.81345566,NM_139168,NP_631907,0.869113476,FALSE,0,H__sapiens__1_-Hs:719071,11962,SRrp86,0.18171231,SREK1_HUMAN,303.1428571
SRRM1,456,"RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing",GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0031123|GO:0006397,1.83792049,0.00332319,0.54409318,0.31584699,61,3,ENSG00000133226,ENSP00000471819,10250,FALSE,-0.245076755,H__sapiens__1_-Hs:716071,59.60655738,query,0,61,0,0.79051988,NM_005839,NP_005830,0.782644464,FALSE,0,H__sapiens__1_-Hs:716071,5938,SRM160,0.18685441,SRRM1_HUMAN,403.1428571
SRSF10,573,"RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0000375|GO:0000377|GO:0006397,1.87767584,0.00164713,0.53257329,0.40045249,52,3,ENSG00000215699,ENSP00000473293,10772,FALSE,-0.142388616,H__sapiens__1_-Hs:726328,61.94230769,query,0,52,0,0.78058104,NM_054016,NP_473357,0.867284151,FALSE,0,H__sapiens__1_-Hs:726328,3696,TASR2,0.19664225,SRS10_HUMAN,140.8571429
SRSF4,567,"RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing",GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397,1.79510703,0.00445427,0.55706985,0.33333333,70,3,ENSG00000116350,ENSP00000473728,6429,FALSE,-0.165274621,H__sapiens__1_-Hs:713880,60.55714286,query,0,70,0,0.80122324,NM_005626,NP_005617,0.847660886,FALSE,0,H__sapiens__1_-Hs:713880,8560,SRP75,0.18743919,SRSF4_HUMAN,332.8571429
SSFA2,548,,,1.81651376,0.00432842,0.55050505,0.24008461,62,3,ENSG00000138434,ENSP00000415625,6744,FALSE,-0.128875177,H__sapiens__1_-Hs:717020,54.38709677,query,0,62,0,0.79587156,NM_006751,NP_006742,0.879083689,FALSE,0,H__sapiens__1_-Hs:717020,7228,SPAG13,0.16734491,SSFA2_HUMAN,395.4285714
SSR2,467,,,1.86238532,0.00515977,0.53694581,0.18963922,47,3,ENSG00000163479,ENSP00000437239,6746,FALSE,-0.169395898,H__sapiens__1_-Hs:720416,45.80851064,query,0,47,0,0.78440367,NM_003145,NP_003136,0.84417463,FALSE,0,H__sapiens__1_-Hs:720416,8102,TRAPB,0.14094926,SSRB_HUMAN,344
STAG2,580,,,1.75535168,0.00520411,0.56968641,0.28621804,83,3,ENSG00000101972,ENSP00000415103,10735,FALSE,-0.157693456,H__sapiens__1_-Hs:711896,58.97590361,query,0,83,0,0.81116208,NM_006603,NP_006594,0.854111565,FALSE,0,H__sapiens__1_-Hs:711896,10066,SCC3B,0.18202439,STAG2_HUMAN,323.4285714
STK3,461,receptor signaling protein activity,GO:0005057,1.86850153,0.00437817,0.53518822,0.19843137,51,3,ENSG00000104375,ENSP00000429744,6788,FALSE,-0.184595453,H__sapiens__1_-Hs:712210,48.43137255,query,0,51,0,0.78287462,NM_006281,NP_006272,0.831440572,FALSE,0,H__sapiens__1_-Hs:712210,6586,MST2,0.15182248,STK3_HUMAN,167.7142857
STOM,633,,,1.98470948,0.00068999,0.50385208,0.28063241,23,3,ENSG00000148175,ENSP00000445764,2040,FALSE,-0.136887177,H__sapiens__1_-Hs:718420,49.17391304,query,0,23,0,0.75382263,NM_198194,NP_937837,0.87206861,FALSE,0,H__sapiens__1_-Hs:718420,1350,EPB72,0.15913888,STOM_HUMAN,534
STRN3,624,,,1.82262997,0.00365029,0.54865772,0.31026685,67,3,ENSG00000196792,ENSP00000452542,29966,FALSE,-0.141969031,H__sapiens__1_-Hs:726853,59.29850746,query,0,67,0,0.79434251,NM_014574,NP_055389,0.867648126,FALSE,0,H__sapiens__1_-Hs:726853,6844,,0.18647329,STRN3_HUMAN,185.4285714
STX16,668,,,1.91437309,0.00200521,0.52236422,0.24291498,39,3,ENSG00000124222,ENSP00000437209,8675,FALSE,-0.087245527,H__sapiens__1_-Hs:714808,55.48717949,query,0,39,0,0.77140673,NM_003763,NP_003754,0.916452054,FALSE,0,H__sapiens__1_-Hs:714808,3456,SYN16,0.17559234,STX16_HUMAN,314.2857143
STX2,449,,,2.06116208,0.00049224,0.4851632,0.18382353,17,3,ENSG00000111450,ENSP00000376178,2054,FALSE,-0.093857256,H__sapiens__1_-Hs:713209,46.47058824,query,0,17,0,0.73470948,NM_194356,NP_919337,0.910412709,FALSE,0,H__sapiens__1_-Hs:713209,826,STX2C,0.16094771,STX2_HUMAN,154
SUCO,601,,,1.82262997,0.00545121,0.54865772,0.20273224,61,3,ENSG00000094975,ENSP00000477484,51430,FALSE,-0.147199373,H__sapiens__1_-Hs:711304,52.73770492,query,0,61,0,0.79434251,NM_016227,NP_057311,0.863121877,FALSE,0,H__sapiens__1_-Hs:711304,8726,OPT,0.16277069,SUCO_HUMAN,202.8571429
SUN1,709,,,1.96330275,0.0017757,0.50934579,0.24301075,31,3,ENSG00000164828,ENSP00000414279,23353,FALSE,-0.087958756,H__sapiens__1_-Hs:720853,53.4516129,query,0,31,0,0.75917431,NM_025154,NP_079430,0.915798647,FALSE,0,H__sapiens__1_-Hs:720853,3112,UNC84A,0.17400441,SUN1_HUMAN,253.7142857
TARDBP,457,RNA splicing,GO:0008380,1.8470948,0.00241528,0.54139073,0.3414787,57,3,ENSG00000120948,ENSP00000467020,23435,FALSE,-0.231032102,H__sapiens__1_-Hs:714438,61.15789474,query,0,57,0,0.7882263,NM_007375,NP_031401,0.793713986,FALSE,0,H__sapiens__1_-Hs:714438,4684,TDP-43,0.19111842,TADBP_HUMAN,441.1428571
TBC1D2B,722,,,2.03363914,0.00123234,0.49172932,0.17391304,23,3,ENSG00000167202,ENSP00000453114,23102,FALSE,-0.098520615,H__sapiens__1_-Hs:721457,45.39130435,query,0,23,0,0.74159021,NM_144572,NP_653173,0.906177012,FALSE,0,H__sapiens__1_-Hs:721457,1986,KIAA1055,0.15530077,TBD2B_HUMAN,181.7142857
TCF12,643,,,1.78287462,0.00514307,0.56089194,0.27308294,72,3,ENSG00000140262,ENSP00000456280,6938,FALSE,-0.13606417,H__sapiens__1_-Hs:717283,60.76388889,query,0,72,0,0.80428135,NM_207040,NP_996923,0.872786624,FALSE,0,H__sapiens__1_-Hs:717283,10950,HTF4,0.1863923,Q99081,284
TENM1,448,,,2.3883792,0.00012246,0.41869398,0.14285714,7,3,ENSG00000009694,ENSP00000403954,10178,FALSE,-0.094380296,H__sapiens__1_-Hs:709512,39.71428571,query,0,7,0,0.6529052,NM_014253,NP_055068,0.909936651,FALSE,0,H__sapiens__1_-Hs:709512,162,TNM,0.20643231,TEN1_HUMAN,250
TGOLN2,695,,,2.00611621,0.00105823,0.49847561,0.16205534,23,3,ENSG00000152291,ENSP00000391190,10618,FALSE,-0.098278424,H__sapiens__1_-Hs:718892,44.73913043,query,0,23,0,0.74847095,NM_006464,NP_006455,0.906396506,FALSE,0,H__sapiens__1_-Hs:718892,1500,TTGN2,0.14849054,TGON2_HUMAN,269.1428571
THUMPD2,431,,,2.04892966,0.00043269,0.4880597,0.3115942,24,3,ENSG00000138050,ENSP00000434844,80745,FALSE,-0.082719094,H__sapiens__1_-Hs:716943,56.79166667,query,0,24,0,0.73776758,NM_025264,NP_079540,0.920609715,FALSE,0,H__sapiens__1_-Hs:716943,844,MGC2454,0.19788037,THUM2_HUMAN,116.8571429
TIMM8A,479,,,2.23853211,0.00132913,0.44672131,0.32051282,13,3,ENSG00000268249,ENSP00000470340,1678,FALSE,-0.098674649,H__sapiens__1_-Hs:715204,44.84615385,query,0,13,0,0.69036697,NM_004085,NP_004076,0.90603744,FALSE,0,H__sapiens__1_-Hs:715204,1370,MTS,0.19050736,TIM8A_HUMAN,201.7142857
TIMP2,577,,,1.97859327,0.00173348,0.50540958,0.27272727,34,3,ENSG00000035862,ENSP00000468296,7077,FALSE,-0.159802345,H__sapiens__1_-Hs:709806,42.29411765,query,0,34,0,0.75535168,NM_003255,NP_003246,0.852312236,FALSE,0,H__sapiens__1_-Hs:709806,3032,CSC-21K,0.14098039,TIMP2_HUMAN,428.8571429
TMCO1,484,,,2.03975535,0.0013501,0.49025487,0.23333333,25,3,ENSG00000143183,ENSP00000464127,54499,FALSE,-0.116269699,H__sapiens__1_-Hs:717691,41.2,query,0,25,0,0.74006116,NM_019026,NP_061899,0.890235095,FALSE,0,H__sapiens__1_-Hs:717691,1810,TMCC4,0.14256055,TMCO1_HUMAN,271.4285714
TMED10,640,,,1.95412844,0.00155102,0.51173709,0.23172906,34,3,ENSG00000170348,ENSP00000450726,10972,FALSE,-0.137012306,H__sapiens__1_-Hs:722225,49.58823529,query,0,34,0,0.76146789,NM_006827,NP_006818,0.871959496,FALSE,0,H__sapiens__1_-Hs:722225,2476,TMP21,0.16100076,TMEDA_HUMAN,434
TMEM165,418,,,1.96636086,0.00155218,0.50855365,0.19139785,31,3,ENSG00000134851,ENSP00000476621,55858,FALSE,-0.083554748,H__sapiens__1_-Hs:716306,47.58064516,query,0,31,0,0.75840979,NM_018475,NP_060945,0.919840726,FALSE,0,H__sapiens__1_-Hs:716306,2454,TPARL,0.15498581,TM165_HUMAN,306.2857143
TMEM38B,416,,,2.16819572,0.00027071,0.46121298,0.3047619,15,3,ENSG00000095209,ENSP00000416680,55151,FALSE,-0.061883179,H__sapiens__1_-Hs:711312,46.33333333,query,0,15,0,0.70795107,NM_018112,NP_060582,0.939992691,FALSE,0,H__sapiens__1_-Hs:711312,484,TRIC-B,0.18028534,TM38B_HUMAN,162
TMEM43,717,,,2.01223242,0.00094938,0.49696049,0.18571429,21,3,ENSG00000170876,ENSP00000395617,79188,FALSE,-0.078948759,H__sapiens__1_-Hs:722352,47.9047619,query,0,21,0,0.7469419,NM_024334,NP_077310,0.924087274,FALSE,0,H__sapiens__1_-Hs:722352,1756,MGC3222,0.15899383,TMM43_HUMAN,248.8571429
TMEM5,702,,,2.01223242,0.00102135,0.49696049,0.25641026,27,3,ENSG00000118600,ENSP00000440845,10329,FALSE,-0.10988427,H__sapiens__1_-Hs:714148,52.2962963,query,0,27,0,0.7469419,NM_014254,NP_055069,0.895937816,FALSE,0,H__sapiens__1_-Hs:714148,1826,HP10481,0.17667668,TMEM5_HUMAN,65.14285714
TMX1,627,,,1.83486239,0.00379669,0.545,0.29924021,59,3,ENSG00000139921,ENSP00000451585,81542,FALSE,-0.141229912,H__sapiens__1_-Hs:717249,56.79661017,query,0,59,0,0.7912844,NM_030755,NP_110382,0.868289659,FALSE,0,H__sapiens__1_-Hs:717249,7074,TXNDC1,0.17638699,TMX1_HUMAN,262.2857143
TNFAIP3,535,,,1.85015291,0.00479411,0.54049587,0.246219,58,3,ENSG00000118503,ENSP00000409845,7128,FALSE,-0.193758251,H__sapiens__1_-Hs:714134,47.05172414,query,0,58,0,0.78746177,NM_006290,NP_006281,0.823857047,FALSE,0,H__sapiens__1_-Hs:714134,7796,OTUD7C,0.1479614,TNAP3_HUMAN,229.1428571
