Gene 1	Gene 2	Weight	Network group	Network
UBC	RNF19A	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	ITPR2	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	PON2	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	ALAD	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	PRPH	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	SIGMAR1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	KIFAP3	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	GLE1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	RBMS1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	ATXN2	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	SARM1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	CHMP2B	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	SOD2	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	ELP3	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	VAPB	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	GARS	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	UBQLN2	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	PARK7	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	PFN1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	MATR3	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	SOD1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	LMNB1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	DCTN1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	OPTN	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	TUBA4A	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	FUS	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	APEX1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	TBK1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	DYNC1H1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	EWSR1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	PABPC1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	SQSTM1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	PSEN1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	HNRNPA2B1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	HNRNPA1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	TARDBP	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	VCP	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	RNH1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
VPS53	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
GM2A	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
DDX20	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
LMNA	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
COIL	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
GPKOW	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
TFRC	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
IKBKAP	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
NEFM	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
ITCH	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
USP36	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
MYO6	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
TNPO1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
RBM3	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
SRRM2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
RPA2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
ILF3	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
HSPA13	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
SORT1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
ANK2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
RPA3	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
RPA1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
PVRL3	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
LAMB1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
AZI2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
RASA1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
SF3A2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
SHC1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
BRE	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
TXN	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
PTBP2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
APP	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
DYNLT1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
IARS	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
NDEL1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
CDK2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
PIK3R1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
IL6ST	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
NRP1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
GSE1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
PRMT1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
MTA3	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
C10orf35	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
NUP155	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
YBX1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
AKAP12	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
HSPA2	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
TRIO	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
POLA1	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
EEF1D	UBC	0.013578136	Physical interactions	Danielsen-Nielsen-2011
TBK1	OPTN	0.02144197	Physical interactions	Li-Dorf-2011 A
TICAM1	TBK1	0.1321026	Physical interactions	Li-Dorf-2011 A
AZI2	TBK1	0.027939875	Physical interactions	Li-Dorf-2011 A
TBKBP1	TBK1	0.02739804	Physical interactions	Li-Dorf-2011 A
SNCA	PARK7	1	Physical interactions	IREF-PUBMED
TRPM6	TRPM7	1	Physical interactions	IREF-PUBMED
NRP2	VEGFC	0.37210286	Physical interactions	IREF-PUBMED
CALCRL	RAMP3	0.57735026	Physical interactions	IREF-PUBMED
FIGF	NRP2	0.37210286	Physical interactions	IREF-PUBMED
NRP1	VEGFA	0.43026936	Physical interactions	IREF-PUBMED
NRP1	VEGFC	0.2328601	Physical interactions	IREF-PUBMED
NRP1	FIGF	0.2328601	Physical interactions	IREF-PUBMED
APBB1IP	PFN1	0.57735026	Physical interactions	IREF-PUBMED
LMNA	FUS	0.09407209	Physical interactions	Roux-Burke-2012
LMNA	HNRNPA2B1	0.09407209	Physical interactions	Roux-Burke-2012
LMNA	HNRNPA1	0.09407209	Physical interactions	Roux-Burke-2012
GPKOW	LMNA	0.09407209	Physical interactions	Roux-Burke-2012
NUP155	LMNA	0.09407209	Physical interactions	Roux-Burke-2012
APOE	MAPT	0.027815104	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
EPHA4	VAPB	0.08496127	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VEGFA	KDR	0.029225	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SOD1	CCS	0.09501547	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SOD1	RNF19A	0.09504861	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SOD1	PARK7	0.020240515	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
OPTN	SOD1	0.031516604	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
FUS	ARHGEF28	0.11226702	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TBK1	OPTN	0.0210462	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DYNC1H1	DCTN1	0.04477174	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PABPC1	ATXN2	0.037640315	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SQSTM1	ARHGEF28	0.03625297	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SQSTM1	CHMP2B	0.017656637	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SQSTM1	MAPT	0.006330001	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SQSTM1	FUS	0.009406459	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PSEN1	MAPT	0.014153876	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SMN1	SMN2	0.031013029	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SMN1	EWSR1	0.016653677	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPA2B1	SMN1	0.017844815	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
AR	KIFAP3	0.016270272	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
AR	PARK7	0.0043739784	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPA1	LMNB1	0.010607377	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPA1	EWSR1	0.012076591	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPA1	PABPC1	0.004376885	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPA1	SMN1	0.0037895928	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TARDBP	ARHGEF28	0.19709127	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TARDBP	UBQLN2	0.06862859	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TARDBP	FUS	0.051138733	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TARDBP	PABPC1	0.02501695	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TARDBP	SQSTM1	0.016513586	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TARDBP	HNRNPA1	0.015707098	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VCP	RNF19A	0.027492585	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VCP	TARDBP	0.015609276	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CX3CL1	CX3CR1	1	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
LIFR	LIF	0.5992249	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SNCA	CSNK1G3	0.040011976	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SNCA	MAPT	0.005621957	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SNCA	PARK7	0.0055008996	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SNCA	DYNC1H1	0.010301958	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SNCA	SQSTM1	0.0026977477	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RNH1	ANG	0.764687	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	MAOB	0.041241877	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	DIAPH3	0.0036177007	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	CCS	0.003346818	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	ARHGEF28	0.004173043	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	HFE	0.003733943	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	ATXN2	0.002860023	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	MAPT	0.0007286401	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	APOE	0.0015363981	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	SOD2	0.0059966445	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	VDR	0.0006378021	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	KDR	0.0010140772	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	VEGFA	0.0011598975	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	UBQLN2	0.0014530834	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	PARK7	0.00071295036	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	SOD1	0.0011426109	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	DCTN1	0.0013495679	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	OPTN	0.0011101386	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	TUBA4A	0.0026051656	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	APEX1	0.0011274492	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	TBK1	0.00076301425	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	DYNC1H1	0.001335197	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	EWSR1	0.0014615009	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	PABPC1	0.0005296877	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	SQSTM1	0.00034964463	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	PSEN1	0.000781805	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	BCL6	0.0003296652	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	SMN1	0.00045861388	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	AR	0.00024691844	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	ERBB4	0.0009158733	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	HNRNPA1	0.00033256874	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	TARDBP	0.0019008622	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	VCP	0.0003304975	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	SNCA	0.00031053502	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VPS53	VPS54	0.28969845	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CNTFR	CNTF	0.4003195	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CNTFR	LIFR	0.18566737	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
GM2A	HEXA	1	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DDX20	SMN1	0.011803554	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
LMNA	LMNB1	0.02273977	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
REN	AGT	0.31726128	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
COIL	SMN1	0.02688958	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TFRC	HFE	0.09794926	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TFRC	OPTN	0.029121293	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TFRC	UBC	0.0010557707	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DLG4	SQSTM1	0.0034014147	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DLG4	ERBB4	0.008909803	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DLG4	UBC	0.00039153342	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TICAM1	TBK1	0.025989518	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TICAM1	UBC	0.0013708872	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IKBKAP	ELP3	0.10759631	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IKBKAP	DYNC1H1	0.046528354	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TRPC4	ITPR2	0.52972734	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TRPC4	UBC	0.001805615	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPL	VEGFA	0.04933893	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPL	APEX1	0.047958665	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPL	HNRNPA2B1	0.06661485	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPL	HNRNPA1	0.014146583	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HNRNPL	UBC	0.0017120098	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TFR2	HFE	0.48771942	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
MUTYH	APEX1	0.09852368	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
MUTYH	UBC	0.0035170598	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ELP2	ELP3	0.19244085	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ELP2	IKBKAP	0.08741395	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
NEFM	APOE	0.38928762	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
NEFM	UBC	0.010197718	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DHDDS	LOX	0.43500993	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ANKS1A	UBC	0.0064202896	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ANKS1B	UBC	0.008204718	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VAC14	FIG4	0.74732006	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ITCH	ERBB4	0.0097726835	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ITCH	UBC	0.000429452	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
USP36	SOD2	0.86223143	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
USP36	UBC	0.0057869763	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
MYO6	OPTN	0.043685332	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
MYO6	UBC	0.001583779	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RPA2	UBC	0.0009098961	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ILF3	VEGFA	0.032043517	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ILF3	FUS	0.029912723	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ILF3	HNRNPL	0.047296256	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HSPA13	UBQLN2	0.47178116	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ANK2	SIGMAR1	0.600829	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RPA3	RPA2	0.042842574	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RPA1	UBC	0.0006002942	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RPA1	MUTYH	0.052457523	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RPA1	RPA2	0.013571249	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RPA1	RPA3	0.028264929	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PVRL3	PVR	0.15869357	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
LAMB1	UBC	0.0029410792	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VTN	PVR	0.09143492	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VTN	VEGFA	0.045386657	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CALCRL	RAMP3	0.2765609	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
AZI2	TBK1	0.07097383	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
AZI2	UBC	0.0037437058	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RASA1	KDR	0.023705218	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RASA1	UBC	0.0009408255	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SHC1	KDR	0.01151445	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SHC1	ERBB4	0.010399383	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SHC1	UBC	0.00045699172	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
BRE	UBC	0.0017096723	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SYK	MAPT	0.008835934	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SYK	TBK1	0.009252776	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SYK	SNCA	0.003765737	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SYK	UBC	0.00048806262	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
SYK	TICAM1	0.016624214	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PTBP2	FUS	0.20321034	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TBKBP1	TBK1	0.078776345	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TBKBP1	UBC	0.0041552708	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TBKBP1	AZI2	0.38651374	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
FIGF	KDR	0.17392997	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
APP	PSEN1	0.01053326	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
APP	SNCA	0.0041838386	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
APP	UBC	0.0005422511	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
APP	MAPK8IP1	0.017809153	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
APP	SHC1	0.0061570494	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DYNLT1	PVR	0.20442031	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
DYNLT1	SOD1	0.09995831	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IARS	GARS	0.47998935	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IARS	SNCA	0.030004563	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ABL1	MAPT	0.0070636934	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ABL1	UBC	0.00039017093	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ABL1	ABL2	0.022417812	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ABL1	RASA1	0.009120693	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ABL1	SHC1	0.0044302386	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
NDEL1	LMNB1	0.053757124	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
NDEL1	DISC1	0.037517317	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
NDEL1	DYNC1H1	0.055913758	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CDK2	LMNB1	0.011564297	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CDK2	UBC	0.00036257066	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CDK2	RPA1	0.005407801	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PIK3R1	UBC	0.00040634614	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PIK3R1	SHC1	0.0046139015	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PIK3R1	SYK	0.004927601	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PIK3R1	ABL1	0.0039392626	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IL6ST	AR	0.00830104	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IL6ST	LIFR	0.0854662	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IL6ST	UBC	0.001353054	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IL6ST	CNTFR	0.09881781	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IL6ST	SHC1	0.015363399	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
IL6ST	PIK3R1	0.013660767	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
EFNA1	EPHA4	0.31550375	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
NRP1	VEGFA	0.04791788	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PRMT1	TAF15	0.027112305	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PRMT1	FUS	0.017928703	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PRMT1	AR	0.004088528	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PRMT1	HNRNPA1	0.005506744	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PRMT1	ILF3	0.018410692	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
EMCN	SELL	0.25612232	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
MALSU1	CHMP2B	0.53879267	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
MTA3	BCL6	0.018902782	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
C4A	CST3	0.5829958	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
NUP155	GLE1	0.511316	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YBX1	FUS	0.025655359	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YBX1	APEX1	0.026714046	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YBX1	EWSR1	0.034629144	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YBX1	UBC	0.00095362763	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HSPA2	SOD1	0.07236961	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HSPA2	UBC	0.0025491419	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
VIMP	VCP	0.014950374	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
POLA1	RBMS1	0.40011027	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
POLA1	CDK2	0.010558413	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
FLT1	KDR	0.059971914	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
FLT1	VEGFA	0.06859564	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
FLT1	UBC	0.0023801976	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
FLT1	SHC1	0.027026214	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
EEF1D	GARS	0.334603	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HPCA	NAIP	0.46267718	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBC	SPG11	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	SUSD1	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	C9orf72	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	ALS2	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	CRIM1	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	CSNK1G3	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	RNF19A	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	ITPR2	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	PRPH	0.014760248	Physical interactions	Wagner-Choudhary-2011
UBC	KIFAP3	0.014760248	Physical interactions	Wagner-Choudhary-2011
