,3124,3301,3500,3549,3574,3730,3748,3865,3891,3954,4059,4109,4171,4249,4261,4320,4362,4393,4437,4442,4473,4538,4557,4804,4835,4879,4939,5009,5021,5029,5068,5071,5079,5119,5164,5174,5243,5246,5255,5315,5320,5324,5354,5363,5390,5419,5444,5495,5501,5505,5509,5547,5548,5558,5577,5581,5593,5600,5603,5618,5635,5638,5641,5656,5658,5684,5690,5699,5704,5707,5710,5714,5729,5738,5755,5759,5771,5777,5783,5796,5808,5813,5815,5854,5865,5876,5877,5892,5900,5902,5926,5948,5952,5960,5961,5964,5970,5981,5982,5992,5994
1,DCN,ADAMTS1,TMED10,TMED10,TMED10,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM,STOM
2,NA,DCN,ADAMTS1,ADAMTS1,ADAMTS1,TMED10,TMED10,RPL12,RPL12,RPL12,RPL12,RPL12,MCMBP,MCMBP,MCMBP,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1,MXI1
3,NA,NA,DCN,ANKRD40,ANKRD40,ADAMTS1,NR2F2,TMED10,TMED10,TMED10,TMED10,TMED10,RPL12,RPL12,RPL12,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,BGN,BGN,BGN,TMEM43,TMEM43,TMEM43,TMEM43,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1
4,NA,NA,NA,DCN,SNX27,ANKRD40,ADAMTS1,NR2F2,NR2F2,CRYL1,CRYL1,CRYL1,TMED10,TMED10,TMED10,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,MCMBP,MCMBP,MCMBP,BGN,BGN,BGN,BGN,TMEM43,TMEM43,ROBO1,ROBO1,ZBTB10,ZBTB10,ZBTB10,CD83,CD83,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907,KIAA0907
5,NA,NA,NA,NA,DCN,SNX27,ANKRD40,ADAMTS1,ADAMTS1,NR2F2,NR2F2,NR2F2,CRYL1,CRYL1,CRYL1,TMED10,TMED10,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,RPL12,RPL12,RPL12,MCMBP,MCMBP,MCMBP,MCMBP,BGN,BGN,TMEM43,TMEM43,ROBO1,ROBO1,ROBO1,ZBTB10,ZBTB10,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B,TUBB4B
6,NA,NA,NA,NA,NA,DCN,SNX27,ANKRD40,ANKRD40,ADAMTS1,ADAMTS1,ADAMTS1,NR2F2,NR2F2,NR2F2,CRYL1,CRYL1,TMED10,TMED10,TMED10,TMED10,TMED10,PFDN1,PFDN1,CDH11,RPL12,RPL12,RPL12,RPL12,MCMBP,MCMBP,BGN,BGN,TMEM43,TMEM43,TMEM43,ROBO1,ROBO1,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3,CST3
7,NA,NA,NA,NA,NA,NA,DCN,SNX27,SNX27,ANKRD40,ANKRD40,ANKRD40,ADAMTS1,MANEA,MANEA,NR2F2,NR2F2,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,CDH11,CDH11,CDH11,CDH11,RPL12,RPL12,MCMBP,MCMBP,BGN,BGN,BGN,TMEM43,TMEM43,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83,CD83
8,NA,NA,NA,NA,NA,NA,NA,DCN,DCN,SNX27,SNX27,SNX27,ANKRD40,ADAMTS1,ADAMTS1,MANEA,MANEA,NR2F2,NR2F2,NR2F2,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,PFDN1,PFDN1,PFDN1,PFDN1,CDH11,CDH11,RPL12,RPL12,MCMBP,MCMBP,MCMBP,BGN,BGN,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10,ZBTB10
9,NA,NA,NA,NA,NA,NA,NA,NA,SCN1B,DCN,ZFP36,ZFP36,SNX27,ANKRD40,ANKRD40,ADAMTS1,ADAMTS1,MANEA,MANEA,MANEA,NR2F2,NR2F2,CRYL1,CRYL1,CIAPIN1,TMED10,TMED10,TMED10,TMED10,PFDN1,PFDN1,CDH11,CDH11,RPL12,RPL12,RPL12,MCMBP,MCMBP,BGN,BGN,BGN,BGN,BGN,BGN,BGN,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,ROBO1,ROBO1,ROBO1,ROBO1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1,ATP5C1
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCN1B,DCN,DCN,ZFP36,SNX27,SNX27,ANKRD40,ANKRD40,ADAMTS1,ADAMTS1,ADAMTS1,MANEA,MANEA,NR2F2,NR2F2,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,PFDN1,CDH11,CDH11,CDH11,RPL12,RPL12,MCMBP,MCMBP,MCMBP,NKTR,NKTR,NKTR,NKTR,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,TMEM43,TMEM43,TMEM43,TMEM43,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1,ROBO1
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCN1B,SCN1B,DCN,ZFP36,ZFP36,SNX27,SNX27,ANKRD40,ANKRD40,ANKRD40,ADAMTS1,ADAMTS1,MANEA,MANEA,NR2F2,CRYL1,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,PFDN1,PFDN1,CDH11,CDH11,RPL12,RPL12,RPL12,MCMBP,MCMBP,MCMBP,MCMBP,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,NPTX2,NPTX2,NPTX2,NPTX2,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43,TMEM43
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOK3,SCN1B,DCN,DCN,ZFP36,ZFP36,SNX27,SNX27,SNX27,ANKRD40,ANKRD40,ADAMTS1,ADAMTS1,MANEA,NR2F2,NR2F2,NR2F2,NR2F2,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,PFDN1,PFDN1,CDH11,CDH11,CDH11,RPL12,RPL12,RPL12,RPL12,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,ROCK1,ROCK1,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,BGN,BGN,BGN,BGN,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,NPTX2,RPL6,RPL6
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOK3,SCN1B,SCN1B,DCN,DCN,ZFP36,ZFP36,ZFP36,SNX27,SNX27,ANKRD40,ANKRD40,ADAMTS1,MANEA,MANEA,MANEA,MANEA,NR2F2,PLEKHB1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,PFDN1,PFDN1,CDH11,CDH11,CDH11,CDH11,RPL12,RPL12,RPL12,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,MCMBP,MCMBP,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,NKTR,NKTR,NKTR,NKTR,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,BGN,NPTX2,NPTX2
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HMOX2,HMOX2,SCN1B,SCN1B,DCN,RPS12,RPS12,ZFP36,ZFP36,SNX27,SNX27,ANKRD40,ADAMTS1,ADAMTS1,ADAMTS1,ADAMTS1,MANEA,NR2F2,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,PFDN1,PFDN1,MCAT,MCAT,CDH11,CDH11,CDH11,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,COL4A1,COL4A1,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,MAP3K13,MAP3K13,MAP3K13,MAP3K13,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,NKTR,BGN,BGN
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOK3,G3BP1,HMOX2,HMOX2,SCN1B,DCN,DCN,RPS12,TUG1,ZFP36,ZFP36,SNX27,ANKRD40,ANKRD40,ANKRD40,ANKRD40,ADAMTS1,MANEA,NR2F2,NR2F2,PLEKHB1,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,PFDN1,MCAT,MCAT,MCAT,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,RPL12,RPL12,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,ROCK1,ROCK1,ROCK1,ROCK1,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,MAP3K13,NKTR,NKTR
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOK3,G3BP1,G3BP1,HMOX2,SCN1B,SCN1B,DCN,RPS12,TUG1,TUG1,ZFP36,SNX27,SNX27,SNX27,SNX27,ANKRD40,ADAMTS1,MANEA,MOB1A,NR2F2,NR2F2,NR2F2,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,PFDN1,PFDN1,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,CDH11,CDH11,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,MCMBP,MCMBP,MCMBP,MCMBP,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,ROCK1,MAP3K13,MAP3K13
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOK3,TAOK3,G3BP1,HMOX2,HMOX2,SCN1B,DCN,RPS12,RPS12,TUG1,ZFP36,ZFP36,ZFP36,ZFP36,SNX27,ANKRD40,ADAMTS1,MANEA,MOB1A,MOB1A,MOB1A,NR2F2,NR2F2,PLEKHB1,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,MCAT,MCAT,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,COL4A1,COL4A1,COL4A1,COL4A1,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,MCMBP,ROCK1,ROCK1
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POGZ,PTPN13,TAOK3,G3BP1,G3BP1,HMOX2,SCN1B,DCN,DCN,RPS12,TUG1,TUG1,TUG1,TUG1,ZFP36,SNX27,ANKRD40,ADAMTS1,MANEA,MANEA,MANEA,MOB1A,MOB1A,NR2F2,NR2F2,NR2F2,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,PFDN1,PFDN1,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,RPL12,RPL12,RPL12,RPL12,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,COL4A1,MCMBP,MCMBP
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POGZ,PTPN13,TAOK3,TAOK3,G3BP1,HMOX2,SCN1B,SCN1B,DCN,RPS12,RPS12,RPS12,RPS12,TUG1,ZFP36,SNX27,ANKRD40,ADAMTS1,ADAMTS1,ADAMTS1,MANEA,MANEA,MOB1A,MOB1A,MOB1A,NR2F2,MEST,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,CDH11,CDH11,CDH11,CDH11,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,RPL12,COL4A1,COL4A1
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POGZ,PTPN13,PTPN13,TAOK3,G3BP1,HMOX2,HMOX2,SCN1B,DCN,DCN,DCN,DCN,RPS12,TUG1,ZFP36,SNX27,ANKRD40,ANKRD40,ANKRD40,ADAMTS1,ADAMTS1,MANEA,MANEA,MANEA,MOB1A,NR2F2,MEST,MEST,PLEKHB1,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,SYF2,SYF2,MCAT,MCAT,MCAT,MCAT,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,CDH11,RPL12,RPL12
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POGZ,POGZ,PTPN13,TAOK3,G3BP1,G3BP1,HMOX2,SCN1B,SCN1B,SCN1B,SCN1B,DCN,RPS12,TUG1,ZFP36,SNX27,SNX27,SNX27,ANKRD40,ANKRD40,ADAMTS1,ADAMTS1,ADAMTS1,MANEA,MOB1A,NR2F2,NR2F2,MEST,MEST,MEST,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,PFDN1,PFDN1,SYF2,SYF2,SYF2,SYF2,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,MCAT,CDH11,CDH11
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RPL35A,POGZ,PTPN13,TAOK3,TAOK3,G3BP1,HMOX2,HMOX2,HMOX2,HMOX2,SCN1B,DCN,RPS12,TUG1,ZFP36,ZFP36,ZFP36,SNX27,SNX27,ANKRD40,ANKRD40,ANKRD40,ADAMTS1,MANEA,MOB1A,MOB1A,NR2F2,NR2F2,NR2F2,MEST,MEST,MEST,MEST,MEST,RGCC,RGCC,RGCC,RGCC,RGCC,RGCC,RGCC,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,PFDN1,PFDN1,PFDN1,PFDN1,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,SYF2,MCAT,MCAT
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RPL35A,POGZ,PTPN13,ARIH1,TAOK3,G3BP1,G3BP1,G3BP1,G3BP1,HMOX2,SCN1B,DCN,RPS12,TUG1,TUG1,TUG1,ZFP36,ZFP36,SNX27,SNX27,SNX27,ANKRD40,ADAMTS1,MANEA,MANEA,MOB1A,MOB1A,MOB1A,NR2F2,NR2F2,NR2F2,NR2F2,NR2F2,MEST,MEST,MEST,MEST,MEST,MEST,MEST,RGCC,RGCC,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,TMED10,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,PFDN1,SYF2,SYF2
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RPL35A,POGZ,PTPN13,ARIH1,TAOK3,TAOK3,TAOK3,TAOK3,G3BP1,HMOX2,SCN1B,DCN,RPS12,RPS12,RPS12,TUG1,TUG1,ZFP36,SRI,SRI,SNX27,ANKRD40,ADAMTS1,ADAMTS1,MANEA,MANEA,RIOK3,MOB1A,MOB1A,MOB1A,MOB1A,MOB1A,NR2F2,NR2F2,NR2F2,NR2F2,NR2F2,NR2F2,NR2F2,MEST,MEST,RGCC,RGCC,RGCC,RGCC,RGCC,RGCC,RGCC,RGCC,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1,CRYL1,CRYL1,CIAPIN1,CIAPIN1,CIAPIN1,CIAPIN1,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,TMED10,PFDN1,PFDN1
