"","corRvec"
"ARHGAP29:CLNS1A",0.933333333333333
"ARIH1:CLNS1A",0.766666666666667
"ATM:CLNS1A",0.533333333333333
"ATP2C1:CLNS1A",0.783333333333333
"ATP5C1:CLNS1A",0.866666666666667
"ATP5E:CLNS1A",-0.15
"AURKAIP1:CLNS1A",-0.1
"BBIP1:CLNS1A",0.616666666666667
"BGN:CLNS1A",0.100419289050687
"BPTF:CLNS1A",0.616666666666667
"BTN3A3:CLNS1A",0.766666666666667
"C14orf1:CLNS1A",0.716666666666667
"C1orf61:CLNS1A",-0.183333333333333
"C6orf106:CLNS1A",0.8
"CCDC53:CLNS1A",0.716666666666667
"CCDC93:CLNS1A",0.466666666666667
"CCT3:CLNS1A",0.733333333333333
"CDC16:CLNS1A",0.8
"CDH11:CLNS1A",0.783333333333333
"CELF1:CLNS1A",0.233333333333333
"CEP170B:CLNS1A",0.616666666666667
"CIAPIN1:CLNS1A",0.7
"CLCN5:CLNS1A",0.9
"ACTN1:COA3",0.0833333333333333
"ADGRF5:COA3",-0.1
"AHCTF1:COA3",-0.533333333333333
"ALDH3A2:COA3",-0.0833333333333333
"ALPK1:COA3",-0.516666666666667
"ANKRD17:COA3",-0.133333333333333
"ANXA1:COA3",-0.116666666666667
"AP2S1:COA3",0.816666666666667
"ARHGAP29:COA3",-0.116666666666667
"ARIH1:COA3",-0.0666666666666667
"ATM:COA3",-0.466666666666667
"ATP2C1:COA3",-0.166666666666667
"ATP5C1:COA3",0.133333333333333
"ATP5E:COA3",0.65
"AURKAIP1:COA3",0.666666666666667
"BBIP1:COA3",-0.183333333333333
"BGN:COA3",0.384940608027633
"BPTF:COA3",-0.15
"BTN3A3:COA3",0.0166666666666667
"C14orf1:COA3",0.566666666666667
"C1orf61:COA3",0.233333333333333
"C6orf106:COA3",0.183333333333333
"CCDC53:COA3",0.283333333333333
"CCDC93:COA3",-0.416666666666667
"CCT3:COA3",-0.0166666666666667
"CDC16:COA3",0.283333333333333
"CDH11:COA3",-0.133333333333333
"CELF1:COA3",0.25
"CEP170B:COA3",0.616666666666667
"CIAPIN1:COA3",0
"CLCN5:COA3",0
"CLNS1A:COA3",0.0833333333333333
"ACTN1:COL4A1",0.766666666666667
"ADGRF5:COL4A1",0.683333333333333
"AHCTF1:COL4A1",0.683333333333333
"ALDH3A2:COL4A1",0.666666666666667
"ALPK1:COL4A1",0.816666666666667
"ANKRD17:COL4A1",0.85
"ANXA1:COL4A1",0.816666666666667
"AP2S1:COL4A1",0.0666666666666667
"ARHGAP29:COL4A1",0.933333333333333
"ARIH1:COL4A1",0.866666666666667
"ATM:COL4A1",0.733333333333333
"ATP2C1:COL4A1",0.883333333333333
"ATP5C1:COL4A1",0.733333333333333
"ATP5E:COL4A1",-0.283333333333333
"AURKAIP1:COL4A1",-0.266666666666667
"BBIP1:COL4A1",0.716666666666667
"BGN:COL4A1",0.200838578101374
"BPTF:COL4A1",0.75
"BTN3A3:COL4A1",0.766666666666667
"C14orf1:COL4A1",0.383333333333333
"C1orf61:COL4A1",-0.416666666666667
"C6orf106:COL4A1",0.833333333333333
"CCDC53:COL4A1",0.316666666666667
"CCDC93:COL4A1",0.666666666666667
"CCT3:COL4A1",0.833333333333333
"CDC16:COL4A1",0.633333333333333
"CDH11:COL4A1",0.816666666666667
"CELF1:COL4A1",0.366666666666667
"CEP170B:COL4A1",0.516666666666667
"CIAPIN1:COL4A1",0.8
"CLCN5:COL4A1",0.966666666666667
"CLNS1A:COL4A1",0.866666666666667
"COA3:COL4A1",-0.216666666666667
"ACTN1:COPG1",0.733333333333333
"ADGRF5:COPG1",0.55
