"Ensembl_ID","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000196083","IL1RAP",3442.28906219903,0.909674470374488,0.160057777050444,5.68341312204899,1.32032809994518e-08,1.71434180134987e-06,2298,3351,2236,6693,2194,5981,1892,3938,2602,4139,2555,5504,2060,3988
"ENSG00000070214","SLC44A1",17707.4980189683,-0.67606191928323,0.119018814461578,-5.6802945176494,1.34463004152e-08,1.73286687962753e-06,17370,12649,24770,17990,19419,12373,26771,16285,23601,15375,26777,14498,13446,10844
"ENSG00000089169","RPH3A",11723.2569345205,0.965615885059167,0.170156332288252,5.67487481702047,1.38790111534983e-08,1.7753825452575e-06,5026,9101,9296,22640,8589,20611,9801,28794,6609,10912,8822,14754,5489,13575
"ENSG00000173157","ADAMTS20",161.231093408634,1.31291528823576,0.231446659440624,5.67264738842593,1.40607455444142e-08,1.78540452063595e-06,59,95,72,338,77,299,66,210,135,214,83,305,88,302
"ENSG00000147041","SYTL5",849.787189129317,1.73323138634007,0.306137106644542,5.66161810744668,1.49952244420365e-08,1.89016445904766e-06,287,657,97,2178,50,1215,596,2039,617,1942,137,1634,263,1108
"ENSG00000112164","GLP1R",148.663648336214,-1.85216044301095,0.32756296064808,-5.65436470395331,1.564237560308e-08,1.95745061079412e-06,45,65,177,54,484,20,248,81,83,32,234,32,448,21
"ENSG00000129682","FGF13",8439.15951854441,0.919402335722211,0.162636252537127,5.65312051513438,1.57560749322297e-08,1.95749394247967e-06,5769,10672,5135,11758,4799,9961,4644,11421,5834,14779,7540,12306,4865,10457
"ENSG00000138944","KIAA1644",1914.53304894667,0.892361355873942,0.15792957325428,5.65037527478886,1.60097935110002e-08,1.97480802958187e-06,1316,2072,1316,3149,1344,2399,1566,4718,1684,2785,846,1963,952,1988
"ENSG00000137393","RNF144B",310.299505321298,1.85781843731481,0.329911228507246,5.63126767682601,1.78889830341057e-08,2.1909563689076e-06,68,210,15,775,13,772,199,669,115,388,30,667,139,566
"ENSG00000137809","ITGA11",635.074929257087,1.39556885656094,0.248471357169546,5.61661864151473,1.94730557635289e-08,2.36817042239704e-06,556,1264,262,1210,279,815,241,1196,377,1181,212,662,155,671
"ENSG00000121691","CAT",640.913682421197,-1.45370289861104,0.259005593281423,-5.61263129569374,1.99272903331297e-08,2.40646417316656e-06,445,160,1599,584,1042,344,861,256,823,270,1653,480,454,173
"ENSG00000157103","SLC6A1",3867.24089996917,1.76072216533947,0.314131658323052,5.60504526904048,2.08200541261576e-08,2.49681607433761e-06,1409,2720,279,8468,365,7565,3033,15262,1730,5039,408,7070,1460,4592
"ENSG00000175984","DENND2C",307.262265141506,-1.20170556199809,0.214633313693009,-5.59887717950854,2.15744573604021e-08,2.56944347694334e-06,257,130,259,235,462,158,887,179,352,244,394,158,464,186
"ENSG00000140650","PMM2",2602.80604884175,-0.642100441776867,0.114881391352884,-5.58924673713702,2.28056715554368e-08,2.69747357596464e-06,2363,1809,3498,2709,3563,1924,3193,2431,3081,2142,3851,2354,2389,1588
"ENSG00000145708","CRHBP",180.549551424129,1.81401866744403,0.325358188352826,5.57545109476964,2.46889261415161e-08,2.90036099005335e-06,48,97,53,281,73,148,111,1325,48,263,25,155,15,265
"ENSG00000112964","GHR",7983.63705632163,0.98273129121188,0.176357636974061,5.5723772901109,2.51286481402029e-08,2.9320717887376e-06,4418,8697,4348,13538,3150,9351,9743,14935,6255,13119,5736,12447,3044,8337
"ENSG00000071909","MYO3B",208.063638562345,1.76311775479051,0.316813525970053,5.56515934536572,2.61912965742615e-08,3.03555369490552e-06,57,165,15,530,13,316,126,763,105,273,31,357,106,316
"ENSG00000110799","VWF",238.29320541963,-1.37530284259689,0.247215634036416,-5.56317098616142,2.64916086546431e-08,3.04989059904687e-06,177,83,556,233,437,130,391,105,434,192,307,115,209,44
"ENSG00000204188","GGNBP1",424.840154523783,-1.20030631514997,0.215809780804496,-5.56187171255848,2.66896468762789e-08,3.05234113845338e-06,477,130,611,272,909,318,499,166,615,271,595,250,456,346
"ENSG00000181104","F2R",78.9208766823479,1.96386481069731,0.355994125726765,5.51656521491208,3.45689246573207e-08,3.91923034916045e-06,2,76,3,129,3,79,43,599,28,193,12,71,2,48
"ENSG00000112414","ADGRG6",130.81349046824,1.8155104873221,0.329194941570514,5.51500116818535,3.48777642094879e-08,3.91923034916045e-06,23,86,12,465,12,238,85,565,63,253,28,184,39,35
"ENSG00000164690","SHH",49.405866024966,1.73318182654574,0.314287712089012,5.51463439351671,3.49505746580989e-08,3.91923034916045e-06,21,32,15,124,5,86,32,222,19,37,16,62,6,88
"ENSG00000231824","AKAIN1",74.0255003456988,1.76117033566908,0.320055176260528,5.50270848997446,3.7400053732346e-08,4.15105207873279e-06,8,61,12,273,13,130,88,162,26,76,17,150,9,110
"ENSG00000134827","TCN1",105.827369772154,1.50464231685999,0.273459734782774,5.50224448237407,3.74986463768785e-08,4.15105207873279e-06,58,176,44,196,40,106,71,120,49,207,55,179,8,198
"ENSG00000188803","SHISA6",9800.51053762085,0.626862590210051,0.114009400017444,5.49834127812389,3.83380401965498e-08,4.21694023028165e-06,7722,10186,6668,13244,7859,12312,8140,16304,8185,12811,6553,11009,6878,12333
"ENSG00000181234","TMEM132C",5794.69858737108,1.4852233498982,0.270191050853768,5.49693761212701,3.86443339231769e-08,4.22372786404647e-06,4078,7572,1301,11543,1203,11100,3367,12039,4210,9524,790,6709,2535,8337
"ENSG00000173166","RAPH1",6158.25556965193,-0.735795688966336,0.133907386271901,-5.4948103271338,3.91130565416044e-08,4.24807153092432e-06,4513,3207,8554,5897,8021,5529,11020,7331,6809,4085,8468,4628,6535,3779
"ENSG00000171729","TMEM51",175.92701612449,1.38126470849268,0.251623565890007,5.4894091640704,4.03280445866477e-08,4.35265626229262e-06,95,205,69,305,61,272,46,269,115,186,76,247,113,430
"ENSG00000154188","ANGPT1",550.958607470905,1.52180645342552,0.278014063102428,5.47384702933117,4.40369237315519e-08,4.72343873242342e-06,383,792,122,1115,133,1187,243,852,222,831,75,811,363,750
"ENSG00000057657","PRDM1",335.793465002475,1.53099125219957,0.279908148820985,5.46962015449832,4.51001090382692e-08,4.80761594433254e-06,131,224,96,718,130,681,363,1354,112,289,140,596,54,308
"ENSG00000232284","GNG12-AS1",1764.87053455729,1.61392824377953,0.295348116864224,5.46449478302066,4.64227032872588e-08,4.91824333170351e-06,495,646,271,4061,416,4581,1324,3699,818,1993,279,3464,1080,3163
"ENSG00000143842","SOX13",186.39112472834,1.63846822471608,0.301088511537424,5.44181581804536,5.27401898901689e-08,5.55347767813004e-06,137,324,20,346,62,240,38,610,65,357,36,243,88,168
"ENSG00000131094","C1QL1",42.0741769881873,1.84421805897226,0.339260721203609,5.43599050438099,5.44928569549489e-08,5.70325543487887e-06,9,25,2,154,10,107,8,155,27,46,4,84,12,19
"ENSG00000226486","LINC01035",55.8491126547294,1.90750731219993,0.351494725618505,5.42684476657053,5.73589727283308e-08,5.96706084364786e-06,6,126,3,90,3,26,2,151,12,74,7,112,34,144
"ENSG00000147251","DOCK11",1372.61311763872,1.24343593588171,0.229206624500187,5.42495636237903,5.79687003719903e-08,5.99438016002335e-06,970,1683,409,2820,548,2461,893,2754,1204,1901,337,2040,737,1295
"ENSG00000162337","LRP5",58.8929454860265,1.52280793790718,0.280808551173032,5.42294004775104,5.86266600411054e-08,6.02633209672529e-06,22,67,20,125,27,145,48,203,30,89,13,58,17,33
"ENSG00000162493","PDPN",214.338525221094,1.40440621444854,0.25936457433107,5.41479582580103,6.13586805477198e-08,6.2698405584531e-06,89,211,48,355,86,481,141,260,155,256,168,513,39,304
"ENSG00000070371","CLTCL1",534.466815881075,1.14498738370272,0.211731192773258,5.40774067677822,6.38247449594877e-08,6.48346776885526e-06,365,745,202,910,280,650,528,1027,444,847,148,691,211,699
"ENSG00000106105","GARS",3476.22926034458,-0.651985904442345,0.121011408299999,-5.38780527887095,7.13232632618299e-08,7.20281539923123e-06,3330,2313,4241,4056,3880,2297,4006,3273,5222,3235,4384,2483,4114,2327
"ENSG00000167414","GNG8",11.349945460128,-1.93681423393113,0.360016852738679,-5.37978769381938,7.45737316888414e-08,7.48728937520117e-06,21,1,12,1,16,0,9,0,12,1,13,1,53,3
"ENSG00000106066","CPVL",1394.56398264069,-1.03361044767735,0.192464560202718,-5.37039362773428,7.85649645755587e-08,7.84241834251632e-06,803,625,1929,888,2130,668,3312,1512,2008,1169,1660,799,1634,921
"ENSG00000177324","BEND2",226.034129994254,-1.82495138615716,0.340059156738369,-5.36657034517444,8.02479110192292e-08,7.96437457121304e-06,48,19,652,54,519,23,52,115,295,64,761,82,371,78
"ENSG00000115155","OTOF",208.720344817253,1.08128246010212,0.201917586198072,5.35506827543704,8.55241169312934e-08,8.43951985878004e-06,96,172,130,434,88,269,214,370,140,306,177,395,57,240
"ENSG00000248485","PCP4L1",515.772294779155,1.17611739640521,0.220082342253417,5.3439880017769,9.0923589113517e-08,8.89257782343933e-06,254,467,239,954,290,843,655,1367,265,501,276,693,127,757
"ENSG00000088836","SLC4A11",66.8399753024309,-1.56960512641697,0.293784205322691,-5.34271447538481,9.15649323962332e-08,8.89257782343933e-06,100,38,73,15,135,33,110,10,85,37,173,34,58,20
"ENSG00000137571","SLCO5A1",754.117354267271,0.77008266146953,0.144142047632662,5.34252616857534,9.16601339146564e-08,8.89257782343933e-06,452,665,578,1415,540,993,795,1330,575,1011,613,1170,289,662
"ENSG00000112290","WASF1",17258.8604224329,-0.599346552184188,0.112392110443427,-5.3326390065953,9.6795619377893e-08,9.33834386054097e-06,15521,10653,22684,15130,21056,13909,19540,17671,20740,14031,23631,14512,19435,14669
"ENSG00000133740","E2F5",903.467141082504,-0.723439368118228,0.135727794889861,-5.3300753077531,9.8172049421827e-08,9.36881684708449e-06,815,457,1396,936,1000,732,1175,830,1337,954,1232,685,874,470
"ENSG00000164946","FREM1",2359.04943778689,0.9258773343673,0.173709590611143,5.33003002948709,9.81965284221606e-08,9.36881684708449e-06,2032,2079,1440,4396,1244,3164,1133,3805,1885,3465,1610,3916,1276,2648
"ENSG00000151388","ADAMTS12",185.630036188776,1.40715603475451,0.264093898881534,5.32824135928156,9.91682865696873e-08,9.4095447295161e-06,88,157,39,524,76,353,79,394,149,276,45,336,119,138
"ENSG00000042813","ZPBP",705.862656688914,1.35480576495058,0.254403335725097,5.32542453143991,1.00717527385547e-07,9.50432229738258e-06,263,512,274,1944,165,1293,506,1521,329,953,198,923,626,974
"ENSG00000182256","GABRG3",32371.318192086,0.93564826011384,0.175944036098963,5.3178742562639,1.04986580164309e-07,9.85333289596438e-06,27712,42387,19049,54199,15058,42568,27410,51519,26356,45699,13291,41314,17788,39442
"ENSG00000140015","KCNH5",9122.84231642692,0.853989146431605,0.160780515127796,5.31152139768187,1.08713802999587e-07,1.01479927783776e-05,6438,9693,6303,16885,4911,12726,5299,11101,7820,12264,8016,15493,4608,9566
"ENSG00000175352","NRIP3",1140.91768265392,1.19201008410569,0.224569675762498,5.3079743739148,1.10850221932969e-07,1.02917875406475e-05,436,861,441,2007,781,2489,1333,2947,654,1161,370,1689,540,1325
"ENSG00000145839","IL9",24.3802827000436,1.84706760020886,0.348195330561913,5.30468802447203,1.12865855124887e-07,1.04228901184582e-05,8,46,1,34,1,24,6,30,13,39,3,30,4,97
"ENSG00000146416","AIG1",20336.4780637364,0.533602129824562,0.100661535665019,5.30095359959819,1.15199367304022e-07,1.05817972019848e-05,14235,21025,16430,29887,15054,23864,17511,26115,17248,25463,17413,26133,15091,24475
"ENSG00000136842","TMOD1",9393.1298345881,-0.819550371577359,0.154740266482827,-5.2962967571748,1.18174732857857e-07,1.07976691096419e-05,9249,4494,10203,7699,11488,7417,10006,8066,12835,7330,13158,6993,14754,7328
"ENSG00000188487","INSC",93.8109732195982,-1.6225637230135,0.307224921010413,-5.28135451276918,1.2823228896731e-07,1.16549652535604e-05,94,20,112,72,117,49,369,50,253,23,28,26,124,27
"ENSG00000173482","PTPRM",15908.5422442265,1.05455551060759,0.19977038861788,5.27883795943721,1.300057063447e-07,1.17542855647468e-05,10442,15707,4816,28467,6806,22784,14452,31442,12890,20438,6752,24492,11134,20796
"ENSG00000157557","ETS2",2695.07308676915,-1.20697978892882,0.229035756860209,-5.26983125025973,1.36549236853246e-07,1.22816081834308e-05,2638,1560,6944,2425,4091,1297,4265,2796,3904,1575,3740,1165,1579,697
"ENSG00000070882","OSBPL3",9103.48532636035,0.668426703984445,0.126993711394586,5.26346302225594,1.41366951175485e-07,1.26490460095827e-05,5943,9604,8211,17080,5495,12153,6143,14845,7748,10683,7846,11231,6108,8597
"ENSG00000115009","CCL20",11.5221291336067,-1.88804685890073,0.359259644161725,-5.25538253344927,1.47717111926778e-07,1.31491072467192e-05,13,4,35,2,38,0,20,1,32,2,12,1,3,0
"ENSG00000101004","NINL",1031.18915565725,1.09093819923801,0.207892603787298,5.24760467358517,1.54089503757201e-07,1.36166214367255e-05,592,827,330,1736,429,1482,899,2393,783,1401,451,1319,771,1664
"ENSG00000227028","SLC8A1-AS1",1204.35319909411,-1.07143790083111,0.204215771959443,-5.24659721700585,1.54934109851219e-07,1.36166214367255e-05,1316,472,1640,791,1135,598,1219,1005,2450,1262,2009,936,1614,486
"ENSG00000115461","IGFBP5",842.780839785163,-1.03703472482648,0.197676467951386,-5.24612127874276,1.55334670394055e-07,1.36166214367255e-05,789,551,834,536,959,459,2260,828,1021,654,930,527,1255,363
"ENSG00000134853","PDGFRA",39.5436532216061,1.57261914217036,0.299841446908246,5.24483575698457,1.56421606975631e-07,1.36426501558696e-05,16,44,15,127,25,51,21,106,14,77,17,60,1,29
"ENSG00000240891","PLCXD2",1003.6277854783,1.28845726647713,0.246053347433801,5.23649558079589,1.63654158781505e-07,1.42017269748634e-05,793,1214,240,1932,276,1315,932,2765,665,1332,449,1645,281,1032
"ENSG00000004399","PLXND1",1304.65798386825,-0.787518014924251,0.15049965358229,-5.23268988452291,1.67060891083387e-07,1.4424872640595e-05,1599,605,1438,1010,1703,1011,1843,1035,1659,1051,1422,991,1656,1202
"ENSG00000149571","KIRREL3",82209.0595139092,-0.624001866337441,0.119335751625384,-5.22895995406552,1.70466280869831e-07,1.46170432756023e-05,88977,46851,106339,86334,91806,56644,107108,83607,89854,65521,94596,68595,101413,69847
"ENSG00000151617","EDNRA",261.734742681531,1.5495634924602,0.296374080312993,5.22840422085408,1.70979370066111e-07,1.46170432756023e-05,131,359,65,505,47,455,28,655,268,468,97,501,81,202
"ENSG00000110934","BIN2",120.585854713767,-1.47061488367347,0.281366079874811,-5.2266957137399,1.72566144080849e-07,1.4680023360257e-05,103,63,137,27,190,46,160,40,301,108,168,32,225,61
"ENSG00000163285","GABRG1",516.745229469123,1.42347251415707,0.272938766706932,5.21535482603511,1.8346570018884e-07,1.55307312576523e-05,347,620,149,1164,125,777,404,1303,385,996,171,962,91,250
"ENSG00000233642","GPR158-AS1",208.944259067839,1.03356391515836,0.198508695168387,5.20664303536743,1.92287486168598e-07,1.61981102372952e-05,129,197,164,472,138,243,95,442,122,229,150,407,94,192
"ENSG00000116729","WLS",412.777554158544,1.60472123312937,0.30864160746446,5.19930299194723,2.00037219216691e-07,1.67691395080245e-05,273,473,91,1159,57,544,317,1818,182,471,44,505,92,355
"ENSG00000087095","NLK",26119.9122541332,-0.681325923813127,0.131077262281833,-5.19789559190051,2.01557276648162e-07,1.68149401470392e-05,25228,16611,32521,22303,32508,19718,29951,20929,33582,19665,38925,22118,28617,23349
"ENSG00000108219","TSPAN14",2406.12980721247,-0.549064830733495,0.105892455566152,-5.18511755911156,2.15878649126369e-07,1.79231172680927e-05,2497,1865,2658,2307,2849,1928,3659,2510,3103,2398,3071,1928,2002,1444
"ENSG00000185483","ROR1",1671.02188921884,1.40591175032333,0.271729637295938,5.17393599135513,2.2921337535963e-07,1.89391664071075e-05,1177,2716,364,3485,255,2169,849,2938,1263,2866,386,2358,943,2229
"ENSG00000126010","GRPR",87.7020438845163,1.61207094261408,0.311841352060583,5.16952268184398,2.3469265039094e-07,1.92995589504816e-05,34,97,8,228,11,132,54,228,58,184,8,120,46,105
"ENSG00000113532","ST8SIA4",1397.22779524397,1.16798315735592,0.226393530494854,5.15908363106899,2.48161449980357e-07,2.02204518395112e-05,428,906,774,2827,624,1920,1015,3170,876,1947,1582,2704,364,1732
"ENSG00000204103","MAFB",83.3648522058496,1.81166394996538,0.35116370212371,5.15902964631338,2.48233006542149e-07,2.02204518395112e-05,19,61,6,153,4,225,4,311,15,83,4,139,58,164
"ENSG00000165816","VWA2",298.070350682029,1.56351889459746,0.303237673238669,5.15608393211374,2.52167899757992e-07,2.04445420700505e-05,186,925,80,518,65,249,194,1015,112,362,81,252,77,188
"ENSG00000065325","GLP2R",1170.48278532286,-1.55020305398137,0.300944499528734,-5.15112605948577,2.58927068394544e-07,2.08944464677822e-05,240,221,2376,472,2418,330,3276,1127,763,327,2315,577,1822,532
"ENSG00000118495","PLAGL1",2995.7204860105,0.75290794341873,0.146224324638177,5.14899244897697,2.61889423230438e-07,2.10352020919369e-05,1773,2516,1743,4938,2410,4255,2732,5163,1884,3519,1840,3988,2553,3944
"ENSG00000182836","PLCXD3",4956.18698163717,1.55733812612631,0.302662927322099,5.14545385490495,2.66874799654309e-07,2.12819134421566e-05,4881,9123,760,10058,1008,9223,1714,9467,2678,8582,645,6181,1066,5736
"ENSG00000162981","FAM84A",2399.99155409244,-0.884185498303235,0.1718511238546,-5.14506672095626,2.6742574653703e-07,2.12819134421566e-05,2218,1111,4647,2550,2766,1616,2860,2489,3657,1715,4075,1844,1702,1171
"ENSG00000144824","PHLDB2",995.695791226453,1.31146360884105,0.254969675719162,5.14360621568805,2.69514160834866e-07,2.13497249699877e-05,355,539,274,2313,286,2239,648,2211,797,1397,426,1968,700,772
"ENSG00000130158","DOCK6",171.162197017135,1.25859871450879,0.244746039561284,5.14246815501027,2.711524139293e-07,2.13814202563703e-05,69,94,62,248,79,442,161,366,130,171,80,262,64,296
"ENSG00000259518","LINC01583",45.119888935204,-1.49642713583307,0.291050892842959,-5.1414621038132,2.72608643404918e-07,2.13985393770887e-05,54,12,82,20,48,25,72,14,99,5,78,40,57,23
"ENSG00000165105","RASEF",335.909977520549,1.59033972925868,0.309577673652883,5.1371266877658,2.78970900754146e-07,2.17988619236351e-05,199,1053,64,393,69,263,103,496,218,951,97,246,97,389
"ENSG00000106018","VIPR2",744.381693613051,1.31022836996466,0.255270723151184,5.13270128979375,2.85613008074348e-07,2.22173470109726e-05,313,463,310,1596,371,1662,256,1813,463,691,725,1666,194,630
"ENSG00000184608","FAM167A-AS1",292.147356645856,-1.44829548034842,0.282399064961466,-5.12854205287841,2.91994677411697e-07,2.26119106915812e-05,163,107,353,118,492,110,424,155,305,221,275,111,975,138
"ENSG00000137936","BCAR3",2427.14319458454,0.93116156393446,0.181828135976454,5.12110823186926,3.03745238604526e-07,2.34168594886677e-05,1284,1594,1103,4957,1262,3999,2716,4288,1571,2967,1547,4012,1693,2728
"ENSG00000166573","GALR1",123.350610298115,1.52000687458122,0.297445483721142,5.11020323981868,3.21812432181266e-07,2.46994617392812e-05,38,96,45,356,70,328,120,257,50,181,32,233,11,64
"ENSG00000089060","SLC8B1",397.779074837206,1.07925018913601,0.211296766581099,5.10774588082386,3.26024704250412e-07,2.49120381314176e-05,187,351,173,572,285,621,483,1109,214,465,148,509,204,566
"ENSG00000113494","PRLR",671.121716981964,1.35083813184182,0.264719698943231,5.10289992484281,3.34487903783809e-07,2.54461304424784e-05,448,1371,181,709,153,654,620,1462,434,1251,289,1112,177,737
