Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_C05.CEL,C_C08.CEL,C_C10.CEL,P_Sp14.CEL,P_Sp20.CEL,P_Sp25.CEL,P_Sp26.CEL,P_Sp29.CEL,P_Sp31.CEL,P_Sp33.CEL,countP
LOC101928844,0.057825834,5.352608604,0.330585642,0.747326819,0.999972288,-4.687904315,1.04089593,40.38886642,37.74798792,41.13167645,34.89810044,35.13834486,35.22409463,53.11512792,46.0189172,51.30283554,38.18621743,9
FAM226A ,-0.162601397,5.356082188,-0.330374523,0.7474819,0.999972288,-4.687918365,-1.119303593,53.49447117,41.67614045,39.04976171,105.5768039,30.17745702,66.25660409,34.52763583,13.80313802,35.613515,42.59507267,10
RP11-649A18.7,-0.059009801,3.599041703,-0.330325121,0.747518191,0.999972288,-4.687921652,-1.041750506,12.93372682,13.06538913,11.47403855,14.64299024,8.710134387,10.7337996,14.76877965,11.37330893,11.40369039,13.42603487,5
YES1,0.129242391,6.219185092,0.330047976,0.747721794,0.999972288,-4.68794008,1.093719201,119.4150701,37.24315598,77.03284075,77.66495479,136.6693456,116.6699908,50.94636662,73.81507013,59.25768317,55.71508436,10
LCN10,0.080983254,5.535708872,0.329884528,0.74784188,0.999972288,-4.687950941,1.057738686,38.96952072,50.34140234,45.22705015,30.08784959,48.38937454,35.50709435,64.20194611,63.02043426,56.51508435,43.99925095,10
ZNF48,0.043713474,6.123876339,0.329732328,0.747953708,0.999972288,-4.687961051,1.030763584,77.69605774,68.61507017,59.69787441,66.9230915,72.41687675,71.20712506,78.81350467,74.81507013,67.31453944,62.41507154,4
VPS36,-0.29377539,6.777007935,-0.32967257,0.747997617,0.999972288,-4.687965019,-1.225843996,123.9064132,178.54201,91.43821334,400.7596879,85.30238054,396.6150701,21.88438583,58.03422119,33.3904894,216.375983,10
SERPINB11,-0.06049996,2.812230798,-0.329493703,0.748129049,0.999972288,-4.687976891,-1.042827086,6.608868285,6.858592362,8.347976589,5.602275586,6.119110114,6.061221024,9.197066367,8.377692546,7.665831591,6.291715378,6
MAPK8,0.119266821,6.31561638,0.32940682,0.748192894,0.999972288,-4.687982656,1.086182723,90.43064471,57.47297512,81.73245385,168.9209084,57.71521819,88.74738211,54.97076593,66.17701427,58.79178986,130.749769,10
CAPRIN1,-0.093955611,4.330634864,-0.329394989,0.748201588,0.999972288,-4.687983441,-1.067292499,17.95216911,19.33214647,26.91232602,12.15450618,18.90028746,12.87558967,27.58297216,23.27137075,26.2451274,23.37099116,5
COQ5,0.129242276,5.117558174,0.329211966,0.748336087,0.999972288,-4.68799558,1.093719114,27.83958419,46.23138918,26.93479492,74.31101961,37.08481419,55.58854365,20.93395356,21.4513468,27.09217534,39.36293447,6
METTL1,-0.076234746,5.876599534,-0.329205638,0.748340738,0.999972288,-4.687995999,-1.054262952,58.34113876,79.85042165,48.64507378,47.29950742,41.91202144,49.37940567,79.54844708,58.89467746,72.33863739,65.19543379,4
C1D,0.210780147,5.193537064,0.329144828,0.748385428,0.999972288,-4.688000031,1.15731384,38.43202292,33.70076713,27.83882365,136.9386394,37.72063654,75.18922441,13.7902935,27.53556902,14.78312123,54.78052083,8
CRAT,-0.086757699,6.47090369,-0.328982542,0.748504698,0.999972288,-4.688010786,-1.061980812,106.8991623,91.93491879,80.57467026,125.4051422,92.41507012,110.0150701,48.98712226,93.92949012,68.41601565,94.87586927,8
CYGB,-0.148531285,5.912249048,-0.328970424,0.748513604,0.999972288,-4.688011589,-1.108440466,47.52150762,109.7493834,51.98722048,120.5782186,79.93698639,66.4065312,25.81350242,45.5465162,37.89954129,81.15040172,8
RP11-69I8.2,0.160983134,4.870517285,0.328779319,0.748654065,0.999972288,-4.688024248,1.11804878,22.92422626,14.73524808,58.62673038,14.45802192,50.8283614,25.43842519,37.02074284,26.40003277,59.39185152,21.35445493,10
SART3,0.186996144,6.218994328,0.328673594,0.748731776,0.999972288,-4.688031248,1.138390986,69.81507017,88.75953576,50.80837021,137.1241274,112.1621574,234.6536361,29.86099289,50.71878492,39.70040738,76.99868769,9
GDAP1,-0.351991212,7.947077198,-0.328592938,0.748791062,0.999972288,-4.688036587,-1.276320995,332.7430876,431.5213141,174.7150701,1024.01507,473.9374489,813.576831,25.44391179,114.1205628,62.83551853,463.5168716,10
TCEANC,-0.060291901,4.806396718,-0.32848088,0.748873433,0.999972288,-4.688044002,-1.042676705,30.66650084,28.15398677,27.70249799,21.77215364,28.56453499,21.46278006,38.02614051,30.87130489,29.16114634,26.92256426,7
NPHP3-AS1,-0.072050793,4.327480613,-0.32820253,0.749078056,0.999972288,-4.688062411,-1.051209918,22.46776617,18.95339274,21.10597396,14.60601087,21.26614407,14.31736407,30.18608175,20.0980159,21.26614407,20.63622836,4
RABEP1,0.076434302,5.389737424,0.328113688,0.749143371,0.999972288,-4.688068284,1.05440879,33.90333559,33.13860598,58.68435012,28.46178282,40.57724794,50.32743757,52.74733288,39.14554867,47.1154574,45.00197384,3
ZNF625 ,0.072186168,5.338040765,0.328079002,0.749168872,0.999972288,-4.688070576,1.051308563,36.64225788,38.10336373,42.6729039,62.86876422,32.44105072,39.60888073,48.86635149,33.02189349,32.21925353,46.85504661,4
SLC25A4,0.14275912,6.484343746,0.327929929,0.749278472,0.999972288,-4.688080425,1.1040145,81.38529187,130.3579268,54.95604961,182.3273078,122.4150701,151.0823893,65.47003485,66.25459056,44.23955659,87.73059177,9
DES,-0.113512356,4.292292363,-0.327921433,0.749284719,0.999972288,-4.688080986,-1.081858905,26.09288026,13.71757959,24.79048676,12.61726057,24.05437938,9.900293049,26.21836883,21.34077947,28.16990078,19.84240941,4
LOC101928419,0.102774591,4.888399913,0.327711192,0.749439302,0.999972288,-4.688094869,1.073836681,29.63230179,26.10546678,28.91997211,17.90693035,30.84996719,17.70489718,50.81185306,35.51036362,39.34531989,33.44050539,10
NDUFB2,0.068933304,8.029050505,0.32770421,0.749444436,0.999972288,-4.68809533,1.048940834,249.0150701,263.4150701,245.7603313,428.9863095,261.8627294,259.0997043,221.2069113,218.8197979,217.0895628,299.8914375,7
AX747652,0.069317171,3.762673798,0.327697409,0.749449437,0.999972288,-4.688095779,1.049219969,13.70761848,13.79161555,11.95738272,13.46409804,11.89789667,18.63596647,9.570860577,11.75842308,15.80842011,17.67565716,7
VRK3,-0.096291066,4.150354353,-0.327584169,0.749532704,0.999972288,-4.688103253,-1.069021646,19.75100558,21.93951929,14.86615948,22.55002552,15.25429042,27.31712297,15.7557724,11.61280136,11.61280136,24.23866647,7
CYP7B1,-0.043113279,3.599792638,-0.327359631,0.749697818,0.999972288,-4.688118065,-1.030334852,11.40053093,11.47547999,14.50425308,12.48790541,11.37240767,10.67365607,12.4779581,12.2793405,13.28125268,11.72334338,5
DLEU2 ,0.14231466,2.84261365,0.327358341,0.749698767,0.999972288,-4.68811815,1.103674432,9.519142982,3.414564642,9.230743302,14.57287564,5.464620347,7.176643244,7.081371914,6.413097678,3.83695713,12.07121727,7
ERCC4,0.107813226,4.684849107,0.327133968,0.749863774,0.999972288,-4.688132942,1.077593628,31.9957842,17.71547568,25.65896953,49.66865874,25.50679502,29.46032587,15.26771415,19.31696305,23.67456013,33.43071133,10
TJP1,-0.186810613,8.391731095,-0.327008011,0.749956411,0.999972288,-4.688141241,-1.138244598,464.9208607,385.8994938,277.1595447,564.5802659,577.0297563,552.2004206,74.92436647,382.3717171,212.9367151,334.706883,10
NOL7,0.17874472,5.835991718,0.326949136,0.749999712,0.999972288,-4.688145119,1.131898598,77.42435705,67.73291955,27.40012127,160.5061201,76.47211943,86.82242866,25.35717855,52.91372532,28.52004254,63.12619871,8
RAB6A ,-0.31737877,7.784389575,-0.326742111,0.750151983,0.999972288,-4.688158751,-1.246064518,314.8150701,391.4728715,138.0009916,828.3675973,376.1150701,687.7439641,34.28214631,107.2804754,54.8604998,368.883415,9
CHPT1,0.120091934,2.84533145,0.326624042,0.75023883,0.999972288,-4.688166521,1.086804116,7.315052061,7.894662084,5.396618273,15.73013804,5.372584906,12.01475601,5.934918543,5.355391347,4.724126363,7.735176317,5
KIAA0226,-0.079916905,6.149716659,-0.326604916,0.750252899,0.999972288,-4.68816778,-1.056957161,69.18363973,78.90555302,73.64734115,108.1201497,55.16629234,87.24676296,68.88635972,45.95293312,59.98596768,81.92149045,9
ABHD10,-0.18816759,7.233266175,-0.326408682,0.75039725,0.999972288,-4.688180688,-1.139315717,188.7619413,256.3741323,92.56657683,311.9827379,199.7665072,289.8588215,48.90598402,92.37141297,84.29393021,192.9844676,8
PSME4,0.167171337,5.743555752,0.326342468,0.75044596,0.999972288,-4.688185042,1.122854766,46.04482583,76.82389493,34.08717426,74.70794086,58.48969755,164.1709839,26.77376592,33.71944184,33.63047421,74.21507013,3
SRXN1,-0.066037171,6.959931104,-0.326291552,0.750483416,0.999972288,-4.688188389,-1.046837253,147.9250482,122.5520971,117.1730889,141.7150701,114.8305033,152.6418152,126.5585412,84.46507012,103.2150701,153.6142163,9
XPO7,0.064659317,3.301094579,0.326072736,0.750644397,0.999972288,-4.688202769,1.045837943,11.57987807,7.892160944,9.536967735,8.374754767,14.13496636,11.40053093,9.188009556,10.6672665,9.366635499,8.015386619,5
PLEKHB2,-0.312844813,7.921972759,-0.326063852,0.750650933,0.999972288,-4.688203353,-1.24215466,304.7014898,407.628911,181.0854817,900.2159731,331.6150701,866.374399,48.75334625,94.99785182,55.16542095,473.608328,10
GSTA4,0.145399005,7.170276971,0.326036292,0.75067121,0.999972288,-4.688205163,1.106036507,125.7114904,195.5773511,98.3548842,334.4308465,156.1673594,271.7150701,81.66894914,97.83782715,91.83438558,152.6214501,9
AMPD2,-0.150923816,7.421486566,-0.325855992,0.750803866,0.999972288,-4.688217003,-1.110280201,171.2645024,272.6714893,134.3914285,270.4907044,165.7904039,368.2814067,82.98671524,121.8015451,89.7572431,233.1307853,7
CLPTM1L,0.070229992,6.571443918,0.325834636,0.750819579,0.999972288,-4.688218405,1.049884041,92.4426366,119.4083596,70.35603309,101.8150701,102.3871013,142.9883933,83.66638176,86.61507012,77.23284196,93.43387842,5
SLC25A22,0.06518183,5.723789401,0.325482635,0.751078591,0.999972288,-4.688241502,1.046216791,54.2892706,47.8154565,51.7141085,46.11545899,48.16324249,38.84287693,78.27182261,61.6190489,52.59984206,57.84330667,9
APEH,-0.047643014,5.142793258,-0.325301332,0.751212011,0.999972288,-4.688253389,-1.033574953,31.74373374,40.43193373,36.82482791,31.03199703,32.54299945,35.30635496,38.10261351,37.79679783,41.39492611,30.15435213,6
FGF7,-0.083633491,2.888795857,-0.325165056,0.751312302,0.999972288,-4.688262319,-1.059683543,8.704399734,6.488769247,8.124777081,5.702696435,13.24256672,6.639450328,7.219144248,8.378481728,6.688861234,5.336317362,6
ABI1,0.129665537,3.966829558,0.325034445,0.751408428,0.999972288,-4.688270875,1.094040038,15.76957465,15.10149422,13.2921245,24.17202301,16.06554689,36.23779281,8.377692546,10.83758705,11.04069541,19.56540539,9
MMP24-AS1,-0.044172972,7.757265163,-0.325010997,0.751425686,0.999972288,-4.688272411,-1.031091934,217.4492134,214.9078014,231.1122635,209.630855,177.5024498,203.3700597,258.3713192,228.3605917,216.3121455,215.4611785,10
NUSAP1,-0.117619249,3.757762572,-0.324973755,0.751453095,0.999972288,-4.688274849,-1.084943,16.12325354,11.63142395,15.66270324,8.399062132,17.61111771,6.372968837,17.24265222,12.66310082,23.53352692,14.41615878,10
HERPUD2,0.111711175,3.421532413,0.324763599,0.751607777,0.999972288,-4.688288606,1.080509065,9.922910193,8.740298207,12.05498518,27.96600922,9.094409825,8.324466538,10.77094611,7.886330863,10.79151765,9.82956008,4
EIF2B3,-0.037087605,5.399788403,-0.324740375,0.751624871,0.999972288,-4.688290126,-1.026040448,39.58570281,45.4787003,44.11576813,42.48931682,43.64927164,44.428783,41.74256825,41.3938856,40.87086162,38.92173806,3
PPP1R3D,0.080105628,3.171321473,0.324705881,0.751650261,0.999972288,-4.688292383,1.057095434,8.999858233,9.916277778,7.290620664,9.892180183,7.511282904,14.74410334,8.335776781,6.500775173,7.738214415,11.77886796,5
GNAI1,0.172288047,5.108065036,0.324691273,0.751661014,0.999972288,-4.688293339,1.126844191,46.51545833,28.94403395,23.71220256,73.71507013,60.23655273,51.19232445,14.36918426,25.34096034,16.25577385,55.43647686,7
DNM1,-0.271429577,6.725576391,-0.324665633,0.751679887,0.999972288,-4.688295017,-1.207003264,112.2690561,191.1471853,81.98991768,385.5949361,149.9277323,278.0251847,33.94712704,57.05165097,21.29040366,151.0989058,7
AMACR ,-0.144933318,5.084401305,-0.324528869,0.751780559,0.999972288,-4.688303962,-1.105679547,31.53915357,52.81802542,28.95084162,84.01507012,25.67602525,33.45494931,21.8222894,15.70695321,34.09101043,49.69379236,10
AJAP1,0.059186904,5.041017939,0.324366496,0.751900089,0.999972288,-4.688314578,1.041878398,32.13629859,34.37767619,29.63498312,41.65616143,23.80126311,32.14822173,32.65000757,29.26114634,37.22068116,40.31845502,5
EIF1,0.188992898,8.767375115,0.324259634,0.751978758,0.999972288,-4.688321562,1.139967661,453.2300645,460.5333007,301.0749431,958.3797607,665.4612379,614.3044886,90.9988174,428.8152682,445.3557672,576.9224114,10
CLN6,0.065651765,4.989474469,0.323995828,0.752172978,0.999972288,-4.688338793,1.046557636,32.42317306,27.39721571,32.80045535,24.52176885,30.28743955,29.42990823,48.0730749,35.94976833,35.67364626,26.6577934,4
SIK2,0.153940836,6.338882831,0.32396585,0.75219505,0.999972288,-4.68834075,1.112604493,95.90863906,71.61724802,61.71497497,149.9398047,123.4331676,172.0711668,39.31850159,51.115182,45.40558827,98.03015793,9
RMDN1,-0.160609236,4.52661189,-0.323611933,0.752455642,0.999972288,-4.688363844,-1.117759057,23.97533878,32.03603808,20.14028138,38.53820366,13.79013665,51.115182,10.9841397,15.59851247,14.184562,41.43004236,6
ZNF385D,0.122465392,6.639507197,0.323581166,0.752478298,0.999972288,-4.68836585,1.088593549,90.14438759,123.3333763,74.58217878,233.6443881,100.8195182,130.9316889,62.73810982,74.38580945,66.46837516,122.3129725,6
CXorf40B,0.166176425,4.380671444,0.323505802,0.752533794,0.999972288,-4.688370764,1.12208069,16.81885506,28.19923993,14.96428946,53.35160629,25.57028965,48.25343914,11.81154845,13.50017129,11.50627192,17.94952496,3
SGSM2,0.055087754,7.942601266,0.323365773,0.752636912,0.999972288,-4.688379891,1.038922295,325.0383179,197.1356863,214.4664799,244.5856454,223.8473843,233.4236223,250.6951547,300.3795344,243.6629457,252.0109716,10
LONRF2,-0.168061361,6.72864445,-0.323329692,0.752663483,0.999972288,-4.688382243,-1.123547689,120.9441631,99.21475493,126.9557642,184.9905022,94.63337212,188.695543,45.93497779,69.55931841,48.05163159,232.9496906,10
NCEH1,-0.358854149,5.049299818,-0.323284888,0.752696478,0.999972288,-4.688385162,-1.28240695,34.80767529,65.86397938,26.69951877,77.93902804,44.50288225,278.4358121,5.456804632,16.04291723,5.274952504,58.04597157,10
SGOL1,-0.081870854,4.191530022,-0.323092722,0.752838002,0.999972288,-4.688397679,-1.058389647,22.49902961,14.15063775,21.58463536,10.98142208,22.89491678,14.70688028,23.81386493,19.03797805,20.63872628,17.44320629,5
NCOA6,0.084200354,6.062770539,0.322573213,0.75322065,0.999972288,-4.688431481,1.060099994,61.81061079,69.86432339,61.19001039,109.3135176,76.99291237,96.03409337,55.07054738,55.57155084,46.96171471,58.03539661,7
CAMSAP2,-0.265086281,7.274461549,-0.322464114,0.753301016,0.999972288,-4.688438573,-1.201707916,223.0421857,252.9738272,96.74054235,450.612971,224.3137007,488.0252476,44.67371187,69.21127789,41.60936137,228.411742,10
SLA,-0.072561408,5.781679675,-0.32245616,0.753306876,0.999972288,-4.68843909,-1.05158204,55.0980563,56.74078628,59.18559678,52.13282624,44.89174618,40.79523055,71.64185187,64.45702034,76.47255654,40.69233569,6
DNAJC2,-0.177284317,5.5705412,-0.322193373,0.753500468,0.999972288,-4.688456162,-1.130753387,45.37298552,73.91308525,41.4241759,105.3040162,39.80573319,101.7606445,19.34657987,28.26473009,24.33231067,74.51171543,8
FOCAD,-0.234504649,5.656965592,-0.322058443,0.753599876,0.999972288,-4.688464923,-1.176502714,54.11229468,69.21492619,48.25012381,164.0875854,69.21507017,106.5771671,14.34354916,22.47513769,18.26992434,83.01046305,5
STAG3L2 ,0.130811858,4.593914134,0.321866373,0.75374139,0.999972288,-4.688477387,1.094909674,32.13629859,15.77666572,22.96214009,16.52296939,39.77971233,10.27372391,38.08455115,30.86788766,28.13848387,25.94191332,8
ALG14,0.165723114,4.888230343,0.321416835,0.754072638,0.999972288,-4.688506532,1.121728175,24.18179035,40.28252946,20.94800515,61.50755826,39.52920767,76.01642707,14.92417894,18.13874316,16.92673275,30.02388629,6
Mar-07,0.288356582,6.75571312,0.321353854,0.75411905,0.999972288,-4.688510613,1.221248323,107.7132909,124.2362569,61.97419034,346.4150701,241.7878862,389.5026561,15.57987177,70.55616571,48.21528152,151.4150701,9
KCNJ6,-0.115433012,2.895213613,-0.321319283,0.754144527,0.999972288,-4.688512852,-1.08330014,7.62683237,9.754028862,6.547607915,18.14060281,5.828512842,7.152722345,5.283434361,6.006889756,5.03288094,8.826469785,4
ZP4,0.058831057,4.71575623,0.321257426,0.754190113,0.999972288,-4.688516858,1.041621446,22.77466811,25.20212078,29.0183203,20.27180322,26.11138837,24.6442943,35.32831743,28.16266153,31.57080945,23.00161134,6
EBP,0.072487146,6.810043461,0.321240281,0.754202748,0.999972288,-4.688517968,1.051527912,107.5150701,126.3084209,93.61743141,155.7401106,98.04898057,90.27461808,124.6838228,93.44388509,94.71507012,163.6160347,9
DYNLL2,-0.178681386,8.051250627,-0.320906117,0.75444903,0.999972288,-4.688539596,-1.13184891,262.4172566,451.2621631,204.4270077,402.7232242,309.8150701,656.3629499,73.21672784,201.0628098,185.0802086,319.2747061,10
TRAPPC2,-0.150848918,5.298727306,-0.320628819,0.754653423,0.999972288,-4.688557527,-1.110222563,43.86652698,42.15896148,41.07386031,53.33753079,36.42557145,98.70668072,35.30678715,22.6434107,14.87641447,51.53303992,7
CLCN7,-0.074134052,5.980583856,-0.32053714,0.754721003,0.999972288,-4.688563452,-1.052728968,81.252299,55.11509919,62.6273376,47.71545681,47.96473999,51.89605089,93.71507012,75.54109601,64.81507039,65.93210121,4
LOC101929694,0.045092908,2.469039187,0.320520913,0.754732965,0.999972288,-4.688564501,1.031749621,5.671361423,4.987830152,5.619006292,4.748818579,6.270750896,4.877585386,6.496353141,5.934188823,5.53420257,5.496598459,8
BC042374,0.064046383,3.018655032,0.320159247,0.754999584,0.999972288,-4.688587858,1.045393709,8.653358708,7.187149781,7.796289865,6.866745334,10.45894676,6.604749627,10.5920148,7.784197742,9.924931184,6.492508622,3
PUS3,0.063398446,5.235859511,0.320093895,0.755047765,0.999972288,-4.688592075,1.044924312,35.85599371,30.65685429,44.38996408,53.47033101,37.3506693,41.72765994,36.86470408,39.31245881,27.49695926,35.63465764,10
PHYH,-0.247638337,6.374441044,-0.320078739,0.755058938,0.999972288,-4.688593053,-1.187262,75.30318286,136.7896161,79.50147902,293.0150701,64.65716989,225.5382609,19.64046279,47.78994104,33.22938852,141.5795379,10
C21orf91,0.199284583,6.969565229,0.319907913,0.755184886,0.999972288,-4.688604074,1.148128869,108.2231413,131.9262874,103.1603382,235.4948048,291.0480826,241.1373574,28.96116973,93.37100028,175.8364852,82.59808888,9
RPSA ,0.122410247,8.742761689,0.319743339,0.755306231,0.999972288,-4.688614686,1.08855194,398.3585937,490.2047917,336.8725079,734.4175301,501.3714513,780.4787997,187.1150701,385.4339454,362.5089374,421.0916496,10
LOC101928191,0.0546313,2.975197336,0.31955537,0.755444834,0.999972288,-4.688626799,1.038593643,7.654708419,7.404162947,7.923743656,6.285736826,7.416997131,6.811932043,10.31615592,8.836428041,9.376138371,7.416997131,10
SPAG9,0.161394359,6.041756856,0.319509298,0.755478808,0.999972288,-4.688629767,1.118367514,92.14909535,53.20993865,46.10401479,146.6044829,74.89217552,97.41391835,20.9383985,69.2915172,46.31545899,94.78150685,10
FAM103A1,-0.144231159,6.061099166,-0.319410407,0.755551732,0.999972288,-4.688636137,-1.105141544,73.45233001,58.29001851,85.76217725,124.4433408,43.23675037,120.2150701,27.32901008,62.71842454,44.84801466,96.44619628,10
SENP1,0.084912639,4.336786037,0.319327674,0.755612743,0.999972288,-4.688641464,1.060623514,19.14401104,21.35188342,17.83858051,38.56948042,23.47045237,15.54274953,17.02678727,15.2847014,18.93220598,22.45501835,6
MEIS2,-0.181208937,7.061512676,-0.319318747,0.755619326,0.999972288,-4.688642039,-1.133833607,140.6036218,79.85903523,276.3213278,429.1064017,214.9650701,119.2544037,86.01881634,101.007191,59.20745628,102.9927972,10
PTCRA,-0.089776535,6.432296157,-0.319289794,0.755640679,0.999972288,-4.688643903,-1.06420533,92.68179677,90.25928712,87.74236,47.94045882,80.02143514,60.88461839,127.4150701,103.9810768,113.7854021,89.2827213,7
DMC1,-0.06104825,2.973101414,-0.319101899,0.755779249,0.999972288,-4.688655995,-1.043223483,8.037056625,8.318406609,7.914680503,5.683356433,8.283212518,5.929467846,9.522809507,8.995669586,9.407355229,7.486364073,3
UBXN10,-0.060330853,5.230114213,-0.319003745,0.75585164,0.999972288,-4.68866231,-1.042704856,33.93220974,40.29972312,42.21711039,30.18000404,36.57362517,30.28322869,54.70880285,37.52968066,39.59117533,35.3744687,5
SPRTN,0.050221149,2.340499571,0.319002453,0.755852593,0.999972288,-4.688662393,1.035423631,4.774616613,5.027634497,5.030736529,6.279638316,5.70349751,5.500344344,5.234326964,4.828865174,3.854259017,4.792469878,5
PGK1,-0.219551435,5.547604514,-0.318949843,0.755891395,0.999972288,-4.688665776,-1.164371502,59.72466692,65.32169663,36.10498657,129.3884366,57.54736398,69.68058651,9.056084203,33.74999432,25.38728647,88.37147641,7
SCCPDH,-0.124715401,6.007064141,-0.318820297,0.755986944,0.999972288,-4.688674106,-1.090292631,65.22893493,94.71620591,51.62919544,130.8438079,50.93242334,88.19695458,33.46522287,52.7599687,43.34878064,84.37790598,9
IPO13,-0.093010343,6.131965017,-0.318746408,0.756041444,0.999972288,-4.688678855,-1.066593428,63.75330405,116.9975949,52.94613625,98.86404368,52.32889804,95.32784349,79.29450886,60.66670913,60.62760724,50.66130983,10
NDUFS4,0.133305022,5.255669662,0.318738373,0.756047371,0.999972288,-4.688679371,1.096803456,31.26884987,33.77379044,43.48910135,108.6991591,28.41142797,51.96015622,25.12854924,29.79471624,25.51723376,47.04787943,10
NDUFB1,0.094091143,5.184732157,0.318696191,0.756078484,0.999972288,-4.688682082,1.067392769,37.77842374,23.66068901,46.9383195,23.5658709,39.93188255,25.53590974,49.81518226,51.06552149,44.89141519,35.18785751,8
TMEM14B,-0.281935492,5.855328098,-0.318694323,0.756079862,0.999972288,-4.688682202,-1.215824918,54.37741869,82.10031945,65.5169883,200.5023615,14.26068427,227.5605797,18.51960771,39.07024405,23.65616079,129.8367096,10
PNRC2,0.048625421,2.816946688,0.318563734,0.756176189,0.999972288,-4.688690592,1.034279008,5.619912303,8.500960323,6.823695336,8.255129572,7.094898802,6.823695336,6.343617002,7.761077584,6.916968581,6.804133499,3
EXOSC2,-0.145668408,4.986653893,-0.31853626,0.756196456,0.999972288,-4.688692357,-1.106243063,42.62178556,34.11915212,27.09277601,70.38569797,25.23259756,70.64914596,18.1638342,22.31936458,19.13649473,26.76304832,5
ZFC3H1,0.178098813,5.96280075,0.318483175,0.756235615,0.999972288,-4.688695766,1.131391952,66.87764761,46.93223208,59.6493857,129.2760605,68.07317482,187.9142825,23.49155927,40.74618618,37.58179048,79.98904001,9
TM2D2,-0.198812462,5.807158276,-0.318439246,0.75626802,0.999972288,-4.688698587,-1.147753206,61.41498643,80.63287514,47.34584447,154.3644585,64.8560617,93.9387925,23.72251763,32.81517757,17.86319564,98.78303893,8
TMEM161A,0.058774607,6.850125015,0.318407899,0.756291144,0.999972288,-4.6887006,1.041580689,118.6162341,124.2873128,95.62099295,106.1055675,91.1041378,122.4874176,119.5958143,118.450115,105.9170944,166.8098062,5
AK074476,0.06384634,3.853304446,0.318348101,0.756335257,0.999972288,-4.688704439,1.045248766,14.49411973,12.57643764,15.09280225,9.207701984,14.3114062,14.15928198,15.98279301,15.64065493,18.01738183,17.20318074,4
FAM126A,0.156458076,6.126613727,0.317987433,0.75660134,0.999972288,-4.688727578,1.114547479,78.0035065,51.64421723,67.4280624,127.1811906,98.4647115,150.8005874,22.92050395,64.90936825,50.66375355,71.71881268,10
METTL9,0.147759103,6.211076637,0.317946788,0.756631328,0.999972288,-4.688730184,1.107847347,79.48816043,69.49640718,59.35926079,146.8586539,119.1581167,144.0538507,31.04011671,51.26361641,50.13567924,75.51320689,6
SUPT7L,0.163615224,3.865803367,0.317753851,0.756773683,0.999972288,-4.688742551,1.120090439,11.48999623,20.91747925,10.16032476,43.36093677,12.49303397,28.3545764,7.677691941,11.47403855,8.223416084,15.96253609,5
GRIN2A,0.279639619,5.416799175,0.317749708,0.75677674,0.999972288,-4.688742816,1.21389162,40.91020891,81.51871574,15.5593071,110.5617029,68.36523154,179.0183125,13.08104083,19.87635516,13.57131529,81.69069418,8
RP11-337C18.10 ,-0.057468587,4.212685824,-0.317726241,0.756794056,0.999972288,-4.68874432,-1.04063821,17.26390258,21.76232139,18.44674324,21.63049969,12.90250884,19.30758783,20.19648677,16.96272804,17.08565587,21.96909327,5
MYO19,-0.06905695,5.444829303,-0.317679652,0.756828432,0.999972288,-4.688747305,-1.049030737,44.61719709,46.21231486,44.31656238,33.13476428,48.32737989,29.16114634,62.12409582,49.29246087,45.52929273,41.31712825,10
LRRC40,0.287434657,6.100065506,0.31752433,0.756943044,0.999972288,-4.688757253,1.220468159,101.6397926,36.890699,56.65286427,250.3150701,85.60510895,203.4150701,9.349998078,38.63029946,41.34411573,166.8404267,10
SPRED2,0.178514319,4.094961971,0.317333502,0.757083863,0.999972288,-4.688769468,1.131717847,13.68383312,24.51009155,11.47403855,33.29514307,20.09582061,56.82893136,12.85981659,8.553882252,8.318263607,15.86017574,7
SUPT5H,0.060191406,6.207285292,0.317247126,0.757147606,0.999972288,-4.688774995,1.042604077,72.61385851,83.21507012,61.15963942,78.0398302,67.41507023,96.60727777,97.696065,66.47190857,64.67112745,61.48871639,6
AVIL,0.096290324,7.073566776,0.31713509,0.757230288,0.999972288,-4.688782162,1.069021096,143.7150701,93.59879546,157.9150701,80.11507012,131.4224627,102.3150701,209.8385584,140.0849673,205.5435353,142.1862292,10
ZFYVE16,-0.059473554,4.667450805,-0.317089885,0.75726365,0.999972288,-4.688785052,-1.042085429,29.38444277,24.06395061,25.30700084,30.29167511,21.0742832,21.83898232,28.0152529,20.45451089,23.05104268,34.08153683,7
MRPS26,-0.060721604,5.953347576,-0.317008212,0.757323928,0.999972288,-4.688790275,-1.042987309,55.34515558,75.80409843,61.94727912,59.29884961,54.51560693,92.70241233,56.55227091,51.32913029,58.40585994,63.1886214,7
SUDS3,-0.296988419,6.558441642,-0.316806221,0.757473011,0.999972288,-4.688803184,-1.228577118,167.5385896,120.6618428,63.81507075,297.3351469,107.7403383,266.5746641,11.39201336,52.9995747,36.11445344,230.2879186,9
FAM174A,-0.21565453,7.611418749,-0.31672972,0.757529477,0.999972288,-4.688808071,-1.161230629,208.8994235,303.032429,161.6957196,374.6436573,256.2495018,497.5150701,55.51508436,99.43686375,78.37973718,386.6150701,10
TCEAL2,-0.347257555,8.087344803,-0.316728069,0.757530696,0.999972288,-4.688808177,-1.272140093,322.2613343,633.7077594,163.3150701,1172.21507,500.5756896,740.4257412,24.32598137,143.2468625,74.8428893,586.0647836,9
