Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_GSM764196.CEL,C_GSM764197.CEL,C_GSM764198.CEL,P_GSM764189.CEL,P_GSM764190.CEL,P_GSM764191.CEL,P_GSM764192.CEL,P_GSM764193.CEL,P_GSM764194.CEL,P_GSM764195.CEL,countP
HSPH1,0.423496505,8.690213392,3.71914413,0.003080269,0.522212085,-1.978026188,1.341174079,289.2432695,354.0714715,371.5110055,499.4459848,515.0227299,464.9924218,437.2368711,373.612028,437.4099162,444.668193,10
HECTD1,0.564205089,7.448713364,3.718680742,0.003082834,0.522212085,-1.978522117,1.478572606,111.0037921,147.2948178,143.4377933,217.4683625,262.8844535,209.1213476,188.1541968,181.5559707,155.9228339,177.2879082,10
DNAJC13,0.412801555,4.569463099,3.714602413,0.003105502,0.522212085,-1.982888291,1.331268483,20.61929081,19.2331466,18.50778472,23.22211742,25.45280434,31.37318302,28.10735165,22.20907876,24.18584413,27.71202772,4
AGT,0.579734824,8.380860608,3.712029571,0.003119891,0.522212085,-1.985644054,1.494574512,223.680738,240.3216949,296.3212737,376.0924218,321.1263417,302.7537508,495.1873154,424.7270974,328.6196174,420.8108355,10
ITGA11,-0.48836626,5.954539626,-3.71196865,0.003120232,0.522212085,-1.985709319,-1.402855351,90.20452292,69.63768608,77.29288956,53.25270225,44.28505665,57.69244144,55.48646491,60.70828533,53.73558079,70.35961376,7
OSTM1,0.608811162,7.089495936,3.707742826,0.003144017,0.522212085,-1.99023786,1.525002028,105.7480272,112.575877,87.47164516,205.5969114,151.5843922,163.4924218,118.6010405,159.0046628,179.1182856,122.4947336,10
KIF2C,-0.446740811,4.611710362,-3.699105335,0.003193213,0.522212085,-1.999502718,-1.362957722,29.65852784,29.79678496,31.68717054,19.85994606,21.42111255,18.4523146,21.93431695,24.46772229,28.35944964,22.81091206,4
AP4E1,0.496431568,7.084083273,3.696282014,0.003209464,0.522212085,-2.002533609,1.4107199,122.5729488,106.3862429,92.99485042,169.8399853,165.298612,175.6915211,148.547654,133.1056551,151.9365171,117.6771493,10
SETD6,0.453337018,6.954746815,3.683952986,0.003281434,0.522212085,-2.015783474,1.369203626,94.15631519,106.1739758,98.69878162,126.9675359,148.9107268,158.3924218,159.2095839,112.1614811,117.4924218,139.1614158,10
TSEN15,0.518434361,7.731790482,3.683116252,0.003286378,0.522212085,-2.016683549,1.432399938,161.9411724,187.6736592,148.5959416,252.4655896,260.7316748,291.8379997,207.1376722,199.0500678,267.609009,196.7800307,10
CWC27,0.626091673,7.966722814,3.679262915,0.003309245,0.522212085,-2.020829977,1.543378243,188.0715168,194.9396511,171.6533984,299.7924218,305.3681354,437.3543234,253.2684536,230.4856605,271.4580962,240.4053467,10
CNPY2,0.473957329,7.427427685,3.673366481,0.003344553,0.522212085,-2.027179305,1.388914055,146.0924218,148.2195888,118.1636767,218.5924218,209.1692426,144.8647875,190.3871241,181.52584,187.5686154,207.9390176,10
RP11-319G9.3,0.365302061,4.541200762,3.672291329,0.003351032,0.522212085,-2.028337611,1.288151305,20.08762054,18.97341098,19.45846528,25.34604138,24.29699925,22.16275241,27.95054285,28.00328459,26.98525707,21.89685325,10
GPR26,-0.517061882,4.080722338,-3.662619464,0.003409904,0.522212085,-2.03876544,-1.431037901,18.92614033,24.59396276,22.09206447,12.81523704,16.01466482,11.86602443,18.32533638,17.51657414,15.54115762,15.40058365,4
LINC00969 ,0.501702653,7.46710444,3.656107292,0.003450141,0.522212085,-2.045794629,1.415883587,131.5961568,144.3366362,140.5043001,162.2247866,228.2243918,220.1161242,148.9479255,216.909322,214.034785,199.9800192,9
GAB1,-0.578518835,7.375700185,-3.654884741,0.003457748,0.522212085,-2.047114959,-1.493315327,234.5924218,228.2924218,198.5334581,102.444849,193.2308486,138.356155,160.2072372,158.9136401,139.2517346,154.6043725,10
GOLT1B,0.519840741,6.84290653,3.653618372,0.003465647,0.522212085,-2.04848285,1.433796962,87.10382169,96.49242525,84.45120676,149.7901539,131.3924218,166.7305217,106.0283204,108.3927419,132.5924218,111.9580844,10
DACH1,0.377138726,3.711678648,3.652901788,0.003470125,0.522212085,-2.049256988,1.298763482,9.74223464,10.87607951,12.25845446,14.01341016,14.86337491,16.52680255,13.14811416,13.79571641,12.54728749,14.64507895,7
ZMYND8,0.533263829,7.75104695,3.644849216,0.003520852,0.522212085,-2.057961663,1.447199514,167.2625626,195.5958331,140.61281,213.9056861,299.1045755,248.6093579,240.8801418,287.5924218,215.8971673,196.7002115,10
KPNB1,0.37005888,9.638150329,3.641903129,0.003539601,0.522212085,-2.061148771,1.292405576,652.8888666,640.8942216,705.5924218,946.4471864,941.0395992,979.5583478,833.5720709,748.4172745,820.2852071,782.9924218,10
MED11,0.31554208,7.751912085,3.640251406,0.003550157,0.522212085,-2.062936194,1.244479167,194.8046907,183.4924218,177.0038105,200.2268635,233.4855201,230.230105,233.9462695,230.5318601,228.4815717,258.0701584,10
WSB1,0.86389951,7.503957289,3.634870618,0.00358477,0.522212085,-2.068761894,1.819950876,162.1971628,93.79242718,111.7924218,275.0924218,225.806494,328.9924218,165.8751246,215.2924218,213.2047897,146.7340816,10
CKAP2,0.817756946,5.632757836,3.630821539,0.003611045,0.522212085,-2.073148636,1.762663331,32.90944511,34.13200167,33.07114308,50.54711004,55.09604237,63.14145188,42.94337388,45.61735137,104.3860458,67.69540216,10
FGF14,-0.387963918,5.073354044,-3.630578958,0.003612625,0.522212085,-2.073411525,-1.308545344,47.15789101,38.8808335,36.61522673,28.62920637,30.65740489,29.79569763,28.14943468,32.00090125,36.73916562,32.21857726,5
SEPHS1,0.400275093,7.801658492,3.62547385,0.003646049,0.522212085,-2.078946043,1.319759539,189.5528398,201.0631752,162.7412825,237.6069116,281.3822059,279.6894412,242.0445028,222.9546679,227.4979117,214.7092113,10
USP48,0.331903595,8.644477603,3.624562556,0.003652048,0.522212085,-2.079934399,1.258673063,340.4718476,360.7542826,321.8335341,410.5168592,404.501043,497.6967643,393.8331732,434.6924218,410.3543767,458.8573193,10
G2E3,0.590649876,5.604814372,3.624366261,0.003653342,0.522212085,-2.080147311,1.505924954,27.38712834,41.88318362,42.52835292,49.36029849,59.36114021,70.57756227,52.40008319,50.31508182,45.65002474,61.36063896,10
FECH,0.479022393,6.661100877,3.62367956,0.003657871,0.522212085,-2.080892183,1.393798872,97.89082792,61.83804208,85.26200555,121.5424133,112.55385,100.882907,105.510707,110.8527093,105.3591333,128.3918843,10
MARCH3,1.259122848,6.151046138,3.623641661,0.003658122,0.522212085,-2.080933294,2.393501729,85.35479368,32.11233565,20.94486182,61.30501654,112.8628198,83.85482377,85.10671224,105.0505968,124.3118913,88.72921487,8
A2M-AS1,0.750361371,6.643221157,3.609827732,0.003750474,0.522212085,-2.09593241,1.682214144,77.19380318,70.17240471,61.8481939,162.5232007,113.863096,163.3392302,98.53075827,77.11527223,120.901715,107.0234628,10
ZWILCH,0.474640041,4.613353665,3.606042157,0.003776197,0.522212085,-2.100047716,1.389571472,19.65329049,16.64031012,22.47123514,31.30104907,25.48182924,30.29355859,23.43430214,31.52257763,23.45207261,25.09342483,7
PHF20,-0.307764281,6.021555114,-3.604650825,0.003785696,0.522212085,-2.101560767,-1.237788035,76.68131151,72.01866088,77.7013821,53.4257745,61.24189234,57.49245087,64.12296776,61.2349861,65.59321289,64.39340441,7
TIPRL,0.414749347,8.480854222,3.596677403,0.003840609,0.522212085,-2.110237247,1.33306705,315.3943933,272.347367,290.2740361,430.7962367,394.5622211,440.4606387,319.7230615,337.6345067,430.4907343,390.5266294,10
RPS6KL1,0.506568967,6.114305559,3.594945053,0.003852648,0.522212085,-2.112123585,1.420667528,57.0215792,52.09114767,53.54646531,93.09382135,59.23056254,62.85309691,80.49265522,76.97183671,90.37169322,82.49846466,5
RTKN,0.493748725,5.39371554,3.593846897,0.003860299,0.522212085,-2.113319583,1.408098956,32.30366476,36.80227662,30.4617147,64.53093045,42.67476615,38.48917922,46.14183412,45.89826619,47.37803639,44.77905386,8
XPO7,0.384021545,5.509135287,3.587331342,0.003906016,0.522212085,-2.120419294,1.304974435,36.48576832,36.70167719,40.33400048,46.67331537,43.43397235,54.19101141,43.02226025,49.34358697,52.34952566,58.21124114,10
PPA1,0.560010458,10.56433132,3.574644051,0.003996635,0.522212085,-2.134261869,1.474279904,1053.82731,1179.243145,1236.377637,2078.185911,1905.219254,1974.557601,1163.230645,1642.265796,1605.24793,1720.012505,10
ARHGEF7,0.430945601,6.267105382,3.574544119,0.003997357,0.522212085,-2.134370995,1.348116898,54.43798415,71.58811663,62.60215544,93.70033822,102.7611863,83.62297195,73.46015369,84.29213619,77.76949832,77.62305755,10
UNG,0.506251044,7.31262454,3.571271675,0.004021082,0.522212085,-2.137945268,1.420354493,116.0005434,128.6924218,128.7988038,221.4371119,177.0614383,211.9924218,149.6242135,149.5907778,193.98316,148.5603951,10
KMT2A,0.359758859,5.150901823,3.569335576,0.004035187,0.522212085,-2.140060672,1.283211396,24.97026727,31.46664333,33.80866447,37.78001357,40.12204486,34.81443802,38.37475546,39.759792,36.7154796,40.80509768,10
GSS,0.374116093,7.212903617,3.566152748,0.004058483,0.522212085,-2.143539446,1.296045253,130.9962508,126.5293334,114.2743078,170.6534226,138.9274743,191.4718903,147.4853226,150.2132948,165.8512239,163.4634785,10
LMBRD2,0.438820217,9.510183616,3.562295742,0.0040869,0.522212085,-2.147757045,1.3554954,555.6722915,665.2745946,553.7656552,793.9920242,730.3679859,964.2924218,645.1034759,813.0639782,905.6230111,781.7924218,10
LOC100289098,0.626142638,6.275679641,3.560765192,0.004098232,0.522212085,-2.149431282,1.543432765,43.45088799,79.05664828,54.41795139,92.87935387,100.9542143,88.92916882,96.20049473,100.64786,71.79409276,71.91847577,9
TARS,0.405672233,8.74745559,3.557343148,0.004123686,0.522212085,-2.153175805,1.324706022,329.4831288,388.6991023,343.4328738,399.5725307,501.1779852,515.9318692,428.5490821,440.132105,563.2098016,445.392411,10
ATP2B1,0.503007384,7.953964183,3.557064321,0.004125767,0.522212085,-2.153480981,1.417164649,156.8937488,228.5118865,204.4788167,292.708535,302.7761633,306.1257215,239.7075982,215.9083493,288.0889542,296.2924218,10
TBL1X,0.540277216,6.15534646,3.55664326,0.004128912,0.522212085,-2.153941855,1.454251927,40.32986093,64.80818853,63.10036723,95.54552039,67.4100329,81.22544056,81.93938003,72.13824377,77.26378003,85.87950879,10
DET1,0.424392659,5.84899647,3.554078497,0.00414812,0.522212085,-2.156749672,1.34200743,56.56587659,44.28505665,41.21668766,56.26095965,60.39614872,65.60527347,60.40864249,57.53339533,67.29646964,75.19388288,10
ZNF493,0.418087425,8.093115182,3.551116232,0.004170419,0.522212085,-2.159993836,1.336155045,213.727637,230.7265049,224.6744647,314.3732977,332.0209329,334.9545561,295.3684474,292.1729016,224.6893129,306.9085158,10
PTPN2,0.416934732,6.575333623,3.547900189,0.004194768,0.522212085,-2.163517352,1.335087902,77.18100696,84.0621745,72.85111262,129.3740136,106.9128441,117.121383,89.86176753,94.44877911,96.06392404,99.61724287,9
C4orf3,0.372917345,10.17707201,3.545275137,0.004214749,0.522212085,-2.166394469,1.294968805,1041.978489,962.1354755,899.4402251,1432.216313,1181.055286,1374.409079,1134.342422,1069.226114,1323.294967,1285.603071,10
PHACTR2,0.973028722,8.518214351,3.544118189,0.004223587,0.522212085,-2.167662824,1.962957207,263.2531569,171.8469158,264.2932125,485.6338713,509.3371494,615.8726044,487.5906387,523.660283,212.4263623,444.283654,10
UMPS,0.404216939,5.142964071,3.540202057,0.004253641,0.522212085,-2.17195747,1.323370421,29.34586594,32.36746147,25.78533622,38.2262778,40.51641198,47.78421972,36.75315954,37.4275093,33.20747096,36.6300285,8
IRF2BPL,0.588043444,9.313290364,3.534352938,0.004298939,0.522212085,-2.178375997,1.503206744,524.5393613,357.4924218,583.3847171,740.2832653,689.6444798,796.7206419,907.0367502,713.7345934,686.5327532,549.0924218,10
FAM98A,0.380961358,9.584387283,3.532987031,0.004309588,0.522212085,-2.179875575,1.30220931,637.0924218,688.0853742,592.7748226,801.6381676,693.5357949,959.0168967,821.3804995,771.9287066,930.2733353,870.0424218,10
BMS1P5,0.750023592,7.189567026,3.528166683,0.004347384,0.522212085,-2.185169759,1.681820333,107.1729721,85.06389637,114.5139217,152.5699168,255.0243915,229.0207729,153.2902293,166.9401367,160.3689371,115.0650621,10
MPDZ,0.351903709,7.815102378,3.528050149,0.004348302,0.522212085,-2.185297789,1.276243585,193.655267,197.1393528,179.2575942,256.7924218,247.3722412,264.8212022,210.2924218,212.3611543,241.3915824,270.4054275,10
PPIL1,0.562886869,7.674833054,3.526009661,0.004364406,0.522212085,-2.187539879,1.477222221,174.329687,130.739411,164.9873936,232.0942077,193.4945993,286.5712904,195.4210726,185.1924218,263.6453459,274.8782846,8
AKIRIN1,0.423791938,7.657855385,3.522481941,0.004392393,0.522212085,-2.191417524,1.341448751,144.1155071,202.991988,151.9278281,225.9520869,231.6860671,255.7685346,216.8808837,196.4913366,225.5006591,197.30537,9
PTEN ,0.668133494,6.917020936,3.522416616,0.004392913,0.522212085,-2.191489346,1.589015827,92.49242992,99.57593938,72.45401844,205.0729449,117.4659623,170.6743335,112.5426547,115.6419516,124.7492634,149.1164521,10
HHIP-AS1,-0.409527552,6.157607775,-3.517098131,0.004435459,0.522212085,-2.197338747,-1.328250772,98.44546301,72.85444378,92.06834462,57.9137022,69.06592996,59.15801492,62.8821093,73.61275089,64.25483947,73.96726388,3
CCT3 ,0.406925882,9.287903708,3.516418313,0.004440928,0.522212085,-2.198086713,1.325857643,510.4415639,563.0312106,469.9924218,793.5924218,668.901133,785.3924218,587.7924218,676.4448761,583.1098077,697.5155317,10
RALGAPA2,0.733564959,7.84116921,3.51451614,0.004456266,0.522212085,-2.200179915,1.662742725,171.7519862,127.8727422,188.7422097,314.5552333,191.4807523,286.9394199,207.6715066,279.1884523,242.4632825,399.1994654,10
C2orf72,-0.460182526,6.542939446,-3.512298332,0.004474217,0.522212085,-2.20262109,-1.375715859,109.1937849,102.5953145,141.3995457,83.04459142,85.53389194,66.03121764,84.21673097,89.09443326,99.07445853,89.9554171,9
EMC8,0.295550786,8.169592822,3.509670885,0.00449558,0.522212085,-2.20551405,1.227353462,245.5591277,266.835314,236.9418742,321.6025739,299.1924218,339.0337633,284.9862311,286.3299191,318.4624124,297.5924218,10
ERGIC2,0.460945232,8.153319294,3.509542214,0.004496629,0.522212085,-2.205655749,1.376443348,236.8652422,244.4414319,203.7569084,354.7927867,308.2274224,387.5882819,249.5965705,272.5609551,321.2543415,320.1697242,10
CYP1B1,-0.76757352,5.016497054,-3.508550576,0.004504721,0.522212085,-2.206747864,-1.702404088,37.40629323,47.21184987,58.69270693,40.52807313,24.77266735,30.69087724,17.40012373,32.18152745,26.19737309,26.94177889,10
DYNC1I2,0.503072172,6.893395835,3.506689395,0.004519948,0.522212085,-2.208797999,1.417228293,79.76760872,124.7924218,81.1555753,151.6186994,147.2924218,118.7042694,120.8036151,123.1741488,125.1613582,141.3796039,10
ACSL3,0.571837536,9.989847471,3.504428432,0.004538517,0.522212085,-2.211289151,1.486415588,692.141483,793.1159004,833.1153941,1268.929528,1177.718288,1450.839808,949.7924218,967.4739681,1444.348965,897.7640362,10
SLC35A5,0.45379845,6.412933028,3.50271999,0.004552599,0.522212085,-2.213172002,1.369641623,70.33105067,70.59687937,64.36479791,104.6129023,92.0073641,123.7939841,84.29649792,77.93804176,92.9882524,86.73143067,10
DNM1L,0.554505435,7.668264245,3.502713877,0.00455265,0.522212085,-2.21317874,1.468665079,126.4439445,179.3815266,165.5461527,233.5847487,238.8924218,303.4512645,190.9166027,179.5569366,242.2637997,229.6732751,10
TEAD1,0.878736585,7.337236438,3.502492082,0.004554481,0.522212085,-2.213423208,1.83876433,77.39790022,109.3292753,139.0638869,229.3540263,294.5966276,207.6145847,157.6135963,116.4308358,194.5269651,207.4765497,10
GGCT,0.370656553,8.681174348,3.500808069,0.004568412,0.522212085,-2.215279585,1.292941099,308.8924218,362.2291275,360.3924218,445.631146,378.2193893,486.976762,395.0377504,462.5051855,502.1369664,447.2676897,10
CDC16,-0.357134062,8.98185768,-3.499871738,0.004576177,0.522212085,-2.216311923,-1.280878881,607.9832742,599.9992769,595.8683434,396.8924218,443.098209,426.2842266,535.9323762,506.0924218,508.5471121,485.679785,10
SAT1,0.424609505,7.219214127,3.499739753,0.004577272,0.522212085,-2.216457452,1.342209157,120.576219,124.7924218,118.5025521,181.892044,135.867756,209.5545199,159.6892764,154.24535,159.9102478,148.3307284,5
ZBTB38,0.503730421,6.185890294,3.499627452,0.004578205,0.522212085,-2.216581278,1.41787507,46.95748021,61.35235863,64.33388939,78.59275722,111.9217218,83.20859131,74.11351378,76.16619993,75.15034067,72.66975656,10
C11orf1,0.490857774,6.567226433,3.496272487,0.004606149,0.522212085,-2.220281358,1.405280156,83.6338565,78.58140626,63.50272989,133.7924218,90.10571992,108.5333313,87.49246013,95.06416356,113.1149526,114.4386284,9
TMEM33,0.575062226,6.321710766,3.494408781,0.004621748,0.522212085,-2.222337451,1.489741717,64.94743572,69.41064308,49.15328634,88.49244854,102.6924222,123.556742,70.34466507,83.44253462,92.34560224,79.49852645,10
TRMT5,0.579815777,5.99355972,3.494236231,0.004623195,0.522212085,-2.222527837,1.494658378,54.51543657,42.27958829,48.25423671,77.24499392,72.99257601,90.97982635,57.35445081,92.79016609,61.84104379,58.72010792,7
GSAP,0.625808269,5.891615917,3.490536365,0.004654332,0.522212085,-2.226611143,1.54307509,58.09612835,42.80201514,33.84037035,74.11279871,87.49246013,79.55373322,54.66715411,58.45895252,63.88285914,61.3759712,10
EEF1E1,0.471372114,7.715315638,3.48877852,0.0046692,0.522212085,-2.228551826,1.38642744,179.7533227,186.7874855,139.1924218,258.8526704,199.8177339,256.9825844,205.576516,221.70898,209.134694,283.7924218,10
DENR,0.375442744,9.945324835,3.487781981,0.00467765,0.522212085,-2.229652207,1.297237599,835.6726956,848.4498556,782.5640174,1166.861323,1180.117542,1186.019547,899.8958869,950.5908342,1135.818788,985.5924218,10
PLCE1,1.365778211,5.93708846,3.480463263,0.004740192,0.522212085,-2.23773773,2.577153038,65.29469618,19.81763065,24.34451158,176.8113077,102.6385,64.92703015,69.10083157,74.94409974,74.31127794,52.18733387,10
WDR83OS,0.418963367,9.232727614,3.478455422,0.004757499,0.522212085,-2.239957222,1.336966546,564.6647737,471.9188793,444.0917226,644.2924218,628.2450888,803.5293276,658.4924218,534.6328803,695.7924218,658.9444604,10
PGR,-0.594756406,5.881578916,-3.476490002,0.004774502,0.522212085,-2.242130355,-1.510217569,109.6463044,75.05266874,59.18584834,63.95949479,50.16223423,52.34952566,48.99515433,60.01014456,46.87320768,45.00301556,9
EHBP1,0.781592207,6.643427579,3.473946817,0.004796596,0.522212085,-2.244943097,1.719027003,67.96727704,68.31202831,68.97984375,195.6526895,109.2523978,164.4935518,93.40377001,90.35005065,108.2784895,96.89242411,9
KAT6B,0.493768523,6.994548695,3.473575447,0.004799831,0.522212085,-2.245353902,1.40811828,85.44777357,105.1109144,112.5164803,136.663084,176.8841748,168.7216472,116.5924218,122.8568226,131.6203656,146.2922202,10
