Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
YTHDF1,0.361985842,3.983419681,1.822147165,0.092015422,0.779083566,-4.293429776,1.285193725,8.865892326,16.06782729,16.06782729,16.61840207,18.18807608,16.06782729,17.19611393,14.86471164,15.97845806,13.65062324,25.01340472,11
LOC102724689,0.318298926,2.266977049,1.822104753,0.092022182,0.779083566,-4.293486722,1.246859516,4.151388163,4.510646095,3.679558915,4.510646095,4.510646095,6.174483896,4.510646095,7.485645511,4.007765831,4.59316877,5.969256289,3
TBK1,-0.394146194,2.058911034,-1.822054707,0.09203016,0.779083566,-4.293553915,-1.31416479,4.305471613,4.873245937,6.257707061,4.283993297,3.944986757,5.145882138,4.238952361,4.644716307,2.689669946,2.460845217,4.416968499,7
CCNC,-0.364482249,3.073730992,-1.821920029,0.092051631,0.779083566,-4.293734737,-1.287419521,6.969057603,9.897731387,15.01534279,8.608223559,8.696415356,9.151897139,8.360684111,8.360684111,6.736228952,5.709967518,7.899388669,8
HSPBAP1,0.320172374,2.361593497,1.821580084,0.092105847,0.779083566,-4.294191121,1.248479709,3.768722892,4.917392833,4.513520791,7.115680306,5.114746994,5.192151808,6.826780137,6.46512549,3.743037452,5.114746994,4.946995957,10
EXTL2,-0.499588775,3.776725395,-1.821526359,0.092114418,0.779083566,-4.294263245,-1.413810513,9.711544084,19.49332523,28.95175818,13.49625674,13.95993483,12.36968678,15.23099645,15.73200821,8.83382621,9.162122653,12.94261126,9
KIAA1598,0.396485924,5.648602271,1.821502097,0.092118289,0.779083566,-4.294295814,1.316297802,52.39380121,28.63417902,46.19792185,40.10141607,74.51254419,48.46871904,47.82365672,65.12107394,47.55246308,71.59160744,47.57170274,11
NCKAP1,-0.289485882,5.198315662,-1.821173251,0.092170768,0.779083566,-4.294737245,-1.222204656,36.12107418,39.48933555,53.75743757,27.87934917,37.77364656,44.52217907,33.42544027,39.54016501,38.04158477,29.23211282,30.92978723,11
MAPK8IP2,0.30588875,1.437980777,1.820846205,0.092222987,0.779083566,-4.295176218,1.236179932,2.656489859,1.913686604,2.46343756,2.418635511,2.817575779,3.347708336,4.109180554,3.073783553,2.268139724,2.656489859,2.656489859,4
RASA2,0.467334908,3.088180346,1.819890779,0.092375691,0.779083566,-4.296458387,1.382553116,4.894269087,7.053800977,8.78722079,13.94356038,7.001607503,8.78722079,10.1106757,8.660818179,5.837311392,13.94356038,9.071369702,4
MRPS9,-0.68593476,1.654811017,-1.819410528,0.092452535,0.779083566,-4.297102742,-1.608743991,2.03512949,7.125525011,6.075070168,2.140812466,2.353044755,2.677205054,4.574910899,5.087609064,1.894589692,2.353044755,2.447557435,6
PAPD5,0.209052286,2.631395138,1.81933977,0.092463861,0.779083566,-4.297197671,1.155928599,5.664831402,6.169997132,4.961472986,7.761745752,6.761456461,6.662934173,5.766460985,6.169997132,6.254803337,7.028818387,5.449786167,6
TMEM134,0.271458759,1.992842067,1.818927303,0.092529912,0.779389381,-4.297750997,1.207027678,3.250636813,3.512589973,3.662922027,4.089671084,3.745083974,4.080390422,4.587503525,5.238491051,3.261684496,3.574351372,5.423261884,9
CDKN2C,-0.218099341,1.883867273,-1.817182925,0.092809719,0.779759136,-4.30009035,-1.163200134,4.02366532,4.619588231,3.761166975,3.629408446,3.492675528,3.629408446,3.939561021,4.298680097,3.154655844,2.877009923,3.499871997,9
CPNE9,-0.492447386,3.477807895,-1.816414827,0.092933167,0.780117673,-4.301120054,-1.406829396,12.77416748,16.31189684,13.97565823,7.612092859,6.108644336,8.19101686,17.3226505,14.64219094,9.627596623,9.20693207,13.16194697,10
PTCD2,-0.481631534,3.212087006,-1.81632118,0.092948228,0.780117673,-4.301245581,-1.396321864,8.360684111,10.16287681,19.40337245,10.48480235,10.84215372,7.47610706,9.199829137,9.967669203,5.267014905,6.405800957,9.983470283,8
ZBTB21,0.413186858,1.48002617,1.816267082,0.092956929,0.780117673,-4.301318093,1.331624074,1.848565785,3.09903953,2.028414326,2.706718478,2.706718478,3.411006438,2.706718478,2.747197973,2.067236336,3.621553224,4.923223259,7
USP32,-0.376404608,5.29857041,-1.816197201,0.092968171,0.780117673,-4.30141176,-1.298102772,39.1395353,39.1395353,70.31927067,34.32889762,42.74318138,47.84834666,39.1395353,39.1395353,35.19268483,24.25363569,35.49400427,11
MAF,-0.231582917,0.975321307,-1.815487794,0.093082356,0.780259077,-4.302362518,-1.174122484,2.716662563,1.966790269,2.018882908,1.961338106,1.917815288,1.742783496,1.917815288,1.65266633,1.675638369,2.355722158,1.917815288,8
JUN,0.323537206,5.302434823,1.815274634,0.09311669,0.780259077,-4.30264816,1.251394966,37.81108688,27.30313299,36.49616813,46.55586506,32.26776136,50.92960065,36.11245569,45.93419836,34.66295812,37.81108688,57.68207562,3
PPAP2B,0.430291327,1.95231322,1.815105969,0.093143865,0.780259077,-4.302874164,1.347505655,3.592990128,3.220085172,2.613237775,3.115467535,4.122152393,6.412107388,3.515548918,3.530587097,3.592990128,3.735103483,7.030790122,7
STRBP,-0.399319625,2.580617399,-1.814988518,0.093162794,0.780259077,-4.303031538,-1.318885777,4.770195967,9.289258609,8.836548801,8.685434621,5.876692236,5.124533403,4.643504158,5.477475752,4.370700261,5.903683197,5.221515023,10
TOX3,-0.313683264,0.393915453,-1.814872717,0.093181459,0.780259077,-4.303186694,-1.242876772,1.501068726,2.132372966,1.138943657,1.131634022,1.16816479,1.253330411,1.0688941,1.683330265,1.136269519,1.30224117,1.253330411,3
GOLGA7,0.392216832,2.716594734,1.814216444,0.093287305,0.780392098,-4.304065906,1.31240849,3.433928383,5.344784043,8.550725177,6.302443492,7.135740472,8.132730511,7.200188576,8.502319583,5.372455788,7.281733164,7.200188576,11
UGCG,-0.435920558,2.520537022,-1.813691091,0.093372114,0.780718813,-4.304769603,-1.352773739,5.307848001,8.096662055,8.498782297,8.78127068,3.730185659,4.406123347,4.342579603,6.271910492,4.27789227,6.556863963,5.512269254,10
PRKD1,-0.434212059,1.750060547,-1.812490003,0.093566268,0.780963693,-4.306378021,-1.351172676,3.3931919,3.429769823,6.306321075,5.42102415,2.974857702,2.984096039,2.492894879,3.629408446,2.7781375,2.577645759,2.725846005,7
MCAT,-0.290524803,2.715110767,-1.811757814,0.093684803,0.781014079,-4.307358242,-1.223085113,5.156275121,9.932727161,8.578262548,6.302443492,6.504442665,6.504442665,6.504442665,6.504442665,5.287950199,5.74085949,6.504442665,6
GPR56,0.315052681,4.893042086,1.810994061,0.093808591,0.781594484,-4.308380494,1.24405708,25.54617279,28.86800752,22.08972716,24.07990549,37.15805615,35.1623646,32.12107918,39.8036202,21.94636546,32.49706304,34.10660962,10
RAD17,-0.216722426,1.194773377,-1.810625251,0.093868421,0.781594484,-4.308874049,-1.1620905,2.765153856,2.617738224,2.299768223,2.829999233,2.174707352,2.3329081,2.3329081,2.06689827,1.965175508,1.906392446,2.094325247,8
PAG1,-0.207630422,0.419457165,-1.81049516,0.093889532,0.781594484,-4.309048129,-1.154789922,1.331731059,1.354934606,1.814858838,1.259833171,1.331731059,1.140436823,1.470230079,1.37512577,1.331731059,1.256389633,1.155351047,5
CSNK1E ,0.269131244,3.719567356,1.808742172,0.094174432,0.782238046,-4.311393218,1.205081938,13.02081798,10.8288768,10.79242186,12.88778234,16.704161,17.07368732,13.02081798,11.67026722,11.10166515,16.87712849,13.02081798,3
ABCA7,-0.328474751,1.917390023,-1.80858683,0.094199716,0.782238046,-4.311600969,-1.255685135,3.735103483,4.301991815,5.512433173,3.783506671,5.065810203,3.6318028,3.735103483,3.629408446,2.585884588,3.735103483,2.767448328,5
CHODL,-0.70330355,6.385656522,-1.808241927,0.094255876,0.782238046,-4.312062205,-1.628228922,63.26060931,85.18328171,314.238489,129.555629,56.47969946,67.06463834,54.6537286,77.30289212,73.55133563,68.26991353,79.21198303,11
ALG14,-0.332676604,1.426537173,-1.808044057,0.094288108,0.782238046,-4.312326794,-1.259347652,2.283947674,3.06059691,4.595139733,1.979830928,2.716662563,2.716662563,2.773426759,2.716662563,2.57599215,2.048190802,2.837118093,9
SLC41A2,-0.413661375,1.938820726,-1.807591241,0.094361906,0.782238046,-4.312932234,-1.332062131,3.377465809,8.008510255,3.894723807,4.384679632,3.853775562,2.560512121,3.853775562,3.853775562,3.313725137,3.043188956,3.853775562,6
GSK3B,-0.167263785,3.784267441,-1.807314839,0.094406979,0.782238046,-4.313301759,-1.122926721,15.55698645,15.178292,14.26406446,11.89220002,14.16112464,13.97565823,13.55775941,13.97565823,12.5930767,14.89307672,12.05473764,11
SNX18,0.594487031,1.924219721,1.807145518,0.0944346,0.782238046,-4.31352811,1.509935613,4.49182327,1.838558263,2.693945169,3.224582845,3.935692584,4.889733445,2.891490798,3.629408446,4.444725638,3.756444778,9.729220949,7
ZCCHC24,0.735561343,3.034317014,1.807049861,0.094450207,0.782238046,-4.313655982,1.665045201,12.74462572,2.266771089,6.257707061,7.109286385,11.32049592,9.969628758,5.912128119,7.472274233,9.877334499,12.16257239,14.49581196,4
GADD45A,-0.463863572,2.635105859,-1.806301216,0.094572435,0.782477779,-4.314656622,-1.379230489,4.657831859,7.918497943,13.1091133,6.027104558,6.947223838,6.027104558,4.082353167,5.660667757,7.588657057,4.715833229,5.269563948,8
SPTSSA,0.270848132,0.400955366,1.805926832,0.094633613,0.782477779,-4.315156942,1.206516907,1.06034062,1.063851492,1.354819034,1.200373377,1.616175022,1.354819034,1.490015799,1.191023665,1.103132529,1.513671924,1.786615393,5
ZNF704,0.291788613,2.357641565,1.805691077,0.094672156,0.782494347,-4.315471972,1.224157013,4.46291951,4.143901071,4.682625448,5.701145231,5.528760278,5.468263792,4.332358197,7.521195064,3.906071137,5.782120005,5.836244771,3
CEP97,-0.281007019,2.985046932,-1.805307964,0.094734819,0.782621574,-4.315983863,-1.215042704,10.08330065,10.17753405,7.39748474,9.814208038,8.586136155,8.270247027,6.352516463,7.081997561,7.726482038,7.081997561,5.88484866,11
SEC24A,0.275521602,3.590707034,1.804980825,0.094788357,0.782621574,-4.31642092,1.210431638,9.889914596,10.0080125,11.64744335,16.66691725,11.35741074,10.52098932,11.06208775,14.19783464,11.64744335,11.41850807,16.18655367,11
COPS8,-0.343339257,0.975682093,-1.803832126,0.094976561,0.783149945,-4.317955241,-1.268689703,1.799139203,2.109578374,3.367991767,2.252576521,1.438785405,1.718853467,1.979830928,2.095445822,1.429510796,2.034882661,1.979830928,8
ZNF133,0.270428607,2.051618742,1.803766595,0.094987308,0.783149945,-4.318042755,1.206166112,4.475550177,2.904862203,3.640900725,4.089675188,3.779986333,3.837727502,5.753537841,4.911452904,4.522770658,4.388124556,3.94751817,3
PCDH7,-0.329432834,6.026853637,-1.803524274,0.095027057,0.783178227,-4.318366351,-1.256519303,50.05423591,95.08998905,95.84834666,66.90956785,63.96502461,67.17677663,63.96502461,69.63480974,48.57561939,55.69971965,57.28625466,11
CCNG1,0.517231914,2.333354345,1.803299383,0.095063961,0.783257153,-4.318666649,1.431206569,1.998280427,4.182908908,7.004545313,5.195415357,6.003237931,5.195415357,4.607263893,5.195415357,5.328089953,5.195415357,8.474421356,7
NAGA,0.25680835,1.42070222,1.802740197,0.095155775,0.783453486,-4.319413247,1.194832471,2.283947674,2.106665103,2.704396991,2.704396991,2.364484097,2.376944248,2.714332546,2.704396991,2.783482651,3.745218162,3.345312891,3
IPO8,0.198805491,3.137823902,1.801120935,0.095422097,0.783959115,-4.321574507,1.14774766,8.320443934,8.271063772,7.335935092,9.293369403,9.03381058,7.812031938,8.588165863,11.50905028,8.696415356,9.724293829,8.876882569,10
PWP1,-0.433783276,3.098655939,-1.800252608,0.095565187,0.783959115,-4.322733051,-1.350771154,8.360684111,9.613474858,15.07122796,7.258594996,9.739331597,8.011864837,10.96580228,9.911910345,4.886557524,5.981959059,8.360684111,8
NAP1L3,-0.535774242,4.143548265,-1.799889049,0.095625155,0.783959115,-4.32321803,-1.449719958,17.92866948,37.8578441,18.28881765,12.00554915,14.12862541,29.07830007,15.50784457,19.50481911,13.16243328,10.63784125,20.26898023,11
NCAN,0.408183886,1.12215374,1.799720516,0.095652965,0.783959115,-4.323442832,1.327014271,2.283947674,1.428000349,1.705686214,2.303923951,2.283947674,3.208404252,3.246398499,2.542373492,1.652702729,1.56066801,2.599667848,4
HIST1H4A ,0.298391865,3.80101368,1.799546466,0.095681693,0.783959115,-4.32367498,1.229772853,8.2999063,14.61031021,14.22142661,13.54141675,15.06724161,12.98501598,18.35556765,14.36739796,16.55326472,13.09395283,14.77385857,7
GRB10,0.247642408,3.37262402,1.79902735,0.095767423,0.783959115,-4.324367308,1.187265349,8.819441388,8.216270084,10.54429305,9.404207996,11.64377402,8.78722079,10.54429305,14.24770022,11.98596431,10.54429305,10.54429305,10
BTBD2,0.194115809,0.954452406,1.797556016,0.096010781,0.783959115,-4.326328991,1.144022804,1.698458077,1.683330265,1.897747367,2.074556245,2.449097686,1.897747367,1.897747367,2.279223594,1.897747367,1.882004306,1.790565531,3
TATDN1,-0.57788564,2.513035442,-1.797021833,0.096099272,0.783959115,-4.327040987,-1.492660058,4.717122094,5.669700089,16.66521886,5.015310621,5.015310621,5.015310621,7.991250015,6.268930292,3.783296469,4.807227919,4.092366784,8
CTSF,0.179753652,2.090688004,1.796209071,0.096234051,0.783959115,-4.328124071,1.132690455,3.570831099,3.849960169,4.28344276,4.105269699,5.194602573,4.254971091,4.3764703,4.240665304,4.11690492,4.905139749,4.181850052,4
SYF2,0.207614339,3.372939668,1.796158477,0.096242447,0.783959115,-4.328191484,1.154777049,9.322829058,8.055220619,10.81641381,10.83749162,10.81641381,12.00926927,10.81641381,12.41125859,9.4042005,9.322829058,10.96251812,9
USP46,-0.369767748,4.292623566,-1.796022076,0.096265085,0.783959115,-4.328373223,-1.292144798,20.76740092,29.01531091,21.85127327,19.75631063,20.76740092,23.48657039,13.97565823,21.80448804,18.50483163,11.23515128,20.37591112,11
TSPAN8,-0.962249544,3.868450574,-1.795109373,0.096416683,0.784700267,-4.329589106,-1.948345514,12.14538914,23.4595372,46.8626234,19.05028618,12.33399018,19.17965676,25.43660051,20.34326365,5.986797497,4.807227919,7.200188576,9
NSA2,-0.508935525,3.927461749,-1.79405867,0.096591468,0.784700267,-4.330988416,-1.422999865,11.22245388,20.40487197,33.21198422,12.60905469,15.24908372,16.29715718,18.39179151,11.22245388,8.614806074,15.15879709,15.75233568,10
PHF11,0.306134762,0.281583114,1.793811712,0.096632591,0.784700267,-4.331317248,1.236390747,1.342867302,0.883054154,0.953251223,1.860825393,1.472607417,1.170482918,1.126520855,1.322744832,1.068094764,1.170482918,1.267181802,4
ZNF85,-0.307730512,1.001643415,-1.793715811,0.096648564,0.78471343,-4.331444935,-1.237759062,3.303483513,1.783749056,2.169618614,1.979830928,1.816032771,1.953177598,1.979830928,1.914409198,1.524163182,2.415069143,1.655636955,3
CHKB-CPT1B ,0.612880281,0.908655058,1.792672987,0.096822411,0.78523758,-4.33283317,1.529309366,1.331731059,1.240224053,1.585423533,1.717233397,1.735744826,1.717233397,5.062529694,3.600763225,1.590453586,1.953803012,1.344269286,3
MRPS22,-0.38567279,4.384380038,-1.790779507,0.097138785,0.78523758,-4.335352705,-1.306468907,21.13075104,24.67449759,31.30642953,23.53889965,15.79345938,19.09682657,28.1706791,24.50216875,15.68031703,13.05823955,20.13103987,10
ESCO1,0.391134636,2.795135191,1.790258191,0.097226052,0.78523758,-4.336046134,1.311424394,6.523093901,6.174901946,4.594947212,6.850658969,6.523093901,6.523093901,9.008402027,11.65616441,5.098874025,6.523093901,9.56048026,10
PALLD,0.506629899,2.407402038,1.790233337,0.097230214,0.78523758,-4.336079191,1.420727531,4.682286307,4.685899873,3.162997701,5.574321026,4.073857064,6.789536188,3.83707179,9.841156094,5.284118861,4.628796646,9.480429939,8
FAM171B,0.497386566,5.18796904,1.790223671,0.097231833,0.78523758,-4.336092047,1.411654041,21.91097244,27.93308229,37.30289216,58.94301693,41.62075743,67.93433638,22.03469514,38.5137551,35.90073573,34.92639915,37.30289216,11
PTPRS,-0.255330661,5.274534178,-1.789739421,0.097312962,0.785442312,-4.336736068,-1.193609283,37.6568496,61.93925575,36.58207656,34.57562058,37.6568496,40.60790528,36.48979572,36.01393025,40.02007765,37.21198307,33.09919549,10
PITPNB,-0.269460983,4.979286397,-1.789135919,0.097414156,0.785567174,-4.337538555,-1.2053574,33.0325596,32.30289736,44.21198303,24.49211831,32.30289736,32.30289736,36.74826452,34.54690777,26.03019449,24.43929159,31.59476615,8
CMPK1,-0.404654196,3.856337181,-1.788844385,0.097463073,0.785567174,-4.337926159,-1.323771573,12.88300111,19.86758257,21.88927377,15.16321518,15.16321518,15.16321518,13.89133698,17.4859568,7.968300625,10.46773215,14.86571275,11
XIST,1.312605472,3.398213227,1.788121912,0.097584393,0.785567174,-4.338886565,2.483897209,4.076156004,10.96251812,3.602645274,6.010026187,4.434470336,23.33873383,16.86639412,3.567065634,23.13576566,47.88868858,26.80260735,6
ATP6AP2,-0.410509937,7.269386495,-1.787321596,0.097718943,0.785567174,-4.339950203,-1.329155536,113.8560521,211.1210739,284.211983,143.9158971,165.968295,148.7263504,157.4727558,184.4567281,113.954112,119.6665285,122.597806,11
PIK3CB,-0.419589497,4.864162206,-1.787225849,0.097735052,0.785567174,-4.340077436,-1.337546916,28.93933022,39.80912109,40.44719829,29.06243025,36.44801352,31.42955379,30.41082597,37.10448516,19.11428369,16.99772628,22.48738751,11
ACAD11 ,0.403029097,1.599543687,1.787192796,0.097740613,0.785567174,-4.340121357,1.322281274,2.647262161,2.001173106,2.855904639,3.043188956,3.722314403,3.192009497,3.431223374,5.345162398,2.123196598,2.489204813,3.733573675,6
PKIA,0.290342204,2.571227145,1.786993805,0.0977741,0.785567174,-4.340385771,1.22293032,5.758273903,3.611872568,6.506240382,6.316980505,5.374590126,6.152005562,6.504442665,7.372540537,5.308745086,6.375883993,7.121893436,10
IKZF5,0.166219165,2.003594842,1.786498425,0.097857509,0.785567174,-4.341043947,1.122113932,3.772668432,3.258335043,4.079533704,4.289585897,3.999219629,4.079533704,3.692951684,4.359618304,4.518022537,4.139296631,4.079533704,6
KMT2E,0.30244567,0.380331692,1.78598264,0.097944421,0.785667727,-4.341729128,1.233233231,1.382326813,1.245978528,0.81041662,1.245978528,1.518324451,1.6752665,1.064948093,1.493965984,1.225864035,1.553521616,1.35577085,7
TOMM40L,-0.366044283,3.289026915,-1.785425875,0.098038317,0.785768292,-4.342468629,-1.28881419,9.589538638,11.73263135,14.43807705,7.348359016,9.589538638,10.34104236,12.42949233,12.61278243,7.692859595,6.539386296,8.335071959,5
TGFB2,0.329854488,1.355944411,1.785340214,0.09805277,0.785768292,-4.342582393,1.256886597,2.283947674,1.938757882,2.299768223,2.299768223,3.399801066,2.85813434,3.941804606,2.738819696,2.039319175,2.101412987,2.935014049,9
UQCRC2,-0.577647739,5.168957117,-1.784490415,0.098196258,0.785768292,-4.343710831,-1.492413938,25.64541375,45.8552187,94.84834666,22.7618866,36.04304993,31.39380645,51.43280738,37.02065491,26.18682843,25.70466904,35.48471055,11
DOCK11,-0.373507449,1.698971443,-1.784336582,0.098222253,0.785768292,-4.343915073,-1.295498593,2.283947674,4.873245937,5.409244246,3.174031228,3.400506284,3.174031228,2.585569706,3.410798627,3.09880008,2.696270447,2.780216682,7
DUSP22,0.247487702,4.525517759,1.784030899,0.098273925,0.78588955,-4.344320895,1.187138041,18.255597,20.54903925,22.39825023,24.41373777,22.50622278,20.20280845,26.73032365,24.6115951,19.74179461,24.75970959,32.24453084,10
